DiadaSemana,Mes,Dia,Ano,Jornal,qt,pos,neg,neu
Fri,JUN,6,2003,FOLHASP,0,0,0,0
Fri,JUN,6,2003,ESTADAO,18,13,2,3
Sat,JUN,7,2003,G1,0,0,0,0
Sat,JUN,7,2003,FOLHASP,0,0,0,0
Sat,JUN,7,2003,ESTADAO,1,0,0,1
Sun,JUN,8,2003,G1,0,0,0,0
Sun,JUN,8,2003,FOLHASP,0,0,0,0
Sun,JUN,8,2003,ESTADAO,1,1,0,0
Mon,JUN,9,2003,G1,0,0,0,0
Mon,JUN,9,2003,FOLHASP,0,0,0,0
Mon,JUN,9,2003,ESTADAO,12,9,0,3
Tue,JUN,10,2003,G1,0,0,0,0
Tue,JUN,10,2003,FOLHASP,0,0,0,0
Tue,JUN,10,2003,ESTADAO,18,13,1,4
Wed,JUN,11,2003,G1,0,0,0,0
Wed,JUN,11,2003,FOLHASP,0,0,0,0
Wed,JUN,11,2003,ESTADAO,14,7,2,5
Thu,JUN,12,2003,G1,0,0,0,0
Thu,JUN,12,2003,FOLHASP,0,0,0,0
Thu,JUN,12,2003,ESTADAO,15,12,1,2
Fri,JUN,13,2003,G1,0,0,0,0
Fri,JUN,13,2003,FOLHASP,0,0,0,0
Fri,JUN,13,2003,ESTADAO,10,7,1,2
Sat,JUN,14,2003,G1,0,0,0,0
Sat,JUN,14,2003,FOLHASP,0,0,0,0
Sat,JUN,14,2003,ESTADAO,0,0,0,0
Sun,JUN,15,2003,G1,0,0,0,0
Sun,JUN,15,2003,FOLHASP,0,0,0,0
Sun,JUN,15,2003,ESTADAO,2,1,1,0
Mon,JUN,16,2003,G1,0,0,0,0
Mon,JUN,16,2003,FOLHASP,0,0,0,0
Mon,JUN,16,2003,ESTADAO,23,19,3,1
Tue,JUN,17,2003,G1,0,0,0,0
Tue,JUN,17,2003,FOLHASP,0,0,0,0
Tue,JUN,17,2003,ESTADAO,23,17,3,3
Wed,JUN,18,2003,G1,0,0,0,0
Wed,JUN,18,2003,FOLHASP,0,0,0,0
Wed,JUN,18,2003,ESTADAO,28,18,2,8
Thu,JUN,19,2003,G1,0,0,0,0
Thu,JUN,19,2003,FOLHASP,0,0,0,0
Thu,JUN,19,2003,ESTADAO,3,3,0,0
Fri,JUN,20,2003,G1,0,0,0,0
Fri,JUN,20,2003,FOLHASP,0,0,0,0
Fri,JUN,20,2003,ESTADAO,9,7,0,2
Sat,JUN,21,2003,G1,0,0,0,0
Sat,JUN,21,2003,FOLHASP,0,0,0,0
Sat,JUN,21,2003,ESTADAO,5,3,1,1
Sun,JUN,22,2003,G1,0,0,0,0
Sun,JUN,22,2003,FOLHASP,0,0,0,0
Sun,JUN,22,2003,ESTADAO,4,2,2,0
Mon,JUN,23,2003,G1,0,0,0,0
Mon,JUN,23,2003,FOLHASP,0,0,0,0
Mon,JUN,23,2003,ESTADAO,13,9,2,2
Tue,JUN,24,2003,G1,0,0,0,0
Tue,JUN,24,2003,FOLHASP,0,0,0,0
Tue,JUN,24,2003,ESTADAO,14,7,4,3
Wed,JUN,25,2003,G1,0,0,0,0
Wed,JUN,25,2003,FOLHASP,0,0,0,0
Wed,JUN,25,2003,ESTADAO,15,10,1,4
Thu,JUN,26,2003,G1,0,0,0,0
Thu,JUN,26,2003,FOLHASP,0,0,0,0
Thu,JUN,26,2003,ESTADAO,17,12,1,4
Fri,JUN,27,2003,G1,0,0,0,0
Fri,JUN,27,2003,FOLHASP,0,0,0,0
Fri,JUN,27,2003,ESTADAO,13,10,1,2
Sat,JUN,28,2003,G1,0,0,0,0
Sat,JUN,28,2003,FOLHASP,0,0,0,0
Sat,JUN,28,2003,ESTADAO,0,0,0,0
Sun,JUN,29,2003,G1,0,0,0,0
Sun,JUN,29,2003,FOLHASP,0,0,0,0
Sun,JUN,29,2003,ESTADAO,3,1,1,1
Mon,JUN,30,2003,G1,0,0,0,0
Mon,JUN,30,2003,FOLHASP,0,0,0,0
Mon,JUN,30,2003,ESTADAO,20,11,6,3
Tue,JUL,1,2003,G1,0,0,0,0
Tue,JUL,1,2003,FOLHASP,0,0,0,0
Tue,JUL,1,2003,ESTADAO,13,7,2,4
Wed,JUL,2,2003,G1,0,0,0,0
Wed,JUL,2,2003,FOLHASP,0,0,0,0
Wed,JUL,2,2003,ESTADAO,13,3,4,6
Thu,JUL,3,2003,G1,0,0,0,0
Thu,JUL,3,2003,FOLHASP,0,0,0,0
Thu,JUL,3,2003,ESTADAO,17,11,2,4
Fri,JUL,4,2003,G1,0,0,0,0
Fri,JUL,4,2003,FOLHASP,0,0,0,0
Fri,JUL,4,2003,ESTADAO,12,9,3,0
Sat,JUL,5,2003,G1,0,0,0,0
Sat,JUL,5,2003,FOLHASP,0,0,0,0
Sat,JUL,5,2003,ESTADAO,1,0,1,0
Sun,JUL,6,2003,G1,0,0,0,0
Sun,JUL,6,2003,FOLHASP,0,0,0,0
Sun,JUL,6,2003,ESTADAO,1,0,0,1
Mon,JUL,7,2003,G1,0,0,0,0
Mon,JUL,7,2003,FOLHASP,0,0,0,0
Mon,JUL,7,2003,ESTADAO,7,5,1,1
Tue,JUL,8,2003,G1,0,0,0,0
Tue,JUL,8,2003,FOLHASP,0,0,0,0
Tue,JUL,8,2003,ESTADAO,10,5,3,2
Wed,JUL,9,2003,G1,0,0,0,0
Wed,JUL,9,2003,FOLHASP,0,0,0,0
Wed,JUL,9,2003,ESTADAO,12,6,1,5
Thu,JUL,10,2003,G1,0,0,0,0
Thu,JUL,10,2003,FOLHASP,0,0,0,0
Thu,JUL,10,2003,ESTADAO,15,10,1,4
Fri,JUL,11,2003,G1,0,0,0,0
Fri,JUL,11,2003,FOLHASP,0,0,0,0
Fri,JUL,11,2003,ESTADAO,14,10,2,2
Sat,JUL,12,2003,G1,0,0,0,0
Sat,JUL,12,2003,FOLHASP,0,0,0,0
Sat,JUL,12,2003,ESTADAO,1,0,1,0
Sun,JUL,13,2003,G1,0,0,0,0
Sun,JUL,13,2003,FOLHASP,0,0,0,0
Sun,JUL,13,2003,ESTADAO,2,2,0,0
Mon,JUL,14,2003,G1,0,0,0,0
Mon,JUL,14,2003,FOLHASP,0,0,0,0
Mon,JUL,14,2003,ESTADAO,14,8,2,4
Tue,JUL,15,2003,G1,0,0,0,0
Tue,JUL,15,2003,FOLHASP,0,0,0,0
Tue,JUL,15,2003,ESTADAO,13,5,5,3
Wed,JUL,16,2003,G1,0,0,0,0
Wed,JUL,16,2003,FOLHASP,0,0,0,0
Wed,JUL,16,2003,ESTADAO,17,12,3,2
Thu,JUL,17,2003,G1,0,0,0,0
Thu,JUL,17,2003,FOLHASP,0,0,0,0
Thu,JUL,17,2003,ESTADAO,16,10,1,5
Fri,JUL,18,2003,G1,0,0,0,0
Fri,JUL,18,2003,FOLHASP,0,0,0,0
Fri,JUL,18,2003,ESTADAO,9,7,2,0
Sat,JUL,19,2003,G1,0,0,0,0
Sat,JUL,19,2003,FOLHASP,0,0,0,0
Sat,JUL,19,2003,ESTADAO,4,2,0,2
Sun,JUL,20,2003,G1,0,0,0,0
Sun,JUL,20,2003,FOLHASP,0,0,0,0
Sun,JUL,20,2003,ESTADAO,3,1,2,0
Mon,JUL,21,2003,G1,0,0,0,0
Mon,JUL,21,2003,FOLHASP,0,0,0,0
Mon,JUL,21,2003,ESTADAO,18,14,2,2
Tue,JUL,22,2003,G1,0,0,0,0
Tue,JUL,22,2003,FOLHASP,0,0,0,0
Tue,JUL,22,2003,ESTADAO,12,7,2,3
Wed,JUL,23,2003,G1,0,0,0,0
Wed,JUL,23,2003,FOLHASP,0,0,0,0
Wed,JUL,23,2003,ESTADAO,25,20,2,3
Thu,JUL,24,2003,G1,0,0,0,0
Thu,JUL,24,2003,FOLHASP,0,0,0,0
Thu,JUL,24,2003,ESTADAO,20,12,4,4
Fri,JUL,25,2003,G1,0,0,0,0
Fri,JUL,25,2003,FOLHASP,0,0,0,0
Fri,JUL,25,2003,ESTADAO,6,5,1,0
Sat,JUL,26,2003,G1,0,0,0,0
Sat,JUL,26,2003,FOLHASP,0,0,0,0
Sat,JUL,26,2003,ESTADAO,1,1,0,0
Sun,JUL,27,2003,G1,0,0,0,0
Sun,JUL,27,2003,FOLHASP,0,0,0,0
Sun,JUL,27,2003,ESTADAO,1,1,0,0
Mon,JUL,28,2003,G1,0,0,0,0
Mon,JUL,28,2003,FOLHASP,0,0,0,0
Mon,JUL,28,2003,ESTADAO,21,12,4,5
Tue,JUL,29,2003,G1,0,0,0,0
Tue,JUL,29,2003,FOLHASP,0,0,0,0
Tue,JUL,29,2003,ESTADAO,22,13,6,3
Wed,JUL,30,2003,G1,0,0,0,0
Wed,JUL,30,2003,FOLHASP,0,0,0,0
Wed,JUL,30,2003,ESTADAO,12,10,1,1
Thu,JUL,31,2003,G1,0,0,0,0
Thu,JUL,31,2003,FOLHASP,0,0,0,0
Thu,JUL,31,2003,ESTADAO,14,12,1,1
Fri,AGO,1,2003,G1,0,0,0,0
Fri,AGO,1,2003,FOLHASP,0,0,0,0
Fri,AGO,1,2003,ESTADAO,16,10,2,4
Sat,AGO,2,2003,G1,0,0,0,0
Sat,AGO,2,2003,FOLHASP,0,0,0,0
Sat,AGO,2,2003,ESTADAO,1,1,0,0
Sun,AGO,3,2003,G1,0,0,0,0
Sun,AGO,3,2003,FOLHASP,0,0,0,0
Sun,AGO,3,2003,ESTADAO,0,0,0,0
Mon,AGO,4,2003,G1,0,0,0,0
Mon,AGO,4,2003,FOLHASP,0,0,0,0
Mon,AGO,4,2003,ESTADAO,18,6,7,5
Tue,AGO,5,2003,G1,0,0,0,0
Tue,AGO,5,2003,FOLHASP,0,0,0,0
Tue,AGO,5,2003,ESTADAO,18,11,4,3
Wed,AGO,6,2003,G1,0,0,0,0
Wed,AGO,6,2003,FOLHASP,0,0,0,0
Wed,AGO,6,2003,ESTADAO,13,11,1,1
Thu,AGO,7,2003,G1,0,0,0,0
Thu,AGO,7,2003,FOLHASP,0,0,0,0
Thu,AGO,7,2003,ESTADAO,9,5,3,1
Fri,AGO,8,2003,G1,0,0,0,0
Fri,AGO,8,2003,FOLHASP,0,0,0,0
Fri,AGO,8,2003,ESTADAO,18,17,0,1
Sat,AGO,9,2003,G1,0,0,0,0
Sat,AGO,9,2003,FOLHASP,0,0,0,0
Sat,AGO,9,2003,ESTADAO,0,0,0,0
Sun,AGO,10,2003,G1,0,0,0,0
Sun,AGO,10,2003,FOLHASP,0,0,0,0
Sun,AGO,10,2003,ESTADAO,2,2,0,0
Mon,AGO,11,2003,G1,0,0,0,0
Mon,AGO,11,2003,FOLHASP,0,0,0,0
Mon,AGO,11,2003,ESTADAO,10,6,1,3
Tue,AGO,12,2003,G1,0,0,0,0
Tue,AGO,12,2003,FOLHASP,0,0,0,0
Tue,AGO,12,2003,ESTADAO,21,11,2,8
Wed,AGO,13,2003,G1,0,0,0,0
Wed,AGO,13,2003,FOLHASP,0,0,0,0
Wed,AGO,13,2003,ESTADAO,11,7,2,2
Thu,AGO,14,2003,G1,0,0,0,0
Thu,AGO,14,2003,FOLHASP,0,0,0,0
Thu,AGO,14,2003,ESTADAO,20,14,2,4
Fri,AGO,15,2003,G1,0,0,0,0
Fri,AGO,15,2003,FOLHASP,0,0,0,0
Fri,AGO,15,2003,ESTADAO,16,15,1,0
Sat,AGO,16,2003,G1,0,0,0,0
Sat,AGO,16,2003,FOLHASP,0,0,0,0
Sat,AGO,16,2003,ESTADAO,3,3,0,0
Sun,AGO,17,2003,G1,0,0,0,0
Sun,AGO,17,2003,FOLHASP,0,0,0,0
Sun,AGO,17,2003,ESTADAO,4,4,0,0
Mon,AGO,18,2003,G1,0,0,0,0
Mon,AGO,18,2003,FOLHASP,0,0,0,0
Mon,AGO,18,2003,ESTADAO,22,17,3,2
Tue,AGO,19,2003,G1,0,0,0,0
Tue,AGO,19,2003,FOLHASP,0,0,0,0
Tue,AGO,19,2003,ESTADAO,10,6,1,3
Wed,AGO,20,2003,G1,0,0,0,0
Wed,AGO,20,2003,FOLHASP,0,0,0,0
Wed,AGO,20,2003,ESTADAO,38,31,2,5
Thu,AGO,21,2003,G1,0,0,0,0
Thu,AGO,21,2003,FOLHASP,0,0,0,0
Thu,AGO,21,2003,ESTADAO,23,21,0,2
Fri,AGO,22,2003,G1,0,0,0,0
Fri,AGO,22,2003,FOLHASP,0,0,0,0
Fri,AGO,22,2003,ESTADAO,17,11,3,3
Sat,AGO,23,2003,G1,0,0,0,0
Sat,AGO,23,2003,FOLHASP,0,0,0,0
Sat,AGO,23,2003,ESTADAO,0,0,0,0
Sun,AGO,24,2003,G1,0,0,0,0
Sun,AGO,24,2003,FOLHASP,0,0,0,0
Sun,AGO,24,2003,ESTADAO,1,1,0,0
Mon,AGO,25,2003,G1,0,0,0,0
Mon,AGO,25,2003,FOLHASP,0,0,0,0
Mon,AGO,25,2003,ESTADAO,15,11,2,2
Tue,AGO,26,2003,G1,0,0,0,0
Tue,AGO,26,2003,FOLHASP,0,0,0,0
Tue,AGO,26,2003,ESTADAO,17,15,1,1
Wed,AGO,27,2003,G1,0,0,0,0
Wed,AGO,27,2003,FOLHASP,0,0,0,0
Wed,AGO,27,2003,ESTADAO,12,9,2,1
Thu,AGO,28,2003,G1,0,0,0,0
Thu,AGO,28,2003,FOLHASP,0,0,0,0
Thu,AGO,28,2003,ESTADAO,21,13,3,5
Fri,AGO,29,2003,G1,0,0,0,0
Fri,AGO,29,2003,FOLHASP,0,0,0,0
Fri,AGO,29,2003,ESTADAO,15,13,1,1
Sat,AGO,30,2003,G1,0,0,0,0
Sat,AGO,30,2003,FOLHASP,0,0,0,0
Sat,AGO,30,2003,ESTADAO,0,0,0,0
Sun,AGO,31,2003,G1,0,0,0,0
Sun,AGO,31,2003,FOLHASP,0,0,0,0
Sun,AGO,31,2003,ESTADAO,0,0,0,0
Mon,SET,1,2003,G1,0,0,0,0
Mon,SET,1,2003,FOLHASP,0,0,0,0
Mon,SET,1,2003,ESTADAO,16,6,4,6
Tue,SET,2,2003,G1,0,0,0,0
Tue,SET,2,2003,FOLHASP,0,0,0,0
Tue,SET,2,2003,ESTADAO,17,10,3,4
Wed,SET,3,2003,G1,0,0,0,0
Wed,SET,3,2003,FOLHASP,0,0,0,0
Wed,SET,3,2003,ESTADAO,14,7,2,5
Thu,SET,4,2003,G1,0,0,0,0
Thu,SET,4,2003,FOLHASP,0,0,0,0
Thu,SET,4,2003,ESTADAO,26,18,2,6
Fri,SET,5,2003,G1,0,0,0,0
Fri,SET,5,2003,FOLHASP,0,0,0,0
Fri,SET,5,2003,ESTADAO,17,13,1,3
Sat,SET,6,2003,G1,0,0,0,0
Sat,SET,6,2003,FOLHASP,0,0,0,0
Sat,SET,6,2003,ESTADAO,1,1,0,0
Sun,SET,7,2003,G1,0,0,0,0
Sun,SET,7,2003,FOLHASP,0,0,0,0
Sun,SET,7,2003,ESTADAO,0,0,0,0
Mon,SET,8,2003,G1,0,0,0,0
Mon,SET,8,2003,FOLHASP,0,0,0,0
Mon,SET,8,2003,ESTADAO,20,15,2,3
Tue,SET,9,2003,G1,0,0,0,0
Tue,SET,9,2003,FOLHASP,0,0,0,0
Tue,SET,9,2003,ESTADAO,11,8,1,2
Wed,SET,10,2003,G1,0,0,0,0
Wed,SET,10,2003,FOLHASP,0,0,0,0
Wed,SET,10,2003,ESTADAO,23,12,5,6
Thu,SET,11,2003,G1,0,0,0,0
Thu,SET,11,2003,FOLHASP,0,0,0,0
Thu,SET,11,2003,ESTADAO,16,6,6,4
Fri,SET,12,2003,G1,0,0,0,0
Fri,SET,12,2003,FOLHASP,0,0,0,0
Fri,SET,12,2003,ESTADAO,14,11,1,2
Sat,SET,13,2003,G1,0,0,0,0
Sat,SET,13,2003,FOLHASP,0,0,0,0
Sat,SET,13,2003,ESTADAO,1,1,0,0
Sun,SET,14,2003,G1,0,0,0,0
Sun,SET,14,2003,FOLHASP,0,0,0,0
Sun,SET,14,2003,ESTADAO,10,5,3,2
Mon,SET,15,2003,G1,0,0,0,0
Mon,SET,15,2003,FOLHASP,0,0,0,0
Mon,SET,15,2003,ESTADAO,19,14,2,3
Tue,SET,16,2003,G1,0,0,0,0
Tue,SET,16,2003,FOLHASP,0,0,0,0
Tue,SET,16,2003,ESTADAO,18,15,2,1
Wed,SET,17,2003,G1,0,0,0,0
Wed,SET,17,2003,FOLHASP,0,0,0,0
Wed,SET,17,2003,ESTADAO,26,19,3,4
Thu,SET,18,2003,G1,0,0,0,0
Thu,SET,18,2003,FOLHASP,0,0,0,0
Thu,SET,18,2003,ESTADAO,25,19,0,6
Fri,SET,19,2003,G1,0,0,0,0
Fri,SET,19,2003,FOLHASP,0,0,0,0
Fri,SET,19,2003,ESTADAO,13,10,1,2
Sat,SET,20,2003,G1,0,0,0,0
Sat,SET,20,2003,FOLHASP,0,0,0,0
Sat,SET,20,2003,ESTADAO,8,8,0,0
Sun,SET,21,2003,G1,0,0,0,0
Sun,SET,21,2003,FOLHASP,0,0,0,0
Sun,SET,21,2003,ESTADAO,5,4,1,0
Mon,SET,22,2003,G1,0,0,0,0
Mon,SET,22,2003,FOLHASP,0,0,0,0
Mon,SET,22,2003,ESTADAO,17,12,1,4
Tue,SET,23,2003,G1,0,0,0,0
Tue,SET,23,2003,FOLHASP,0,0,0,0
Tue,SET,23,2003,ESTADAO,20,17,2,1
Wed,SET,24,2003,G1,0,0,0,0
Wed,SET,24,2003,FOLHASP,0,0,0,0
Wed,SET,24,2003,ESTADAO,16,12,1,3
Thu,SET,25,2003,G1,0,0,0,0
Thu,SET,25,2003,FOLHASP,0,0,0,0
Thu,SET,25,2003,ESTADAO,19,14,3,2
Fri,SET,26,2003,G1,0,0,0,0
Fri,SET,26,2003,FOLHASP,0,0,0,0
Fri,SET,26,2003,ESTADAO,10,7,2,1
Sat,SET,27,2003,G1,0,0,0,0
Sat,SET,27,2003,FOLHASP,0,0,0,0
Sat,SET,27,2003,ESTADAO,2,2,0,0
Sun,SET,28,2003,G1,0,0,0,0
Sun,SET,28,2003,FOLHASP,0,0,0,0
Sun,SET,28,2003,ESTADAO,0,0,0,0
Mon,SET,29,2003,G1,0,0,0,0
Mon,SET,29,2003,FOLHASP,0,0,0,0
Mon,SET,29,2003,ESTADAO,10,8,1,1
Tue,SET,30,2003,G1,0,0,0,0
Tue,SET,30,2003,FOLHASP,0,0,0,0
Tue,SET,30,2003,ESTADAO,11,9,2,0
Wed,OUT,1,2003,G1,0,0,0,0
Wed,OUT,1,2003,FOLHASP,0,0,0,0
Wed,OUT,1,2003,ESTADAO,11,7,3,1
Thu,OUT,2,2003,G1,0,0,0,0
Thu,OUT,2,2003,FOLHASP,0,0,0,0
Thu,OUT,2,2003,ESTADAO,12,9,0,3
Fri,OUT,3,2003,G1,0,0,0,0
Fri,OUT,3,2003,FOLHASP,0,0,0,0
Fri,OUT,3,2003,ESTADAO,13,10,1,2
Sat,OUT,4,2003,G1,0,0,0,0
Sat,OUT,4,2003,FOLHASP,0,0,0,0
Sat,OUT,4,2003,ESTADAO,2,1,0,1
Sun,OUT,5,2003,G1,0,0,0,0
Sun,OUT,5,2003,FOLHASP,0,0,0,0
Sun,OUT,5,2003,ESTADAO,0,0,0,0
Mon,OUT,6,2003,G1,0,0,0,0
Mon,OUT,6,2003,FOLHASP,0,0,0,0
Mon,OUT,6,2003,ESTADAO,16,11,0,5
Tue,OUT,7,2003,G1,0,0,0,0
Tue,OUT,7,2003,FOLHASP,0,0,0,0
Tue,OUT,7,2003,ESTADAO,21,15,0,6
Wed,OUT,8,2003,G1,0,0,0,0
Wed,OUT,8,2003,FOLHASP,0,0,0,0
Wed,OUT,8,2003,ESTADAO,16,9,5,2
Thu,OUT,9,2003,G1,0,0,0,0
Thu,OUT,9,2003,FOLHASP,0,0,0,0
Thu,OUT,9,2003,ESTADAO,17,12,1,4
Fri,OUT,10,2003,G1,0,0,0,0
Fri,OUT,10,2003,FOLHASP,0,0,0,0
Fri,OUT,10,2003,ESTADAO,17,10,3,4
Sat,OUT,11,2003,G1,0,0,0,0
Sat,OUT,11,2003,FOLHASP,0,0,0,0
Sat,OUT,11,2003,ESTADAO,2,2,0,0
Sun,OUT,12,2003,G1,0,0,0,0
Sun,OUT,12,2003,FOLHASP,0,0,0,0
Sun,OUT,12,2003,ESTADAO,1,0,1,0
Mon,OUT,13,2003,G1,0,0,0,0
Mon,OUT,13,2003,FOLHASP,0,0,0,0
Mon,OUT,13,2003,ESTADAO,9,5,1,3
Tue,OUT,14,2003,G1,0,0,0,0
Tue,OUT,14,2003,FOLHASP,0,0,0,0
Tue,OUT,14,2003,ESTADAO,20,12,2,6
Wed,OUT,15,2003,G1,0,0,0,0
Wed,OUT,15,2003,FOLHASP,0,0,0,0
Wed,OUT,15,2003,ESTADAO,14,9,0,5
Thu,OUT,16,2003,G1,0,0,0,0
Thu,OUT,16,2003,FOLHASP,0,0,0,0
Thu,OUT,16,2003,ESTADAO,18,13,4,1
Fri,OUT,17,2003,G1,0,0,0,0
Fri,OUT,17,2003,FOLHASP,0,0,0,0
Fri,OUT,17,2003,ESTADAO,6,3,2,1
Sat,OUT,18,2003,G1,0,0,0,0
Sat,OUT,18,2003,FOLHASP,0,0,0,0
Sat,OUT,18,2003,ESTADAO,4,2,2,0
Sun,OUT,19,2003,G1,0,0,0,0
Sun,OUT,19,2003,FOLHASP,0,0,0,0
Sun,OUT,19,2003,ESTADAO,0,0,0,0
Mon,OUT,20,2003,G1,0,0,0,0
Mon,OUT,20,2003,FOLHASP,0,0,0,0
Mon,OUT,20,2003,ESTADAO,15,10,0,5
Tue,OUT,21,2003,G1,0,0,0,0
Tue,OUT,21,2003,FOLHASP,0,0,0,0
Tue,OUT,21,2003,ESTADAO,9,5,0,4
Wed,OUT,22,2003,G1,0,0,0,0
Wed,OUT,22,2003,FOLHASP,0,0,0,0
Wed,OUT,22,2003,ESTADAO,21,17,2,2
Thu,OUT,23,2003,G1,0,0,0,0
Thu,OUT,23,2003,FOLHASP,0,0,0,0
Thu,OUT,23,2003,ESTADAO,14,9,0,5
Fri,OUT,24,2003,G1,0,0,0,0
Fri,OUT,24,2003,FOLHASP,0,0,0,0
Fri,OUT,24,2003,ESTADAO,17,11,2,4
Sat,OUT,25,2003,G1,0,0,0,0
Sat,OUT,25,2003,FOLHASP,0,0,0,0
Sat,OUT,25,2003,ESTADAO,0,0,0,0
Sun,OUT,26,2003,G1,0,0,0,0
Sun,OUT,26,2003,FOLHASP,0,0,0,0
Sun,OUT,26,2003,ESTADAO,0,0,0,0
Mon,OUT,27,2003,G1,0,0,0,0
Mon,OUT,27,2003,FOLHASP,0,0,0,0
Mon,OUT,27,2003,ESTADAO,11,10,1,0
Tue,OUT,28,2003,G1,0,0,0,0
Tue,OUT,28,2003,FOLHASP,0,0,0,0
Tue,OUT,28,2003,ESTADAO,20,14,2,4
Wed,OUT,29,2003,G1,0,0,0,0
Wed,OUT,29,2003,FOLHASP,0,0,0,0
Wed,OUT,29,2003,ESTADAO,15,13,0,2
Thu,OUT,30,2003,G1,0,0,0,0
Thu,OUT,30,2003,FOLHASP,0,0,0,0
Thu,OUT,30,2003,ESTADAO,21,16,2,3
Fri,OUT,31,2003,G1,0,0,0,0
Fri,OUT,31,2003,FOLHASP,0,0,0,0
Fri,OUT,31,2003,ESTADAO,16,12,0,4
Sat,NOV,1,2003,G1,0,0,0,0
Sat,NOV,1,2003,FOLHASP,0,0,0,0
Sat,NOV,1,2003,ESTADAO,2,1,1,0
Sun,NOV,2,2003,G1,0,0,0,0
Sun,NOV,2,2003,FOLHASP,0,0,0,0
Sun,NOV,2,2003,ESTADAO,1,1,0,0
Mon,NOV,3,2003,G1,0,0,0,0
Mon,NOV,3,2003,FOLHASP,0,0,0,0
Mon,NOV,3,2003,ESTADAO,7,5,1,1
Tue,NOV,4,2003,G1,0,0,0,0
Tue,NOV,4,2003,FOLHASP,0,0,0,0
Tue,NOV,4,2003,ESTADAO,15,11,1,3
Wed,NOV,5,2003,G1,0,0,0,0
Wed,NOV,5,2003,FOLHASP,0,0,0,0
Wed,NOV,5,2003,ESTADAO,8,5,1,2
Thu,NOV,6,2003,G1,0,0,0,0
Thu,NOV,6,2003,FOLHASP,0,0,0,0
Thu,NOV,6,2003,ESTADAO,21,18,0,3
Fri,NOV,7,2003,G1,0,0,0,0
Fri,NOV,7,2003,FOLHASP,0,0,0,0
Fri,NOV,7,2003,ESTADAO,12,9,1,2
Sat,NOV,8,2003,G1,0,0,0,0
Sat,NOV,8,2003,FOLHASP,0,0,0,0
Sat,NOV,8,2003,ESTADAO,2,2,0,0
Sun,NOV,9,2003,G1,0,0,0,0
Sun,NOV,9,2003,FOLHASP,0,0,0,0
Sun,NOV,9,2003,ESTADAO,1,1,0,0
Mon,NOV,10,2003,G1,0,0,0,0
Mon,NOV,10,2003,FOLHASP,0,0,0,0
Mon,NOV,10,2003,ESTADAO,6,1,2,3
Tue,NOV,11,2003,G1,0,0,0,0
Tue,NOV,11,2003,FOLHASP,0,0,0,0
Tue,NOV,11,2003,ESTADAO,10,7,2,1
Wed,NOV,12,2003,G1,0,0,0,0
Wed,NOV,12,2003,FOLHASP,0,0,0,0
Wed,NOV,12,2003,ESTADAO,12,8,3,1
Thu,NOV,13,2003,G1,0,0,0,0
Thu,NOV,13,2003,FOLHASP,0,0,0,0
Thu,NOV,13,2003,ESTADAO,11,7,4,0
Fri,NOV,14,2003,G1,0,0,0,0
Fri,NOV,14,2003,FOLHASP,0,0,0,0
Fri,NOV,14,2003,ESTADAO,12,9,1,2
Sat,NOV,15,2003,G1,0,0,0,0
Sat,NOV,15,2003,FOLHASP,0,0,0,0
Sat,NOV,15,2003,ESTADAO,0,0,0,0
Sun,NOV,16,2003,G1,0,0,0,0
Sun,NOV,16,2003,FOLHASP,0,0,0,0
Sun,NOV,16,2003,ESTADAO,0,0,0,0
Mon,NOV,17,2003,G1,0,0,0,0
Mon,NOV,17,2003,FOLHASP,0,0,0,0
Mon,NOV,17,2003,ESTADAO,12,11,1,0
Tue,NOV,18,2003,G1,0,0,0,0
Tue,NOV,18,2003,FOLHASP,0,0,0,0
Tue,NOV,18,2003,ESTADAO,9,7,0,2
Wed,NOV,19,2003,G1,0,0,0,0
Wed,NOV,19,2003,FOLHASP,0,0,0,0
Wed,NOV,19,2003,ESTADAO,16,11,3,2
Thu,NOV,20,2003,G1,0,0,0,0
Thu,NOV,20,2003,FOLHASP,0,0,0,0
Thu,NOV,20,2003,ESTADAO,17,12,4,1
Fri,NOV,21,2003,G1,0,0,0,0
Fri,NOV,21,2003,FOLHASP,0,0,0,0
Fri,NOV,21,2003,ESTADAO,19,13,4,2
Sat,NOV,22,2003,G1,0,0,0,0
Sat,NOV,22,2003,FOLHASP,0,0,0,0
Sat,NOV,22,2003,ESTADAO,3,2,0,1
Sun,NOV,23,2003,G1,0,0,0,0
Sun,NOV,23,2003,FOLHASP,0,0,0,0
Sun,NOV,23,2003,ESTADAO,2,2,0,0
Mon,NOV,24,2003,G1,0,0,0,0
Mon,NOV,24,2003,FOLHASP,0,0,0,0
Mon,NOV,24,2003,ESTADAO,19,13,4,2
Tue,NOV,25,2003,G1,0,0,0,0
Tue,NOV,25,2003,FOLHASP,0,0,0,0
Tue,NOV,25,2003,ESTADAO,13,9,1,3
Wed,NOV,26,2003,G1,0,0,0,0
Wed,NOV,26,2003,FOLHASP,0,0,0,0
Wed,NOV,26,2003,ESTADAO,24,19,1,4
Thu,NOV,27,2003,G1,0,0,0,0
Thu,NOV,27,2003,FOLHASP,0,0,0,0
Thu,NOV,27,2003,ESTADAO,20,12,1,7
Fri,NOV,28,2003,G1,0,0,0,0
Fri,NOV,28,2003,FOLHASP,0,0,0,0
