DiadaSemana,Mes,Dia,Ano,Jornal,qt,pos,neg,neu
Wed,MAI,14,2008,G1,0,0,0,0
Wed,MAI,14,2008,FOLHASP,63,47,7,9
Wed,MAI,14,2008,ESTADAO,34,27,3,4
Thu,MAI,15,2008,G1,0,0,0,0
Thu,MAI,15,2008,FOLHASP,61,43,9,9
Thu,MAI,15,2008,ESTADAO,45,28,9,8
Fri,MAI,16,2008,G1,0,0,0,0
Fri,MAI,16,2008,FOLHASP,50,34,6,10
Fri,MAI,16,2008,ESTADAO,26,16,2,8
Sat,MAI,17,2008,G1,0,0,0,0
Sat,MAI,17,2008,FOLHASP,6,4,2,0
Sat,MAI,17,2008,ESTADAO,12,9,1,2
Sun,MAI,18,2008,G1,0,0,0,0
Sun,MAI,18,2008,FOLHASP,7,7,0,0
Sun,MAI,18,2008,ESTADAO,2,1,1,0
Mon,MAI,19,2008,G1,0,0,0,0
Mon,MAI,19,2008,FOLHASP,53,36,7,10
Mon,MAI,19,2008,ESTADAO,45,30,9,6
Tue,MAI,20,2008,G1,0,0,0,0
Tue,MAI,20,2008,FOLHASP,51,28,5,18
Tue,MAI,20,2008,ESTADAO,34,21,7,6
Wed,MAI,21,2008,G1,0,0,0,0
Wed,MAI,21,2008,FOLHASP,46,23,9,14
Wed,MAI,21,2008,ESTADAO,44,27,10,7
Thu,MAI,22,2008,G1,0,0,0,0
Thu,MAI,22,2008,FOLHASP,21,11,4,6
Thu,MAI,22,2008,ESTADAO,11,5,5,1
Fri,MAI,23,2008,G1,0,0,0,0
Fri,MAI,23,2008,FOLHASP,31,17,7,7
Fri,MAI,23,2008,ESTADAO,18,8,3,7
Sat,MAI,24,2008,G1,0,0,0,0
Sat,MAI,24,2008,FOLHASP,7,4,2,1
Sat,MAI,24,2008,ESTADAO,4,4,0,0
Sun,MAI,25,2008,G1,0,0,0,0
Sun,MAI,25,2008,FOLHASP,9,8,0,1
Sun,MAI,25,2008,ESTADAO,3,3,0,0
Mon,MAI,26,2008,G1,0,0,0,0
Mon,MAI,26,2008,FOLHASP,46,31,7,8
Mon,MAI,26,2008,ESTADAO,38,18,12,8
Tue,MAI,27,2008,G1,0,0,0,0
Tue,MAI,27,2008,FOLHASP,60,40,11,9
Tue,MAI,27,2008,ESTADAO,55,38,5,12
Wed,MAI,28,2008,G1,0,0,0,0
Wed,MAI,28,2008,FOLHASP,58,35,9,14
Wed,MAI,28,2008,ESTADAO,59,36,11,12
Thu,MAI,29,2008,G1,0,0,0,0
Thu,MAI,29,2008,FOLHASP,57,40,8,9
Thu,MAI,29,2008,ESTADAO,23,19,1,3
Fri,MAI,30,2008,G1,0,0,0,0
Fri,MAI,30,2008,FOLHASP,44,28,6,10
Fri,MAI,30,2008,ESTADAO,56,34,10,12
Sat,MAI,31,2008,G1,0,0,0,0
Sat,MAI,31,2008,FOLHASP,8,5,1,2
Sat,MAI,31,2008,ESTADAO,28,19,5,4
Sun,JUN,1,2008,G1,0,0,0,0
Sun,JUN,1,2008,FOLHASP,4,2,2,0
Sun,JUN,1,2008,ESTADAO,6,4,2,0
Mon,JUN,2,2008,G1,0,0,0,0
Mon,JUN,2,2008,FOLHASP,56,31,9,16
Mon,JUN,2,2008,ESTADAO,35,22,6,7
Tue,JUN,3,2008,G1,0,0,0,0
Tue,JUN,3,2008,FOLHASP,55,41,4,10
Tue,JUN,3,2008,ESTADAO,41,26,7,8
Wed,JUN,4,2008,G1,0,0,0,0
Wed,JUN,4,2008,FOLHASP,71,42,15,14
Wed,JUN,4,2008,ESTADAO,69,58,2,9
Thu,JUN,5,2008,G1,0,0,0,0
Thu,JUN,5,2008,FOLHASP,63,43,10,10
Thu,JUN,5,2008,ESTADAO,83,57,8,18
Fri,JUN,6,2008,G1,0,0,0,0
Fri,JUN,6,2008,FOLHASP,40,16,12,12
Fri,JUN,6,2008,ESTADAO,19,11,6,2
Sat,JUN,7,2008,G1,0,0,0,0
Sat,JUN,7,2008,FOLHASP,7,2,2,3
Sat,JUN,7,2008,ESTADAO,12,4,4,4
Sun,JUN,8,2008,G1,0,0,0,0
Sun,JUN,8,2008,FOLHASP,5,1,0,4
Sun,JUN,8,2008,ESTADAO,5,3,2,0
Mon,JUN,9,2008,G1,0,0,0,0
Mon,JUN,9,2008,FOLHASP,58,37,16,5
Mon,JUN,9,2008,ESTADAO,42,33,6,3
Tue,JUN,10,2008,G1,0,0,0,0
Tue,JUN,10,2008,FOLHASP,64,34,18,12
Tue,JUN,10,2008,ESTADAO,48,35,5,8
Wed,JUN,11,2008,G1,0,0,0,0
Wed,JUN,11,2008,FOLHASP,67,34,21,12
Wed,JUN,11,2008,ESTADAO,39,28,5,6
Thu,JUN,12,2008,G1,0,0,0,0
Thu,JUN,12,2008,FOLHASP,60,41,10,9
Thu,JUN,12,2008,ESTADAO,37,25,2,10
Fri,JUN,13,2008,G1,0,0,0,0
Fri,JUN,13,2008,FOLHASP,49,31,7,11
Fri,JUN,13,2008,ESTADAO,23,11,4,8
Sat,JUN,14,2008,G1,0,0,0,0
Sat,JUN,14,2008,FOLHASP,4,3,1,0
Sat,JUN,14,2008,ESTADAO,8,6,2,0
Sun,JUN,15,2008,G1,0,0,0,0
Sun,JUN,15,2008,FOLHASP,2,1,0,1
Sun,JUN,15,2008,ESTADAO,4,2,0,2
Mon,JUN,16,2008,G1,0,0,0,0
Mon,JUN,16,2008,FOLHASP,51,33,8,10
Mon,JUN,16,2008,ESTADAO,51,35,7,9
Tue,JUN,17,2008,G1,0,0,0,0
Tue,JUN,17,2008,FOLHASP,65,39,15,11
Tue,JUN,17,2008,ESTADAO,36,24,5,7
Wed,JUN,18,2008,G1,0,0,0,0
Wed,JUN,18,2008,FOLHASP,49,24,14,11
Wed,JUN,18,2008,ESTADAO,29,19,6,4
Thu,JUN,19,2008,G1,0,0,0,0
Thu,JUN,19,2008,FOLHASP,60,35,9,16
Thu,JUN,19,2008,ESTADAO,53,36,11,6
Fri,JUN,20,2008,G1,0,0,0,0
Fri,JUN,20,2008,FOLHASP,55,22,20,13
Fri,JUN,20,2008,ESTADAO,14,6,4,4
Sat,JUN,21,2008,G1,0,0,0,0
Sat,JUN,21,2008,FOLHASP,7,6,0,1
Sat,JUN,21,2008,ESTADAO,3,3,0,0
Sun,JUN,22,2008,G1,0,0,0,0
Sun,JUN,22,2008,FOLHASP,5,4,1,0
Sun,JUN,22,2008,ESTADAO,5,2,1,2
Mon,JUN,23,2008,G1,0,0,0,0
Mon,JUN,23,2008,FOLHASP,48,28,8,12
Mon,JUN,23,2008,ESTADAO,44,27,8,9
Tue,JUN,24,2008,G1,0,0,0,0
Tue,JUN,24,2008,FOLHASP,58,29,14,15
Tue,JUN,24,2008,ESTADAO,56,38,6,12
Wed,JUN,25,2008,G1,0,0,0,0
Wed,JUN,25,2008,FOLHASP,52,35,5,12
Wed,JUN,25,2008,ESTADAO,58,40,8,10
Thu,JUN,26,2008,G1,0,0,0,0
Thu,JUN,26,2008,FOLHASP,55,32,11,12
Thu,JUN,26,2008,ESTADAO,29,21,7,1
Fri,JUN,27,2008,G1,0,0,0,0
Fri,JUN,27,2008,FOLHASP,54,34,11,9
Fri,JUN,27,2008,ESTADAO,51,29,12,10
Sat,JUN,28,2008,G1,0,0,0,0
Sat,JUN,28,2008,FOLHASP,5,2,1,2
Sat,JUN,28,2008,ESTADAO,5,4,0,1
Sun,JUN,29,2008,G1,0,0,0,0
Sun,JUN,29,2008,FOLHASP,4,3,0,1
Sun,JUN,29,2008,ESTADAO,4,4,0,0
Mon,JUN,30,2008,G1,0,0,0,0
Mon,JUN,30,2008,FOLHASP,55,37,11,7
Mon,JUN,30,2008,ESTADAO,37,27,5,5
Tue,JUL,1,2008,G1,0,0,0,0
Tue,JUL,1,2008,FOLHASP,65,39,15,11
Tue,JUL,1,2008,ESTADAO,35,20,9,6
Wed,JUL,2,2008,G1,0,0,0,0
Wed,JUL,2,2008,FOLHASP,70,41,17,12
Wed,JUL,2,2008,ESTADAO,42,24,12,6
Thu,JUL,3,2008,G1,0,0,0,0
Thu,JUL,3,2008,FOLHASP,65,36,16,13
Thu,JUL,3,2008,ESTADAO,27,13,9,5
Fri,JUL,4,2008,G1,0,0,0,0
Fri,JUL,4,2008,FOLHASP,40,22,10,8
Fri,JUL,4,2008,ESTADAO,19,13,1,5
Sat,JUL,5,2008,G1,0,0,0,0
Sat,JUL,5,2008,FOLHASP,1,1,0,0
Sat,JUL,5,2008,ESTADAO,3,3,0,0
Sun,JUL,6,2008,G1,0,0,0,0
Sun,JUL,6,2008,FOLHASP,3,2,0,1
Sun,JUL,6,2008,ESTADAO,2,1,1,0
Mon,JUL,7,2008,G1,0,0,0,0
Mon,JUL,7,2008,FOLHASP,58,33,13,12
Mon,JUL,7,2008,ESTADAO,23,16,4,3
Tue,JUL,8,2008,G1,0,0,0,0
Tue,JUL,8,2008,FOLHASP,52,30,14,8
Tue,JUL,8,2008,ESTADAO,28,19,6,3
Wed,JUL,9,2008,G1,0,0,0,0
Wed,JUL,9,2008,FOLHASP,42,27,8,7
Wed,JUL,9,2008,ESTADAO,32,21,5,6
Thu,JUL,10,2008,G1,0,0,0,0
Thu,JUL,10,2008,FOLHASP,59,36,9,14
Thu,JUL,10,2008,ESTADAO,41,29,5,7
Fri,JUL,11,2008,G1,0,0,0,0
Fri,JUL,11,2008,FOLHASP,42,24,8,10
Fri,JUL,11,2008,ESTADAO,23,14,5,4
Sat,JUL,12,2008,G1,0,0,0,0
Sat,JUL,12,2008,FOLHASP,6,4,1,1
Sat,JUL,12,2008,ESTADAO,11,5,3,3
Sun,JUL,13,2008,G1,0,0,0,0
Sun,JUL,13,2008,FOLHASP,8,6,1,1
Sun,JUL,13,2008,ESTADAO,6,5,1,0
Mon,JUL,14,2008,G1,0,0,0,0
Mon,JUL,14,2008,FOLHASP,55,39,9,7
Mon,JUL,14,2008,ESTADAO,11,9,2,0
Tue,JUL,15,2008,G1,0,0,0,0
Tue,JUL,15,2008,FOLHASP,58,29,19,10
Tue,JUL,15,2008,ESTADAO,41,28,11,2
Wed,JUL,16,2008,G1,0,0,0,0
Wed,JUL,16,2008,FOLHASP,58,43,3,12
Wed,JUL,16,2008,ESTADAO,29,19,6,4
Thu,JUL,17,2008,G1,0,0,0,0
Thu,JUL,17,2008,FOLHASP,62,46,5,11
Thu,JUL,17,2008,ESTADAO,24,15,4,5
Fri,JUL,18,2008,G1,0,0,0,0
Fri,JUL,18,2008,FOLHASP,50,38,7,5
Fri,JUL,18,2008,ESTADAO,22,12,5,5
Sat,JUL,19,2008,G1,0,0,0,0
Sat,JUL,19,2008,FOLHASP,7,6,0,1
Sat,JUL,19,2008,ESTADAO,5,3,0,2
Sun,JUL,20,2008,G1,0,0,0,0
Sun,JUL,20,2008,FOLHASP,4,4,0,0
Sun,JUL,20,2008,ESTADAO,3,2,1,0
Mon,JUL,21,2008,G1,0,0,0,0
Mon,JUL,21,2008,FOLHASP,52,38,8,6
Mon,JUL,21,2008,ESTADAO,24,19,3,2
Tue,JUL,22,2008,G1,0,0,0,0
Tue,JUL,22,2008,FOLHASP,57,38,5,14
Tue,JUL,22,2008,ESTADAO,18,11,4,3
Wed,JUL,23,2008,G1,0,0,0,0
Wed,JUL,23,2008,FOLHASP,69,50,2,17
Wed,JUL,23,2008,ESTADAO,40,25,10,5
Thu,JUL,24,2008,G1,0,0,0,0
Thu,JUL,24,2008,FOLHASP,59,36,12,11
Thu,JUL,24,2008,ESTADAO,29,18,7,4
Fri,JUL,25,2008,G1,0,0,0,0
Fri,JUL,25,2008,FOLHASP,48,30,5,13
Fri,JUL,25,2008,ESTADAO,25,21,2,2
Sat,JUL,26,2008,G1,0,0,0,0
Sat,JUL,26,2008,FOLHASP,16,12,3,1
Sat,JUL,26,2008,ESTADAO,8,6,1,1
Sun,JUL,27,2008,G1,0,0,0,0
Sun,JUL,27,2008,FOLHASP,7,4,2,1
Sun,JUL,27,2008,ESTADAO,3,2,0,1
Mon,JUL,28,2008,G1,0,0,0,0
Mon,JUL,28,2008,FOLHASP,54,31,11,12
Mon,JUL,28,2008,ESTADAO,35,21,11,3
Tue,JUL,29,2008,G1,0,0,0,0
Tue,JUL,29,2008,FOLHASP,66,47,10,9
Tue,JUL,29,2008,ESTADAO,33,22,6,5
Wed,JUL,30,2008,G1,0,0,0,0
Wed,JUL,30,2008,FOLHASP,66,49,8,9
Wed,JUL,30,2008,ESTADAO,36,29,4,3
Thu,JUL,31,2008,G1,0,0,0,0
Thu,JUL,31,2008,FOLHASP,61,43,8,10
Thu,JUL,31,2008,ESTADAO,53,35,9,9
Fri,AGO,1,2008,G1,0,0,0,0
Fri,AGO,1,2008,FOLHASP,60,32,13,15
Fri,AGO,1,2008,ESTADAO,23,13,7,3
Sat,AGO,2,2008,G1,0,0,0,0
Sat,AGO,2,2008,FOLHASP,5,2,1,2
Sat,AGO,2,2008,ESTADAO,3,0,3,0
Sun,AGO,3,2008,G1,0,0,0,0
Sun,AGO,3,2008,FOLHASP,2,2,0,0
Sun,AGO,3,2008,ESTADAO,4,3,0,1
Mon,AGO,4,2008,G1,0,0,0,0
Mon,AGO,4,2008,FOLHASP,49,31,8,10
Mon,AGO,4,2008,ESTADAO,29,20,5,4
Tue,AGO,5,2008,G1,0,0,0,0
Tue,AGO,5,2008,FOLHASP,60,50,6,4
Tue,AGO,5,2008,ESTADAO,36,23,5,8
Wed,AGO,6,2008,G1,0,0,0,0
Wed,AGO,6,2008,FOLHASP,56,38,6,12
Wed,AGO,6,2008,ESTADAO,15,11,0,4
Thu,AGO,7,2008,G1,0,0,0,0
Thu,AGO,7,2008,FOLHASP,60,40,11,9
Thu,AGO,7,2008,ESTADAO,25,19,3,3
Fri,AGO,8,2008,G1,0,0,0,0
Fri,AGO,8,2008,FOLHASP,41,24,8,9
Fri,AGO,8,2008,ESTADAO,19,11,5,3
Sat,AGO,9,2008,G1,0,0,0,0
Sat,AGO,9,2008,FOLHASP,2,1,1,0
Sat,AGO,9,2008,ESTADAO,2,1,0,1
Sun,AGO,10,2008,G1,0,0,0,0
Sun,AGO,10,2008,FOLHASP,2,1,0,1
Sun,AGO,10,2008,ESTADAO,4,0,2,2
Mon,AGO,11,2008,G1,0,0,0,0
Mon,AGO,11,2008,FOLHASP,52,39,3,10
Mon,AGO,11,2008,ESTADAO,19,13,3,3
Tue,AGO,12,2008,G1,0,0,0,0
Tue,AGO,12,2008,FOLHASP,69,40,11,18
Tue,AGO,12,2008,ESTADAO,15,4,7,4
Wed,AGO,13,2008,G1,0,0,0,0
Wed,AGO,13,2008,FOLHASP,55,36,8,11
Wed,AGO,13,2008,ESTADAO,30,17,8,5
Thu,AGO,14,2008,G1,0,0,0,0
Thu,AGO,14,2008,FOLHASP,62,50,5,7
Thu,AGO,14,2008,ESTADAO,26,20,2,4
Fri,AGO,15,2008,G1,0,0,0,0
Fri,AGO,15,2008,FOLHASP,38,26,5,7
Fri,AGO,15,2008,ESTADAO,20,13,2,5
Sat,AGO,16,2008,G1,0,0,0,0
Sat,AGO,16,2008,FOLHASP,4,4,0,0
Sat,AGO,16,2008,ESTADAO,4,4,0,0
Sun,AGO,17,2008,G1,0,0,0,0
Sun,AGO,17,2008,FOLHASP,4,3,1,0
Sun,AGO,17,2008,ESTADAO,5,4,0,1
Mon,AGO,18,2008,G1,0,0,0,0
Mon,AGO,18,2008,FOLHASP,51,29,11,11
Mon,AGO,18,2008,ESTADAO,18,13,1,4
Tue,AGO,19,2008,G1,0,0,0,0
Tue,AGO,19,2008,FOLHASP,50,26,16,8
Tue,AGO,19,2008,ESTADAO,38,23,12,3
Wed,AGO,20,2008,G1,0,0,0,0
Wed,AGO,20,2008,FOLHASP,56,42,8,6
Wed,AGO,20,2008,ESTADAO,27,20,2,5
Thu,AGO,21,2008,G1,0,0,0,0
Thu,AGO,21,2008,FOLHASP,61,37,15,9
Thu,AGO,21,2008,ESTADAO,27,15,9,3
Fri,AGO,22,2008,G1,0,0,0,0
Fri,AGO,22,2008,FOLHASP,46,28,8,10
Fri,AGO,22,2008,ESTADAO,19,13,2,4
Sat,AGO,23,2008,G1,0,0,0,0
Sat,AGO,23,2008,FOLHASP,11,6,2,3
Sat,AGO,23,2008,ESTADAO,4,1,1,2
Sun,AGO,24,2008,G1,0,0,0,0
Sun,AGO,24,2008,FOLHASP,7,7,0,0
Sun,AGO,24,2008,ESTADAO,2,2,0,0
Mon,AGO,25,2008,G1,0,0,0,0
Mon,AGO,25,2008,FOLHASP,51,33,11,7
Mon,AGO,25,2008,ESTADAO,21,10,6,5
Tue,AGO,26,2008,G1,0,0,0,0
Tue,AGO,26,2008,FOLHASP,57,41,11,5
Tue,AGO,26,2008,ESTADAO,22,15,4,3
Wed,AGO,27,2008,G1,0,0,0,0
Wed,AGO,27,2008,FOLHASP,59,45,3,11
Wed,AGO,27,2008,ESTADAO,33,25,3,5
Thu,AGO,28,2008,G1,0,0,0,0
Thu,AGO,28,2008,FOLHASP,53,42,3,8
Thu,AGO,28,2008,ESTADAO,47,37,5,5
Fri,AGO,29,2008,G1,0,0,0,0
Fri,AGO,29,2008,FOLHASP,45,24,14,7
Fri,AGO,29,2008,ESTADAO,26,20,3,3
Sat,AGO,30,2008,G1,0,0,0,0
Sat,AGO,30,2008,FOLHASP,4,3,0,1
Sat,AGO,30,2008,ESTADAO,1,0,1,0
Sun,AGO,31,2008,G1,0,0,0,0
Sun,AGO,31,2008,FOLHASP,2,2,0,0
Sun,AGO,31,2008,ESTADAO,4,3,0,1
Mon,SET,1,2008,G1,0,0,0,0
Mon,SET,1,2008,FOLHASP,45,28,6,11
Mon,SET,1,2008,ESTADAO,15,11,2,2
Tue,SET,2,2008,G1,0,0,0,0
Tue,SET,2,2008,FOLHASP,55,36,10,9
Tue,SET,2,2008,ESTADAO,20,9,9,2
Wed,SET,3,2008,G1,0,0,0,0
Wed,SET,3,2008,FOLHASP,51,29,10,12
Wed,SET,3,2008,ESTADAO,23,12,8,3
Thu,SET,4,2008,G1,0,0,0,0
Thu,SET,4,2008,FOLHASP,53,29,13,11
Thu,SET,4,2008,ESTADAO,21,15,4,2
Fri,SET,5,2008,G1,0,0,0,0
Fri,SET,5,2008,FOLHASP,44,23,13,8
Fri,SET,5,2008,ESTADAO,31,16,11,4
Sat,SET,6,2008,G1,0,0,0,0
Sat,SET,6,2008,FOLHASP,6,3,2,1
Sat,SET,6,2008,ESTADAO,4,3,1,0
Sun,SET,7,2008,G1,0,0,0,0
Sun,SET,7,2008,FOLHASP,13,10,2,1
Sun,SET,7,2008,ESTADAO,6,3,2,1
Mon,SET,8,2008,G1,0,0,0,0
Mon,SET,8,2008,FOLHASP,54,29,15,10
Mon,SET,8,2008,ESTADAO,28,18,7,3
Tue,SET,9,2008,G1,0,0,0,0
Tue,SET,9,2008,FOLHASP,53,38,5,10
Tue,SET,9,2008,ESTADAO,28,15,9,4
Wed,SET,10,2008,G1,0,0,0,0
Wed,SET,10,2008,FOLHASP,62,36,12,14
Wed,SET,10,2008,ESTADAO,62,43,9,10
Thu,SET,11,2008,G1,0,0,0,0
Thu,SET,11,2008,FOLHASP,50,32,7,11
Thu,SET,11,2008,ESTADAO,39,24,9,6
Fri,SET,12,2008,G1,0,0,0,0
Fri,SET,12,2008,FOLHASP,42,23,10,9
Fri,SET,12,2008,ESTADAO,16,11,5,0
Sat,SET,13,2008,G1,0,0,0,0
Sat,SET,13,2008,FOLHASP,5,3,0,2
Sat,SET,13,2008,ESTADAO,3,2,1,0
Sun,SET,14,2008,G1,0,0,0,0
Sun,SET,14,2008,FOLHASP,14,5,7,2
Sun,SET,14,2008,ESTADAO,11,6,3,2
Mon,SET,15,2008,G1,0,0,0,0
Mon,SET,15,2008,FOLHASP,60,24,31,5
Mon,SET,15,2008,ESTADAO,54,20,27,7
Tue,SET,16,2008,G1,0,0,0,0
Tue,SET,16,2008,FOLHASP,61,30,22,9
Tue,SET,16,2008,ESTADAO,62,22,31,9
Wed,SET,17,2008,G1,0,0,0,0
Wed,SET,17,2008,FOLHASP,63,29,21,13
Wed,SET,17,2008,ESTADAO,43,19,17,7
Thu,SET,18,2008,G1,0,0,0,0
Thu,SET,18,2008,FOLHASP,69,42,19,8
Thu,SET,18,2008,ESTADAO,77,44,16,17
Fri,SET,19,2008,G1,0,0,0,0
Fri,SET,19,2008,FOLHASP,42,30,4,8
Fri,SET,19,2008,ESTADAO,52,25,18,9
Sat,SET,20,2008,G1,0,0,0,0
Sat,SET,20,2008,FOLHASP,18,6,6,6
Sat,SET,20,2008,ESTADAO,33,21,8,4
Sun,SET,21,2008,G1,0,0,0,0
Sun,SET,21,2008,FOLHASP,12,6,3,3
Sun,SET,21,2008,ESTADAO,8,4,2,2
Mon,SET,22,2008,G1,0,0,0,0
Mon,SET,22,2008,FOLHASP,58,35,16,7
Mon,SET,22,2008,ESTADAO,39,24,13,2
Tue,SET,23,2008,G1,0,0,0,0
Tue,SET,23,2008,FOLHASP,58,24,23,11
Tue,SET,23,2008,ESTADAO,60,26,21,13
Wed,SET,24,2008,G1,0,0,0,0
Wed,SET,24,2008,FOLHASP,61,32,12,17
Wed,SET,24,2008,ESTADAO,51,19,23,9
Thu,SET,25,2008,G1,0,0,0,0
Thu,SET,25,2008,FOLHASP,67,35,17,15
Thu,SET,25,2008,ESTADAO,38,19,12,7
Fri,SET,26,2008,G1,0,0,0,0
Fri,SET,26,2008,FOLHASP,57,25,19,13
Fri,SET,26,2008,ESTADAO,35,16,13,6
Sat,SET,27,2008,G1,0,0,0,0
Sat,SET,27,2008,FOLHASP,11,7,3,1
Sat,SET,27,2008,ESTADAO,11,7,2,2
Sun,SET,28,2008,G1,0,0,0,0
Sun,SET,28,2008,FOLHASP,11,6,3,2
Sun,SET,28,2008,ESTADAO,25,20,5,0
Mon,SET,29,2008,G1,0,0,0,0
Mon,SET,29,2008,FOLHASP,71,33,28,10
Mon,SET,29,2008,ESTADAO,77,38,29,10
Tue,SET,30,2008,G1,0,0,0,0
Tue,SET,30,2008,FOLHASP,71,26,30,15
Tue,SET,30,2008,ESTADAO,61,25,29,7
Wed,OUT,1,2008,G1,0,0,0,0
Wed,OUT,1,2008,FOLHASP,61,27,22,12
Wed,OUT,1,2008,ESTADAO,30,20,9,1
Thu,OUT,2,2008,G1,0,0,0,0
Thu,OUT,2,2008,FOLHASP,56,29,19,8
Thu,OUT,2,2008,ESTADAO,51,21,21,9
Fri,OUT,3,2008,G1,0,0,0,0
Fri,OUT,3,2008,FOLHASP,57,24,17,16
Fri,OUT,3,2008,ESTADAO,69,27,28,14
Sat,OUT,4,2008,G1,0,0,0,0
Sat,OUT,4,2008,FOLHASP,12,5,6,1
Sat,OUT,4,2008,ESTADAO,14,5,6,3
Sun,OUT,5,2008,G1,0,0,0,0
Sun,OUT,5,2008,FOLHASP,10,4,4,2
Sun,OUT,5,2008,ESTADAO,15,4,5,6
Mon,OUT,6,2008,G1,0,0,0,0
Mon,OUT,6,2008,FOLHASP,61,25,31,5
Mon,OUT,6,2008,ESTADAO,56,14,32,10
Tue,OUT,7,2008,G1,0,0,0,0
Tue,OUT,7,2008,FOLHASP,66,31,26,9
Tue,OUT,7,2008,ESTADAO,78,27,30,21
Wed,OUT,8,2008,G1,0,0,0,0
Wed,OUT,8,2008,FOLHASP,77,38,25,14
Wed,OUT,8,2008,ESTADAO,76,25,37,14
Thu,OUT,9,2008,G1,0,0,0,0
Thu,OUT,9,2008,FOLHASP,62,26,26,10
Thu,OUT,9,2008,ESTADAO,59,13,44,2
Fri,OUT,10,2008,G1,0,0,0,0
Fri,OUT,10,2008,FOLHASP,72,19,41,12
Fri,OUT,10,2008,ESTADAO,75,17,54,4
Sat,OUT,11,2008,G1,0,0,0,0
Sat,OUT,11,2008,FOLHASP,21,6,9,6
Sat,OUT,11,2008,ESTADAO,28,14,12,2
Sun,OUT,12,2008,G1,0,0,0,0
Sun,OUT,12,2008,FOLHASP,23,20,3,0
Sun,OUT,12,2008,ESTADAO,26,18,6,2
Mon,OUT,13,2008,G1,0,0,0,0
Mon,OUT,13,2008,FOLHASP,71,52,12,7
Mon,OUT,13,2008,ESTADAO,58,30,19,9
Tue,OUT,14,2008,G1,0,0,0,0
Tue,OUT,14,2008,FOLHASP,72,31,27,14
Tue,OUT,14,2008,ESTADAO,66,27,30,9
Wed,OUT,15,2008,G1,0,0,0,0
Wed,OUT,15,2008,FOLHASP,78,39,28,11
Wed,OUT,15,2008,ESTADAO,102,41,42,19
Thu,OUT,16,2008,G1,0,0,0,0
Thu,OUT,16,2008,FOLHASP,74,31,34,9
Thu,OUT,16,2008,ESTADAO,47,7,35,5
Fri,OUT,17,2008,G1,0,0,0,0
Fri,OUT,17,2008,FOLHASP,54,24,15,15
Fri,OUT,17,2008,ESTADAO,44,20,20,4
Sat,OUT,18,2008,G1,0,0,0,0
Sat,OUT,18,2008,FOLHASP,11,4,5,2
Sat,OUT,18,2008,ESTADAO,10,3,2,5
Sun,OUT,19,2008,G1,0,0,0,0
Sun,OUT,19,2008,FOLHASP,13,4,7,2
Sun,OUT,19,2008,ESTADAO,11,5,4,2
Mon,OUT,20,2008,G1,0,0,0,0
Mon,OUT,20,2008,FOLHASP,69,44,14,11
Mon,OUT,20,2008,ESTADAO,39,20,12,7
Tue,OUT,21,2008,G1,0,0,0,0
Tue,OUT,21,2008,FOLHASP,75,33,29,13
Tue,OUT,21,2008,ESTADAO,50,15,30,5
Wed,OUT,22,2008,G1,0,0,0,0
Wed,OUT,22,2008,FOLHASP,70,30,31,9
Wed,OUT,22,2008,ESTADAO,53,16,27,10
Thu,OUT,23,2008,G1,0,0,0,0
Thu,OUT,23,2008,FOLHASP,70,22,36,12
Thu,OUT,23,2008,ESTADAO,81,23,50,8
Fri,OUT,24,2008,G1,0,0,0,0
Fri,OUT,24,2008,FOLHASP,60,16,34,10
Fri,OUT,24,2008,ESTADAO,54,16,31,7
Sat,OUT,25,2008,G1,0,0,0,0
Sat,OUT,25,2008,FOLHASP,13,5,7,1
Sat,OUT,25,2008,ESTADAO,11,3,6,2
Sun,OUT,26,2008,G1,0,0,0,0
Sun,OUT,26,2008,FOLHASP,1,0,1,0
Sun,OUT,26,2008,ESTADAO,19,7,8,4
Mon,OUT,27,2008,G1,0,0,0,0
Mon,OUT,27,2008,FOLHASP,56,26,19,11
Mon,OUT,27,2008,ESTADAO,47,18,21,8
Tue,OUT,28,2008,G1,0,0,0,0
Tue,OUT,28,2008,FOLHASP,64,29,25,10
Tue,OUT,28,2008,ESTADAO,47,12,28,7
Wed,OUT,29,2008,G1,0,0,0,0
Wed,OUT,29,2008,FOLHASP,99,73,14,12
Wed,OUT,29,2008,ESTADAO,87,46,32,9
Thu,OUT,30,2008,G1,0,0,0,0
Thu,OUT,30,2008,FOLHASP,85,46,19,20
Thu,OUT,30,2008,ESTADAO,95,44,36,15
Fri,OUT,31,2008,G1,0,0,0,0
Fri,OUT,31,2008,FOLHASP,75,44,24,7
Fri,OUT,31,2008,ESTADAO,40,14,23,3
Sat,NOV,1,2008,G1,0,0,0,0
Sat,NOV,1,2008,FOLHASP,9,1,5,3
Sat,NOV,1,2008,ESTADAO,14,6,4,4
Sun,NOV,2,2008,G1,0,0,0,0
Sun,NOV,2,2008,FOLHASP,1,0,1,0
Sun,NOV,2,2008,ESTADAO,9,3,3,3
Mon,NOV,3,2008,G1,0,0,0,0
Mon,NOV,3,2008,FOLHASP,70,38,20,12
Mon,NOV,3,2008,ESTADAO,62,34,22,6
Tue,NOV,4,2008,G1,0,0,0,0
Tue,NOV,4,2008,FOLHASP,65,36,18,11
Tue,NOV,4,2008,ESTADAO,43,22,13,8
Wed,NOV,5,2008,G1,0,0,0,0
Wed,NOV,5,2008,FOLHASP,62,32,21,9
