Data,Jornal,Quantidade,Comentarios,Tweets,Facebook,LinkedIn,GooglePlus,TotalRepercussao
21/02/2000,FOLHASP,0,0,0,0,0,0,0
21/02/2000,ESTADAO,0,0,0,0,0,0,0
22/02/2000,G1,0,0,0,0,0,0,0
22/02/2000,FOLHASP,0,0,0,0,0,0,0
22/02/2000,ESTADAO,0,0,0,0,0,0,0
23/02/2000,G1,0,0,0,0,0,0,0
23/02/2000,FOLHASP,0,0,0,0,0,0,0
23/02/2000,ESTADAO,0,0,0,0,0,0,0
24/02/2000,G1,0,0,0,0,0,0,0
24/02/2000,FOLHASP,0,0,0,0,0,0,0
24/02/2000,ESTADAO,0,0,0,0,0,0,0
25/02/2000,G1,0,0,0,0,0,0,0
25/02/2000,FOLHASP,0,0,0,0,0,0,0
25/02/2000,ESTADAO,0,0,0,0,0,0,0
26/02/2000,G1,0,0,0,0,0,0,0
26/02/2000,FOLHASP,0,0,0,0,0,0,0
26/02/2000,ESTADAO,0,0,0,0,0,0,0
27/02/2000,G1,0,0,0,0,0,0,0
27/02/2000,FOLHASP,0,0,0,0,0,0,0
27/02/2000,ESTADAO,0,0,0,0,0,0,0
28/02/2000,G1,0,0,0,0,0,0,0
28/02/2000,FOLHASP,0,0,0,0,0,0,0
28/02/2000,ESTADAO,0,0,0,0,0,0,0
29/02/2000,G1,0,0,0,0,0,0,0
29/02/2000,FOLHASP,0,0,0,0,0,0,0
29/02/2000,ESTADAO,0,0,0,0,0,0,0
01/03/2000,G1,0,0,0,0,0,0,0
01/03/2000,FOLHASP,0,0,0,0,0,0,0
01/03/2000,ESTADAO,0,0,0,0,0,0,0
02/03/2000,G1,0,0,0,0,0,0,0
02/03/2000,FOLHASP,0,0,0,0,0,0,0
02/03/2000,ESTADAO,0,0,0,0,0,0,0
03/03/2000,G1,0,0,0,0,0,0,0
03/03/2000,FOLHASP,0,0,0,0,0,0,0
03/03/2000,ESTADAO,0,0,0,0,0,0,0
04/03/2000,G1,0,0,0,0,0,0,0
04/03/2000,FOLHASP,0,0,0,0,0,0,0
04/03/2000,ESTADAO,0,0,0,0,0,0,0
05/03/2000,G1,0,0,0,0,0,0,0
05/03/2000,FOLHASP,0,0,0,0,0,0,0
05/03/2000,ESTADAO,0,0,0,0,0,0,0
06/03/2000,G1,0,0,0,0,0,0,0
06/03/2000,FOLHASP,0,0,0,0,0,0,0
06/03/2000,ESTADAO,0,0,0,0,0,0,0
07/03/2000,G1,0,0,0,0,0,0,0
07/03/2000,FOLHASP,0,0,0,0,0,0,0
07/03/2000,ESTADAO,0,0,0,0,0,0,0
08/03/2000,G1,0,0,0,0,0,0,0
08/03/2000,FOLHASP,0,0,0,0,0,0,0
08/03/2000,ESTADAO,0,0,0,0,0,0,0
09/03/2000,G1,0,0,0,0,0,0,0
09/03/2000,FOLHASP,0,0,0,0,0,0,0
09/03/2000,ESTADAO,0,0,0,0,0,0,0
10/03/2000,G1,0,0,0,0,0,0,0
10/03/2000,FOLHASP,0,0,0,0,0,0,0
10/03/2000,ESTADAO,0,0,0,0,0,0,0
11/03/2000,G1,0,0,0,0,0,0,0
11/03/2000,FOLHASP,0,0,0,0,0,0,0
11/03/2000,ESTADAO,0,0,0,0,0,0,0
12/03/2000,G1,0,0,0,0,0,0,0
12/03/2000,FOLHASP,0,0,0,0,0,0,0
12/03/2000,ESTADAO,0,0,0,0,0,0,0
13/03/2000,G1,0,0,0,0,0,0,0
13/03/2000,FOLHASP,0,0,0,0,0,0,0
13/03/2000,ESTADAO,0,0,0,0,0,0,0
14/03/2000,G1,0,0,0,0,0,0,0
14/03/2000,FOLHASP,0,0,0,0,0,0,0
14/03/2000,ESTADAO,0,0,0,0,0,0,0
15/03/2000,G1,0,0,0,0,0,0,0
15/03/2000,FOLHASP,0,0,0,0,0,0,0
15/03/2000,ESTADAO,0,0,0,0,0,0,0
16/03/2000,G1,0,0,0,0,0,0,0
16/03/2000,FOLHASP,0,0,0,0,0,0,0
16/03/2000,ESTADAO,0,0,0,0,0,0,0
17/03/2000,G1,0,0,0,0,0,0,0
17/03/2000,FOLHASP,0,0,0,0,0,0,0
17/03/2000,ESTADAO,0,0,0,0,0,0,0
18/03/2000,G1,0,0,0,0,0,0,0
18/03/2000,FOLHASP,0,0,0,0,0,0,0
18/03/2000,ESTADAO,0,0,0,0,0,0,0
19/03/2000,G1,0,0,0,0,0,0,0
19/03/2000,FOLHASP,0,0,0,0,0,0,0
19/03/2000,ESTADAO,0,0,0,0,0,0,0
20/03/2000,G1,0,0,0,0,0,0,0
20/03/2000,FOLHASP,0,0,0,0,0,0,0
20/03/2000,ESTADAO,0,0,0,0,0,0,0
21/03/2000,G1,0,0,0,0,0,0,0
21/03/2000,FOLHASP,0,0,0,0,0,0,0
21/03/2000,ESTADAO,0,0,0,0,0,0,0
22/03/2000,G1,0,0,0,0,0,0,0
22/03/2000,FOLHASP,0,0,0,0,0,0,0
22/03/2000,ESTADAO,0,0,0,0,0,0,0
23/03/2000,G1,0,0,0,0,0,0,0
23/03/2000,FOLHASP,0,0,0,0,0,0,0
23/03/2000,ESTADAO,0,0,0,0,0,0,0
24/03/2000,G1,0,0,0,0,0,0,0
24/03/2000,FOLHASP,0,0,0,0,0,0,0
24/03/2000,ESTADAO,0,0,0,0,0,0,0
25/03/2000,G1,0,0,0,0,0,0,0
25/03/2000,FOLHASP,0,0,0,0,0,0,0
25/03/2000,ESTADAO,0,0,0,0,0,0,0
26/03/2000,G1,0,0,0,0,0,0,0
26/03/2000,FOLHASP,0,0,0,0,0,0,0
26/03/2000,ESTADAO,0,0,0,0,0,0,0
27/03/2000,G1,0,0,0,0,0,0,0
27/03/2000,FOLHASP,0,0,0,0,0,0,0
27/03/2000,ESTADAO,0,0,0,0,0,0,0
28/03/2000,G1,0,0,0,0,0,0,0
28/03/2000,FOLHASP,0,0,0,0,0,0,0
28/03/2000,ESTADAO,0,0,0,0,0,0,0
29/03/2000,G1,0,0,0,0,0,0,0
29/03/2000,FOLHASP,0,0,0,0,0,0,0
29/03/2000,ESTADAO,0,0,0,0,0,0,0
30/03/2000,G1,0,0,0,0,0,0,0
30/03/2000,FOLHASP,0,0,0,0,0,0,0
30/03/2000,ESTADAO,0,0,0,0,0,0,0
31/03/2000,G1,0,0,0,0,0,0,0
31/03/2000,FOLHASP,0,0,0,0,0,0,0
31/03/2000,ESTADAO,0,0,0,0,0,0,0
01/04/2000,G1,0,0,0,0,0,0,0
01/04/2000,FOLHASP,0,0,0,0,0,0,0
01/04/2000,ESTADAO,0,0,0,0,0,0,0
02/04/2000,G1,0,0,0,0,0,0,0
02/04/2000,FOLHASP,0,0,0,0,0,0,0
02/04/2000,ESTADAO,0,0,0,0,0,0,0
03/04/2000,G1,0,0,0,0,0,0,0
03/04/2000,FOLHASP,0,0,0,0,0,0,0
03/04/2000,ESTADAO,0,0,0,0,0,0,0
04/04/2000,G1,0,0,0,0,0,0,0
04/04/2000,FOLHASP,0,0,0,0,0,0,0
04/04/2000,ESTADAO,0,0,0,0,0,0,0
05/04/2000,G1,0,0,0,0,0,0,0
05/04/2000,FOLHASP,0,0,0,0,0,0,0
05/04/2000,ESTADAO,0,0,0,0,0,0,0
06/04/2000,G1,0,0,0,0,0,0,0
06/04/2000,FOLHASP,0,0,0,0,0,0,0
06/04/2000,ESTADAO,0,0,0,0,0,0,0
07/04/2000,G1,0,0,0,0,0,0,0
07/04/2000,FOLHASP,0,0,0,0,0,0,0
07/04/2000,ESTADAO,0,0,0,0,0,0,0
08/04/2000,G1,0,0,0,0,0,0,0
08/04/2000,FOLHASP,0,0,0,0,0,0,0
08/04/2000,ESTADAO,0,0,0,0,0,0,0
09/04/2000,G1,0,0,0,0,0,0,0
09/04/2000,FOLHASP,0,0,0,0,0,0,0
09/04/2000,ESTADAO,0,0,0,0,0,0,0
10/04/2000,G1,0,0,0,0,0,0,0
10/04/2000,FOLHASP,0,0,0,0,0,0,0
10/04/2000,ESTADAO,0,0,0,0,0,0,0
11/04/2000,G1,0,0,0,0,0,0,0
11/04/2000,FOLHASP,0,0,0,0,0,0,0
11/04/2000,ESTADAO,0,0,0,0,0,0,0
12/04/2000,G1,0,0,0,0,0,0,0
12/04/2000,FOLHASP,0,0,0,0,0,0,0
12/04/2000,ESTADAO,0,0,0,0,0,0,0
13/04/2000,G1,0,0,0,0,0,0,0
13/04/2000,FOLHASP,0,0,0,0,0,0,0
13/04/2000,ESTADAO,0,0,0,0,0,0,0
14/04/2000,G1,0,0,0,0,0,0,0
14/04/2000,FOLHASP,0,0,0,0,0,0,0
14/04/2000,ESTADAO,0,0,0,0,0,0,0
15/04/2000,G1,0,0,0,0,0,0,0
15/04/2000,FOLHASP,0,0,0,0,0,0,0
15/04/2000,ESTADAO,0,0,0,0,0,0,0
16/04/2000,G1,0,0,0,0,0,0,0
16/04/2000,FOLHASP,0,0,0,0,0,0,0
16/04/2000,ESTADAO,0,0,0,0,0,0,0
17/04/2000,G1,0,0,0,0,0,0,0
17/04/2000,FOLHASP,0,0,0,0,0,0,0
17/04/2000,ESTADAO,0,0,0,0,0,0,0
18/04/2000,G1,0,0,0,0,0,0,0
18/04/2000,FOLHASP,0,0,0,0,0,0,0
18/04/2000,ESTADAO,0,0,0,0,0,0,0
19/04/2000,G1,0,0,0,0,0,0,0
19/04/2000,FOLHASP,0,0,0,0,0,0,0
19/04/2000,ESTADAO,0,0,0,0,0,0,0
20/04/2000,G1,0,0,0,0,0,0,0
20/04/2000,FOLHASP,20,0,0,0,0,0,0
20/04/2000,ESTADAO,0,0,0,0,0,0,0
21/04/2000,G1,0,0,0,0,0,0,0
21/04/2000,FOLHASP,9,0,0,1,0,0,1
21/04/2000,ESTADAO,0,0,0,0,0,0,0
22/04/2000,G1,0,0,0,0,0,0,0
22/04/2000,FOLHASP,7,0,0,0,0,0,0
22/04/2000,ESTADAO,0,0,0,0,0,0,0
23/04/2000,G1,0,0,0,0,0,0,0
23/04/2000,FOLHASP,5,0,0,0,0,0,0
23/04/2000,ESTADAO,0,0,0,0,0,0,0
24/04/2000,G1,0,0,0,0,0,0,0
24/04/2000,FOLHASP,0,0,0,0,0,0,0
24/04/2000,ESTADAO,0,0,0,0,0,0,0
25/04/2000,G1,0,0,0,0,0,0,0
25/04/2000,FOLHASP,44,0,0,0,0,0,0
25/04/2000,ESTADAO,0,0,0,0,0,0,0
26/04/2000,G1,0,0,0,0,0,0,0
26/04/2000,FOLHASP,0,0,0,0,0,0,0
26/04/2000,ESTADAO,0,0,0,0,0,0,0
27/04/2000,G1,0,0,0,0,0,0,0
27/04/2000,FOLHASP,4,0,0,0,0,0,0
27/04/2000,ESTADAO,0,0,0,0,0,0,0
28/04/2000,G1,0,0,0,0,0,0,0
28/04/2000,FOLHASP,8,0,0,0,0,0,0
28/04/2000,ESTADAO,0,0,0,0,0,0,0
29/04/2000,G1,0,0,0,0,0,0,0
29/04/2000,FOLHASP,1,0,0,0,0,0,0
29/04/2000,ESTADAO,0,0,0,0,0,0,0
30/04/2000,G1,0,0,0,0,0,0,0
30/04/2000,FOLHASP,9,0,0,0,0,0,0
30/04/2000,ESTADAO,0,0,0,0,0,0,0
01/05/2000,G1,0,0,0,0,0,0,0
01/05/2000,FOLHASP,27,0,0,0,0,0,0
01/05/2000,ESTADAO,0,0,0,0,0,0,0
02/05/2000,G1,0,0,0,0,0,0,0
02/05/2000,FOLHASP,41,0,0,0,0,0,0
02/05/2000,ESTADAO,7,0,0,0,0,0,0
03/05/2000,G1,0,0,0,0,0,0,0
03/05/2000,FOLHASP,9,0,0,0,0,0,0
03/05/2000,ESTADAO,9,0,0,0,0,0,0
04/05/2000,G1,0,0,0,0,0,0,0
04/05/2000,FOLHASP,0,0,0,0,0,0,0
04/05/2000,ESTADAO,12,0,0,0,0,0,0
05/05/2000,G1,0,0,0,0,0,0,0
05/05/2000,FOLHASP,1,0,0,0,0,0,0
05/05/2000,ESTADAO,6,0,0,0,0,0,0
06/05/2000,G1,0,0,0,0,0,0,0
06/05/2000,FOLHASP,2,0,0,0,0,0,0
06/05/2000,ESTADAO,0,0,0,0,0,0,0
07/05/2000,G1,0,0,0,0,0,0,0
07/05/2000,FOLHASP,12,0,0,0,0,0,0
07/05/2000,ESTADAO,0,0,0,0,0,0,0
08/05/2000,G1,0,0,0,0,0,0,0
08/05/2000,FOLHASP,34,0,0,0,0,0,0
08/05/2000,ESTADAO,7,0,0,0,0,0,0
09/05/2000,G1,0,0,0,0,0,0,0
09/05/2000,FOLHASP,33,0,0,0,0,0,0
09/05/2000,ESTADAO,9,0,0,0,0,0,0
10/05/2000,G1,0,0,0,0,0,0,0
10/05/2000,FOLHASP,43,0,0,2,0,0,2
10/05/2000,ESTADAO,6,0,0,0,0,0,0
11/05/2000,G1,0,0,0,0,0,0,0
11/05/2000,FOLHASP,15,0,0,0,0,0,0
11/05/2000,ESTADAO,5,0,0,0,0,0,0
12/05/2000,G1,0,0,0,0,0,0,0
12/05/2000,FOLHASP,5,0,0,0,0,0,0
12/05/2000,ESTADAO,10,0,0,0,0,0,0
13/05/2000,G1,0,0,0,0,0,0,0
13/05/2000,FOLHASP,0,0,0,0,0,0,0
13/05/2000,ESTADAO,0,0,0,0,0,0,0
14/05/2000,G1,0,0,0,0,0,0,0
14/05/2000,FOLHASP,0,0,0,0,0,0,0
14/05/2000,ESTADAO,0,0,0,0,0,0,0
15/05/2000,G1,0,0,0,0,0,0,0
15/05/2000,FOLHASP,28,0,0,0,0,0,0
15/05/2000,ESTADAO,7,0,0,0,0,0,0
16/05/2000,G1,0,0,0,0,0,0,0
16/05/2000,FOLHASP,12,0,0,0,0,0,0
16/05/2000,ESTADAO,11,0,0,0,0,0,0
17/05/2000,G1,0,0,0,0,0,0,0
17/05/2000,FOLHASP,0,0,0,0,0,0,0
17/05/2000,ESTADAO,10,0,0,0,0,0,0
18/05/2000,G1,0,0,0,0,0,0,0
18/05/2000,FOLHASP,0,0,0,0,0,0,0
18/05/2000,ESTADAO,12,0,0,0,0,0,0
19/05/2000,G1,0,0,0,0,0,0,0
19/05/2000,FOLHASP,35,0,0,0,0,0,0
19/05/2000,ESTADAO,8,0,0,0,0,0,0
20/05/2000,G1,0,0,0,0,0,0,0
20/05/2000,FOLHASP,4,0,0,0,0,0,0
20/05/2000,ESTADAO,0,0,0,0,0,0,0
21/05/2000,G1,0,0,0,0,0,0,0
21/05/2000,FOLHASP,4,0,0,0,0,0,0
21/05/2000,ESTADAO,0,0,0,0,0,0,0
22/05/2000,G1,0,0,0,0,0,0,0
22/05/2000,FOLHASP,88,0,0,1,0,0,1
22/05/2000,ESTADAO,11,0,0,0,0,0,0
23/05/2000,G1,0,0,0,0,0,0,0
23/05/2000,FOLHASP,31,0,0,1,0,0,1
23/05/2000,ESTADAO,10,0,0,0,0,0,0
24/05/2000,G1,0,0,0,0,0,0,0
24/05/2000,FOLHASP,41,0,0,0,0,0,0
24/05/2000,ESTADAO,11,0,0,0,0,0,0
25/05/2000,G1,0,0,0,0,0,0,0
25/05/2000,FOLHASP,35,0,0,0,0,0,0
25/05/2000,ESTADAO,6,0,0,0,0,0,0
26/05/2000,G1,0,0,0,0,0,0,0
26/05/2000,FOLHASP,81,0,0,0,0,0,0
26/05/2000,ESTADAO,11,0,0,0,0,0,0
27/05/2000,G1,0,0,0,0,0,0,0
27/05/2000,FOLHASP,0,0,0,0,0,0,0
27/05/2000,ESTADAO,0,0,0,0,0,0,0
28/05/2000,G1,0,0,0,0,0,0,0
28/05/2000,FOLHASP,12,0,0,0,0,0,0
28/05/2000,ESTADAO,0,0,0,0,0,0,0
29/05/2000,G1,0,0,0,0,0,0,0
29/05/2000,FOLHASP,66,0,0,1,0,0,1
29/05/2000,ESTADAO,7,0,0,0,0,0,0
30/05/2000,G1,0,0,0,0,0,0,0
30/05/2000,FOLHASP,55,0,0,0,0,0,0
30/05/2000,ESTADAO,9,0,0,0,0,0,0
31/05/2000,G1,0,0,0,0,0,0,0
31/05/2000,FOLHASP,78,0,0,1,0,0,1
31/05/2000,ESTADAO,4,0,0,0,0,0,0
01/06/2000,G1,0,0,0,0,0,0,0
01/06/2000,FOLHASP,56,0,0,0,0,0,0
01/06/2000,ESTADAO,8,0,0,0,0,0,0
02/06/2000,G1,0,0,0,0,0,0,0
02/06/2000,FOLHASP,55,0,0,0,0,0,0
02/06/2000,ESTADAO,13,0,0,0,0,0,0
03/06/2000,G1,0,0,0,0,0,0,0
03/06/2000,FOLHASP,0,0,0,0,0,0,0
03/06/2000,ESTADAO,0,0,0,0,0,0,0
04/06/2000,G1,0,0,0,0,0,0,0
04/06/2000,FOLHASP,0,0,0,0,0,0,0
04/06/2000,ESTADAO,0,0,0,0,0,0,0
05/06/2000,G1,0,0,0,0,0,0,0
05/06/2000,FOLHASP,9,0,0,0,0,0,0
05/06/2000,ESTADAO,8,0,0,0,0,0,0
06/06/2000,G1,0,0,0,0,0,0,0
06/06/2000,FOLHASP,73,0,0,1,0,0,1
06/06/2000,ESTADAO,12,0,0,0,0,0,0
07/06/2000,G1,0,0,0,0,0,0,0
07/06/2000,FOLHASP,71,0,0,0,0,0,0
07/06/2000,ESTADAO,13,0,0,0,0,0,0
08/06/2000,G1,0,0,0,0,0,0,0
08/06/2000,FOLHASP,42,0,0,0,0,0,0
08/06/2000,ESTADAO,10,0,0,0,0,0,0
09/06/2000,G1,0,0,0,0,0,0,0
09/06/2000,FOLHASP,5,0,0,0,0,0,0
09/06/2000,ESTADAO,10,0,0,0,0,0,0
10/06/2000,G1,0,0,0,0,0,0,0
10/06/2000,FOLHASP,0,0,0,0,0,0,0
10/06/2000,ESTADAO,0,0,0,0,0,0,0
11/06/2000,G1,0,0,0,0,0,0,0
11/06/2000,FOLHASP,0,0,0,0,0,0,0
11/06/2000,ESTADAO,0,0,0,0,0,0,0
12/06/2000,G1,0,0,0,0,0,0,0
12/06/2000,FOLHASP,0,0,0,0,0,0,0
12/06/2000,ESTADAO,11,0,0,0,0,0,0
13/06/2000,G1,0,0,0,0,0,0,0
13/06/2000,FOLHASP,0,0,0,0,0,0,0
13/06/2000,ESTADAO,9,0,0,0,0,0,0
14/06/2000,G1,0,0,0,0,0,0,0
14/06/2000,FOLHASP,0,0,0,0,0,0,0
14/06/2000,ESTADAO,12,0,0,0,0,0,0
15/06/2000,G1,0,0,0,0,0,0,0
15/06/2000,FOLHASP,0,0,0,0,0,0,0
15/06/2000,ESTADAO,6,0,0,0,0,0,0
16/06/2000,G1,0,0,0,0,0,0,0
16/06/2000,FOLHASP,0,0,0,0,0,0,0
16/06/2000,ESTADAO,11,0,0,0,0,0,0
17/06/2000,G1,0,0,0,0,0,0,0
17/06/2000,FOLHASP,0,0,0,0,0,0,0
17/06/2000,ESTADAO,0,0,0,0,0,0,0
18/06/2000,G1,0,0,0,0,0,0,0
18/06/2000,FOLHASP,0,0,0,0,0,0,0
18/06/2000,ESTADAO,0,0,0,0,0,0,0
19/06/2000,G1,0,0,0,0,0,0,0
19/06/2000,FOLHASP,0,0,0,0,0,0,0
19/06/2000,ESTADAO,9,0,0,0,0,0,0
20/06/2000,G1,0,0,0,0,0,0,0
20/06/2000,FOLHASP,0,0,0,0,0,0,0
20/06/2000,ESTADAO,11,0,0,0,0,0,0
21/06/2000,G1,0,0,0,0,0,0,0
21/06/2000,FOLHASP,0,0,0,0,0,0,0
21/06/2000,ESTADAO,8,0,0,0,0,0,0
22/06/2000,G1,0,0,0,0,0,0,0
22/06/2000,FOLHASP,0,0,0,0,0,0,0
