Data,DiadaSemana,Mes,Dia,Ano,Jornal,qtNoticias,qtComentarios,qtTweets,qtFacebook,qtLinkedIn,qtGooglePlus,qtTotalEngajamento,qtPos,qtNeg,qtNeu,variacao
2005-06-16 00:00:00,4,5,16,2005,0,0,0,0,0,0,0,0,0,0,0,"1,06"
2005-06-16 00:00:00,4,5,16,2005,1,0,0,0,0,0,0,0,0,0,0,"1,06"
2005-06-16 00:00:00,4,5,16,2005,2,11,0,0,0,0,0,0,11,0,0,"1,06"
2005-06-17 00:00:00,5,5,17,2005,0,0,0,0,0,0,0,0,0,0,0,"1,33"
2005-06-17 00:00:00,5,5,17,2005,1,0,0,0,0,0,0,0,0,0,0,"1,33"
2005-06-17 00:00:00,5,5,17,2005,2,11,0,0,0,0,0,0,10,0,1,"1,33"
2005-06-20 00:00:00,1,5,20,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,18"
2005-06-20 00:00:00,1,5,20,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,18"
2005-06-20 00:00:00,1,5,20,2005,2,12,0,0,0,0,0,0,9,2,1,"-0,18"
2005-06-21 00:00:00,2,5,21,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,24"
2005-06-21 00:00:00,2,5,21,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,24"
2005-06-21 00:00:00,2,5,21,2005,2,4,0,0,0,0,0,0,2,1,1,"-1,24"
2005-06-22 00:00:00,3,5,22,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,17"
2005-06-22 00:00:00,3,5,22,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,17"
2005-06-22 00:00:00,3,5,22,2005,2,13,0,0,0,0,0,0,8,4,1,"-0,17"
2005-06-23 00:00:00,4,5,23,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,36"
2005-06-23 00:00:00,4,5,23,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,36"
2005-06-23 00:00:00,4,5,23,2005,2,17,0,0,0,0,0,0,11,2,4,"-3,36"
2005-06-24 00:00:00,5,5,24,2005,0,0,0,0,0,0,0,0,0,0,0,"0,41"
2005-06-24 00:00:00,5,5,24,2005,1,0,0,0,0,0,0,0,0,0,0,"0,41"
2005-06-24 00:00:00,5,5,24,2005,2,13,0,0,2,0,0,2,7,4,2,"0,41"
2005-06-27 00:00:00,1,5,27,2005,0,0,0,0,0,0,0,0,0,0,0,"1,24"
2005-06-27 00:00:00,1,5,27,2005,1,0,0,0,0,0,0,0,0,0,0,"1,24"
2005-06-27 00:00:00,1,5,27,2005,2,13,0,0,2,0,0,2,5,7,1,"1,24"
2005-06-28 00:00:00,2,5,28,2005,0,0,0,0,0,0,0,0,0,0,0,"0,14"
2005-06-28 00:00:00,2,5,28,2005,1,0,0,0,0,0,0,0,0,0,0,"0,14"
2005-06-28 00:00:00,2,5,28,2005,2,14,0,0,0,0,0,0,8,3,3,"0,14"
2005-06-29 00:00:00,3,5,29,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,53"
2005-06-29 00:00:00,3,5,29,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,53"
2005-06-29 00:00:00,3,5,29,2005,2,6,0,0,0,0,0,0,5,0,1,"-0,53"
2005-06-30 00:00:00,4,5,30,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,3"
2005-06-30 00:00:00,4,5,30,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,3"
2005-06-30 00:00:00,4,5,30,2005,2,15,0,0,0,0,0,0,10,1,4,"-0,3"
2005-07-01 00:00:00,5,6,1,2005,0,0,0,0,0,0,0,0,0,0,0,"1,04"
2005-07-01 00:00:00,5,6,1,2005,1,0,0,0,0,0,0,0,0,0,0,"1,04"
2005-07-01 00:00:00,5,6,1,2005,2,3,0,0,0,0,0,0,1,2,0,"1,04"
2005-07-04 00:00:00,1,6,4,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,05"
2005-07-04 00:00:00,1,6,4,2005,1,1,0,0,0,0,0,0,1,0,0,"-1,05"
2005-07-04 00:00:00,1,6,4,2005,2,13,0,0,0,0,0,0,6,5,2,"-1,05"
2005-07-05 00:00:00,2,6,5,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,48"
2005-07-05 00:00:00,2,6,5,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,48"
2005-07-05 00:00:00,2,6,5,2005,2,5,0,0,0,0,0,0,4,1,0,"-1,48"
2005-07-06 00:00:00,3,6,6,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,64"
2005-07-06 00:00:00,3,6,6,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,64"
2005-07-06 00:00:00,3,6,6,2005,2,15,0,0,0,0,0,0,9,5,1,"-0,64"
2005-07-07 00:00:00,4,6,7,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,27"
2005-07-07 00:00:00,4,6,7,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,27"
2005-07-07 00:00:00,4,6,7,2005,2,4,0,0,0,0,0,0,2,1,1,"-0,27"
2005-07-08 00:00:00,5,6,8,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,11"
2005-07-08 00:00:00,5,6,8,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,11"
2005-07-08 00:00:00,5,6,8,2005,2,3,0,0,0,0,0,0,2,1,0,"-0,11"
2005-07-11 00:00:00,1,6,11,2005,0,0,0,0,0,0,0,0,0,0,0,"2,43"
2005-07-11 00:00:00,1,6,11,2005,1,0,0,0,0,0,0,0,0,0,0,"2,43"
2005-07-11 00:00:00,1,6,11,2005,2,1,0,0,0,0,0,0,1,0,0,"2,43"
2005-07-12 00:00:00,2,6,12,2005,0,0,0,0,0,0,0,0,0,0,0,"2,08"
2005-07-12 00:00:00,2,6,12,2005,1,0,0,0,0,0,0,0,0,0,0,"2,08"
2005-07-12 00:00:00,2,6,12,2005,2,11,0,0,0,0,0,0,10,1,0,"2,08"
2005-07-13 00:00:00,3,6,13,2005,0,0,0,0,0,0,0,0,0,0,0,"1,25"
2005-07-13 00:00:00,3,6,13,2005,1,0,0,0,0,0,0,0,0,0,0,"1,25"
2005-07-13 00:00:00,3,6,13,2005,2,7,0,0,0,0,0,0,3,4,0,"1,25"
2005-07-14 00:00:00,4,6,14,2005,0,0,0,0,0,0,0,0,0,0,0,"0,25"
2005-07-14 00:00:00,4,6,14,2005,1,0,0,0,0,0,0,0,0,0,0,"0,25"
2005-07-14 00:00:00,4,6,14,2005,2,18,0,0,0,0,0,0,14,4,0,"0,25"
2005-07-15 00:00:00,5,6,15,2005,0,0,0,0,0,0,0,0,0,0,0,"-2,69"
2005-07-15 00:00:00,5,6,15,2005,1,0,0,0,0,0,0,0,0,0,0,"-2,69"
2005-07-15 00:00:00,5,6,15,2005,2,3,0,0,0,0,0,0,2,1,0,"-2,69"
2005-07-18 00:00:00,1,6,18,2005,0,0,0,0,0,0,0,0,0,0,0,"0,39"
2005-07-18 00:00:00,1,6,18,2005,1,0,0,0,0,0,0,0,0,0,0,"0,39"
2005-07-18 00:00:00,1,6,18,2005,2,16,0,0,0,0,0,0,14,0,2,"0,39"
2005-07-19 00:00:00,2,6,19,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,2"
2005-07-19 00:00:00,2,6,19,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,2"
2005-07-19 00:00:00,2,6,19,2005,2,17,0,0,0,0,0,0,15,2,0,"-0,2"
2005-07-20 00:00:00,3,6,20,2005,0,0,0,0,0,0,0,0,0,0,0,"1,72"
2005-07-20 00:00:00,3,6,20,2005,1,0,0,0,0,0,0,0,0,0,0,"1,72"
2005-07-20 00:00:00,3,6,20,2005,2,11,0,0,0,0,0,0,7,0,4,"1,72"
2005-07-21 00:00:00,4,6,21,2005,0,0,0,0,0,0,0,0,0,0,0,"0,54"
2005-07-21 00:00:00,4,6,21,2005,1,0,0,0,0,0,0,0,0,0,0,"0,54"
2005-07-21 00:00:00,4,6,21,2005,2,13,0,0,0,0,0,0,10,1,2,"0,54"
2005-07-22 00:00:00,5,6,22,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,75"
2005-07-22 00:00:00,5,6,22,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,75"
2005-07-22 00:00:00,5,6,22,2005,2,13,0,0,0,0,0,0,7,3,3,"-1,75"
2005-07-25 00:00:00,1,6,25,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,39"
2005-07-25 00:00:00,1,6,25,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,39"
2005-07-25 00:00:00,1,6,25,2005,2,4,0,0,0,0,0,0,0,4,0,"-3,39"
2005-07-26 00:00:00,2,6,26,2005,0,0,0,0,0,0,0,0,0,0,0,"1,38"
2005-07-26 00:00:00,2,6,26,2005,1,0,0,0,0,0,0,0,0,0,0,"1,38"
2005-07-26 00:00:00,2,6,26,2005,2,1,0,0,0,0,0,0,1,0,0,"1,38"
2005-07-27 00:00:00,3,6,27,2005,0,0,0,0,0,0,0,0,0,0,0,"1,89"
2005-07-27 00:00:00,3,6,27,2005,1,0,0,0,0,0,0,0,0,0,0,"1,89"
2005-07-27 00:00:00,3,6,27,2005,2,28,0,0,0,0,0,0,18,8,2,"1,89"
2005-07-28 00:00:00,4,6,28,2005,0,0,0,0,0,0,0,0,0,0,0,"2,88"
2005-07-28 00:00:00,4,6,28,2005,1,0,0,0,0,0,0,0,0,0,0,"2,88"
2005-07-28 00:00:00,4,6,28,2005,2,13,0,0,0,0,0,0,8,4,1,"2,88"
2005-07-29 00:00:00,5,6,29,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,1"
2005-07-29 00:00:00,5,6,29,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,1"
2005-07-29 00:00:00,5,6,29,2005,2,6,0,0,0,0,0,0,2,1,3,"-0,1"
2005-08-01 00:00:00,1,7,1,2005,0,0,0,0,0,0,0,0,0,0,0,"0,98"
2005-08-01 00:00:00,1,7,1,2005,1,0,0,0,0,0,0,0,0,0,0,"0,98"
2005-08-01 00:00:00,1,7,1,2005,2,17,0,0,0,0,0,0,9,2,6,"0,98"
2005-08-02 00:00:00,2,7,2,2005,0,0,0,0,0,0,0,0,0,0,0,"1,87"
2005-08-02 00:00:00,2,7,2,2005,1,0,0,0,0,0,0,0,0,0,0,"1,87"
2005-08-02 00:00:00,2,7,2,2005,2,9,0,0,0,0,0,0,9,0,0,"1,87"
2005-08-03 00:00:00,3,7,3,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,28"
2005-08-03 00:00:00,3,7,3,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,28"
2005-08-03 00:00:00,3,7,3,2005,2,22,0,0,0,0,0,0,17,2,3,"-0,28"
2005-08-04 00:00:00,4,7,4,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,91"
2005-08-04 00:00:00,4,7,4,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,91"
2005-08-04 00:00:00,4,7,4,2005,2,9,0,0,0,0,0,0,3,3,3,"-0,91"
2005-08-05 00:00:00,5,7,5,2005,0,0,0,0,0,0,0,0,0,0,0,"0,18"
2005-08-05 00:00:00,5,7,5,2005,1,0,0,0,0,0,0,0,0,0,0,"0,18"
2005-08-05 00:00:00,5,7,5,2005,2,14,0,0,0,0,0,0,9,3,2,"0,18"
2005-08-08 00:00:00,1,7,8,2005,0,0,0,0,0,0,0,0,0,0,0,"0,73"
2005-08-08 00:00:00,1,7,8,2005,1,0,0,0,0,0,0,0,0,0,0,"0,73"
2005-08-08 00:00:00,1,7,8,2005,2,4,0,0,0,0,0,0,1,1,2,"0,73"
2005-08-09 00:00:00,2,7,9,2005,0,0,0,0,0,0,0,0,0,0,0,"2,17"
2005-08-09 00:00:00,2,7,9,2005,1,0,0,0,0,0,0,0,0,0,0,"2,17"
2005-08-09 00:00:00,2,7,9,2005,2,19,0,0,0,0,0,0,10,3,6,"2,17"
2005-08-10 00:00:00,3,7,10,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,64"
2005-08-10 00:00:00,3,7,10,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,64"
2005-08-10 00:00:00,3,7,10,2005,2,4,0,0,0,0,0,0,2,1,1,"-0,64"
2005-08-11 00:00:00,4,7,11,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,78"
2005-08-11 00:00:00,4,7,11,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,78"
2005-08-11 00:00:00,4,7,11,2005,2,10,0,0,0,0,0,0,5,3,2,"-1,78"
2005-08-12 00:00:00,5,7,12,2005,0,0,0,0,0,0,0,0,0,0,0,"1,19"
2005-08-12 00:00:00,5,7,12,2005,1,0,0,0,0,0,0,0,0,0,0,"1,19"
2005-08-12 00:00:00,5,7,12,2005,2,12,0,0,0,0,0,0,6,4,2,"1,19"
2005-08-15 00:00:00,1,7,15,2005,0,0,0,0,0,0,0,0,0,0,0,"1,57"
2005-08-15 00:00:00,1,7,15,2005,1,1,0,0,0,0,0,0,1,0,0,"1,57"
2005-08-15 00:00:00,1,7,15,2005,2,9,0,0,0,0,0,0,6,0,3,"1,57"
2005-08-16 00:00:00,2,7,16,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,08"
2005-08-16 00:00:00,2,7,16,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,08"
2005-08-16 00:00:00,2,7,16,2005,2,15,0,0,0,0,0,0,11,2,2,"-1,08"
2005-08-17 00:00:00,3,7,17,2005,0,0,0,0,0,0,0,0,0,0,0,"1,24"
2005-08-17 00:00:00,3,7,17,2005,1,0,0,0,0,0,0,0,0,0,0,"1,24"
2005-08-17 00:00:00,3,7,17,2005,2,13,0,0,0,0,0,0,10,2,1,"1,24"
2005-08-18 00:00:00,4,7,18,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,88"
2005-08-18 00:00:00,4,7,18,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,88"
2005-08-18 00:00:00,4,7,18,2005,2,10,0,0,0,0,0,0,6,2,2,"-1,88"
2005-08-19 00:00:00,5,7,19,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,95"
2005-08-19 00:00:00,5,7,19,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,95"
2005-08-19 00:00:00,5,7,19,2005,2,12,0,0,0,0,0,0,4,4,4,"-0,95"
2005-08-22 00:00:00,1,7,22,2005,0,0,0,0,0,0,0,0,0,0,0,"2,32"
2005-08-22 00:00:00,1,7,22,2005,1,0,0,0,0,0,0,0,0,0,0,"2,32"
2005-08-22 00:00:00,1,7,22,2005,2,9,0,0,0,0,0,0,9,0,0,"2,32"
2005-08-23 00:00:00,2,7,23,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,8"
2005-08-23 00:00:00,2,7,23,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,8"
2005-08-23 00:00:00,2,7,23,2005,2,17,0,0,0,0,0,0,12,5,0,"-1,8"
2005-08-24 00:00:00,3,7,24,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,21"
2005-08-24 00:00:00,3,7,24,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,21"
2005-08-24 00:00:00,3,7,24,2005,2,13,0,0,0,0,0,0,9,4,0,"-0,21"
2005-08-25 00:00:00,4,7,25,2005,0,0,0,0,0,0,0,0,0,0,0,"2,58"
2005-08-25 00:00:00,4,7,25,2005,1,0,0,0,0,0,0,0,0,0,0,"2,58"
2005-08-25 00:00:00,4,7,25,2005,2,9,0,0,0,0,0,0,6,2,1,"2,58"
2005-08-26 00:00:00,5,7,26,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,12"
2005-08-26 00:00:00,5,7,26,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,12"
2005-08-26 00:00:00,5,7,26,2005,2,13,0,0,0,0,0,0,7,5,1,"-1,12"
2005-08-29 00:00:00,1,7,29,2005,0,0,0,0,0,0,0,0,0,0,0,"1,07"
2005-08-29 00:00:00,1,7,29,2005,1,0,0,0,0,0,0,0,0,0,0,"1,07"
2005-08-29 00:00:00,1,7,29,2005,2,3,0,0,0,0,0,0,2,0,1,"1,07"
2005-08-30 00:00:00,2,7,30,2005,0,0,0,0,0,0,0,0,0,0,0,"0,8"
2005-08-30 00:00:00,2,7,30,2005,1,0,0,0,0,0,0,0,0,0,0,"0,8"
2005-08-30 00:00:00,2,7,30,2005,2,24,0,0,0,0,0,0,15,5,4,"0,8"
2005-08-31 00:00:00,3,7,31,2005,0,0,0,0,0,0,0,0,0,0,0,"1,6"
2005-08-31 00:00:00,3,7,31,2005,1,1,0,0,0,0,0,0,1,0,0,"1,6"
2005-08-31 00:00:00,3,7,31,2005,2,17,0,0,0,0,0,0,10,4,3,"1,6"
2005-09-01 00:00:00,4,8,1,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,29"
2005-09-01 00:00:00,4,8,1,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,29"
2005-09-01 00:00:00,4,8,1,2005,2,16,0,0,0,0,0,0,9,5,2,"-0,29"
2005-09-02 00:00:00,5,8,2,2005,0,0,0,0,0,0,0,0,0,0,0,"1,28"
2005-09-02 00:00:00,5,8,2,2005,1,0,0,0,0,0,0,0,0,0,0,"1,28"
2005-09-02 00:00:00,5,8,2,2005,2,5,0,0,0,0,0,0,4,1,0,"1,28"
2005-09-05 00:00:00,1,8,5,2005,0,0,0,0,0,0,0,0,0,0,0,"0,72"
2005-09-05 00:00:00,1,8,5,2005,1,0,0,0,0,0,0,0,0,0,0,"0,72"
2005-09-05 00:00:00,1,8,5,2005,2,13,0,0,0,0,0,0,10,2,1,"0,72"
2005-09-06 00:00:00,2,8,6,2005,0,0,0,0,0,0,0,0,0,0,0,"1,17"
2005-09-06 00:00:00,2,8,6,2005,1,0,0,0,0,0,0,0,0,0,0,"1,17"
2005-09-06 00:00:00,2,8,6,2005,2,17,0,0,0,0,0,0,13,3,1,"1,17"
2005-09-08 00:00:00,4,8,8,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,09"
2005-09-08 00:00:00,4,8,8,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,09"
2005-09-08 00:00:00,4,8,8,2005,2,8,0,0,0,0,0,0,6,1,1,"-0,09"
2005-09-09 00:00:00,5,8,9,2005,0,0,0,0,0,0,0,0,0,0,0,"1,66"
2005-09-09 00:00:00,5,8,9,2005,1,0,0,0,0,0,0,0,0,0,0,"1,66"
2005-09-09 00:00:00,5,8,9,2005,2,1,0,0,0,0,0,0,1,0,0,"1,66"
2005-09-12 00:00:00,1,8,12,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,76"
2005-09-12 00:00:00,1,8,12,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,76"
2005-09-12 00:00:00,1,8,12,2005,2,21,0,0,0,0,0,0,15,4,2,"-0,76"
2005-09-13 00:00:00,2,8,13,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,73"
2005-09-13 00:00:00,2,8,13,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,73"
2005-09-13 00:00:00,2,8,13,2005,2,22,0,0,0,0,0,0,16,2,4,"-0,73"
2005-09-14 00:00:00,3,8,14,2005,0,0,0,0,0,0,0,0,0,0,0,"0,61"
2005-09-14 00:00:00,3,8,14,2005,1,0,0,0,0,0,0,0,0,0,0,"0,61"
2005-09-14 00:00:00,3,8,14,2005,2,10,0,0,0,0,0,0,5,1,4,"0,61"
2005-09-15 00:00:00,4,8,15,2005,0,0,0,0,0,0,0,0,0,0,0,"1,09"
2005-09-15 00:00:00,4,8,15,2005,1,0,0,0,0,0,0,0,0,0,0,"1,09"
2005-09-15 00:00:00,4,8,15,2005,2,19,0,0,0,0,0,0,9,5,5,"1,09"
2005-09-16 00:00:00,5,8,16,2005,0,0,0,0,0,0,0,0,0,0,0,"1,53"
2005-09-16 00:00:00,5,8,16,2005,1,0,0,0,0,0,0,0,0,0,0,"1,53"
2005-09-16 00:00:00,5,8,16,2005,2,14,0,0,0,0,0,0,8,4,2,"1,53"
2005-09-19 00:00:00,1,8,19,2005,0,0,0,0,0,0,0,0,0,0,0,"0,87"
2005-09-19 00:00:00,1,8,19,2005,1,0,0,0,0,0,0,0,0,0,0,"0,87"
2005-09-19 00:00:00,1,8,19,2005,2,15,0,0,0,0,0,0,12,1,2,"0,87"
2005-09-20 00:00:00,2,8,20,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,06"
2005-09-20 00:00:00,2,8,20,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,06"
2005-09-20 00:00:00,2,8,20,2005,2,12,0,0,0,0,0,0,10,0,2,"-0,06"
2005-09-21 00:00:00,3,8,21,2005,0,0,0,0,0,0,0,0,0,0,0,"2,59"
2005-09-21 00:00:00,3,8,21,2005,1,0,0,0,0,0,0,0,0,0,0,"2,59"
2005-09-21 00:00:00,3,8,21,2005,2,19,0,0,0,0,0,0,15,2,2,"2,59"
2005-09-22 00:00:00,4,8,22,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,52"
2005-09-22 00:00:00,4,8,22,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,52"
2005-09-22 00:00:00,4,8,22,2005,2,3,0,0,0,0,0,0,3,0,0,"-0,52"
2005-09-23 00:00:00,5,8,23,2005,0,0,0,0,0,0,0,0,0,0,0,"2,01"
2005-09-23 00:00:00,5,8,23,2005,1,0,0,0,0,0,0,0,0,0,0,"2,01"
2005-09-23 00:00:00,5,8,23,2005,2,26,0,0,0,0,0,0,17,3,6,"2,01"
2005-09-26 00:00:00,1,8,26,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,49"
2005-09-26 00:00:00,1,8,26,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,49"
2005-09-26 00:00:00,1,8,26,2005,2,18,0,0,0,0,0,0,8,6,4,"-0,49"
2005-09-27 00:00:00,2,8,27,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,86"
2005-09-27 00:00:00,2,8,27,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,86"
2005-09-27 00:00:00,2,8,27,2005,2,7,0,0,0,0,0,0,3,2,2,"-0,86"
2005-09-28 00:00:00,3,8,28,2005,0,0,0,0,0,0,0,0,0,0,0,"1,43"
2005-09-28 00:00:00,3,8,28,2005,1,0,0,0,0,0,0,0,0,0,0,"1,43"
2005-09-28 00:00:00,3,8,28,2005,2,12,0,0,0,0,0,0,8,2,2,"1,43"
2005-09-29 00:00:00,4,8,29,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,35"
2005-09-29 00:00:00,4,8,29,2005,1,1,0,0,0,0,0,0,0,1,0,"-0,35"
2005-09-29 00:00:00,4,8,29,2005,2,10,0,0,0,0,0,0,6,1,3,"-0,35"
2005-09-30 00:00:00,5,8,30,2005,0,0,0,0,0,0,0,0,0,0,0,"1,2"
2005-09-30 00:00:00,5,8,30,2005,1,2,0,0,0,0,0,0,0,0,2,"1,2"
2005-09-30 00:00:00,5,8,30,2005,2,14,0,0,0,0,0,0,11,2,1,"1,2"
2005-10-03 00:00:00,1,9,3,2005,0,0,0,0,0,0,0,0,0,0,0,"0,86"
2005-10-03 00:00:00,1,9,3,2005,1,0,0,0,0,0,0,0,0,0,0,"0,86"
2005-10-03 00:00:00,1,9,3,2005,2,13,0,0,0,0,0,0,9,2,2,"0,86"
2005-10-04 00:00:00,2,9,4,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,8"
2005-10-04 00:00:00,2,9,4,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,8"
2005-10-04 00:00:00,2,9,4,2005,2,4,0,0,0,0,0,0,3,0,1,"-1,8"
2005-10-05 00:00:00,3,9,5,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,58"
2005-10-05 00:00:00,3,9,5,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,58"
2005-10-05 00:00:00,3,9,5,2005,2,21,0,0,0,0,0,0,15,4,2,"-3,58"
2005-10-06 00:00:00,4,9,6,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,1"
2005-10-06 00:00:00,4,9,6,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,1"
2005-10-06 00:00:00,4,9,6,2005,2,21,0,0,0,0,0,0,14,5,2,"-3,1"
2005-10-07 00:00:00,5,9,7,2005,0,0,0,0,0,0,0,0,0,0,0,"2,55"
2005-10-07 00:00:00,5,9,7,2005,1,0,0,0,0,0,0,0,0,0,0,"2,55"
2005-10-07 00:00:00,5,9,7,2005,2,5,0,0,0,0,0,0,5,0,0,"2,55"
2005-10-10 00:00:00,1,9,10,2005,0,0,0,0,0,0,0,0,0,0,0,"1,02"
2005-10-10 00:00:00,1,9,10,2005,1,0,0,0,0,0,0,0,0,0,0,"1,02"
2005-10-10 00:00:00,1,9,10,2005,2,14,0,0,0,0,0,0,11,2,1,"1,02"
2005-10-11 00:00:00,2,9,11,2005,0,0,0,0,0,0,0,0,0,0,0,"1,11"
2005-10-11 00:00:00,2,9,11,2005,1,0,0,0,0,0,0,0,0,0,0,"1,11"
2005-10-11 00:00:00,2,9,11,2005,2,15,0,0,22,0,0,22,12,3,0,"1,11"
2005-10-13 00:00:00,4,9,13,2005,0,0,0,0,0,0,0,0,0,0,0,"-2,4"
2005-10-13 00:00:00,4,9,13,2005,1,0,0,0,0,0,0,0,0,0,0,"-2,4"
2005-10-13 00:00:00,4,9,13,2005,2,20,0,0,0,0,0,0,11,8,1,"-2,4"
2005-10-14 00:00:00,5,9,14,2005,0,0,0,0,0,0,0,0,0,0,0,"-0,37"
2005-10-14 00:00:00,5,9,14,2005,1,0,0,0,0,0,0,0,0,0,0,"-0,37"
2005-10-14 00:00:00,5,9,14,2005,2,4,0,0,0,0,0,0,3,1,0,"-0,37"
2005-10-17 00:00:00,1,9,17,2005,0,0,0,0,0,0,0,0,0,0,0,"1,58"
2005-10-17 00:00:00,1,9,17,2005,1,0,0,0,0,0,0,0,0,0,0,"1,58"
2005-10-17 00:00:00,1,9,17,2005,2,11,0,0,0,0,0,0,7,0,4,"1,58"
2005-10-18 00:00:00,2,9,18,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,88"
2005-10-18 00:00:00,2,9,18,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,88"
2005-10-18 00:00:00,2,9,18,2005,2,13,0,0,0,0,0,0,10,0,3,"-3,88"
2005-10-19 00:00:00,3,9,19,2005,0,0,0,0,0,0,0,0,0,0,0,"0,79"
2005-10-19 00:00:00,3,9,19,2005,1,1,0,8,20,0,0,28,1,0,0,"0,79"
2005-10-19 00:00:00,3,9,19,2005,2,15,0,0,0,0,0,0,10,2,3,"0,79"
2005-10-20 00:00:00,4,9,20,2005,0,0,0,0,0,0,0,0,0,0,0,"-3,25"
2005-10-20 00:00:00,4,9,20,2005,1,0,0,0,0,0,0,0,0,0,0,"-3,25"
2005-10-20 00:00:00,4,9,20,2005,2,14,0,0,0,0,0,0,9,2,3,"-3,25"
2005-10-21 00:00:00,5,9,21,2005,0,0,0,0,0,0,0,0,0,0,0,"2,93"
2005-10-21 00:00:00,5,9,21,2005,1,0,0,0,0,0,0,0,0,0,0,"2,93"
2005-10-21 00:00:00,5,9,21,2005,2,14,0,0,0,0,0,0,8,1,5,"2,93"
2005-10-24 00:00:00,1,9,24,2005,0,0,0,0,0,0,0,0,0,0,0,"2,26"
2005-10-24 00:00:00,1,9,24,2005,1,0,0,0,0,0,0,0,0,0,0,"2,26"
2005-10-24 00:00:00,1,9,24,2005,2,10,0,0,0,0,0,0,8,0,2,"2,26"
2005-10-25 00:00:00,2,9,25,2005,0,0,0,0,0,0,0,0,0,0,0,"-1,13"
2005-10-25 00:00:00,2,9,25,2005,1,0,0,0,0,0,0,0,0,0,0,"-1,13"
