DiadaSemana,Mes,Dia,Ano,Jornal,Quantidade,Comentarios,Tweets,Facebook,LinkedIn,GooglePlus,TotalRepercussao
Tue,MAR,6,2007,ESTADAO,23,0,0,0,0,0,0
Wed,MAR,7,2007,G1,0,0,0,0,0,0,0
Wed,MAR,7,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,7,2007,ESTADAO,27,0,0,0,0,0,0
Thu,MAR,8,2007,G1,0,0,0,0,0,0,0
Thu,MAR,8,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,8,2007,ESTADAO,43,0,0,0,0,0,0
Fri,MAR,9,2007,G1,0,0,0,0,0,0,0
Fri,MAR,9,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,9,2007,ESTADAO,28,0,0,0,0,0,0
Sat,MAR,10,2007,G1,0,0,0,0,0,0,0
Sat,MAR,10,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,10,2007,ESTADAO,2,0,0,0,0,0,0
Sun,MAR,11,2007,G1,0,0,0,0,0,0,0
Sun,MAR,11,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,11,2007,ESTADAO,3,0,0,0,0,0,0
Mon,MAR,12,2007,G1,0,0,0,0,0,0,0
Mon,MAR,12,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,12,2007,ESTADAO,31,0,0,1,0,0,1
Tue,MAR,13,2007,G1,0,0,0,0,0,0,0
Tue,MAR,13,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,13,2007,ESTADAO,29,0,0,2,0,0,2
Wed,MAR,14,2007,G1,0,0,0,0,0,0,0
Wed,MAR,14,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,14,2007,ESTADAO,29,0,0,0,0,0,0
Thu,MAR,15,2007,G1,0,0,0,0,0,0,0
Thu,MAR,15,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,15,2007,ESTADAO,32,0,0,0,0,0,0
Fri,MAR,16,2007,G1,0,0,0,0,0,0,0
Fri,MAR,16,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,16,2007,ESTADAO,34,0,0,0,0,0,0
Sat,MAR,17,2007,G1,0,0,0,0,0,0,0
Sat,MAR,17,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,17,2007,ESTADAO,3,0,0,0,0,0,0
Sun,MAR,18,2007,G1,0,0,0,0,0,0,0
Sun,MAR,18,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,18,2007,ESTADAO,2,0,0,1,0,0,1
Mon,MAR,19,2007,G1,0,0,0,0,0,0,0
Mon,MAR,19,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,19,2007,ESTADAO,35,0,5,1,0,0,6
Tue,MAR,20,2007,G1,0,0,0,0,0,0,0
Tue,MAR,20,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,20,2007,ESTADAO,26,0,0,0,0,0,0
Wed,MAR,21,2007,G1,0,0,0,0,0,0,0
Wed,MAR,21,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,21,2007,ESTADAO,33,0,0,0,0,0,0
Thu,MAR,22,2007,G1,0,0,0,0,0,0,0
Thu,MAR,22,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,22,2007,ESTADAO,21,0,0,0,0,0,0
Fri,MAR,23,2007,G1,0,0,0,0,0,0,0
Fri,MAR,23,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,23,2007,ESTADAO,26,0,0,0,0,0,0
Sat,MAR,24,2007,G1,0,0,0,0,0,0,0
Sat,MAR,24,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,24,2007,ESTADAO,1,0,0,0,0,0,0
Sun,MAR,25,2007,G1,0,0,0,0,0,0,0
Sun,MAR,25,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,25,2007,ESTADAO,0,0,0,0,0,0,0
Mon,MAR,26,2007,G1,0,0,0,0,0,0,0
Mon,MAR,26,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,26,2007,ESTADAO,27,0,0,0,0,0,0
Tue,MAR,27,2007,G1,0,0,0,0,0,0,0
Tue,MAR,27,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,27,2007,ESTADAO,24,0,0,0,0,0,0
Wed,MAR,28,2007,G1,0,0,0,0,0,0,0
Wed,MAR,28,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,28,2007,ESTADAO,36,0,0,0,0,0,0
Thu,MAR,29,2007,G1,0,0,0,0,0,0,0
Thu,MAR,29,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,29,2007,ESTADAO,41,0,0,0,0,0,0
Fri,MAR,30,2007,G1,0,0,0,0,0,0,0
Fri,MAR,30,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,30,2007,ESTADAO,27,0,0,0,0,0,0
Sat,MAR,31,2007,G1,0,0,0,0,0,0,0
Sat,MAR,31,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,31,2007,ESTADAO,0,0,0,0,0,0,0
Sun,ABR,1,2007,G1,0,0,0,0,0,0,0
Sun,ABR,1,2007,FOLHASP,0,0,0,0,0,0,0
Sun,ABR,1,2007,ESTADAO,2,0,0,0,0,0,0
Mon,ABR,2,2007,G1,0,0,0,0,0,0,0
Mon,ABR,2,2007,FOLHASP,0,0,0,0,0,0,0
Mon,ABR,2,2007,ESTADAO,25,0,0,0,0,0,0
Tue,ABR,3,2007,G1,0,0,0,0,0,0,0
Tue,ABR,3,2007,FOLHASP,0,0,0,0,0,0,0
Tue,ABR,3,2007,ESTADAO,15,0,0,0,0,0,0
Wed,ABR,4,2007,G1,0,0,0,0,0,0,0
Wed,ABR,4,2007,FOLHASP,0,0,0,0,0,0,0
Wed,ABR,4,2007,ESTADAO,41,0,0,0,0,0,0
Thu,ABR,5,2007,G1,0,0,0,0,0,0,0
Thu,ABR,5,2007,FOLHASP,0,0,0,0,0,0,0
Thu,ABR,5,2007,ESTADAO,26,0,0,0,0,0,0
Fri,ABR,6,2007,G1,0,0,0,0,0,0,0
Fri,ABR,6,2007,FOLHASP,0,0,0,0,0,0,0
Fri,ABR,6,2007,ESTADAO,7,0,0,0,0,0,0
Sat,ABR,7,2007,G1,0,0,0,0,0,0,0
Sat,ABR,7,2007,FOLHASP,0,0,0,0,0,0,0
Sat,ABR,7,2007,ESTADAO,1,0,0,0,0,0,0
Sun,ABR,8,2007,G1,0,0,0,0,0,0,0
Sun,ABR,8,2007,FOLHASP,0,0,0,0,0,0,0
Sun,ABR,8,2007,ESTADAO,8,0,0,0,0,0,0
Mon,ABR,9,2007,G1,0,0,0,0,0,0,0
Mon,ABR,9,2007,FOLHASP,0,0,0,0,0,0,0
Mon,ABR,9,2007,ESTADAO,40,0,0,0,0,0,0
Tue,ABR,10,2007,G1,0,0,0,0,0,0,0
Tue,ABR,10,2007,FOLHASP,0,0,0,0,0,0,0
Tue,ABR,10,2007,ESTADAO,29,0,0,0,0,0,0
Wed,ABR,11,2007,G1,0,0,0,0,0,0,0
Wed,ABR,11,2007,FOLHASP,0,0,0,0,0,0,0
Wed,ABR,11,2007,ESTADAO,35,0,0,0,0,0,0
Thu,ABR,12,2007,G1,0,0,0,0,0,0,0
Thu,ABR,12,2007,FOLHASP,0,0,0,0,0,0,0
Thu,ABR,12,2007,ESTADAO,37,0,0,0,0,0,0
Fri,ABR,13,2007,G1,0,0,0,0,0,0,0
Fri,ABR,13,2007,FOLHASP,0,0,0,0,0,0,0
Fri,ABR,13,2007,ESTADAO,14,0,0,0,0,0,0
Sat,ABR,14,2007,G1,0,0,0,0,0,0,0
Sat,ABR,14,2007,FOLHASP,0,0,0,0,0,0,0
Sat,ABR,14,2007,ESTADAO,14,0,0,0,0,0,0
Sun,ABR,15,2007,G1,0,0,0,0,0,0,0
Sun,ABR,15,2007,FOLHASP,0,0,0,0,0,0,0
Sun,ABR,15,2007,ESTADAO,5,0,0,0,0,0,0
Mon,ABR,16,2007,G1,0,0,0,0,0,0,0
Mon,ABR,16,2007,FOLHASP,0,0,0,0,0,0,0
Mon,ABR,16,2007,ESTADAO,26,0,0,2,0,0,2
Tue,ABR,17,2007,G1,0,0,0,0,0,0,0
Tue,ABR,17,2007,FOLHASP,0,0,0,0,0,0,0
Tue,ABR,17,2007,ESTADAO,30,0,0,0,0,0,0
Wed,ABR,18,2007,G1,0,0,0,0,0,0,0
Wed,ABR,18,2007,FOLHASP,0,0,0,0,0,0,0
Wed,ABR,18,2007,ESTADAO,42,0,0,0,0,0,0
Thu,ABR,19,2007,G1,0,0,0,0,0,0,0
Thu,ABR,19,2007,FOLHASP,0,0,0,0,0,0,0
Thu,ABR,19,2007,ESTADAO,37,0,0,0,0,0,0
Fri,ABR,20,2007,G1,0,0,0,0,0,0,0
Fri,ABR,20,2007,FOLHASP,0,0,0,0,0,0,0
Fri,ABR,20,2007,ESTADAO,22,0,0,0,0,0,0
Sat,ABR,21,2007,G1,0,0,0,0,0,0,0
Sat,ABR,21,2007,FOLHASP,0,0,0,0,0,0,0
Sat,ABR,21,2007,ESTADAO,0,0,0,0,0,0,0
Sun,ABR,22,2007,G1,0,0,0,0,0,0,0
Sun,ABR,22,2007,FOLHASP,0,0,0,0,0,0,0
Sun,ABR,22,2007,ESTADAO,1,0,0,0,0,0,0
Mon,ABR,23,2007,G1,0,0,0,0,0,0,0
Mon,ABR,23,2007,FOLHASP,0,0,0,0,0,0,0
Mon,ABR,23,2007,ESTADAO,34,0,0,0,0,0,0
Tue,ABR,24,2007,G1,0,0,0,0,0,0,0
Tue,ABR,24,2007,FOLHASP,0,0,0,0,0,0,0
Tue,ABR,24,2007,ESTADAO,22,0,0,0,0,0,0
Wed,ABR,25,2007,G1,0,0,0,0,0,0,0
Wed,ABR,25,2007,FOLHASP,0,0,0,0,0,0,0
Wed,ABR,25,2007,ESTADAO,46,0,0,0,0,0,0
Thu,ABR,26,2007,G1,0,0,0,0,0,0,0
Thu,ABR,26,2007,FOLHASP,0,0,0,0,0,0,0
Thu,ABR,26,2007,ESTADAO,23,0,0,3,0,0,3
Fri,ABR,27,2007,G1,0,0,0,0,0,0,0
Fri,ABR,27,2007,FOLHASP,0,0,0,0,0,0,0
Fri,ABR,27,2007,ESTADAO,36,0,0,0,0,0,0
Sat,ABR,28,2007,G1,0,0,0,0,0,0,0
Sat,ABR,28,2007,FOLHASP,0,0,0,0,0,0,0
Sat,ABR,28,2007,ESTADAO,12,0,0,0,0,0,0
Sun,ABR,29,2007,G1,0,0,0,0,0,0,0
Sun,ABR,29,2007,FOLHASP,0,0,0,0,0,0,0
Sun,ABR,29,2007,ESTADAO,12,0,0,0,0,0,0
Mon,ABR,30,2007,G1,0,0,0,0,0,0,0
Mon,ABR,30,2007,FOLHASP,0,0,0,0,0,0,0
Mon,ABR,30,2007,ESTADAO,24,0,0,0,0,0,0
Tue,MAI,1,2007,G1,0,0,0,0,0,0,0
Tue,MAI,1,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAI,1,2007,ESTADAO,0,0,0,0,0,0,0
Wed,MAI,2,2007,G1,0,0,0,0,0,0,0
Wed,MAI,2,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAI,2,2007,ESTADAO,0,0,0,0,0,0,0
Thu,MAI,3,2007,G1,0,0,0,0,0,0,0
Thu,MAI,3,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAI,3,2007,ESTADAO,0,0,0,0,0,0,0
Fri,MAI,4,2007,G1,0,0,0,0,0,0,0
Fri,MAI,4,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAI,4,2007,ESTADAO,0,0,0,0,0,0,0
Sat,MAI,5,2007,G1,0,0,0,0,0,0,0
Sat,MAI,5,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAI,5,2007,ESTADAO,0,0,0,0,0,0,0
Sun,MAI,6,2007,G1,0,0,0,0,0,0,0
Sun,MAI,6,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAI,6,2007,ESTADAO,0,0,0,0,0,0,0
Mon,MAI,7,2007,G1,0,0,0,0,0,0,0
Mon,MAI,7,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAI,7,2007,ESTADAO,0,0,0,0,0,0,0
Tue,MAI,8,2007,G1,0,0,0,0,0,0,0
Tue,MAI,8,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAI,8,2007,ESTADAO,18,0,0,12,0,0,12
Wed,MAI,9,2007,G1,0,0,0,0,0,0,0
Wed,MAI,9,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAI,9,2007,ESTADAO,5,0,0,0,0,0,0
Thu,MAI,10,2007,G1,0,0,0,0,0,0,0
Thu,MAI,10,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAI,10,2007,ESTADAO,0,0,0,0,0,0,0
Fri,MAI,11,2007,G1,0,0,0,0,0,0,0
Fri,MAI,11,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAI,11,2007,ESTADAO,0,0,0,0,0,0,0
Sat,MAI,12,2007,G1,0,0,0,0,0,0,0
Sat,MAI,12,2007,FOLHASP,0,0,0,0,0,0,0
Sat,MAI,12,2007,ESTADAO,0,0,0,0,0,0,0
Sun,MAI,13,2007,G1,0,0,0,0,0,0,0
Sun,MAI,13,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAI,13,2007,ESTADAO,0,0,0,0,0,0,0
Mon,MAI,14,2007,G1,0,0,0,0,0,0,0
Mon,MAI,14,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAI,14,2007,ESTADAO,0,0,0,0,0,0,0
Tue,MAI,15,2007,G1,0,0,0,0,0,0,0
Tue,MAI,15,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAI,15,2007,ESTADAO,0,0,0,0,0,0,0
Wed,MAI,16,2007,G1,0,0,0,0,0,0,0
Wed,MAI,16,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAI,16,2007,ESTADAO,0,0,0,0,0,0,0
Thu,MAI,17,2007,G1,0,0,0,0,0,0,0
Thu,MAI,17,2007,FOLHASP,0,0,0,0,0,0,0
Thu,MAI,17,2007,ESTADAO,0,0,0,0,0,0,0
Fri,MAI,18,2007,G1,0,0,0,0,0,0,0
Fri,MAI,18,2007,FOLHASP,0,0,0,0,0,0,0
Fri,MAI,18,2007,ESTADAO,0,0,0,0,0,0,0
Sat,MAI,19,2007,G1,0,0,0,0,0,0,0
Sat,MAI,19,2007,FOLHASP,2,0,0,0,0,0,0
Sat,MAI,19,2007,ESTADAO,0,0,0,0,0,0,0
Sun,MAI,20,2007,G1,0,0,0,0,0,0,0
Sun,MAI,20,2007,FOLHASP,0,0,0,0,0,0,0
Sun,MAI,20,2007,ESTADAO,0,0,0,0,0,0,0
Mon,MAI,21,2007,G1,0,0,0,0,0,0,0
Mon,MAI,21,2007,FOLHASP,0,0,0,0,0,0,0
Mon,MAI,21,2007,ESTADAO,0,0,0,0,0,0,0
Tue,MAI,22,2007,G1,0,0,0,0,0,0,0
Tue,MAI,22,2007,FOLHASP,0,0,0,0,0,0,0
Tue,MAI,22,2007,ESTADAO,0,0,0,0,0,0,0
Wed,MAI,23,2007,G1,0,0,0,0,0,0,0
Wed,MAI,23,2007,FOLHASP,0,0,0,0,0,0,0
Wed,MAI,23,2007,ESTADAO,0,0,0,0,0,0,0
Thu,MAI,24,2007,G1,0,0,0,0,0,0,0
Thu,MAI,24,2007,FOLHASP,5,0,0,0,0,0,0
Thu,MAI,24,2007,ESTADAO,0,0,0,0,0,0,0
Fri,MAI,25,2007,G1,0,0,0,0,0,0,0
Fri,MAI,25,2007,FOLHASP,37,0,0,0,0,0,0
Fri,MAI,25,2007,ESTADAO,0,0,0,0,0,0,0
Sat,MAI,26,2007,G1,0,0,0,0,0,0,0
Sat,MAI,26,2007,FOLHASP,7,0,0,0,0,0,0
Sat,MAI,26,2007,ESTADAO,0,0,0,0,0,0,0
Sun,MAI,27,2007,G1,0,0,0,0,0,0,0
Sun,MAI,27,2007,FOLHASP,7,0,0,2,0,0,2
Sun,MAI,27,2007,ESTADAO,0,0,0,0,0,0,0
Mon,MAI,28,2007,G1,0,0,0,0,0,0,0
Mon,MAI,28,2007,FOLHASP,47,0,0,0,0,0,0
Mon,MAI,28,2007,ESTADAO,0,0,0,0,0,0,0
Tue,MAI,29,2007,G1,0,0,0,0,0,0,0
Tue,MAI,29,2007,FOLHASP,55,0,0,2,0,0,2
Tue,MAI,29,2007,ESTADAO,0,0,0,0,0,0,0
Wed,MAI,30,2007,G1,0,0,0,0,0,0,0
Wed,MAI,30,2007,FOLHASP,63,0,0,0,0,0,0
Wed,MAI,30,2007,ESTADAO,0,0,0,0,0,0,0
Thu,MAI,31,2007,G1,0,0,0,0,0,0,0
Thu,MAI,31,2007,FOLHASP,58,0,0,0,0,0,0
Thu,MAI,31,2007,ESTADAO,0,0,0,0,0,0,0
Fri,JUN,1,2007,G1,0,0,0,0,0,0,0
Fri,JUN,1,2007,FOLHASP,47,0,0,1,0,0,1
Fri,JUN,1,2007,ESTADAO,0,0,0,0,0,0,0
Sat,JUN,2,2007,G1,0,0,0,0,0,0,0
Sat,JUN,2,2007,FOLHASP,8,0,0,0,0,0,0
Sat,JUN,2,2007,ESTADAO,0,0,0,0,0,0,0
Sun,JUN,3,2007,G1,0,0,0,0,0,0,0
Sun,JUN,3,2007,FOLHASP,3,0,0,0,0,0,0
Sun,JUN,3,2007,ESTADAO,0,0,0,0,0,0,0
Mon,JUN,4,2007,G1,0,0,0,0,0,0,0
Mon,JUN,4,2007,FOLHASP,52,0,0,1,0,0,1
Mon,JUN,4,2007,ESTADAO,0,0,0,0,0,0,0
Tue,JUN,5,2007,G1,0,0,0,0,0,0,0
Tue,JUN,5,2007,FOLHASP,43,0,0,0,0,0,0
Tue,JUN,5,2007,ESTADAO,0,0,0,0,0,0,0
Wed,JUN,6,2007,G1,0,0,0,0,0,0,0
Wed,JUN,6,2007,FOLHASP,54,0,0,0,0,0,0
Wed,JUN,6,2007,ESTADAO,0,0,0,0,0,0,0
Thu,JUN,7,2007,G1,0,0,0,0,0,0,0
Thu,JUN,7,2007,FOLHASP,22,0,0,0,0,0,0
Thu,JUN,7,2007,ESTADAO,0,0,0,0,0,0,0
Fri,JUN,8,2007,G1,0,0,0,0,0,0,0
Fri,JUN,8,2007,FOLHASP,39,0,0,0,0,0,0
Fri,JUN,8,2007,ESTADAO,10,0,0,0,0,0,0
Sat,JUN,9,2007,G1,0,0,0,0,0,0,0
Sat,JUN,9,2007,FOLHASP,4,0,0,0,0,0,0
Sat,JUN,9,2007,ESTADAO,8,0,0,0,0,0,0
Sun,JUN,10,2007,G1,0,0,0,0,0,0,0
Sun,JUN,10,2007,FOLHASP,5,0,0,0,0,0,0
Sun,JUN,10,2007,ESTADAO,0,0,0,0,0,0,0
Mon,JUN,11,2007,G1,0,0,0,0,0,0,0
Mon,JUN,11,2007,FOLHASP,45,0,0,2,0,0,2
Mon,JUN,11,2007,ESTADAO,0,0,0,0,0,0,0
Tue,JUN,12,2007,G1,0,0,0,0,0,0,0
Tue,JUN,12,2007,FOLHASP,51,0,0,0,0,0,0
Tue,JUN,12,2007,ESTADAO,0,0,0,0,0,0,0
Wed,JUN,13,2007,G1,0,0,0,0,0,0,0
Wed,JUN,13,2007,FOLHASP,61,0,0,0,0,0,0
Wed,JUN,13,2007,ESTADAO,0,0,0,0,0,0,0
Thu,JUN,14,2007,G1,0,0,0,0,0,0,0
Thu,JUN,14,2007,FOLHASP,52,0,0,0,0,0,0
Thu,JUN,14,2007,ESTADAO,35,0,0,0,0,0,0
Fri,JUN,15,2007,G1,0,0,0,0,0,0,0
Fri,JUN,15,2007,FOLHASP,41,0,0,0,0,0,0
Fri,JUN,15,2007,ESTADAO,2,0,0,0,0,0,0
Sat,JUN,16,2007,G1,0,0,0,0,0,0,0
Sat,JUN,16,2007,FOLHASP,5,0,0,0,0,0,0
Sat,JUN,16,2007,ESTADAO,0,0,0,0,0,0,0
Sun,JUN,17,2007,G1,0,0,0,0,0,0,0
Sun,JUN,17,2007,FOLHASP,3,0,0,0,0,0,0
Sun,JUN,17,2007,ESTADAO,0,0,0,0,0,0,0
Mon,JUN,18,2007,G1,0,0,0,0,0,0,0
Mon,JUN,18,2007,FOLHASP,43,0,0,0,0,0,0
Mon,JUN,18,2007,ESTADAO,13,0,0,0,0,0,0
Tue,JUN,19,2007,G1,0,0,0,0,0,0,0
Tue,JUN,19,2007,FOLHASP,45,0,0,10,0,0,10
Tue,JUN,19,2007,ESTADAO,0,0,0,0,0,0,0
Wed,JUN,20,2007,G1,0,0,0,0,0,0,0
Wed,JUN,20,2007,FOLHASP,49,0,0,0,0,0,0
Wed,JUN,20,2007,ESTADAO,0,0,0,0,0,0,0
Thu,JUN,21,2007,G1,0,0,0,0,0,0,0
Thu,JUN,21,2007,FOLHASP,49,0,0,0,0,0,0
Thu,JUN,21,2007,ESTADAO,36,0,0,0,0,0,0
Fri,JUN,22,2007,G1,0,0,0,0,0,0,0
Fri,JUN,22,2007,FOLHASP,44,0,0,1,0,0,1
Fri,JUN,22,2007,ESTADAO,3,0,0,0,0,0,0
Sat,JUN,23,2007,G1,0,0,0,0,0,0,0
Sat,JUN,23,2007,FOLHASP,4,0,0,0,0,0,0
Sat,JUN,23,2007,ESTADAO,0,0,0,0,0,0,0
Sun,JUN,24,2007,G1,0,0,0,0,0,0,0
Sun,JUN,24,2007,FOLHASP,7,0,0,1,0,0,1
Sun,JUN,24,2007,ESTADAO,3,0,0,0,0,0,0
Mon,JUN,25,2007,G1,0,0,0,0,0,0,0
Mon,JUN,25,2007,FOLHASP,50,0,0,0,0,0,0
Mon,JUN,25,2007,ESTADAO,0,0,0,0,0,0,0
Tue,JUN,26,2007,G1,0,0,0,0,0,0,0
Tue,JUN,26,2007,FOLHASP,53,0,0,25,0,0,25
Tue,JUN,26,2007,ESTADAO,0,0,0,0,0,0,0
Wed,JUN,27,2007,G1,0,0,0,0,0,0,0
Wed,JUN,27,2007,FOLHASP,51,0,0,0,0,0,0
Wed,JUN,27,2007,ESTADAO,23,0,0,4,0,0,4
Thu,JUN,28,2007,G1,0,0,0,0,0,0,0
Thu,JUN,28,2007,FOLHASP,56,0,0,0,0,0,0
Thu,JUN,28,2007,ESTADAO,0,0,0,0,0,0,0
Fri,JUN,29,2007,G1,0,0,0,0,0,0,0
Fri,JUN,29,2007,FOLHASP,43,0,0,3,0,0,3
Fri,JUN,29,2007,ESTADAO,0,0,0,0,0,0,0
Sat,JUN,30,2007,G1,0,0,0,0,0,0,0
Sat,JUN,30,2007,FOLHASP,3,0,0,4,0,0,4
Sat,JUN,30,2007,ESTADAO,0,0,0,0,0,0,0
Sun,JUL,1,2007,G1,0,0,0,0,0,0,0
Sun,JUL,1,2007,FOLHASP,2,0,0,0,0,0,0
Sun,JUL,1,2007,ESTADAO,0,0,0,0,0,0,0
Mon,JUL,2,2007,G1,0,0,0,0,0,0,0
Mon,JUL,2,2007,FOLHASP,39,0,0,0,0,0,0
Mon,JUL,2,2007,ESTADAO,27,0,0,0,0,0,0
Tue,JUL,3,2007,G1,0,0,0,0,0,0,0
Tue,JUL,3,2007,FOLHASP,55,0,0,0,0,0,0
Tue,JUL,3,2007,ESTADAO,0,0,0,0,0,0,0
Wed,JUL,4,2007,G1,0,0,0,0,0,0,0
Wed,JUL,4,2007,FOLHASP,41,0,0,0,0,0,0
Wed,JUL,4,2007,ESTADAO,15,0,1,1,0,0,2
Thu,JUL,5,2007,G1,0,0,0,0,0,0,0
Thu,JUL,5,2007,FOLHASP,42,0,0,0,0,0,0
Thu,JUL,5,2007,ESTADAO,0,0,0,0,0,0,0
Fri,JUL,6,2007,G1,0,0,0,0,0,0,0
Fri,JUL,6,2007,FOLHASP,35,0,0,0,0,0,0
Fri,JUL,6,2007,ESTADAO,0,0,0,0,0,0,0
Sat,JUL,7,2007,G1,0,0,0,0,0,0,0
Sat,JUL,7,2007,FOLHASP,8,0,0,0,0,0,0
Sat,JUL,7,2007,ESTADAO,0,0,0,0,0,0,0
Sun,JUL,8,2007,G1,0,0,0,0,0,0,0
Sun,JUL,8,2007,FOLHASP,5,0,0,0,0,0,0
Sun,JUL,8,2007,ESTADAO,12,0,0,0,0,0,0
Mon,JUL,9,2007,G1,0,0,0,0,0,0,0
Mon,JUL,9,2007,FOLHASP,34,0,0,0,0,0,0
Mon,JUL,9,2007,ESTADAO,8,0,0,0,0,0,0
Tue,JUL,10,2007,G1,0,0,0,0,0,0,0
Tue,JUL,10,2007,FOLHASP,41,0,0,0,0,0,0
Tue,JUL,10,2007,ESTADAO,12,0,0,0,0,0,0
Wed,JUL,11,2007,G1,0,0,0,0,0,0,0
Wed,JUL,11,2007,FOLHASP,47,0,2,0,0,0,2
Wed,JUL,11,2007,ESTADAO,14,0,0,0,0,0,0
Thu,JUL,12,2007,G1,0,0,0,0,0,0,0
Thu,JUL,12,2007,FOLHASP,47,0,0,0,0,0,0
Thu,JUL,12,2007,ESTADAO,6,0,0,0,0,0,0
Fri,JUL,13,2007,G1,0,0,0,0,0,0,0
Fri,JUL,13,2007,FOLHASP,34,0,0,0,0,0,0
Fri,JUL,13,2007,ESTADAO,3,0,0,0,0,0,0
Sat,JUL,14,2007,G1,0,0,0,0,0,0,0
Sat,JUL,14,2007,FOLHASP,2,0,0,0,0,0,0
Sat,JUL,14,2007,ESTADAO,11,0,0,2,0,0,2
Sun,JUL,15,2007,G1,0,0,0,0,0,0,0
Sun,JUL,15,2007,FOLHASP,4,0,0,0,0,0,0
Sun,JUL,15,2007,ESTADAO,34,0,0,0,0,0,0
Mon,JUL,16,2007,G1,0,0,0,0,0,0,0
Mon,JUL,16,2007,FOLHASP,50,0,0,19,0,0,19
Mon,JUL,16,2007,ESTADAO,14,0,0,0,0,0,0
Tue,JUL,17,2007,G1,0,0,0,0,0,0,0
Tue,JUL,17,2007,FOLHASP,50,0,0,0,0,0,0
Tue,JUL,17,2007,ESTADAO,19,0,0,2,0,0,2
Wed,JUL,18,2007,G1,0,0,0,0,0,0,0
Wed,JUL,18,2007,FOLHASP,43,0,0,0,0,0,0
Wed,JUL,18,2007,ESTADAO,21,0,0,2,0,0,2
Thu,JUL,19,2007,G1,0,0,0,0,0,0,0
Thu,JUL,19,2007,FOLHASP,40,0,0,0,0,0,0
Thu,JUL,19,2007,ESTADAO,15,0,0,0,0,0,0
Fri,JUL,20,2007,G1,0,0,0,0,0,0,0
Fri,JUL,20,2007,FOLHASP,35,0,0,0,0,0,0
Fri,JUL,20,2007,ESTADAO,14,0,0,0,0,0,0
Sat,JUL,21,2007,G1,0,0,0,0,0,0,0
Sat,JUL,21,2007,FOLHASP,3,0,0,0,0,0,0
Sat,JUL,21,2007,ESTADAO,44,0,0,0,0,0,0
Sun,JUL,22,2007,G1,0,0,0,0,0,0,0
Sun,JUL,22,2007,FOLHASP,2,0,0,0,0,0,0
Sun,JUL,22,2007,ESTADAO,11,0,0,0,0,0,0
Mon,JUL,23,2007,G1,0,0,0,0,0,0,0
Mon,JUL,23,2007,FOLHASP,39,0,0,0,0,0,0
Mon,JUL,23,2007,ESTADAO,14,0,0,0,0,0,0
Tue,JUL,24,2007,G1,0,0,0,0,0,0,0
Tue,JUL,24,2007,FOLHASP,40,0,0,0,0,0,0
Tue,JUL,24,2007,ESTADAO,22,0,0,0,0,0,0
Wed,JUL,25,2007,G1,0,0,0,0,0,0,0
Wed,JUL,25,2007,FOLHASP,45,0,0,3,0,0,3
Wed,JUL,25,2007,ESTADAO,16,0,0,0,0,0,0
Thu,JUL,26,2007,G1,0,0,0,0,0,0,0
Thu,JUL,26,2007,FOLHASP,55,0,0,0,0,0,0
