DiadaSemana,Mes,Dia,Ano,Jornal,Quantidade,Comentarios,Tweets,Facebook,LinkedIn,GooglePlus,TotalRepercussao
Sun,NOV,4,2001,ESTADAO,0,0,0,0,0,0,0
Mon,NOV,5,2001,G1,0,0,0,0,0,0,0
Mon,NOV,5,2001,FOLHASP,0,0,0,0,0,0,0
Mon,NOV,5,2001,ESTADAO,5,0,0,0,0,0,0
Tue,NOV,6,2001,G1,0,0,0,0,0,0,0
Tue,NOV,6,2001,FOLHASP,0,0,0,0,0,0,0
Tue,NOV,6,2001,ESTADAO,5,0,0,0,0,0,0
Wed,NOV,7,2001,G1,0,0,0,0,0,0,0
Wed,NOV,7,2001,FOLHASP,0,0,0,0,0,0,0
Wed,NOV,7,2001,ESTADAO,6,0,0,0,0,0,0
Thu,NOV,8,2001,G1,0,0,0,0,0,0,0
Thu,NOV,8,2001,FOLHASP,0,0,0,0,0,0,0
Thu,NOV,8,2001,ESTADAO,5,0,0,0,0,0,0
Fri,NOV,9,2001,G1,0,0,0,0,0,0,0
Fri,NOV,9,2001,FOLHASP,0,0,0,0,0,0,0
Fri,NOV,9,2001,ESTADAO,8,0,0,0,0,0,0
Sat,NOV,10,2001,G1,0,0,0,0,0,0,0
Sat,NOV,10,2001,FOLHASP,0,0,0,0,0,0,0
Sat,NOV,10,2001,ESTADAO,0,0,0,0,0,0,0
Sun,NOV,11,2001,G1,0,0,0,0,0,0,0
Sun,NOV,11,2001,FOLHASP,0,0,0,0,0,0,0
Sun,NOV,11,2001,ESTADAO,0,0,0,0,0,0,0
Mon,NOV,12,2001,G1,0,0,0,0,0,0,0
Mon,NOV,12,2001,FOLHASP,0,0,0,0,0,0,0
Mon,NOV,12,2001,ESTADAO,7,0,0,0,0,0,0
Tue,NOV,13,2001,G1,0,0,0,0,0,0,0
Tue,NOV,13,2001,FOLHASP,0,0,0,0,0,0,0
Tue,NOV,13,2001,ESTADAO,5,0,0,0,0,0,0
Wed,NOV,14,2001,G1,0,0,0,0,0,0,0
Wed,NOV,14,2001,FOLHASP,0,0,0,0,0,0,0
Wed,NOV,14,2001,ESTADAO,9,0,0,0,0,0,0
Thu,NOV,15,2001,G1,0,0,0,0,0,0,0
Thu,NOV,15,2001,FOLHASP,0,0,0,0,0,0,0
Thu,NOV,15,2001,ESTADAO,0,0,0,0,0,0,0
Fri,NOV,16,2001,G1,0,0,0,0,0,0,0
Fri,NOV,16,2001,FOLHASP,0,0,0,0,0,0,0
Fri,NOV,16,2001,ESTADAO,9,0,0,0,0,0,0
Sat,NOV,17,2001,G1,0,0,0,0,0,0,0
Sat,NOV,17,2001,FOLHASP,0,0,0,0,0,0,0
Sat,NOV,17,2001,ESTADAO,0,0,0,0,0,0,0
Sun,NOV,18,2001,G1,0,0,0,0,0,0,0
Sun,NOV,18,2001,FOLHASP,0,0,0,0,0,0,0
Sun,NOV,18,2001,ESTADAO,0,0,0,0,0,0,0
Mon,NOV,19,2001,G1,0,0,0,0,0,0,0
Mon,NOV,19,2001,FOLHASP,0,0,0,0,0,0,0
Mon,NOV,19,2001,ESTADAO,7,0,0,0,0,0,0
Tue,NOV,20,2001,G1,0,0,0,0,0,0,0
Tue,NOV,20,2001,FOLHASP,0,0,0,0,0,0,0
Tue,NOV,20,2001,ESTADAO,9,0,0,0,0,0,0
Wed,NOV,21,2001,G1,0,0,0,0,0,0,0
Wed,NOV,21,2001,FOLHASP,0,0,0,0,0,0,0
Wed,NOV,21,2001,ESTADAO,11,0,0,0,0,0,0
Thu,NOV,22,2001,G1,0,0,0,0,0,0,0
Thu,NOV,22,2001,FOLHASP,0,0,0,0,0,0,0
Thu,NOV,22,2001,ESTADAO,8,0,0,0,0,0,0
Fri,NOV,23,2001,G1,0,0,0,0,0,0,0
Fri,NOV,23,2001,FOLHASP,0,0,0,0,0,0,0
Fri,NOV,23,2001,ESTADAO,8,0,0,0,0,0,0
Sat,NOV,24,2001,G1,0,0,0,0,0,0,0
Sat,NOV,24,2001,FOLHASP,0,0,0,0,0,0,0
Sat,NOV,24,2001,ESTADAO,0,0,0,0,0,0,0
Sun,NOV,25,2001,G1,0,0,0,0,0,0,0
Sun,NOV,25,2001,FOLHASP,0,0,0,0,0,0,0
Sun,NOV,25,2001,ESTADAO,0,0,0,0,0,0,0
Mon,NOV,26,2001,G1,0,0,0,0,0,0,0
Mon,NOV,26,2001,FOLHASP,0,0,0,0,0,0,0
Mon,NOV,26,2001,ESTADAO,10,0,0,0,0,0,0
Tue,NOV,27,2001,G1,0,0,0,0,0,0,0
Tue,NOV,27,2001,FOLHASP,0,0,0,0,0,0,0
Tue,NOV,27,2001,ESTADAO,7,0,0,0,0,0,0
Wed,NOV,28,2001,G1,0,0,0,0,0,0,0
Wed,NOV,28,2001,FOLHASP,0,0,0,0,0,0,0
Wed,NOV,28,2001,ESTADAO,7,0,0,0,0,0,0
Thu,NOV,29,2001,G1,0,0,0,0,0,0,0
Thu,NOV,29,2001,FOLHASP,0,0,0,0,0,0,0
Thu,NOV,29,2001,ESTADAO,5,0,0,0,0,0,0
Fri,NOV,30,2001,G1,0,0,0,0,0,0,0
Fri,NOV,30,2001,FOLHASP,0,0,0,0,0,0,0
Fri,NOV,30,2001,ESTADAO,8,0,0,0,0,0,0
Sat,DEZ,1,2001,G1,0,0,0,0,0,0,0
Sat,DEZ,1,2001,FOLHASP,0,0,0,0,0,0,0
Sat,DEZ,1,2001,ESTADAO,0,0,0,0,0,0,0
Sun,DEZ,2,2001,G1,0,0,0,0,0,0,0
Sun,DEZ,2,2001,FOLHASP,0,0,0,0,0,0,0
Sun,DEZ,2,2001,ESTADAO,0,0,0,0,0,0,0
Mon,DEZ,3,2001,G1,0,0,0,0,0,0,0
Mon,DEZ,3,2001,FOLHASP,0,0,0,0,0,0,0
Mon,DEZ,3,2001,ESTADAO,12,0,0,0,0,0,0
Tue,DEZ,4,2001,G1,0,0,0,0,0,0,0
Tue,DEZ,4,2001,FOLHASP,0,0,0,0,0,0,0
Tue,DEZ,4,2001,ESTADAO,6,0,0,0,0,0,0
Wed,DEZ,5,2001,G1,0,0,0,0,0,0,0
Wed,DEZ,5,2001,FOLHASP,0,0,0,0,0,0,0
Wed,DEZ,5,2001,ESTADAO,9,0,0,0,0,0,0
Thu,DEZ,6,2001,G1,0,0,0,0,0,0,0
Thu,DEZ,6,2001,FOLHASP,0,0,0,0,0,0,0
Thu,DEZ,6,2001,ESTADAO,5,0,0,0,0,0,0
Fri,DEZ,7,2001,G1,0,0,0,0,0,0,0
Fri,DEZ,7,2001,FOLHASP,0,0,0,0,0,0,0
Fri,DEZ,7,2001,ESTADAO,10,0,0,0,0,0,0
Sat,DEZ,8,2001,G1,0,0,0,0,0,0,0
Sat,DEZ,8,2001,FOLHASP,0,0,0,0,0,0,0
Sat,DEZ,8,2001,ESTADAO,0,0,0,0,0,0,0
Sun,DEZ,9,2001,G1,0,0,0,0,0,0,0
Sun,DEZ,9,2001,FOLHASP,0,0,0,0,0,0,0
Sun,DEZ,9,2001,ESTADAO,0,0,0,0,0,0,0
Mon,DEZ,10,2001,G1,0,0,0,0,0,0,0
Mon,DEZ,10,2001,FOLHASP,0,0,0,0,0,0,0
Mon,DEZ,10,2001,ESTADAO,9,0,0,0,0,0,0
Tue,DEZ,11,2001,G1,0,0,0,0,0,0,0
Tue,DEZ,11,2001,FOLHASP,0,0,0,0,0,0,0
Tue,DEZ,11,2001,ESTADAO,5,0,0,0,0,0,0
Wed,DEZ,12,2001,G1,0,0,0,0,0,0,0
Wed,DEZ,12,2001,FOLHASP,0,0,0,0,0,0,0
Wed,DEZ,12,2001,ESTADAO,6,0,0,0,0,0,0
Thu,DEZ,13,2001,G1,0,0,0,0,0,0,0
Thu,DEZ,13,2001,FOLHASP,0,0,0,0,0,0,0
Thu,DEZ,13,2001,ESTADAO,6,0,0,0,0,0,0
Fri,DEZ,14,2001,G1,0,0,0,0,0,0,0
Fri,DEZ,14,2001,FOLHASP,0,0,0,0,0,0,0
Fri,DEZ,14,2001,ESTADAO,7,0,0,0,0,0,0
Sat,DEZ,15,2001,G1,0,0,0,0,0,0,0
Sat,DEZ,15,2001,FOLHASP,0,0,0,0,0,0,0
Sat,DEZ,15,2001,ESTADAO,1,0,0,0,0,0,0
Sun,DEZ,16,2001,G1,0,0,0,0,0,0,0
Sun,DEZ,16,2001,FOLHASP,0,0,0,0,0,0,0
Sun,DEZ,16,2001,ESTADAO,0,0,0,0,0,0,0
Mon,DEZ,17,2001,G1,0,0,0,0,0,0,0
Mon,DEZ,17,2001,FOLHASP,0,0,0,0,0,0,0
Mon,DEZ,17,2001,ESTADAO,7,0,0,0,0,0,0
Tue,DEZ,18,2001,G1,0,0,0,0,0,0,0
Tue,DEZ,18,2001,FOLHASP,0,0,0,0,0,0,0
Tue,DEZ,18,2001,ESTADAO,9,0,0,0,0,0,0
Wed,DEZ,19,2001,G1,0,0,0,0,0,0,0
Wed,DEZ,19,2001,FOLHASP,0,0,0,0,0,0,0
Wed,DEZ,19,2001,ESTADAO,16,0,0,0,0,0,0
Thu,DEZ,20,2001,G1,0,0,0,0,0,0,0
Thu,DEZ,20,2001,FOLHASP,0,0,0,0,0,0,0
Thu,DEZ,20,2001,ESTADAO,7,0,0,0,0,0,0
Fri,DEZ,21,2001,G1,0,0,0,0,0,0,0
Fri,DEZ,21,2001,FOLHASP,0,0,0,0,0,0,0
Fri,DEZ,21,2001,ESTADAO,8,0,0,0,0,0,0
Sat,DEZ,22,2001,G1,0,0,0,0,0,0,0
Sat,DEZ,22,2001,FOLHASP,0,0,0,0,0,0,0
Sat,DEZ,22,2001,ESTADAO,0,0,0,0,0,0,0
Sun,DEZ,23,2001,G1,0,0,0,0,0,0,0
Sun,DEZ,23,2001,FOLHASP,0,0,0,0,0,0,0
Sun,DEZ,23,2001,ESTADAO,0,0,0,0,0,0,0
Mon,DEZ,24,2001,G1,0,0,0,0,0,0,0
Mon,DEZ,24,2001,FOLHASP,0,0,0,0,0,0,0
Mon,DEZ,24,2001,ESTADAO,2,0,0,0,0,0,0
Tue,DEZ,25,2001,G1,0,0,0,0,0,0,0
Tue,DEZ,25,2001,FOLHASP,0,0,0,0,0,0,0
Tue,DEZ,25,2001,ESTADAO,0,0,0,0,0,0,0
Wed,DEZ,26,2001,G1,0,0,0,0,0,0,0
Wed,DEZ,26,2001,FOLHASP,0,0,0,0,0,0,0
Wed,DEZ,26,2001,ESTADAO,3,0,0,0,0,0,0
Thu,DEZ,27,2001,G1,0,0,0,0,0,0,0
Thu,DEZ,27,2001,FOLHASP,0,0,0,0,0,0,0
Thu,DEZ,27,2001,ESTADAO,10,0,0,0,0,0,0
Fri,DEZ,28,2001,G1,0,0,0,0,0,0,0
Fri,DEZ,28,2001,FOLHASP,0,0,0,0,0,0,0
Fri,DEZ,28,2001,ESTADAO,10,0,0,0,0,0,0
Sat,DEZ,29,2001,G1,0,0,0,0,0,0,0
Sat,DEZ,29,2001,FOLHASP,0,0,0,0,0,0,0
Sat,DEZ,29,2001,ESTADAO,0,0,0,0,0,0,0
Sun,DEZ,30,2001,G1,0,0,0,0,0,0,0
Sun,DEZ,30,2001,FOLHASP,0,0,0,0,0,0,0
Sun,DEZ,30,2001,ESTADAO,0,0,0,0,0,0,0
Mon,DEZ,31,2001,G1,0,0,0,0,0,0,0
Mon,DEZ,31,2001,FOLHASP,0,0,0,0,0,0,0
Mon,DEZ,31,2001,ESTADAO,5,0,0,0,0,0,0
Tue,JAN,1,2002,G1,0,0,0,0,0,0,0
Tue,JAN,1,2002,FOLHASP,0,0,0,0,0,0,0
Tue,JAN,1,2002,ESTADAO,2,0,0,0,0,0,0
Wed,JAN,2,2002,G1,0,0,0,0,0,0,0
Wed,JAN,2,2002,FOLHASP,0,0,0,0,0,0,0
Wed,JAN,2,2002,ESTADAO,58,0,0,1,0,0,1
Thu,JAN,3,2002,G1,0,0,0,0,0,0,0
Thu,JAN,3,2002,FOLHASP,0,0,0,0,0,0,0
Thu,JAN,3,2002,ESTADAO,36,0,0,17,0,0,17
Fri,JAN,4,2002,G1,0,0,0,0,0,0,0
Fri,JAN,4,2002,FOLHASP,0,0,0,0,0,0,0
Fri,JAN,4,2002,ESTADAO,53,0,0,0,0,0,0
Sat,JAN,5,2002,G1,0,0,0,0,0,0,0
Sat,JAN,5,2002,FOLHASP,0,0,0,0,0,0,0
Sat,JAN,5,2002,ESTADAO,10,0,0,0,0,0,0
Sun,JAN,6,2002,G1,0,0,0,0,0,0,0
Sun,JAN,6,2002,FOLHASP,0,0,0,0,0,0,0
Sun,JAN,6,2002,ESTADAO,26,0,0,0,0,0,0
Mon,JAN,7,2002,G1,0,0,0,0,0,0,0
Mon,JAN,7,2002,FOLHASP,0,0,0,0,0,0,0
Mon,JAN,7,2002,ESTADAO,74,0,0,0,0,0,0
Tue,JAN,8,2002,G1,0,0,0,0,0,0,0
Tue,JAN,8,2002,FOLHASP,0,0,0,0,0,0,0
Tue,JAN,8,2002,ESTADAO,55,0,0,84,0,0,84
Wed,JAN,9,2002,G1,0,0,0,0,0,0,0
Wed,JAN,9,2002,FOLHASP,0,0,0,0,0,0,0
Wed,JAN,9,2002,ESTADAO,47,0,0,0,0,0,0
Thu,JAN,10,2002,G1,0,0,0,0,0,0,0
Thu,JAN,10,2002,FOLHASP,0,0,0,0,0,0,0
Thu,JAN,10,2002,ESTADAO,37,0,0,0,0,0,0
Fri,JAN,11,2002,G1,0,0,0,0,0,0,0
Fri,JAN,11,2002,FOLHASP,0,0,0,0,0,0,0
Fri,JAN,11,2002,ESTADAO,37,0,7,234,0,0,241
Sat,JAN,12,2002,G1,0,0,0,0,0,0,0
Sat,JAN,12,2002,FOLHASP,0,0,0,0,0,0,0
Sat,JAN,12,2002,ESTADAO,10,0,0,0,0,0,0
Sun,JAN,13,2002,G1,0,0,0,0,0,0,0
Sun,JAN,13,2002,FOLHASP,0,0,0,0,0,0,0
Sun,JAN,13,2002,ESTADAO,2,0,0,0,0,0,0
Mon,JAN,14,2002,G1,0,0,0,0,0,0,0
Mon,JAN,14,2002,FOLHASP,0,0,0,0,0,0,0
Mon,JAN,14,2002,ESTADAO,58,0,0,0,0,0,0
Tue,JAN,15,2002,G1,0,0,0,0,0,0,0
Tue,JAN,15,2002,FOLHASP,0,0,0,0,0,0,0
Tue,JAN,15,2002,ESTADAO,49,0,0,0,0,0,0
Wed,JAN,16,2002,G1,0,0,0,0,0,0,0
Wed,JAN,16,2002,FOLHASP,0,0,0,0,0,0,0
Wed,JAN,16,2002,ESTADAO,41,0,29,17,0,0,46
Thu,JAN,17,2002,G1,0,0,0,0,0,0,0
Thu,JAN,17,2002,FOLHASP,0,0,0,0,0,0,0
Thu,JAN,17,2002,ESTADAO,43,0,0,1,0,0,1
Fri,JAN,18,2002,G1,0,0,0,0,0,0,0
Fri,JAN,18,2002,FOLHASP,0,0,0,0,0,0,0
Fri,JAN,18,2002,ESTADAO,49,0,0,0,0,0,0
Sat,JAN,19,2002,G1,0,0,0,0,0,0,0
Sat,JAN,19,2002,FOLHASP,0,0,0,0,0,0,0
Sat,JAN,19,2002,ESTADAO,8,0,0,0,0,0,0
Sun,JAN,20,2002,G1,0,0,0,0,0,0,0
Sun,JAN,20,2002,FOLHASP,0,0,0,0,0,0,0
Sun,JAN,20,2002,ESTADAO,2,0,0,0,0,0,0
Mon,JAN,21,2002,G1,0,0,0,0,0,0,0
Mon,JAN,21,2002,FOLHASP,0,0,0,0,0,0,0
Mon,JAN,21,2002,ESTADAO,28,0,0,0,0,0,0
Tue,JAN,22,2002,G1,0,0,0,0,0,0,0
Tue,JAN,22,2002,FOLHASP,0,0,0,0,0,0,0
Tue,JAN,22,2002,ESTADAO,32,0,0,3,0,0,3
Wed,JAN,23,2002,G1,0,0,0,0,0,0,0
Wed,JAN,23,2002,FOLHASP,0,0,0,0,0,0,0
Wed,JAN,23,2002,ESTADAO,44,0,0,0,0,0,0
Thu,JAN,24,2002,G1,0,0,0,0,0,0,0
Thu,JAN,24,2002,FOLHASP,0,0,0,0,0,0,0
Thu,JAN,24,2002,ESTADAO,51,0,0,0,0,0,0
Fri,JAN,25,2002,G1,0,0,0,0,0,0,0
Fri,JAN,25,2002,FOLHASP,0,0,0,0,0,0,0
Fri,JAN,25,2002,ESTADAO,32,0,0,0,0,0,0
Sat,JAN,26,2002,G1,0,0,0,0,0,0,0
Sat,JAN,26,2002,FOLHASP,0,0,0,0,0,0,0
Sat,JAN,26,2002,ESTADAO,6,0,0,0,0,0,0
Sun,JAN,27,2002,G1,0,0,0,0,0,0,0
Sun,JAN,27,2002,FOLHASP,0,0,0,0,0,0,0
Sun,JAN,27,2002,ESTADAO,12,0,0,2,0,0,2
Mon,JAN,28,2002,G1,0,0,0,0,0,0,0
Mon,JAN,28,2002,FOLHASP,0,0,0,0,0,0,0
Mon,JAN,28,2002,ESTADAO,39,0,0,0,0,0,0
Tue,JAN,29,2002,G1,0,0,0,0,0,0,0
Tue,JAN,29,2002,FOLHASP,0,0,0,0,0,0,0
Tue,JAN,29,2002,ESTADAO,45,0,0,4,0,0,4
Wed,JAN,30,2002,G1,0,0,0,0,0,0,0
Wed,JAN,30,2002,FOLHASP,0,0,0,0,0,0,0
Wed,JAN,30,2002,ESTADAO,40,0,0,0,0,0,0
Thu,JAN,31,2002,G1,0,0,0,0,0,0,0
Thu,JAN,31,2002,FOLHASP,0,0,0,0,0,0,0
Thu,JAN,31,2002,ESTADAO,47,0,0,0,0,0,0
Fri,FEV,1,2002,G1,0,0,0,0,0,0,0
Fri,FEV,1,2002,FOLHASP,0,0,0,0,0,0,0
Fri,FEV,1,2002,ESTADAO,66,0,0,0,0,0,0
Sat,FEV,2,2002,G1,0,0,0,0,0,0,0
Sat,FEV,2,2002,FOLHASP,0,0,0,0,0,0,0
Sat,FEV,2,2002,ESTADAO,36,0,0,0,0,0,0
Sun,FEV,3,2002,G1,0,0,0,0,0,0,0
Sun,FEV,3,2002,FOLHASP,0,0,0,0,0,0,0
Sun,FEV,3,2002,ESTADAO,20,0,0,0,0,0,0
Mon,FEV,4,2002,G1,0,0,0,0,0,0,0
Mon,FEV,4,2002,FOLHASP,0,0,0,0,0,0,0
Mon,FEV,4,2002,ESTADAO,61,0,0,0,0,0,0
Tue,FEV,5,2002,G1,0,0,0,0,0,0,0
Tue,FEV,5,2002,FOLHASP,0,0,0,0,0,0,0
Tue,FEV,5,2002,ESTADAO,48,0,0,0,0,0,0
Wed,FEV,6,2002,G1,0,0,0,0,0,0,0
Wed,FEV,6,2002,FOLHASP,0,0,0,0,0,0,0
Wed,FEV,6,2002,ESTADAO,41,0,0,2,0,0,2
Thu,FEV,7,2002,G1,0,0,0,0,0,0,0
Thu,FEV,7,2002,FOLHASP,0,0,0,0,0,0,0
Thu,FEV,7,2002,ESTADAO,48,0,0,10,0,0,10
Fri,FEV,8,2002,G1,0,0,0,0,0,0,0
Fri,FEV,8,2002,FOLHASP,0,0,0,0,0,0,0
Fri,FEV,8,2002,ESTADAO,47,0,0,0,0,0,0
Sat,FEV,9,2002,G1,0,0,0,0,0,0,0
Sat,FEV,9,2002,FOLHASP,0,0,0,0,0,0,0
Sat,FEV,9,2002,ESTADAO,6,0,0,0,0,0,0
Sun,FEV,10,2002,G1,0,0,0,0,0,0,0
Sun,FEV,10,2002,FOLHASP,0,0,0,0,0,0,0
Sun,FEV,10,2002,ESTADAO,10,0,0,0,0,0,0
Mon,FEV,11,2002,G1,0,0,0,0,0,0,0
Mon,FEV,11,2002,FOLHASP,0,0,0,0,0,0,0
Mon,FEV,11,2002,ESTADAO,12,0,0,0,0,0,0
Tue,FEV,12,2002,G1,0,0,0,0,0,0,0
Tue,FEV,12,2002,FOLHASP,0,0,0,0,0,0,0
Tue,FEV,12,2002,ESTADAO,14,0,0,0,0,0,0
Wed,FEV,13,2002,G1,0,0,0,0,0,0,0
Wed,FEV,13,2002,FOLHASP,0,0,0,0,0,0,0
Wed,FEV,13,2002,ESTADAO,45,0,0,0,0,0,0
Thu,FEV,14,2002,G1,0,0,0,0,0,0,0
Thu,FEV,14,2002,FOLHASP,0,0,0,0,0,0,0
Thu,FEV,14,2002,ESTADAO,59,0,0,0,0,0,0
Fri,FEV,15,2002,G1,0,0,0,0,0,0,0
Fri,FEV,15,2002,FOLHASP,0,0,0,0,0,0,0
Fri,FEV,15,2002,ESTADAO,35,0,0,0,0,0,0
Sat,FEV,16,2002,G1,0,0,0,0,0,0,0
Sat,FEV,16,2002,FOLHASP,0,0,0,0,0,0,0
Sat,FEV,16,2002,ESTADAO,4,0,0,0,0,0,0
Sun,FEV,17,2002,G1,0,0,0,0,0,0,0
Sun,FEV,17,2002,FOLHASP,0,0,0,0,0,0,0
Sun,FEV,17,2002,ESTADAO,2,0,0,0,0,0,0
Mon,FEV,18,2002,G1,0,0,0,0,0,0,0
Mon,FEV,18,2002,FOLHASP,0,0,0,0,0,0,0
Mon,FEV,18,2002,ESTADAO,40,0,0,0,0,0,0
Tue,FEV,19,2002,G1,0,0,0,0,0,0,0
Tue,FEV,19,2002,FOLHASP,0,0,0,0,0,0,0
Tue,FEV,19,2002,ESTADAO,44,0,0,0,0,0,0
Wed,FEV,20,2002,G1,0,0,0,0,0,0,0
Wed,FEV,20,2002,FOLHASP,0,0,0,0,0,0,0
Wed,FEV,20,2002,ESTADAO,55,0,0,0,0,0,0
Thu,FEV,21,2002,G1,0,0,0,0,0,0,0
Thu,FEV,21,2002,FOLHASP,0,0,0,0,0,0,0
Thu,FEV,21,2002,ESTADAO,40,0,0,0,0,0,0
Fri,FEV,22,2002,G1,0,0,0,0,0,0,0
Fri,FEV,22,2002,FOLHASP,0,0,0,0,0,0,0
Fri,FEV,22,2002,ESTADAO,54,0,0,0,0,0,0
Sat,FEV,23,2002,G1,0,0,0,0,0,0,0
Sat,FEV,23,2002,FOLHASP,0,0,0,0,0,0,0
Sat,FEV,23,2002,ESTADAO,10,0,0,1,0,0,1
Sun,FEV,24,2002,G1,0,0,0,0,0,0,0
Sun,FEV,24,2002,FOLHASP,0,0,0,0,0,0,0
Sun,FEV,24,2002,ESTADAO,12,0,0,0,0,0,0
Mon,FEV,25,2002,G1,0,0,0,0,0,0,0
Mon,FEV,25,2002,FOLHASP,0,0,0,0,0,0,0
Mon,FEV,25,2002,ESTADAO,35,0,0,0,0,0,0
Tue,FEV,26,2002,G1,0,0,0,0,0,0,0
Tue,FEV,26,2002,FOLHASP,0,0,0,0,0,0,0
Tue,FEV,26,2002,ESTADAO,32,0,0,0,0,0,0
Wed,FEV,27,2002,G1,0,0,0,0,0,0,0
Wed,FEV,27,2002,FOLHASP,0,0,0,0,0,0,0
Wed,FEV,27,2002,ESTADAO,49,0,0,0,0,0,0
Thu,FEV,28,2002,G1,0,0,0,0,0,0,0
Thu,FEV,28,2002,FOLHASP,0,0,0,0,0,0,0
Thu,FEV,28,2002,ESTADAO,60,0,0,0,0,0,0
Fri,MAR,1,2002,G1,0,0,0,0,0,0,0
Fri,MAR,1,2002,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,1,2002,ESTADAO,45,0,0,0,0,0,0
Sat,MAR,2,2002,G1,0,0,0,0,0,0,0
Sat,MAR,2,2002,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,2,2002,ESTADAO,8,0,0,0,0,0,0
Sun,MAR,3,2002,G1,0,0,0,0,0,0,0
Sun,MAR,3,2002,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,3,2002,ESTADAO,8,0,0,0,0,0,0
Mon,MAR,4,2002,G1,0,0,0,0,0,0,0
Mon,MAR,4,2002,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,4,2002,ESTADAO,35,0,0,0,0,0,0
Tue,MAR,5,2002,G1,0,0,0,0,0,0,0
Tue,MAR,5,2002,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,5,2002,ESTADAO,38,0,0,1,0,0,1
Wed,MAR,6,2002,G1,0,0,0,0,0,0,0
Wed,MAR,6,2002,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,6,2002,ESTADAO,44,0,0,0,0,0,0
Thu,MAR,7,2002,G1,0,0,0,0,0,0,0
Thu,MAR,7,2002,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,7,2002,ESTADAO,31,0,0,0,0,0,0
Fri,MAR,8,2002,G1,0,0,0,0,0,0,0
Fri,MAR,8,2002,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,8,2002,ESTADAO,35,0,0,0,0,0,0
Sat,MAR,9,2002,G1,0,0,0,0,0,0,0
Sat,MAR,9,2002,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,9,2002,ESTADAO,8,0,0,0,0,0,0
Sun,MAR,10,2002,G1,0,0,0,0,0,0,0
Sun,MAR,10,2002,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,10,2002,ESTADAO,20,0,0,0,0,0,0
Mon,MAR,11,2002,G1,0,0,0,0,0,0,0
Mon,MAR,11,2002,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,11,2002,ESTADAO,42,0,0,0,0,0,0
Tue,MAR,12,2002,G1,0,0,0,0,0,0,0
Tue,MAR,12,2002,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,12,2002,ESTADAO,27,0,0,0,0,0,0
Wed,MAR,13,2002,G1,0,0,0,0,0,0,0
Wed,MAR,13,2002,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,13,2002,ESTADAO,33,0,0,0,0,0,0
Thu,MAR,14,2002,G1,0,0,0,0,0,0,0
Thu,MAR,14,2002,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,14,2002,ESTADAO,26,0,0,0,0,0,0
Fri,MAR,15,2002,G1,0,0,0,0,0,0,0
Fri,MAR,15,2002,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,15,2002,ESTADAO,33,0,0,0,0,0,0
Sat,MAR,16,2002,G1,0,0,0,0,0,0,0
Sat,MAR,16,2002,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,16,2002,ESTADAO,13,0,0,0,0,0,0
Sun,MAR,17,2002,G1,0,0,0,0,0,0,0
Sun,MAR,17,2002,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,17,2002,ESTADAO,14,0,1,1,0,0,2
Mon,MAR,18,2002,G1,0,0,0,0,0,0,0
Mon,MAR,18,2002,FOLHASP,0,0,0,0,0,0,0
Mon,MAR,18,2002,ESTADAO,58,0,0,0,0,0,0
Tue,MAR,19,2002,G1,0,0,0,0,0,0,0
Tue,MAR,19,2002,FOLHASP,0,0,0,0,0,0,0
Tue,MAR,19,2002,ESTADAO,57,0,0,0,0,0,0
Wed,MAR,20,2002,G1,0,0,0,0,0,0,0
Wed,MAR,20,2002,FOLHASP,0,0,0,0,0,0,0
Wed,MAR,20,2002,ESTADAO,40,0,0,0,0,0,0
Thu,MAR,21,2002,G1,0,0,0,0,0,0,0
Thu,MAR,21,2002,FOLHASP,0,0,0,0,0,0,0
Thu,MAR,21,2002,ESTADAO,57,0,0,0,0,0,0
Fri,MAR,22,2002,G1,0,0,0,0,0,0,0
Fri,MAR,22,2002,FOLHASP,0,0,0,0,0,0,0
Fri,MAR,22,2002,ESTADAO,54,0,0,0,0,0,0
Sat,MAR,23,2002,G1,0,0,0,0,0,0,0
Sat,MAR,23,2002,FOLHASP,0,0,0,0,0,0,0
Sat,MAR,23,2002,ESTADAO,6,0,0,0,0,0,0
Sun,MAR,24,2002,G1,0,0,0,0,0,0,0
Sun,MAR,24,2002,FOLHASP,0,0,0,0,0,0,0
Sun,MAR,24,2002,ESTADAO,8,0,0,0,0,0,0
Mon,MAR,25,2002,G1,0,0,0,0,0,0,0
Mon,MAR,25,2002,FOLHASP,0,0,0,0,0,0,0
