data,quantidade
10/7/2010,53
10/6/2010,54
10/5/2010,48
10/4/2010,51
10/2/2010,13
10/1/2010,46
9/30/2010,54
9/29/2010,58
9/28/2010,49
9/27/2010,46
9/26/2010,7
9/24/2010,44
9/23/2010,57
9/22/2010,51
9/21/2010,53
9/20/2010,51
9/18/2010,10
9/17/2010,40
9/16/2010,51
9/15/2010,50
9/14/2010,60
9/13/2010,55
9/12/2010,9
9/10/2010,45
9/9/2010,55
9/8/2010,59
9/7/2010,22
9/6/2010,40
9/5/2010,11
9/3/2010,45
9/2/2010,56
9/1/2010,63
8/31/2010,50
8/30/2010,58
8/27/2010,49
8/26/2010,51
8/25/2010,48
8/24/2010,48
8/23/2010,56
8/22/2010,11
8/20/2010,50
8/19/2010,56
8/18/2010,61
8/17/2010,60
8/16/2010,49
8/15/2010,12
8/14/2010,11
8/13/2010,56
8/12/2010,56
8/11/2010,62
8/10/2010,56
8/9/2010,53
8/8/2010,22
8/6/2010,48
8/5/2010,66
8/4/2010,49
8/3/2010,54
8/2/2010,45
8/1/2010,10
7/31/2010,5
7/30/2010,42
7/29/2010,63
7/28/2010,64
7/27/2010,48
7/26/2010,45
7/25/2010,11
7/24/2010,5
7/23/2010,50
7/22/2010,59
6/3/2012,6
5/20/2012,8
4/29/2012,8
4/21/2012,6
4/15/2012,5
3/17/2012,6
3/11/2012,2
2/25/2012,6
2/19/2012,4
1/1/2012,5
12/24/2011,4
12/17/2011,7
11/20/2011,14
11/6/2011,8
10/16/2011,2
10/8/2011,12
9/25/2011,5
9/18/2011,9
9/17/2011,17
8/7/2011,13
8/6/2011,7
7/30/2011,9
7/24/2011,8
7/16/2011,10
7/10/2011,15
7/9/2011,10
7/3/2011,4
6/26/2011,3
6/5/2011,4
6/4/2011,5
5/29/2011,3
5/28/2011,10
5/7/2011,5
5/1/2011,3
4/24/2011,3
4/22/2011,8
4/10/2011,5
3/27/2011,9
3/26/2011,9
3/13/2011,14
2/26/2011,13
2/19/2011,8
2/13/2011,15
2/5/2011,8
1/30/2011,8
1/22/2011,8
1/8/2011,10
1/1/2011,10
12/11/2010,6
11/6/2010,8
10/23/2010,15
10/9/2010,7
10/3/2010,17
9/25/2010,5
9/19/2010,12
9/11/2010,3
9/4/2010,6
8/29/2010,11
8/28/2010,6
8/21/2010,5
7/21/2010,57
7/20/2010,60
7/19/2010,52
7/18/2010,7
7/16/2010,56
7/15/2010,68
7/14/2010,59
7/13/2010,59
7/12/2010,42
7/11/2010,16
7/10/2010,8
7/9/2010,32
7/8/2010,54
7/7/2010,60
7/6/2010,47
7/5/2010,39
7/4/2010,10
7/2/2010,39
7/1/2010,53
6/30/2010,63
6/29/2010,57
6/28/2010,46
6/27/2010,27
6/26/2010,16
6/25/2010,50
6/24/2010,53
6/23/2010,60
6/22/2010,61
6/21/2010,44
6/20/2010,12
6/19/2010,11
6/18/2010,48
6/17/2010,61
6/16/2010,53
6/15/2010,53
6/14/2010,51
6/13/2010,9
6/12/2010,13
6/11/2010,43
6/10/2010,55
6/9/2010,58
6/8/2010,64
6/7/2010,56
6/6/2010,6
6/4/2010,35
6/3/2010,30
6/2/2010,58
6/1/2010,65
5/31/2010,46
5/29/2010,6
5/28/2010,44
5/27/2010,49
5/26/2010,52
5/25/2010,45
5/24/2010,47
5/22/2010,17
5/21/2010,47
5/20/2010,62
5/19/2010,62
5/18/2010,66
5/17/2010,63
5/16/2010,13
5/15/2010,20
5/14/2010,58
5/13/2010,66
5/12/2010,66
5/11/2010,59
5/10/2010,56
5/9/2010,21
5/8/2010,5
5/7/2010,48
5/6/2010,56
5/5/2010,55
5/4/2010,63
5/3/2010,61
5/1/2010,11
4/30/2010,57
4/29/2010,58
4/28/2010,63
4/27/2010,55
4/26/2010,42
4/25/2010,9
4/23/2010,41
4/22/2010,58
4/21/2010,31
4/20/2010,58
4/19/2010,46
4/16/2010,50
4/15/2010,63
4/14/2010,62
4/13/2010,63
4/12/2010,47
4/11/2010,6
4/10/2010,4
4/9/2010,44
4/8/2010,55
4/7/2010,57
4/6/2010,48
4/5/2010,38
4/3/2010,3
4/1/2010,46
3/31/2010,50
3/30/2010,49
3/29/2010,55
3/26/2010,51
3/25/2010,52
3/24/2010,60
3/23/2010,47
3/22/2010,47
3/20/2010,5
3/19/2010,38
3/18/2010,60
3/17/2010,59
3/16/2010,58
3/15/2010,54
3/14/2010,8
3/13/2010,10
3/12/2010,46
3/11/2010,55
3/10/2010,53
3/9/2010,47
3/8/2010,51
3/7/2010,4
3/6/2010,3
3/5/2010,48
3/4/2010,50
3/3/2010,45
3/2/2010,54
3/1/2010,53
2/26/2010,42
2/25/2010,63
2/24/2010,62
2/23/2010,65
2/22/2010,46
2/21/2010,5
2/19/2010,43
2/18/2010,49
2/17/2010,43
2/16/2010,32
2/15/2010,23
2/14/2010,9
2/13/2010,10
2/12/2010,47
2/11/2010,60
2/10/2010,60
2/9/2010,57
2/8/2010,44
2/7/2010,6
2/6/2010,10
2/5/2010,60
2/4/2010,55
2/3/2010,67
2/2/2010,65
2/1/2010,60
1/30/2010,3
1/29/2010,55
1/28/2010,54
1/27/2010,56
1/26/2010,63
1/25/2010,45
1/24/2010,8
1/23/2010,6
1/22/2010,58
1/21/2010,57
1/20/2010,58
1/19/2010,50
1/18/2010,55
1/15/2010,49
1/14/2010,49
1/13/2010,49
1/12/2010,67
1/11/2010,59
1/10/2010,7
1/9/2010,8
1/8/2010,56
1/7/2010,62
1/6/2010,49
1/5/2010,40
1/4/2010,44
1/3/2010,7
1/2/2010,4
12/31/2009,7
12/30/2009,42
12/29/2009,38
12/28/2009,39
12/27/2009,4
12/26/2009,5
12/24/2009,13
12/23/2009,41
12/22/2009,48
12/21/2009,48
12/18/2009,43
12/17/2009,69
12/16/2009,68
12/15/2009,74
12/14/2009,52
12/12/2009,10
12/11/2009,58
12/10/2009,57
12/9/2009,63
12/8/2009,62
12/7/2009,64
12/5/2009,9
12/4/2009,60
12/3/2009,56
12/2/2009,57
12/1/2009,65
11/30/2009,57
11/29/2009,7
11/28/2009,9
11/27/2009,45
11/26/2009,53
11/25/2009,57
11/24/2009,59
11/23/2009,52
11/21/2009,9
11/20/2009,39
11/19/2009,54
11/18/2009,66
11/17/2009,61
11/16/2009,60
11/15/2009,7
11/14/2009,5
11/13/2009,64
11/12/2009,66
11/11/2009,56
11/10/2009,65
11/9/2009,50
11/8/2009,5
11/6/2009,53
11/5/2009,65
11/4/2009,72
11/3/2009,55
11/2/2009,28
11/1/2009,7
10/31/2009,8
10/30/2009,56
10/29/2009,70
10/28/2009,57
10/27/2009,62
10/26/2009,50
10/23/2009,53
10/22/2009,54
10/21/2009,57
10/20/2009,54
10/19/2009,50
10/17/2009,5
10/16/2009,50
10/15/2009,56
10/14/2009,56
10/13/2009,55
10/12/2009,33
10/11/2009,5
10/9/2009,46
10/8/2009,52
10/7/2009,62
10/6/2009,50
10/5/2009,51
10/4/2009,8
10/3/2009,8
10/2/2009,47
10/1/2009,56
9/30/2009,55
9/29/2009,57
9/28/2009,46
9/27/2009,3
9/26/2009,7
9/25/2009,51
9/24/2009,65
9/23/2009,60
9/22/2009,54
9/21/2009,53
9/20/2009,11
9/19/2009,9
9/18/2009,58
9/17/2009,56
9/16/2009,59
9/15/2009,60
9/14/2009,48
9/13/2009,8
9/12/2009,8
9/11/2009,63
9/10/2009,59
9/9/2009,54
9/8/2009,60
9/7/2009,23
9/5/2009,10
9/4/2009,55
9/3/2009,48
9/2/2009,59
9/1/2009,60
8/31/2009,70
8/30/2009,7
8/28/2009,43
8/27/2009,49
8/26/2009,53
8/25/2009,56
8/24/2009,59
8/23/2009,6
8/22/2009,8
8/21/2009,43
8/20/2009,53
8/19/2009,56
8/18/2009,53
8/17/2009,55
8/16/2009,6
8/15/2009,3
8/14/2009,53
8/13/2009,57
8/12/2009,64
8/11/2009,52
8/10/2009,52
8/9/2009,3
8/7/2009,54
8/6/2009,64
8/5/2009,58
8/4/2009,60
8/3/2009,61
8/2/2009,6
7/31/2009,58
7/30/2009,64
7/29/2009,66
7/28/2009,64
7/27/2009,67
7/26/2009,10
7/24/2009,48
7/23/2009,59
7/22/2009,61
7/21/2009,56
7/20/2009,57
7/18/2009,5
7/17/2009,51
7/16/2009,55
7/15/2009,56
7/14/2009,65
7/13/2009,58
7/11/2009,9
7/10/2009,29
7/9/2009,35
7/8/2009,59
7/7/2009,57
7/6/2009,54
7/3/2009,39
7/2/2009,51
7/1/2009,59
6/30/2009,57
6/29/2009,52
6/28/2009,3
6/27/2009,5
6/26/2009,52
6/25/2009,63
6/24/2009,58
6/23/2009,53
6/22/2009,47
6/20/2009,6
6/19/2009,47
6/18/2009,51
6/17/2009,55
6/16/2009,66
6/15/2009,51
6/13/2009,10
6/12/2009,30
6/11/2009,25
6/10/2009,69
6/9/2009,62
6/8/2009,52
6/5/2009,40
6/4/2009,52
6/3/2009,52
6/2/2009,48
6/1/2009,47
5/31/2009,5
5/30/2009,5
5/29/2009,53
5/28/2009,60
5/27/2009,61
5/26/2009,57
5/25/2009,41
5/22/2009,44
5/21/2009,56
5/20/2009,59
5/19/2009,63
5/18/2009,52
5/17/2009,6
5/16/2009,6
5/15/2009,57
5/14/2009,61
5/13/2009,60
5/12/2009,54
5/11/2009,47
5/8/2009,53
5/7/2009,59
5/6/2009,52
5/5/2009,51
5/4/2009,50
5/3/2009,6
5/2/2009,11
5/1/2009,29
4/30/2009,64
4/29/2009,75
4/28/2009,61
4/27/2009,48
4/25/2009,4
4/24/2009,58
4/23/2009,62
4/22/2009,72
4/21/2009,29
4/20/2009,40
4/19/2009,5
4/18/2009,8
4/17/2009,56
4/16/2009,69
4/15/2009,72
4/14/2009,62
4/13/2009,41
4/11/2009,7
4/10/2009,9
4/9/2009,38
4/8/2009,68
4/7/2009,57
4/6/2009,61
4/5/2009,4
4/4/2009,3
4/3/2009,57
4/2/2009,64
4/1/2009,74
3/31/2009,73
3/30/2009,70
3/29/2009,14
3/28/2009,10
3/27/2009,59
3/26/2009,59
3/25/2009,62
3/24/2009,59
3/23/2009,57
3/22/2009,7
3/21/2009,10
3/20/2009,44
3/19/2009,68
3/18/2009,60
3/17/2009,62
3/16/2009,63
3/15/2009,8
3/14/2009,9
3/13/2009,60
3/12/2009,73
3/11/2009,63
3/10/2009,63
3/9/2009,66
3/7/2009,12
3/6/2009,54
3/5/2009,75
3/4/2009,68
3/3/2009,61
3/2/2009,69
3/1/2009,13
2/28/2009,13
2/27/2009,63
2/26/2009,69
2/25/2009,38
2/24/2009,27
2/23/2009,24
2/22/2009,8
2/21/2009,7
2/20/2009,52
2/19/2009,68
2/18/2009,68
2/17/2009,72
2/16/2009,61
2/15/2009,13
2/14/2009,11
2/13/2009,50
2/12/2009,51
2/11/2009,80
2/10/2009,57
2/9/2009,62
2/7/2009,7
2/6/2009,58
2/5/2009,62
2/4/2009,70
2/3/2009,56
2/2/2009,61
1/31/2009,7
1/30/2009,55
1/29/2009,66
1/28/2009,69
1/27/2009,68
1/26/2009,58
1/25/2009,7
1/24/2009,13
1/23/2009,54
1/22/2009,61
1/21/2009,67
1/20/2009,60
1/19/2009,50
1/17/2009,5
1/16/2009,54
1/15/2009,65
1/14/2009,53
1/13/2009,58
1/12/2009,52
1/9/2009,58
1/8/2009,66
1/7/2009,61
1/6/2009,56
1/5/2009,53
1/4/2009,4
1/3/2009,9
1/2/2009,34
1/1/2009,8
12/31/2008,21
12/30/2008,45
12/29/2008,40
12/28/2008,5
12/27/2008,6
12/26/2008,31
12/25/2008,22
12/24/2008,30
12/23/2008,56
12/22/2008,48
12/19/2008,69
12/18/2008,69
12/17/2008,60
12/16/2008,64
12/15/2008,60
12/14/2008,14
12/13/2008,18
12/12/2008,55
12/11/2008,63
12/10/2008,65
12/9/2008,58
12/8/2008,55
12/7/2008,7
12/5/2008,54
12/4/2008,64
12/3/2008,53
12/2/2008,52
12/1/2008,56
11/29/2008,9
11/28/2008,45
11/27/2008,45
11/26/2008,55
11/25/2008,56
11/24/2008,61
11/23/2008,7
11/22/2008,9
11/21/2008,63
11/20/2008,51
11/19/2008,62
11/18/2008,55
11/17/2008,56
11/16/2008,10
11/15/2008,23
11/14/2008,56
11/13/2008,62
11/12/2008,64
11/11/2008,71
11/10/2008,58
11/9/2008,10
11/7/2008,51
11/6/2008,68
11/5/2008,62
11/4/2008,65
11/3/2008,70
11/1/2008,9
10/31/2008,75
10/30/2008,85
10/29/2008,99
10/28/2008,64
10/27/2008,56
10/25/2008,13
10/24/2008,60
10/23/2008,70
10/22/2008,70
10/21/2008,75
10/20/2008,69
10/19/2008,13
10/18/2008,11
10/17/2008,54
10/16/2008,74
10/15/2008,78
10/14/2008,72
10/13/2008,71
10/12/2008,23
10/11/2008,21
10/10/2008,72
10/9/2008,62
10/8/2008,77
10/7/2008,66
10/6/2008,61
10/5/2008,10
10/4/2008,12
10/3/2008,57
10/2/2008,56
10/1/2008,61
9/30/2008,71
9/29/2008,71
9/27/2008,11
9/26/2008,57
9/25/2008,67
9/24/2008,61
9/23/2008,58
9/22/2008,58
9/21/2008,12
9/20/2008,18
9/19/2008,42
9/18/2008,69
9/17/2008,63
9/16/2008,61
9/15/2008,60
9/14/2008,14
9/13/2008,5
9/12/2008,42
9/11/2008,50
9/10/2008,62
9/9/2008,53
9/8/2008,54
9/7/2008,13
9/5/2008,44
9/4/2008,53
9/3/2008,51
9/2/2008,55
9/1/2008,45
8/29/2008,45
8/28/2008,53
8/27/2008,59
8/26/2008,57
8/25/2008,51
8/23/2008,11
8/22/2008,46
8/21/2008,61
8/20/2008,56
8/19/2008,50
8/18/2008,51
8/16/2008,4
8/15/2008,38
8/14/2008,62
8/13/2008,55
8/12/2008,69
8/11/2008,52
8/9/2008,2
8/8/2008,41
8/7/2008,60
8/6/2008,56
8/5/2008,60
8/4/2008,49
8/3/2008,2
8/1/2008,60
7/31/2008,61
7/30/2008,66
7/29/2008,66
7/28/2008,54
7/27/2008,7
7/26/2008,16
7/25/2008,48
7/24/2008,59
7/23/2008,69
7/22/2008,57
7/21/2008,52
7/19/2008,7
7/18/2008,50
7/17/2008,62
7/16/2008,58
7/15/2008,58
7/14/2008,55
7/13/2008,8
7/11/2008,42
7/10/2008,59
7/9/2008,42
7/8/2008,52
7/7/2008,58
7/6/2008,3
7/4/2008,40
7/3/2008,65
7/2/2008,70
7/1/2008,65
6/30/2008,55
6/29/2008,4
6/28/2008,5
6/27/2008,54
6/26/2008,55
6/25/2008,52
6/24/2008,58
6/23/2008,48
6/22/2008,5
6/21/2008,7
6/20/2008,55
6/19/2008,60
6/18/2008,49
6/17/2008,65
6/16/2008,51
6/15/2008,2
6/13/2008,49
6/12/2008,60
6/11/2008,67
6/10/2008,64
6/9/2008,58
6/8/2008,5
6/7/2008,7
6/6/2008,40
6/5/2008,63
6/4/2008,71
6/3/2008,55
6/2/2008,56
6/1/2008,4
5/31/2008,8
5/30/2008,44
5/29/2008,57
5/28/2008,58
5/27/2008,60
5/26/2008,46
5/25/2008,9
5/23/2008,31
5/22/2008,21
5/21/2008,46
5/20/2008,51
5/19/2008,53
5/18/2008,7
5/17/2008,6
5/16/2008,50
5/15/2008,61
5/14/2008,63
5/13/2008,57
5/12/2008,62
5/11/2008,4
5/9/2008,46
5/8/2008,60
5/7/2008,55
5/6/2008,63
5/5/2008,52
5/3/2008,10
5/2/2008,40
5/1/2008,26
4/30/2008,84
4/29/2008,78
4/28/2008,63
4/26/2008,9
4/25/2008,62
4/24/2008,67
4/23/2008,58
4/22/2008,55
4/21/2008,24
4/20/2008,4
4/18/2008,46
4/17/2008,57
4/16/2008,63
4/15/2008,56
4/14/2008,56
4/11/2008,42
4/10/2008,57
4/9/2008,61
4/8/2008,52
4/7/2008,56
4/5/2008,4
4/4/2008,48
4/3/2008,50
4/2/2008,49
4/1/2008,56
3/31/2008,53
3/30/2008,3
3/28/2008,39
3/27/2008,48
3/26/2008,60
3/25/2008,48
3/24/2008,49
3/22/2008,6
3/21/2008,14
3/20/2008,44
3/19/2008,55
3/18/2008,57
3/17/2008,59
3/16/2008,9
3/15/2008,5
3/14/2008,49
3/13/2008,63
3/12/2008,64
3/11/2008,51
3/10/2008,56
3/8/2008,5
3/7/2008,49
3/6/2008,53
3/5/2008,57
3/4/2008,43
3/3/2008,58
3/2/2008,2
2/29/2008,47
2/28/2008,61
2/27/2008,57
2/26/2008,48
2/25/2008,52
2/22/2008,42
2/21/2008,52
2/20/2008,52
2/19/2008,50
2/18/2008,40
2/15/2008,45
2/14/2008,55
2/13/2008,56
2/12/2008,46
2/11/2008,47
2/10/2008,5
2/8/2008,41
2/7/2008,55
2/6/2008,37
2/5/2008,19
2/4/2008,19
2/1/2008,42
1/31/2008,61
1/30/2008,57
1/29/2008,54
1/28/2008,50
1/27/2008,5
1/25/2008,27
1/24/2008,53
1/23/2008,53
1/22/2008,58
1/21/2008,48
1/18/2008,46
7/17/2010,5
7/3/2010,3
6/5/2010,7
5/30/2010,9
5/23/2010,7
5/2/2010,9
4/24/2010,9
4/18/2010,4
4/17/2010,5
4/4/2010,4
4/2/2010,6
3/28/2010,5
3/27/2010,8
3/21/2010,10
2/28/2010,6
2/27/2010,2
2/20/2010,4
1/31/2010,1
1/17/2010,1
1/1/2010,4
12/25/2009,4
12/19/2009,6
12/13/2009,6
12/6/2009,4
11/22/2009,3
11/7/2009,7
10/25/2009,4
10/24/2009,21
10/18/2009,2
10/10/2009,5
9/6/2009,7
8/29/2009,8
8/1/2009,4
7/25/2009,13
7/19/2009,4
7/12/2009,4
7/5/2009,5
6/21/2009,6
6/14/2009,4
6/7/2009,4
6/6/2009,5
5/24/2009,6
5/23/2009,3
5/10/2009,2
5/9/2009,3
4/26/2009,4
4/12/2009,8
9/28/2008,11
9/6/2008,6
8/30/2008,4
8/24/2008,7
8/10/2008,2
8/2/2008,5
7/20/2008,4
7/12/2008,6
7/5/2008,1
6/14/2008,4
5/24/2008,7
5/10/2008,4
5/4/2008,3
4/27/2008,7
4/19/2008,1
4/13/2008,6
4/12/2008,4
4/6/2008,6
3/29/2008,1
3/23/2008,5
3/9/2008,4
3/1/2008,5
2/24/2008,3
2/23/2008,3
2/17/2008,7
2/16/2008,5
2/3/2008,4
2/2/2008,7
1/26/2008,4
1/20/2008,4
1/17/2008,53
12/26/2007,32
12/25/2007,5
12/24/2007,11
12/21/2007,35
12/20/2007,49
12/19/2007,63
12/12/2007,57
12/11/2007,50
12/10/2007,57
3/8/2009,10
2/8/2009,3
2/1/2009,3
1/18/2009,3
1/10/2009,8
12/21/2008,6
12/20/2008,3
12/6/2008,8
11/30/2008,5
11/8/2008,11
1/16/2008,54
1/15/2008,55
1/14/2008,47
1/13/2008,6
1/12/2008,4
1/11/2008,58
1/10/2008,49
1/9/2008,54
1/8/2008,60
1/7/2008,42
1/5/2008,4
1/4/2008,38
1/3/2008,51
1/2/2008,41
12/30/2007,3
12/28/2007,36
12/27/2007,34
12/23/2007,3
12/22/2007,5
12/18/2007,49
12/17/2007,44
12/16/2007,3
12/14/2007,40
12/13/2007,57
12/9/2007,3
12/8/2007,3
12/7/2007,55
12/6/2007,44
12/5/2007,46
12/4/2007,53
12/3/2007,49
12/2/2007,4
12/1/2007,9
11/30/2007,43
11/29/2007,46
11/28/2007,55
11/27/2007,53
11/26/2007,43
11/23/2007,42
11/22/2007,41
11/21/2007,52
11/20/2007,39
11/19/2007,43
11/17/2007,4
11/16/2007,29
11/15/2007,29
11/14/2007,54
11/13/2007,54
11/12/2007,59
11/10/2007,7
11/9/2007,57
11/8/2007,66
11/7/2007,58
11/6/2007,57
11/5/2007,60
11/3/2007,8
11/2/2007,28
11/1/2007,53
10/31/2007,48
10/30/2007,55
10/29/2007,41
10/26/2007,49
10/25/2007,61
10/24/2007,51
10/23/2007,47
10/22/2007,56
10/20/2007,2
10/19/2007,48
10/18/2007,41
10/17/2007,52
10/16/2007,45
10/15/2007,48
10/14/2007,5
10/13/2007,5
10/12/2007,25
10/11/2007,53
10/10/2007,52
10/9/2007,60
10/8/2007,55
10/6/2007,8
10/5/2007,56
10/4/2007,50
10/3/2007,53
10/2/2007,45
10/1/2007,55
9/30/2007,4
9/29/2007,7
9/28/2007,40
9/27/2007,54
9/26/2007,51
9/25/2007,48
9/24/2007,45
9/22/2007,4
9/21/2007,47
9/20/2007,60
9/19/2007,58
9/18/2007,52
9/17/2007,54
9/15/2007,5
9/14/2007,61
9/13/2007,48
9/12/2007,52
9/11/2007,54
9/10/2007,56
9/9/2007,7
9/8/2007,4
9/7/2007,20
9/6/2007,46
9/5/2007,56
9/4/2007,52
9/3/2007,59
9/2/2007,4
9/1/2007,2
8/31/2007,55
8/30/2007,40
8/29/2007,57
8/28/2007,50
8/27/2007,48
8/26/2007,8
8/25/2007,7
8/24/2007,43
8/23/2007,55
8/22/2007,60
8/21/2007,56
8/20/2007,57
8/19/2007,8
8/17/2007,40
8/16/2007,54
8/15/2007,60
8/14/2007,55
8/13/2007,55
8/10/2007,52
8/9/2007,51
8/8/2007,55
8/7/2007,49
8/6/2007,49
8/5/2007,4
8/3/2007,42
8/2/2007,50
8/1/2007,57
7/31/2007,45
7/27/2007,36
7/26/2007,55
7/25/2007,45
7/24/2007,40
7/23/2007,39
7/22/2007,2
7/20/2007,35
7/19/2007,40
7/18/2007,43
7/17/2007,50
7/16/2007,50
7/15/2007,4
7/13/2007,34
7/12/2007,47
7/11/2007,47
7/10/2007,41
7/9/2007,34
7/7/2007,8
7/6/2007,35
7/5/2007,42
7/4/2007,41
7/3/2007,55
7/2/2007,39
6/29/2007,43
6/28/2007,56
6/27/2007,51
6/26/2007,53
6/25/2007,50
6/24/2007,7
6/23/2007,4
6/22/2007,44
6/21/2007,49
6/20/2007,49
6/19/2007,45
6/18/2007,43
6/15/2007,41
6/14/2007,52
6/13/2007,61
6/12/2007,51
6/11/2007,45
6/10/2007,5
6/8/2007,39
6/7/2007,22
6/6/2007,54
6/5/2007,43
6/4/2007,52
6/1/2007,47
5/31/2007,58
5/30/2007,63
5/29/2007,55
5/28/2007,47
5/27/2007,7
5/26/2007,7
5/25/2007,37
5/24/2007,5
9/30/2005,2
6/9/2000,5
6/8/2000,42
6/7/2000,71
6/6/2000,73
6/5/2000,9
6/2/2000,55
6/1/2000,56
5/31/2000,78
5/30/2000,55
5/29/2000,66
5/28/2000,12
5/26/2000,81
5/25/2000,35
5/24/2000,41
5/23/2000,31
5/22/2000,88
5/21/2000,4
5/19/2000,35
5/16/2000,12
5/15/2000,28
5/12/2000,5
5/11/2000,15
5/10/2000,43
5/9/2000,33
5/8/2000,34
5/7/2000,12
5/3/2000,9
5/2/2000,41
5/1/2000,27
4/30/2000,9
4/28/2000,8
4/27/2000,4
4/25/2000,44
4/23/2000,5
4/20/2000,20
6/8/2014,3
1/6/2008,3
1/1/2008,5
12/31/2007,7
12/29/2007,5
12/15/2007,4
11/25/2007,2
11/24/2007,1
11/18/2007,3
11/11/2007,4
11/4/2007,4
10/28/2007,1
10/27/2007,2
9/23/2007,5
9/16/2007,4
8/12/2007,5
8/11/2007,2
8/4/2007,7
7/30/2007,34
7/29/2007,2
7/21/2007,3
7/14/2007,2
6/30/2007,3
6/17/2007,3
6/16/2007,5
6/9/2007,4
6/3/2007,3
6/2/2007,8
5/19/2007,2
1/10/2007,1
10/19/2005,1
7/4/2005,1
5/2/2004,1
9/16/2002,1
9/20/2000,1
5/20/2000,4
5/6/2000,2
5/5/2000,1
4/22/2000,7
4/21/2000,9
8/7/2010,3
12/20/2009,3
8/8/2009,3
7/4/2009,3
11/2/2008,1
10/26/2008,1
8/31/2008,2
8/17/2008,4
2/9/2008,2
1/19/2008,2
10/21/2007,1
10/7/2007,4
7/28/2007,1
7/8/2007,5
7/1/2007,2
1/9/2007,1
11/16/2006,1
11/8/2005,1
9/29/2005,1
8/31/2005,1
8/15/2005,1
9/15/2002,2
7/7/2002,1
7/5/2002,1
4/29/2000,1
1/11/2009,2
