Date,Open,High,Low,Close,Volume,Adj Close
2015-06-16,9050.299805,9192.580078,9044.719727,9147.929688,000,9147.929688
2015-06-15,9083.950195,9083.950195,8949.730469,9048.629883,000,9048.629883
2015-06-12,9143.849609,9143.849609,9030.80957,9085.540039,000,9085.540039
2015-06-11,9177.070312,9243.169922,9104.160156,9143.75,000,9143.75
2015-06-10,8994.030273,9213.129883,8994.030273,9177.070312,000,9177.070312
2015-06-09,8987.599609,9067.650391,8971.00,8993.360352,000,8993.360352
2015-06-08,9016.209961,9074.269531,8987.599609,8987.599609,000,8987.599609
2015-06-05,9099.05957,9099.05957,8981.299805,9015.980469,000,9015.980469
2015-06-03,9226.410156,9226.410156,9089.620117,9099.959961,000,9099.959961
2015-06-02,9020.120117,9223.490234,9020.120117,9223.490234,000,9223.490234
2015-06-01,8975.349609,9052.830078,8958.629883,9019.50,000,9019.50
2015-05-29,9175.160156,9175.160156,8976.629883,8976.629883,000,8976.629883
2015-05-28,9216.280273,9216.280273,9068.120117,9175.50,000,9175.50
2015-05-27,9118.530273,9227.480469,9033.129883,9217.280273,000,9217.280273
2015-05-26,9283.740234,9283.740234,9104.44043,9118.530273,000,9118.530273
2015-05-25,9247.839844,9323.700195,9178.820312,9283.860352,000,9283.860352
2015-05-22,9373.94043,9391.450195,9191.080078,9247.730469,000,9247.730469
2015-05-21,9332.089844,9373.94043,9270.009766,9373.94043,000,9373.94043
2015-05-20,9437.25,9456.410156,9319.410156,9332.959961,000,9332.959961
2015-05-19,9553.330078,9553.330078,9355.519531,9437.540039,000,9437.540039
2015-05-18,9730.30957,9786.450195,9505.870117,9553.240234,000,9553.240234
2015-05-15,9627.530273,9732.259766,9586.509766,9728.209961,000,9728.209961
2015-05-14,9579.700195,9672.209961,9536.379883,9627.660156,000,9627.660156
2015-05-13,9641.519531,9660.959961,9546.650391,9578.980469,000,9578.980469
2015-05-12,9712.299805,9746.030273,9635.099609,9641.830078,000,9641.830078
2015-05-11,9705.290039,9762.080078,9678.519531,9712.929688,000,9712.929688
2015-05-08,9668.660156,9776.00,9606.320312,9701.990234,000,9701.990234
2015-05-07,9684.769531,9723.519531,9590.820312,9661.320312,000,9661.320312
2015-05-06,9841.69043,9933.44043,9635.139648,9684.769531,000,9684.769531
2015-05-05,9736.950195,9860.549805,9692.679688,9842.570312,000,9842.570312
2015-05-04,9555.790039,9769.30957,9555.790039,9737.700195,000,9737.700195
2015-05-01,9400.169922,9554.969727,9364.799805,9554.969727,000,9554.969727
2015-04-30,9400.169922,9554.969727,9364.799805,9554.969727,000,9554.969727
2015-04-29,9456.889648,9456.889648,9347.929688,9402.389648,000,9402.389648
2015-04-28,9423.769531,9500.549805,9320.139648,9457.459961,000,9457.459961
2015-04-27,9589.719727,9659.379883,9419.450195,9421.320312,000,9421.320312
2015-04-24,9449.700195,9658.980469,9449.700195,9596.44043,000,9596.44043
2015-04-23,9274.719727,9467.19043,9180.740234,9449.259766,000,9449.259766
2015-04-22,9139.339844,9313.490234,9139.339844,9275.740234,000,9275.740234
2015-04-21,9171.929688,9241.070312,9095.610352,9137.759766,000,9137.759766
2015-04-20,9171.929688,9241.070312,9095.610352,9137.759766,000,9137.759766
2015-04-17,9291.75,9291.75,9160.709961,9170.169922,000,9170.169922
2015-04-16,9334.200195,9334.200195,9230.370117,9292.200195,000,9292.200195
2015-04-15,9190.519531,9341.480469,9190.519531,9334.200195,000,9334.200195
2015-04-14,9228.280273,9290.589844,9145.919922,9181.19043,000,9181.19043
2015-04-13,9224.299805,9332.969727,9186.519531,9228.160156,000,9228.160156
2015-04-10,9162.679688,9258.799805,9118.389648,9224.379883,000,9224.379883
2015-04-09,9135.429688,9195.719727,9077.360352,9162.679688,000,9162.679688
2015-04-08,9149.549805,9270.709961,9111.599609,9139.299805,000,9139.299805
2015-04-07,9142.129883,9187.700195,9098.379883,9148.570312,000,9148.570312
2015-04-06,9040.120117,9209.94043,9039.780273,9141.980469,000,9141.980469
2015-04-02,8905.870117,9072.370117,8905.870117,9040.00,000,9040.00
2015-04-01,8718.790039,8955.040039,8718.790039,8905.769531,000,8905.769531
2015-03-31,8724.980469,8761.980469,8615.830078,8712.700195,000,8712.700195
2015-03-30,8541.650391,8728.230469,8541.650391,8725.129883,000,8725.129883
2015-03-27,8614.259766,8614.259766,8507.230469,8540.360352,000,8540.360352
2015-03-26,8824.169922,8824.169922,8607.30957,8615.089844,000,8615.089844
2015-03-25,8761.959961,8902.429688,8761.959961,8828.009766,000,8828.009766
2015-03-24,8832.769531,8884.570312,8678.259766,8762.150391,000,8762.150391
2015-03-23,8844.070312,8877.990234,8766.860352,8832.860352,000,8832.860352
2015-03-20,8688.209961,8900.790039,8688.209961,8843.50,000,8843.50
2015-03-19,8781.25,8785.709961,8656.139648,8686.379883,000,8686.379883
2015-03-18,8570.459961,8819.830078,8489.94043,8780.570312,000,8780.570312
2015-03-17,8329.959961,8586.120117,8328.030273,8570.730469,000,8570.730469
2015-03-16,8289.969727,8390.610352,8257.030273,8329.959961,000,8329.959961
2015-03-13,8330.360352,8330.360352,8171.600098,8289.769531,000,8289.769531
2015-03-12,8347.589844,8465.650391,8305.030273,8335.889648,000,8335.889648
2015-03-11,8242.980469,8349.530273,8242.980469,8345.349609,000,8345.349609
2015-03-10,8400.009766,8400.009766,8240.400391,8240.400391,000,8240.400391
2015-03-09,8525.969727,8525.969727,8360.040039,8400.660156,000,8400.660156
2015-03-06,8588.509766,8597.429688,8490.299805,8526.450195,000,8526.450195
2015-03-05,8606.919922,8648.94043,8546.179688,8590.169922,000,8590.169922
2015-03-04,8752.169922,8752.169922,8593.429688,8605.900391,000,8605.900391
2015-03-03,8698.860352,8769.889648,8696.730469,8752.080078,000,8752.080078
2015-03-02,8788.870117,8788.870117,8657.269531,8698.50,000,8698.50
2015-02-27,8821.889648,8938.929688,8773.660156,8789.389648,000,8789.389648
2015-02-26,8837.469727,8856.44043,8732.889648,8821.980469,000,8821.980469
2015-02-25,8850.55957,8850.55957,8711.230469,8837.269531,000,8837.269531
2015-02-24,8756.589844,8863.429688,8714.330078,8853.379883,000,8853.379883
2015-02-23,8738.730469,8816.669922,8677.969727,8755.269531,000,8755.269531
2015-02-20,8744.599609,8770.469727,8645.519531,8738.959961,000,8738.959961
2015-02-19,8740.110352,8799.320312,8670.589844,8743.360352,000,8743.360352
2015-02-18,8632.179688,8838.19043,8632.179688,8740.040039,000,8740.040039
2015-02-17,8460.469727,8645.459961,8451.620117,8631.599609,000,8631.599609
2015-02-16,8460.469727,8645.459961,8451.620117,8631.599609,000,8631.599609
2015-02-13,8460.469727,8645.459961,8451.620117,8631.599609,000,8631.599609
2015-02-12,8243.269531,8486.19043,8243.269531,8458.259766,000,8458.259766
2015-02-11,8294.549805,8338.530273,8178.640137,8243.070312,000,8243.070312
2015-02-10,8427.620117,8501.620117,8295.049805,8295.049805,000,8295.049805
2015-02-09,8334.00,8453.290039,8272.160156,8431.589844,000,8431.589844
2015-02-06,8397.80957,8397.80957,8232.910156,8334.05957,000,8334.05957
2015-02-05,8398.290039,8494.040039,8359.429688,8400.240234,000,8400.240234
2015-02-04,8343.570312,8475.919922,8221.969727,8407.120117,000,8407.120117
2015-02-03,8122.160156,8350.110352,8122.160156,8343.360352,000,8343.360352
2015-02-02,8008.390137,8129.779785,7976.970215,8119.890137,000,8119.890137
2015-01-30,8123.52002,8123.52002,7922.200195,8004.040039,000,8004.040039
2015-01-29,8111.709961,8141.790039,7997.600098,8123.660156,000,8123.660156
2015-01-28,8262.790039,8262.790039,8086.25,8111.600098,000,8111.600098
2015-01-27,8262.05957,8307.969727,8057.100098,8263.129883,000,8263.129883
2015-01-26,8280.50,8280.50,8165.75,8262.05957,000,8262.05957
2015-01-23,8395.120117,8411.150391,8242.44043,8291.169922,000,8291.169922
2015-01-22,8355.80957,8530.650391,8355.80957,8397.759766,000,8397.759766
2015-01-21,8126.950195,8370.459961,8126.950195,8355.30957,000,8355.30957
2015-01-20,8110.120117,8265.820312,8080.350098,8125.060059,000,8125.060059
2015-01-19,8301.889648,8301.889648,8060.350098,8109.689941,000,8109.689941
2015-01-16,8138.560059,8341.969727,8138.560059,8303.150391,000,8303.150391
2015-01-15,8074.470215,8274.480469,8074.470215,8138.209961,000,8138.209961
2015-01-14,8140.609863,8184.629883,8033.399902,8074.189941,000,8074.189941
2015-01-13,8169.839844,8303.209961,8144.399902,8144.399902,000,8144.399902
2015-01-12,8276.860352,8276.860352,8134.390137,8169.080078,000,8169.080078
2015-01-09,8450.719727,8450.719727,8216.610352,8276.950195,000,8276.950195
2015-01-08,8374.070312,8505.269531,8296.570312,8448.799805,000,8448.799805
2015-01-07,8128.709961,8442.110352,8128.709961,8373.839844,000,8373.839844
2015-01-06,8048.549805,8135.930176,8018.379883,8127.419922,000,8127.419922
2015-01-05,8218.980469,8218.980469,8010.370117,8048.140137,000,8048.140137
2015-01-02,8465.969727,8465.969727,8189.819824,8218.980469,000,8218.980469
2014-12-31,8568.50,8608.25,8463.780273,8465.969727,000,8465.969727
2014-12-30,8568.50,8608.25,8463.780273,8465.969727,000,8465.969727
2014-12-29,8490.44043,8620.900391,8466.139648,8567.25,000,8567.25
2014-12-26,8623.280273,8631.549805,8450.75,8490.339844,000,8490.339844
2014-12-23,8494.709961,8624.459961,8441.370117,8624.459961,000,8624.459961
2014-12-22,8417.450195,8494.769531,8318.94043,8494.709961,000,8494.709961
2014-12-19,8218.759766,8419.240234,8209.849609,8417.450195,000,8417.450195
2014-12-18,8257.780273,8396.019531,8183.549805,8219.410156,000,8219.410156
2014-12-17,7963.700195,8345.219727,7963.700195,8254.099609,000,8254.099609
2014-12-16,7949.540039,8059.279785,7753.72998,7963.700195,000,7963.700195
2014-12-15,8120.97998,8192.669922,7848.97998,7953.75,000,7953.75
2014-12-12,8442.469727,8442.469727,8116.959961,8121.049805,000,8121.049805
2014-12-11,8390.259766,8459.530273,8264.900391,8444.129883,000,8444.129883
2014-12-10,8504.75,8504.75,8347.669922,8393.120117,000,8393.120117
2014-12-09,8513.349609,8515.719727,8366.549805,8504.219727,000,8504.219727
2014-12-08,8807.070312,8807.070312,8472.360352,8517.419922,000,8517.419922
2014-12-05,8710.610352,8811.120117,8664.650391,8807.070312,000,8807.070312
2014-12-04,8863.589844,8901.740234,8648.730469,8710.570312,000,8710.570312
2014-12-03,8741.580078,8889.339844,8741.580078,8863.589844,000,8863.589844
2014-12-02,8858.620117,8921.570312,8717.370117,8741.860352,000,8741.860352
2014-12-01,9271.889648,9271.889648,8839.44043,8858.620117,000,8858.620117
2014-11-28,9274.019531,9391.910156,9262.160156,9262.160156,000,9262.160156
2014-11-27,9344.150391,9504.820312,9250.410156,9272.259766,000,9272.259766
2014-11-26,9426.290039,9515.730469,9323.429688,9344.959961,000,9344.959961
2014-11-25,9391.620117,9557.519531,9362.519531,9426.259766,000,9426.259766
2014-11-24,9515.790039,9723.879883,9372.759766,9391.030273,000,9391.030273
2014-11-21,9059.280273,9532.929688,9059.280273,9510.589844,000,9510.589844
2014-11-19,8832.740234,9058.839844,8825.549805,9058.839844,000,9058.839844
2014-11-18,8691.799805,8840.44043,8660.69043,8832.740234,000,8832.740234
2014-11-17,8776.459961,8851.370117,8654.780273,8691.799805,000,8691.799805
2014-11-14,8778.290039,8795.540039,8618.379883,8776.450195,000,8776.450195
2014-11-13,8975.370117,9035.179688,8780.44043,8780.44043,000,8780.44043
2014-11-12,8888.490234,9051.799805,8837.530273,8975.459961,000,8975.459961
2014-11-11,8932.429688,8932.429688,8808.30957,8888.650391,000,8888.650391
2014-11-10,9020.219727,9123.650391,8931.639648,8933.679688,000,8933.679688
2014-11-07,8921.080078,9063.299805,8848.209961,9020.179688,000,9020.179688
2014-11-06,9101.339844,9101.339844,8880.799805,8921.080078,000,8921.080078
2014-11-05,9220.75,9220.75,9084.049805,9101.620117,000,9101.620117
2014-11-04,9147.530273,9220.75,9056.410156,9220.75,000,9220.75
2014-11-03,9259.599609,9259.599609,8993.669922,9147.530273,000,9147.530273
2014-10-31,8868.660156,9263.150391,8868.660156,9263.150391,000,9263.150391
2014-10-30,8639.730469,8906.110352,8639.730469,8866.80957,000,8866.80957
2014-10-29,8864.950195,8864.950195,8639.730469,8639.730469,000,8639.730469
2014-10-28,8554.830078,8874.049805,8554.379883,8864.919922,000,8864.919922
2014-10-27,8789.599609,8789.599609,8251.099609,8567.19043,000,8567.19043
2014-10-24,8584.740234,8997.19043,8569.620117,8790.19043,000,8790.19043
2014-10-23,8876.44043,8876.44043,8575.969727,8589.25,000,8589.25
2014-10-22,8871.549805,9011.719727,8816.910156,8876.709961,000,8876.709961
2014-10-21,9189.009766,9189.009766,8784.759766,8872.480469,000,8872.480469
2014-10-20,9434.240234,9434.240234,9188.969727,9189.44043,000,9189.44043
2014-10-17,9191.540039,9470.290039,9191.540039,9434.870117,000,9434.870117
2014-10-16,9505.150391,9505.150391,9165.700195,9191.540039,000,9191.540039
2014-10-15,9824.759766,9824.759766,9297.25,9507.150391,000,9507.150391
2014-10-14,9812.330078,9968.849609,9698.469727,9825.30957,000,9825.30957
2014-10-13,9365.00,9950.280273,9365.00,9814.240234,000,9814.240234
2014-10-10,9692.790039,9693.019531,9363.75,9363.75,000,9363.75
2014-10-09,9652.790039,9848.719727,9652.269531,9693.040039,000,9693.040039
2014-10-08,9713.839844,9840.44043,9503.05957,9648.450195,000,9648.450195
2014-10-07,9662.459961,9864.660156,9662.459961,9713.150391,000,9713.150391
2014-10-06,9225.580078,9964.299805,9225.580078,9660.969727,000,9660.969727
2014-10-03,9052.879883,9224.480469,9028.209961,9224.480469,000,9224.480469
2014-10-02,8939.55957,9138.769531,8874.660156,9052.879883,000,9052.879883
2014-10-01,9149.759766,9149.759766,8902.209961,8939.530273,000,8939.530273
2014-09-30,9236.179688,9236.179688,9048.839844,9149.889648,000,9149.889648
2014-09-29,9674.040039,9674.040039,9148.019531,9236.099609,000,9236.099609
2014-09-26,9455.259766,9724.629883,9454.959961,9674.349609,000,9674.349609
2014-09-25,9604.379883,9604.379883,9440.009766,9454.55957,000,9454.55957
2014-09-24,9558.429688,9657.919922,9456.25,9604.879883,000,9604.879883
2014-09-23,9607.419922,9693.009766,9480.610352,9558.540039,000,9558.540039
2014-09-22,9760.580078,9760.580078,9460.700195,9607.419922,000,9607.419922
2014-09-19,9867.280273,9891.570312,9718.349609,9766.290039,000,9766.290039
2014-09-18,9992.759766,10021.19043,9826.30957,9870.530273,000,9870.530273
2014-09-17,9992.610352,10146.139648,9988.459961,9992.849609,000,9992.849609
2014-09-16,9794.650391,10185.660156,9794.19043,9992.50,000,9992.50
2014-09-15,9618.870117,9794.650391,9606.099609,9794.650391,000,9794.650391
2014-09-12,9853.040039,9853.040039,9570.80957,9618.429688,000,9618.429688
2014-09-11,9837.639648,9938.549805,9818.00,9858.450195,000,9858.450195
2014-09-10,9916.900391,9916.900391,9708.280273,9837.009766,000,9837.009766
2014-09-09,9990.330078,10048.969727,9851.089844,9917.209961,000,9917.209961
2014-09-08,10247.919922,10384.620117,9996.019531,9996.44043,000,9996.44043
2014-09-05,10257.959961,10296.889648,10160.830078,10242.839844,000,10242.839844
2014-09-04,10433.05957,10433.05957,10244.360352,10257.450195,000,10257.450195
2014-09-03,10443.959961,10510.679688,10322.860352,10433.179688,000,10433.179688
2014-09-02,10311.299805,10499.75,10273.969727,10443.099609,000,10443.099609
2014-09-01,10344.080078,10507.639648,10311.259766,10311.259766,000,10311.259766
2014-08-29,10173.589844,10373.219727,10168.219727,10342.969727,000,10342.969727
2014-08-28,10282.80957,10287.660156,10152.769531,10173.150391,000,10173.150391
2014-08-27,10098.209961,10336.080078,10098.209961,10283.719727,000,10283.719727
2014-08-26,10086.419922,10143.820312,10047.30957,10098.150391,000,10098.150391
2014-08-25,9856.839844,10088.969727,9856.839844,10086.419922,000,10086.419922
2014-08-22,9954.419922,9954.419922,9815.570312,9856.75,000,9856.75
2014-08-21,9940.459961,9995.070312,9879.099609,9954.490234,000,9954.490234
2014-08-20,9874.360352,9964.349609,9849.94043,9940.459961,000,9940.459961
2014-08-19,9725.379883,9879.790039,9692.669922,9876.240234,000,9876.240234
2014-08-18,9621.94043,9740.80957,9621.94043,9725.05957,000,9725.05957
2014-08-15,9429.049805,9621.30957,9429.049805,9621.129883,000,9621.129883
2014-08-14,9385.349609,9450.629883,9365.450195,9428.570312,000,9428.570312
2014-08-13,9534.589844,9581.80957,9327.030273,9389.429688,000,9389.429688
2014-08-12,9557.269531,9591.889648,9506.830078,9532.549805,000,9532.549805
2014-08-11,9377.519531,9565.240234,9377.519531,9557.299805,000,9557.299805
2014-08-08,9482.620117,9482.620117,9333.120117,9376.639648,000,9376.639648
2014-08-07,9528.509766,9606.700195,9448.839844,9483.049805,000,9483.049805
2014-08-06,9480.660156,9575.480469,9394.429688,9528.509766,000,9528.509766
2014-08-05,9548.580078,9603.339844,9458.269531,9480.660156,000,9480.660156
2014-08-04,9429.709961,9548.610352,9374.200195,9547.769531,000,9547.769531
2014-08-01,9416.919922,9456.330078,9325.139648,9429.089844,000,9429.089844
2014-07-31,9597.599609,9597.599609,9363.860352,9417.269531,000,9417.269531
2014-07-30,9634.299805,9689.129883,9568.69043,9598.05957,000,9598.05957
2014-07-29,9724.19043,9775.519531,9624.30957,9632.450195,000,9632.450195
2014-07-28,9745.50,9782.530273,9675.129883,9721.910156,000,9721.910156
2014-07-25,9767.639648,9783.089844,9715.780273,9745.139648,000,9745.139648
2014-07-24,9670.580078,9791.480469,9659.740234,9767.639648,000,9767.639648
2014-07-23,9770.44043,9770.44043,9626.280273,9670.530273,000,9670.530273
2014-07-22,9716.570312,9796.019531,9687.839844,9770.540039,000,9770.540039
2014-07-21,9607.80957,9736.120117,9579.759766,9716.179688,000,9716.179688
2014-07-18,9378.110352,9687.259766,9378.110352,9607.879883,000,9607.879883
2014-07-17,9382.139648,9467.25,9302.75,9373.339844,000,9373.339844
2014-07-16,9419.349609,9478.379883,9357.25,9383.469727,000,9383.469727
2014-07-15,9379.019531,9441.040039,9357.419922,9419.379883,000,9419.379883
2014-07-14,9223.870117,9405.730469,9223.870117,9379.320312,000,9379.320312
2014-07-11,9192.330078,9250.669922,9144.040039,9222.330078,000,9222.330078
2014-07-10,9035.00,9193.490234,9035.00,9192.330078,000,9192.330078
2014-07-08,9061.410156,9076.049805,9002.839844,9033.570312,000,9033.570312
2014-07-07,9103.290039,9103.290039,8988.969727,9059.339844,000,9059.339844
2014-07-04,9081.55957,9110.700195,9046.129883,9105.730469,000,9105.730469
2014-07-03,8935.889648,9078.839844,8891.269531,9078.410156,000,9078.410156
2014-07-02,8957.879883,8970.389648,8886.849609,8935.889648,000,8935.889648
2014-07-01,8949.339844,9041.50,8906.50,8957.980469,000,8957.980469
2014-06-30,8945.410156,8972.040039,8870.540039,8948.950195,000,8948.950195
2014-06-27,9000.019531,9019.009766,8905.849609,8945.209961,000,8945.209961
2014-06-26,8988.410156,9052.400391,8974.240234,9000.089844,000,9000.089844
2014-06-25,9136.19043,9152.290039,8977.429688,8988.25,000,8988.25
2014-06-24,9125.719727,9259.629883,9105.429688,9136.19043,000,9136.19043
2014-06-23,9199.50,9215.179688,9107.00,9128.429688,000,9128.429688
2014-06-20,9283.879883,9283.879883,9176.50,9199.769531,000,9199.769531
2014-06-18,9136.669922,9286.870117,9091.040039,9286.870117,000,9286.870117
2014-06-17,9195.230469,9195.230469,9110.669922,9136.490234,000,9136.490234
2014-06-16,9225.429688,9235.519531,9168.519531,9195.19043,000,9195.19043
2014-06-13,9277.400391,9277.400391,9200.69043,9225.429688,000,9225.429688
2014-06-11,9208.490234,9305.910156,9208.490234,9276.480469,000,9276.480469
2014-06-10,9143.950195,9196.05957,9085.589844,9196.05957,000,9196.05957
2014-06-09,8956.490234,9177.759766,8949.400391,9143.669922,000,9143.669922
2014-06-06,8688.410156,8963.55957,8688.410156,8956.650391,000,8956.650391
2014-06-05,8736.099609,8804.389648,8673.490234,8687.929688,000,8687.929688
2014-06-04,8775.610352,8775.610352,8700.820312,8736.099609,000,8736.099609
2014-06-03,8702.910156,8775.610352,8665.230469,8775.610352,000,8775.610352
2014-06-02,8632.360352,8748.349609,8632.360352,8702.910156,000,8702.910156
2014-05-30,8798.75,8798.75,8632.360352,8632.360352,000,8632.360352
2014-05-29,8875.040039,8912.230469,8764.650391,8799.769531,000,8799.769531
2014-05-28,8793.259766,8910.530273,8767.25,8872.839844,000,8872.839844
2014-05-27,8921.480469,8987.019531,8775.799805,8792.969727,000,8792.969727
2014-05-26,8879.209961,8940.599609,8879.209961,8921.709961,000,8921.709961
2014-05-23,8912.19043,8929.509766,8837.820312,8875.19043,000,8875.19043
2014-05-22,8812.169922,8918.480469,8798.339844,8912.19043,000,8912.19043
2014-05-21,8837.469727,8926.25,8811.75,8811.75,000,8811.75
2014-05-20,9000.570312,9082.919922,8826.870117,8837.429688,000,8837.429688
2014-05-19,9109.740234,9113.290039,8986.94043,9001.580078,000,9001.580078
2014-05-16,9095.049805,9180.700195,9066.990234,9109.790039,000,9109.790039
2014-05-15,9185.950195,9185.950195,9047.44043,9095.049805,000,9095.049805
2014-05-14,9102.740234,9194.040039,9096.870117,9187.480469,000,9187.480469
2014-05-13,9128.459961,9160.879883,9072.620117,9101.730469,000,9101.730469
2014-05-12,8972.889648,9127.900391,8972.889648,9127.849609,000,9127.849609
2014-05-09,9019.799805,9057.370117,8963.599609,8972.490234,000,8972.490234
2014-05-08,9126.25,9163.389648,8985.419922,9019.799805,000,9019.799805
2014-05-07,9086.400391,9157.490234,9036.129883,9126.160156,000,9126.160156
2014-05-06,9030.05957,9119.790039,8967.919922,9085.30957,000,9085.30957
2014-05-05,8941.290039,9039.830078,8941.290039,9030.05957,000,9030.05957
2014-05-02,8760.780273,8987.490234,8755.650391,8939.830078,000,8939.830078
2014-04-30,8813.490234,8813.490234,8694.019531,8760.219727,000,8760.219727
2014-04-29,8737.360352,8914.549805,8737.360352,8813.650391,000,8813.650391
2014-04-28,8740.290039,8753.490234,8640.950195,8737.00,000,8737.00
2014-04-25,8796.25,8796.25,8667.769531,8742.150391,000,8742.150391
2014-04-24,8756.269531,8824.610352,8699.629883,8796.549805,000,8796.549805
2014-04-23,8822.44043,8822.44043,8728.240234,8756.269531,000,8756.269531
2014-04-22,8843.860352,8893.099609,8769.530273,8822.790039,000,8822.790039
2014-04-17,8698.480469,8885.55957,8640.200195,8843.790039,000,8843.790039
2014-04-16,8570.730469,8708.910156,8570.429688,8693.780273,000,8693.780273
2014-04-15,8750.450195,8750.450195,8454.530273,8567.69043,000,8567.69043
2014-04-14,8809.669922,8844.330078,8708.669922,8750.950195,000,8750.950195
2014-04-11,8663.299805,8808.360352,8558.320312,8808.150391,000,8808.150391
2014-04-10,8666.490234,8719.94043,8589.740234,8663.299805,000,8663.299805
2014-04-09,8727.330078,8737.080078,8576.269531,8667.519531,000,8667.519531
2014-04-08,8829.419922,9026.389648,8689.570312,8727.410156,000,8727.410156
2014-04-07,8638.339844,8831.570312,8638.339844,8825.75,000,8825.75
2014-04-04,8700.429688,8837.620117,8622.820312,8631.450195,000,8631.450195
2014-04-03,8745.660156,8793.589844,8631.080078,8696.299805,000,8696.299805
2014-04-02,8510.919922,8755.730469,8498.620117,8743.959961,000,8743.959961
2014-04-01,8516.200195,8548.769531,8425.599609,8510.530273,000,8510.530273
2014-03-31,8417.00,8516.929688,8417.00,8515.959961,000,8515.959961
2014-03-28,8415.070312,8491.870117,8397.660156,8417.00,000,8417.00
2014-03-27,8135.879883,8414.110352,8135.879883,8414.110352,000,8414.110352
2014-03-26,8153.029785,8248.709961,8136.069824,8136.080078,000,8136.080078
2014-03-25,8124.830078,8200.540039,8119.660156,8153.00,000,8153.00
2014-03-24,8016.549805,8152.120117,8016.549805,8124.830078,000,8124.830078
2014-03-21,8000.790039,8100.47998,7914.810059,8016.100098,000,8016.100098
2014-03-20,7887.870117,8036.459961,7816.27002,8001.75,000,8001.75
