"setor","datahora","media","negocios","quantidade_papeis","volume_financeiro"
"Telecomunicacoes",20140319,29.44,29020,12506800,100846896
"Telecomunicacoes",20140320,29.86,28500,18009300,122400801
"Telecomunicacoes",20140321,30.49,22101,12223000,119722812
"Telecomunicacoes",20140324,30.34,35139,17625800,126966331
"Telecomunicacoes",20140325,30.09,20258,11798400,97061547
"Telecomunicacoes",20140326,29.19,42068,48701600,266827675
"Telecomunicacoes",20140327,29.23,57869,41111900,242287398
"Telecomunicacoes",20140328,29.64,29873,17978400,144006341
"Telecomunicacoes",20140331,29.51,25876,24475900,161014219
"Telecomunicacoes",20140401,28.73,38519,38833600,219421614
"Telecomunicacoes",20140402,28.68,36520,33851700,218409714
"Telecomunicacoes",20140403,28.61,29482,22708600,163640503
"Telecomunicacoes",20140404,28.54,28317,23570800,140806349
"Telecomunicacoes",20140407,28.34,27743,15316000,137120665
"Telecomunicacoes",20140408,28.44,36520,27838900,197016421
"Telecomunicacoes",20140409,29.17,39912,27095000,171279964
"Telecomunicacoes",20140410,28.59,26377,26377300,217268278
"Telecomunicacoes",20140411,28.17,22520,16854700,129108785
"Telecomunicacoes",20140414,27.77,21048,24905100,134242780
"Telecomunicacoes",20140415,26.65,36042,39199800,191272446
"Telecomunicacoes",20140416,26.48,32950,35731700,183297174
"Telecomunicacoes",20140417,26.95,21088,16824400,108530285
"Telecomunicacoes",20140422,27.24,23375,23258700,143972407
"Telecomunicacoes",20140423,26.90,20108,20882800,103502152
"Telecomunicacoes",20140424,26.85,26272,23319100,110494553
"Telecomunicacoes",20140425,26.26,27525,18870800,125316986
"Telecomunicacoes",20140428,26.17,26277,20254100,118805180
"Telecomunicacoes",20140429,25.74,43254,105830000,296587743
"Telecomunicacoes",20140430,25.49,46953,115571200,324127504
"Telecomunicacoes",20140502,26.38,55807,222212000,591854765
"Telecomunicacoes",20140505,26.68,42433,114384400,343534590
"Telecomunicacoes",20140506,26.74,51066,155204900,433010330
"Telecomunicacoes",20140507,26.24,30162,87956900,269455945
"Telecomunicacoes",20140508,26.25,25376,54761600,312944990
"Telecomunicacoes",20140509,25.76,32104,55355200,219891339
"Telecomunicacoes",20140512,25.70,37617,48693900,168568301
"Telecomunicacoes",20140513,25.72,26594,64150300,198112546
"Telecomunicacoes",20140514,25.78,19949,44427400,151904407
"Telecomunicacoes",20140515,25.25,37791,127785600,355227445
"Telecomunicacoes",20140516,25.16,60143,121317200,292824746
"Telecomunicacoes",20140519,25.12,39952,80300300,247576825
"Telecomunicacoes",20140520,25.19,26351,53840700,189003999
"Telecomunicacoes",20140521,24.23,36767,41405700,211652533
"Telecomunicacoes",20140522,24.74,20302,52800600,209434618
"Telecomunicacoes",20140523,24.90,14057,49533300,201449810
"Telecomunicacoes",20140526,24.78,6805,18109500,57188896
"Telecomunicacoes",20140527,24.51,21417,49930200,149181516
"Telecomunicacoes",20140528,25.13,24933,40224700,131564894
"Telecomunicacoes",20140529,24.91,17496,27507400,105349647
"Telecomunicacoes",20140530,24.86,28999,49983700,204319236
"Telecomunicacoes",20140602,24.98,22266,39805200,178461537
"Telecomunicacoes",20140603,25.31,29473,68563200,183640916
"Telecomunicacoes",20140604,25.25,15615,42395700,142389601
"Telecomunicacoes",20140605,25.61,29462,62454400,274415970
"Telecomunicacoes",20140606,26.00,41204,83351000,373223532
"Telecomunicacoes",20140609,26.18,34077,60010000,330793677
"Telecomunicacoes",20140610,26.71,52513,97230700,335958834
"Telecomunicacoes",20140611,26.58,29400,78663100,258172307
"Telecomunicacoes",20140613,26.15,20716,28392900,129442482
"Telecomunicacoes",20140616,25.98,19400,20135700,96553663
"Telecomunicacoes",20140617,26.15,21487,23168500,71226218
"Telecomunicacoes",20140618,26.19,37783,37460900,157649045
"Telecomunicacoes",20140620,25.73,17011,24951500,139597403
"Telecomunicacoes",20140623,25.40,12827,7940700,50223803
"Telecomunicacoes",20140624,25.47,23947,49802000,258276130
"Telecomunicacoes",20140625,25.36,22565,21937300,92831044
"Telecomunicacoes",20140626,25.85,18886,28091800,111396746
"Telecomunicacoes",20140627,25.12,22336,55340700,146386125
"Telecomunicacoes",20140630,24.94,26455,31623000,119724141
"Telecomunicacoes",20140701,24.61,25913,87530900,200374977
"Telecomunicacoes",20140702,24.15,27534,74085200,176933482
"Telecomunicacoes",20140703,24.23,28057,114982100,250109221
"Telecomunicacoes",20140704,24.20,8846,27742800,64540499
"Telecomunicacoes",20140707,23.94,18095,64495800,143687807
"Telecomunicacoes",20140708,23.79,25437,64008700,146344037
"Telecomunicacoes",20140710,22.85,37318,153971600,344076386
"Telecomunicacoes",20140711,23.07,29297,135863200,267078701
"Telecomunicacoes",20140714,23.35,33399,89954000,206313352
"Telecomunicacoes",20140715,23.15,23314,74486700,163672605
"Telecomunicacoes",20140716,24.44,34322,147388500,331269472
"Telecomunicacoes",20140717,23.76,33417,86721600,241261977
"Telecomunicacoes",20140718,23.85,35064,74142200,202544141
"Telecomunicacoes",20140721,23.23,21834,41700300,170071865
"Telecomunicacoes",20140722,23.80,16612,24683200,109287129
"Telecomunicacoes",20140723,24.05,18884,34370900,95709267
"Telecomunicacoes",20140724,23.86,16406,49901800,125137516
"Telecomunicacoes",20140725,23.63,20537,58406800,134288056
"Telecomunicacoes",20140728,23.44,18302,40295700,113681515
"Telecomunicacoes",20140729,23.38,19944,54148500,150598007
"Telecomunicacoes",20140730,23.53,21105,32958400,133231328
"Telecomunicacoes",20140731,23.21,19769,36080000,142988070
"Telecomunicacoes",20140801,23.58,27357,45367500,130847483
"Telecomunicacoes",20140804,23.35,17015,22032600,92204838
"Telecomunicacoes",20140805,22.00,40947,100194700,338519926
"Telecomunicacoes",20140806,21.83,32310,103908300,253493759
"Telecomunicacoes",20140807,21.62,22445,55352600,155072223
"Telecomunicacoes",20140808,21.66,17173,50616100,125652270
"Telecomunicacoes",20140811,21.96,17860,37799200,125826516
"Telecomunicacoes",20140812,21.93,18749,26704900,66795003
"Telecomunicacoes",20140813,21.62,48469,39889700,140358208
"Telecomunicacoes",20140814,21.48,17423,34059900,121246632
"Telecomunicacoes",20140815,21.25,19504,60418500,139875989
"Telecomunicacoes",20140818,21.40,20097,55693500,134406638
"Telecomunicacoes",20140819,21.27,26370,61543500,133432461
"Telecomunicacoes",20140820,21.51,15264,37588400,113324180
"Telecomunicacoes",20140821,21.86,16932,48401800,121658168
"Telecomunicacoes",20140822,21.47,13788,27310400,96329781
"Telecomunicacoes",20140825,21.88,19957,34508200,106213237
"Telecomunicacoes",20140826,21.98,26343,100421700,233256954
"Telecomunicacoes",20140827,23.23,47896,116218500,348488808
"Telecomunicacoes",20140828,22.86,32378,86378800,272248625
"Telecomunicacoes",20140829,23.84,26202,61015700,227740924
"Telecomunicacoes",20140901,23.69,18611,21358100,76197346
"Telecomunicacoes",20140902,23.76,24389,41651300,171410039
"Telecomunicacoes",20140903,24.03,30922,44730700,183544254
"Telecomunicacoes",20140904,24.22,44228,63429700,190040756
"Telecomunicacoes",20140905,24.70,23204,37718400,128793117
"Telecomunicacoes",20140908,25.33,44718,66705800,281270507
"Telecomunicacoes",20140909,24.91,36925,84290100,317076803
"Telecomunicacoes",20140910,24.77,26419,55736100,184951749
"Telecomunicacoes",20140911,24.97,17226,36910100,130489263
"Telecomunicacoes",20140912,24.91,28342,32471700,169298328
"Telecomunicacoes",20140915,24.83,23902,22376700,123827724
"Telecomunicacoes",20140916,25.74,63880,90390100,289435233
"Telecomunicacoes",20140917,25.98,29337,52665000,206465077
"Telecomunicacoes",20140918,26.03,35260,45087100,194607467
"Telecomunicacoes",20140919,25.85,26020,40425000,253845707
"Telecomunicacoes",20140922,25.47,25433,35515800,188052012
"Telecomunicacoes",20140923,25.92,24251,42292100,284694190
"Telecomunicacoes",20140924,25.67,18353,30318400,119110772
"Telecomunicacoes",20140925,25.53,18913,29559600,117629993
"Telecomunicacoes",20140926,25.51,20548,35345600,120888505
"Telecomunicacoes",20140929,25.09,29598,70269600,214877112
"Telecomunicacoes",20140930,24.69,33913,42015300,219678222
"Telecomunicacoes",20141001,24.47,53309,38620300,167162196
"Telecomunicacoes",20141002,24.10,28954,42316500,191470927
"Telecomunicacoes",20141003,24.51,37415,62260100,202307593
"Telecomunicacoes",20141006,24.68,62337,51017900,231580784
"Telecomunicacoes",20141007,24.43,33855,52299400,184115370
"Telecomunicacoes",20141008,24.27,35971,61667900,192078744
"Telecomunicacoes",20141009,23.60,51590,80991800,222816422
"Telecomunicacoes",20141010,23.16,26034,39608600,112922275
"Telecomunicacoes",20141013,23.16,26472,23891100,110591329
"Telecomunicacoes",20141014,23.50,23804,31409500,118039608
"Telecomunicacoes",20141015,23.30,51278,56585500,199422525
"Telecomunicacoes",20141016,22.75,32809,44162000,153857034
"Telecomunicacoes",20141017,22.83,31353,49184700,191111442
"Telecomunicacoes",20141020,22.53,31543,65993300,145457125
"Telecomunicacoes",20141021,22.19,45122,62833700,207509057
"Telecomunicacoes",20141022,22.35,26047,39341900,105803607
"Telecomunicacoes",20141023,22.03,35023,39551000,183440810
"Telecomunicacoes",20141024,21.80,31112,52070600,165035686
"Telecomunicacoes",20141027,21.45,70925,56724100,256478557
"Telecomunicacoes",20141028,21.87,28051,91271800,223540129
"Telecomunicacoes",20141029,22.01,26914,54946000,138511743
"Telecomunicacoes",20141030,22.15,26188,36342200,123076889
"Telecomunicacoes",20141031,24.13,46107,90107300,289240000
"Telecomunicacoes",20141103,24.72,47041,69181300,222833574
"Telecomunicacoes",20141104,24.22,34312,46904600,134052720
"Telecomunicacoes",20141105,23.78,17396,28653000,151253026
"Telecomunicacoes",20141106,23.38,20407,40253000,117598333
"Telecomunicacoes",20141107,23.77,18153,25929700,81813232
"Telecomunicacoes",20141110,23.90,17900,65511100,120713003
"Telecomunicacoes",20141111,23.99,25354,40767700,92817394
"Telecomunicacoes",20141112,24.21,21332,40223100,110214828
"Telecomunicacoes",20141113,24.17,19816,39280400,95932118
"Telecomunicacoes",20141114,24.21,17911,29160600,89979322
"Telecomunicacoes",20141117,24.15,15543,25532500,94344758
"Telecomunicacoes",20141118,24.09,20665,21163100,87031636
"Telecomunicacoes",20141119,24.63,33631,48843800,174948119
"Telecomunicacoes",20141121,25.19,56987,44979200,191933934
"Telecomunicacoes",20141124,25.20,43778,52585700,188397819
"Telecomunicacoes",20141125,24.97,28654,45325700,162628093
"Telecomunicacoes",20141126,24.93,17516,23289500,95652348
"Telecomunicacoes",20141127,25.05,11548,12463800,65312258
"Telecomunicacoes",20141128,25.18,12226,17969600,78764784
"Telecomunicacoes",20141201,23.99,31335,46681500,159573314
"Telecomunicacoes",20141202,23.24,24170,25633400,107422280
"Telecomunicacoes",20141203,23.01,14235,22708100,87996414
"Telecomunicacoes",20141204,22.90,21372,25277100,93856215
"Telecomunicacoes",20141205,23.00,14147,23082100,64618283
"Telecomunicacoes",20141208,22.77,17062,64738300,126475590
"Telecomunicacoes",20141209,22.41,21153,18051300,108985229
"Telecomunicacoes",20141210,22.57,23569,39805200,121482955
"Telecomunicacoes",20141211,22.73,26695,42022500,146657142
"Telecomunicacoes",20141212,22.47,37210,28876000,111868623
"Telecomunicacoes",20141215,22.25,34990,31548800,114933908
"Telecomunicacoes",20141216,21.64,34000,46381600,146216832
"Telecomunicacoes",20141217,21.83,45511,66431900,189889808
"Telecomunicacoes",20141218,21.65,24234,59720500,117588984
"Telecomunicacoes",20141219,21.61,16502,33288800,96857795
"Telecomunicacoes",20141222,21.57,16771,5142000,76983402
"Telecomunicacoes",20141223,21.81,12034,3443200,57121259
"Telecomunicacoes",20141226,21.36,10371,2890700,39150664
"Telecomunicacoes",20141229,21.34,11471,3940900,48419042
"Telecomunicacoes",20141230,21.43,10835,4427400,92164989
"Telecomunicacoes",20150102,20.97,18449,5388200,90393965
"Telecomunicacoes",20150105,20.77,25767,6512700,101007440
"Telecomunicacoes",20150106,20.47,25470,8857900,106369062
"Telecomunicacoes",20150107,20.53,19032,6714600,74494768
"Telecomunicacoes",20150108,20.78,18840,13292600,113312614
"Telecomunicacoes",20150109,20.64,13031,5289800,59496551
"Telecomunicacoes",20150112,20.40,22502,8922900,94353027
"Telecomunicacoes",20150113,20.67,19216,7028100,91697776
"Telecomunicacoes",20150114,20.73,24149,13140200,123583064
"Telecomunicacoes",20150115,21.00,19447,9487200,117388210
"Telecomunicacoes",20150116,21.23,24306,9419100,111130784
"Telecomunicacoes",20150119,20.96,14874,7147000,62407085
"Telecomunicacoes",20150120,21.33,17618,12172300,119753526
"Telecomunicacoes",20150121,22.02,33702,18675400,220875608
"Telecomunicacoes",20150122,22.47,35413,28216900,252086075
"Telecomunicacoes",20150123,22.60,33558,21873700,210805716
"Telecomunicacoes",20150126,22.19,23116,13245800,154459905
"Telecomunicacoes",20150127,21.74,31167,12384500,146098764
"Telecomunicacoes",20150128,21.70,19915,8039800,86896558
"Telecomunicacoes",20150129,21.49,18376,9682500,148892062
"Telecomunicacoes",20150130,21.32,22373,10626400,114809008
"Telecomunicacoes",20150202,21.65,18309,6515500,70673778
"Telecomunicacoes",20150203,22.18,16679,5831900,76139084
"Telecomunicacoes",20150204,22.18,20381,5991600,93842285
"Telecomunicacoes",20150205,22.19,19589,6264100,113432536
"Telecomunicacoes",20150206,22.17,22570,6319300,99643431
"Telecomunicacoes",20150209,22.29,15268,7335500,78918082
"Telecomunicacoes",20150210,22.64,18379,4896200,93805119
"Telecomunicacoes",20150211,22.47,17861,5510500,95397490
"Telecomunicacoes",20150212,22.95,14337,5085700,89687000
"Telecomunicacoes",20150213,23.59,21398,7840800,125037065
"Telecomunicacoes",20150218,24.46,24341,8993600,157207746
"Telecomunicacoes",20150219,24.10,17779,11518500,125680113
"Telecomunicacoes",20150220,24.07,16972,7236400,100988457
"Telecomunicacoes",20150223,23.49,23560,10875200,151324241
"Telecomunicacoes",20150224,23.52,20213,6641400,108179459
"Telecomunicacoes",20150225,23.49,14594,6383100,92903244
"Telecomunicacoes",20150226,23.55,9752,4048900,60694312
"Telecomunicacoes",20150227,23.54,17322,5329500,87380512
"Telecomunicacoes",20150302,23.31,11858,3392300,59684359
"Telecomunicacoes",20150303,23.47,17173,7194600,117138009
"Telecomunicacoes",20150304,22.86,18965,6668100,102096909
"Telecomunicacoes",20150305,22.83,15852,6853800,93164414
"Telecomunicacoes",20150306,22.68,21477,9335000,99920983
"Telecomunicacoes",20150309,22.18,20004,6005800,89453153
"Telecomunicacoes",20150310,22.12,25335,8260800,141227309
"Telecomunicacoes",20150311,22.00,19499,6020500,116576447
"Telecomunicacoes",20150312,22.17,20281,7993700,160230500
"Telecomunicacoes",20150313,22.68,34756,7612100,143659364
"Telecomunicacoes",20150316,22.94,19817,8131100,118655349
"Telecomunicacoes",20150317,23.24,19199,7854300,128701437
"Telecomunicacoes",20150318,23.92,27850,8925900,159969212
"Telecomunicacoes",20150319,23.13,20316,8934600,141907027
"Telecomunicacoes",20150320,22.40,42541,17950400,276635455
"Telecomunicacoes",20150323,21.90,22348,6872300,100538360
"Telecomunicacoes",20150324,22.30,21232,6306000,105438980
"Telecomunicacoes",20150325,22.82,19239,8140300,116809279
"Telecomunicacoes",20150326,21.44,34226,12154300,202151155
"Telecomunicacoes",20150327,21.12,32471,9493100,160692892
"Telecomunicacoes",20150330,21.36,24353,10213700,142647390
"Telecomunicacoes",20150331,21.03,32219,10388800,177248851
"Telecomunicacoes",20150401,21.65,43606,16346700,203038538
"Telecomunicacoes",20150402,21.77,37559,16008400,206859593
"Telecomunicacoes",20150406,21.51,29919,9853000,175274941
"Telecomunicacoes",20150407,20.89,28943,7490500,149529747
"Telecomunicacoes",20150408,21.07,41357,17250000,239339766
"Telecomunicacoes",20150409,21.17,25889,9134800,126263922
"Telecomunicacoes",20150410,21.03,18379,7173800,111900701
"Telecomunicacoes",20150413,20.52,20400,7936100,112366650
"Telecomunicacoes",20150414,20.71,23010,6967100,122623328
"Telecomunicacoes",20150415,20.75,21008,5951400,91082090
"Telecomunicacoes",20150416,20.85,21185,5485900,100877866
"Telecomunicacoes",20150417,20.94,20744,6310700,100486229
"Telecomunicacoes",20150420,20.98,21719,8906700,173503449
"Telecomunicacoes",20150422,21.24,22479,8345200,138402372
"Telecomunicacoes",20150423,21.52,18509,6655900,90613789
"Telecomunicacoes",20150424,21.21,16727,8326800,112785681
"Telecomunicacoes",20150427,21.44,17462,7486900,146599103
"Telecomunicacoes",20150428,21.20,38704,14497600,394220678
"Telecomunicacoes",20150429,21.46,32605,10057700,301342899
"Telecomunicacoes",20150430,21.42,20167,9260500,125035880
"Telecomunicacoes",20150504,21.52,25333,12639700,302464107
"Telecomunicacoes",20150505,21.03,18184,8102200,233402600
"Telecomunicacoes",20150506,20.65,28155,12987400,244272570
"Telecomunicacoes",20150507,20.43,24315,11553600,176656660
"Telecomunicacoes",20150508,20.36,22903,7240500,131385669
"Telecomunicacoes",20150511,20.49,16737,16794500,228611107
"Telecomunicacoes",20150512,20.19,26340,8236200,203262771
"Telecomunicacoes",20150513,20.15,32506,11473400,208029460
"Telecomunicacoes",20150514,20.59,19488,6259000,103785862
"Telecomunicacoes",20150515,20.75,21978,6354900,104635022
"Telecomunicacoes",20150518,20.55,18614,6060600,101510273
"Telecomunicacoes",20150519,20.22,16901,5443000,100344349
"Telecomunicacoes",20150520,20.31,28922,10617000,234171404
"Telecomunicacoes",20150521,20.20,29614,9883600,201071002
"Telecomunicacoes",20150522,20.14,33838,9311800,177803922
"Telecomunicacoes",20150525,20.08,7144,2209100,47420255
"Telecomunicacoes",20150526,19.96,26415,8821700,167699658
"Telecomunicacoes",20150527,20.25,28704,8213500,161148868
"Telecomunicacoes",20150528,20.03,22684,6257600,107241584
"Telecomunicacoes",20150529,20.47,39571,15174900,201442914
"Telecomunicacoes",20150601,20.07,18712,9353200,136439799
"Telecomunicacoes",20150602,20.72,27147,9568100,131794397
"Telecomunicacoes",20150603,20.63,29768,9570600,140261193
"Telecomunicacoes",20150605,20.10,32116,9896000,157518822
"Telecomunicacoes",20150608,19.58,24445,10786500,196991871
"Telecomunicacoes",20150609,19.34,28655,11002600,201697071
"Telecomunicacoes",20150610,19.80,27646,8940800,148913850
"Telecomunicacoes",20150611,19.52,31966,8144600,169395441
"Telecomunicacoes",20150612,19.06,31211,12045500,162669063
"Telecomunicacoes",20150615,19.28,25178,6792100,116531961
"Telecomunicacoes",20150616,19.44,21820,9486800,172456166
"Telecomunicacoes",20150617,19.89,40237,14778200,234541407
"Telecomunicacoes",20150618,20.01,34648,14501200,208904108
"Telecomunicacoes",20150619,19.88,18604,8905200,127533828
"Telecomunicacoes",20150622,19.82,17172,7001800,112376044
"Telecomunicacoes",20150623,19.55,12555,6511900,88851568
"Telecomunicacoes",20150624,19.66,25810,12594900,288605335
"Telecomunicacoes",20150625,19.80,21482,9072200,154086523
"Telecomunicacoes",20150626,20.52,18408,6304800,106733540
"Telecomunicacoes",20150629,19.55,17525,5664700,90126709
"Telecomunicacoes",20150630,19.60,23986,7344600,119922382
"Telecomunicacoes",20150701,19.77,23468,8673000,138158779
"Telecomunicacoes",20150702,20.15,17712,5314900,96891267
"Telecomunicacoes",20150703,19.75,10364,3631600,88430665
"Telecomunicacoes",20150706,19.96,16713,5854500,96107683
"Telecomunicacoes",20150707,19.57,26623,7493600,165817406
"Telecomunicacoes",20150708,19.80,22980,15795600,211454855
"Telecomunicacoes",20150710,19.11,19236,8762300,172675851
"Telecomunicacoes",20150713,19.21,15114,4246500,84779361
"Telecomunicacoes",20150714,19.71,18280,5523800,111460921
"Telecomunicacoes",20150715,19.47,16818,5630900,92917015
"Telecomunicacoes",20150716,18.95,23140,7643700,137572668
"Telecomunicacoes",20150717,19.45,20155,6114600,81954464
"Telecomunicacoes",20150720,19.28,17924,5296400,98755630
"Telecomunicacoes",20150721,19.22,14130,4084000,67565441
"Telecomunicacoes",20150722,18.18,23105,6346800,163023198
"Telecomunicacoes",20150723,18.62,26589,9393400,134704089
"Telecomunicacoes",20150724,17.87,18924,9113700,108060453
"Utilidade Publica",20080102,13.19,5341,8117000,223096442.81
"Utilidade Publica",20080103,13.48,8003,12603500,416352081.28
"Utilidade Publica",20080104,13.16,7936,10512800,252441213.55
"Utilidade Publica",20080107,13.22,6931,8355200,208790212.37
"Utilidade Publica",20080108,13.31,5576,7332600,165559470.71
"Utilidade Publica",20080109,13.27,5719,8696200,194810533.31
"Utilidade Publica",20080110,13.36,7335,8169900,211068647.72
"Utilidade Publica",20080111,13.35,7934,10678900,318300625.64
"Utilidade Publica",20080114,13.41,5124,7479200,166418946.66
"Utilidade Publica",20080115,13.05,7394,16388300,596761378.57
"Utilidade Publica",20080116,12.95,8263,11681900,351047742.59
"Utilidade Publica",20080117,12.83,7496,9362100,237389619.60
"Utilidade Publica",20080118,12.73,7577,11797800,303092464.11
"Utilidade Publica",20080121,12.09,5642,8429800,188136546.41
"Utilidade Publica",20080122,12.21,8069,12042200,284076514.96
"Utilidade Publica",20080123,12.06,8185,10124200,268977354.91
"Utilidade Publica",20080124,12.30,6246,10123100,258151423.93
"Utilidade Publica",20080128,12.41,7121,10047100,228987761.04
"Utilidade Publica",20080129,12.62,7117,10254600,231701772.96
"Utilidade Publica",20080130,12.37,7069,12169800,198961888.53
"Utilidade Publica",20080131,12.26,6515,19032100,605644214.74
"Utilidade Publica",20080201,12.61,7030,10405500,217253363.44
"Utilidade Publica",20080202,24.83,1,900,40500
"Utilidade Publica",20080206,12.51,6128,6795400,132374164.74
"Utilidade Publica",20080207,12.43,6339,9458200,215998338.89
"Utilidade Publica",20080208,12.45,4705,6293000,137267709.18
"Utilidade Publica",20080211,12.66,4688,7334400,143811296.98
"Utilidade Publica",20080212,12.99,9757,10877600,256493032.55
"Utilidade Publica",20080213,13.07,10482,12762500,323415578.76
"Utilidade Publica",20080214,13.25,5878,9910300,235021887.61
"Utilidade Publica",20080215,13.04,4134,7340200,186732872.30
"Utilidade Publica",20080218,13.09,3474,4980300,144397129.72
"Utilidade Publica",20080219,13.14,4470,8292800,243616776.44
"Utilidade Publica",20080220,13.29,6800,11664700,397629113.66
"Utilidade Publica",20080221,13.47,6392,7313500,208053570.42
"Utilidade Publica",20080222,13.65,5669,8210600,213052767.41
"Utilidade Publica",20080225,13.85,6474,10079500,285379573.11
"Utilidade Publica",20080226,13.89,6604,11672300,309663308.24
"Utilidade Publica",20080227,14.09,9217,10536100,263867829.67
"Utilidade Publica",20080228,13.97,6896,11406900,332139310.76
"Utilidade Publica",20080229,13.82,7413,9723800,223900608.44
"Utilidade Publica",20080303,14.08,6618,8556500,198970552.20
"Utilidade Publica",20080304,13.92,5951,8104000,215233140.78
"Utilidade Publica",20080305,14.23,7789,7973400,203622529.31
"Utilidade Publica",20080306,14.10,5967,7329300,190777522.67
"Utilidade Publica",20080307,13.56,5708,9364900,154152291
"Utilidade Publica",20080310,13.41,7462,9035800,259485244
"Utilidade Publica",20080311,13.46,8517,11110300,356951644
"Utilidade Publica",20080312,13.82,8603,9756100,298973298
"Utilidade Publica",20080313,13.58,9514,12240300,388226324
"Utilidade Publica",20080314,13.76,8008,11159000,362405111
"Utilidade Publica",20080317,13.41,6839,7784800,195586158
"Utilidade Publica",20080318,14.01,7701,9520600,253957742
"Utilidade Publica",20080319,13.66,10118,13380200,423352889
"Utilidade Publica",20080320,13.59,6504,11139900,257619032
"Utilidade Publica",20080324,13.50,10657,13527400,418127406
"Utilidade Publica",20080325,13.00,14605,23694700,709695775
"Utilidade Publica",20080326,12.66,12148,21448200,513597012
"Utilidade Publica",20080327,12.83,6852,11274000,248176857
"Utilidade Publica",20080328,12.70,6336,11813700,298613135
"Utilidade Publica",20080331,12.58,9483,16663300,413870603
"Utilidade Publica",20080401,13.09,10717,11688700,281447067
"Utilidade Publica",20080402,13.34,9040,14351300,351072256
"Utilidade Publica",20080403,13.52,9484,9138500,222370516
"Utilidade Publica",20080404,13.44,8647,10669200,262326307
"Utilidade Publica",20080407,13.41,8414,14367000,298832265
"Utilidade Publica",20080408,13.36,5963,8932800,206913561
"Utilidade Publica",20080409,13.22,6489,8072200,180131665
"Utilidade Publica",20080410,13.15,5167,6088700,145847938
"Utilidade Publica",20080411,12.86,4815,4861600,121358016
"Utilidade Publica",20080414,12.54,5365,5123300,118873215
"Utilidade Publica",20080415,12.63,5735,6456600,148799744
"Utilidade Publica",20080416,12.71,11000,9668700,229872973
"Utilidade Publica",20080417,13.01,5321,4969400,116281857
"Utilidade Publica",20080418,13.01,5277,9503600,197141336
"Utilidade Publica",20080422,12.93,5737,9715900,198743934
"Utilidade Publica",20080423,12.72,6725,7823000,176389698
"Utilidade Publica",20080424,12.56,3809,4748300,87747621
"Utilidade Publica",20080425,13.05,5650,7628900,170221369
"Utilidade Publica",20080428,12.97,6087,6679900,153536303
"Utilidade Publica",20080429,12.84,7229,8271300,187052883
"Utilidade Publica",20080430,12.87,9890,15796100,379076715
"Utilidade Publica",20080502,13.57,10715,14682800,344951312
"Utilidade Publica",20080505,13.60,11206,11846100,286993807
"Utilidade Publica",20080506,13.44,7319,8870600,217853052
"Utilidade Publica",20080507,13.46,8296,8943100,217738606
"Utilidade Publica",20080508,13.32,5911,7307800,164185314
"Utilidade Publica",20080509,13.32,5060,5814700,139543533
"Utilidade Publica",20080512,13.44,4744,5281400,130244381
"Utilidade Publica",20080513,13.43,8336,8758000,199625414
"Utilidade Publica",20080514,13.31,8263,8963400,207833750
"Utilidade Publica",20080515,13.38,6884,8690800,198838374
"Utilidade Publica",20080516,13.75,8839,11225500,257831375
"Utilidade Publica",20080519,13.84,15341,16447500,514878338
"Utilidade Publica",20080520,13.59,11692,10540700,312853540
"Utilidade Publica",20080521,13.49,9426,7433800,212369352
"Utilidade Publica",20080523,13.34,6742,5474500,156521417
"Utilidade Publica",20080526,13.61,4585,3404500,99436840
"Utilidade Publica",20080527,13.22,10597,8426200,253117445
"Utilidade Publica",20080528,13.73,16481,14360300,453551620
"Utilidade Publica",20080529,13.78,11504,7971800,252919575
"Utilidade Publica",20080530,13.87,16256,15491800,470802441
"Utilidade Publica",20080602,13.93,14706,11209300,352755953
"Utilidade Publica",20080603,13.71,13283,8969800,288832803
"Utilidade Publica",20080604,13.85,12274,10957500,352994602
"Utilidade Publica",20080605,14.28,13984,10680400,351967028
"Utilidade Publica",20080606,14.09,10052,7092200,225013711
"Utilidade Publica",20080609,14.09,9545,8945100,285295166
"Utilidade Publica",20080610,14.04,8453,7668400,239511762
"Utilidade Publica",20080611,14.00,11685,10578000,333270690
"Utilidade Publica",20080612,14.17,10294,8580900,271255654
"Utilidade Publica",20080613,14.02,5477,4982400,163889320
"Utilidade Publica",20080616,13.88,5924,6214500,205267573
"Utilidade Publica",20080617,14.00,8272,6964300,230551660
"Utilidade Publica",20080618,13.65,13196,8343200,264148651
"Utilidade Publica",20080619,13.58,8363,8695300,290283882
"Utilidade Publica",20080620,13.49,9725,7425000,230623263
"Utilidade Publica",20080623,13.30,8057,6393700,195457882
"Utilidade Publica",20080624,13.43,8081,7268600,220884295
"Utilidade Publica",20080625,13.71,10217,8013800,251303807
"Utilidade Publica",20080626,13.61,10841,8518900,274297952
"Utilidade Publica",20080627,13.88,11041,8912900,281254848
"Utilidade Publica",20080630,14.07,7147,7025300,228809806
"Utilidade Publica",20080701,13.86,10871,9728000,310753720
"Utilidade Publica",20080702,13.70,8578,6146700,191997222
"Utilidade Publica",20080703,13.47,10342,7517500,233811826
"Utilidade Publica",20080704,13.09,4868,3502200,106677968
"Utilidade Publica",20080707,13.07,8548,5527300,168589748
"Utilidade Publica",20080708,13.23,9689,6057800,187142618
"Utilidade Publica",20080710,13.65,11334,9607200,296383317
"Utilidade Publica",20080711,13.84,10245,8327500,260546347
"Utilidade Publica",20080714,14.01,10306,6463300,213376765
