"setor","datahora","media","negocios","quantidade_papeis","volume_financeiro"
"Construcao e Transporte",20130416,11.70,43309,29832400,284354304
"Construcao e Transporte",20130417,11.75,74554,41653700,431164376
"Construcao e Transporte",20130418,11.80,54614,34951500,398269688
"Construcao e Transporte",20130419,12.07,43262,25322900,286766915
"Construcao e Transporte",20130422,11.91,42853,21077400,213469031
"Construcao e Transporte",20130423,12.14,45918,25306000,327268214
"Construcao e Transporte",20130424,12.14,36389,16826200,223374191
"Construcao e Transporte",20130425,12.20,56389,23798700,289003632
"Construcao e Transporte",20130426,12.08,39165,17914000,208167483
"Construcao e Transporte",20130429,11.98,54621,24788300,267125938
"Construcao e Transporte",20130430,12.00,62860,24528600,305078886
"Construcao e Transporte",20130502,11.87,56729,22718200,246216801
"Construcao e Transporte",20130503,11.97,47708,27424300,310162052
"Construcao e Transporte",20130506,11.76,56968,30170200,296568815
"Construcao e Transporte",20130507,12.01,42925,21176000,231818381
"Construcao e Transporte",20130508,11.97,42579,21244600,246658222
"Construcao e Transporte",20130509,12.00,37153,21275200,199769317
"Construcao e Transporte",20130510,12.00,51741,33530100,257140785
"Construcao e Transporte",20130513,11.94,46363,25998000,228221070
"Construcao e Transporte",20130514,11.87,79150,44823800,449521843
"Construcao e Transporte",20130515,11.86,56815,33294500,303780453
"Construcao e Transporte",20130516,11.78,46239,25915400,220023526
"Construcao e Transporte",20130517,11.67,37756,18440300,189713440
"Construcao e Transporte",20130520,11.60,40977,19969000,198655331
"Construcao e Transporte",20130521,11.72,45987,29675600,286958496
"Construcao e Transporte",20130522,11.83,49599,27523900,263673070
"Construcao e Transporte",20130523,11.67,55597,26581800,241485862
"Construcao e Transporte",20130524,11.77,49468,22525800,249708075
"Construcao e Transporte",20130527,11.60,20345,9168200,90779455
"Construcao e Transporte",20130528,11.79,54495,25464000,289595388
"Construcao e Transporte",20130529,11.60,55111,32162800,261287268
"Construcao e Transporte",20130531,11.17,90585,43950000,479488442
"Construcao e Transporte",20130603,10.87,53822,25291000,238741632
"Construcao e Transporte",20130604,11.02,55203,34856800,362252247
"Construcao e Transporte",20130605,11.05,52476,25794500,262357442
"Construcao e Transporte",20130606,10.84,52873,33429000,275579155
"Construcao e Transporte",20130607,10.65,78517,76466700,556200088
"Construcao e Transporte",20130610,10.46,73305,47884600,344590661
"Construcao e Transporte",20130611,10.15,73113,37299600,276670499
"Construcao e Transporte",20130612,10.30,81436,47876900,384318529
"Construcao e Transporte",20130613,10.53,67555,35174000,277407720
"Construcao e Transporte",20130614,10.58,50310,40736800,426702560
"Construcao e Transporte",20130617,10.48,54742,28405100,228370791
"Construcao e Transporte",20130618,10.29,45313,25515200,209602468
"Construcao e Transporte",20130619,10.24,60161,41419800,409063101
"Construcao e Transporte",20130620,9.79,92143,54367500,444733816
"Construcao e Transporte",20130621,9.71,71625,61155100,723390690
"Construcao e Transporte",20130624,9.41,89458,46408600,499440170
"Construcao e Transporte",20130625,9.57,63045,27261100,304800797
"Construcao e Transporte",20130626,9.77,56942,26437000,255187359
"Construcao e Transporte",20130627,9.87,55739,26755500,276474511
"Construcao e Transporte",20130628,9.72,64920,35295000,330040122
"Construcao e Transporte",20130701,9.92,52114,21967300,208495810
"Construcao e Transporte",20130702,9.63,90716,49962000,449750757
"Construcao e Transporte",20130703,9.30,58243,35876900,359530198
"Construcao e Transporte",20130704,9.43,39373,19342300,192489649
"Construcao e Transporte",20130705,9.25,70709,32865700,228730709
"Construcao e Transporte",20130708,9.52,46258,18807400,142336463
"Construcao e Transporte",20130710,9.56,47168,25364200,177860784
"Construcao e Transporte",20130711,9.75,46600,22523400,202700417
"Construcao e Transporte",20130712,9.73,40082,24807000,214730583
"Construcao e Transporte",20130715,9.79,44105,19128200,157088355
"Construcao e Transporte",20130716,10.07,47170,25682200,215805117
"Construcao e Transporte",20130717,10.09,51078,23622700,201605319
"Construcao e Transporte",20130718,10.24,39766,22372600,192971229
"Construcao e Transporte",20130719,10.17,34177,22582400,174422025
"Construcao e Transporte",20130722,10.36,41626,25851900,230115265
"Construcao e Transporte",20130723,10.45,42504,22612100,177043966
"Construcao e Transporte",20130724,10.31,39313,21220800,199693994
"Construcao e Transporte",20130725,10.46,37250,19903300,172025703
"Construcao e Transporte",20130726,10.46,29730,12519000,111494433
"Construcao e Transporte",20130729,10.53,28338,15054200,149694322
"Construcao e Transporte",20130730,10.43,38264,21167200,212138794
"Construcao e Transporte",20130731,10.30,44452,23953900,183689108
"Construcao e Transporte",20130801,10.35,48657,22756200,209882834
"Construcao e Transporte",20130802,10.42,36353,17658600,156638535
"Construcao e Transporte",20130805,10.23,34182,17538400,154815072
"Construcao e Transporte",20130806,10.06,46351,30637200,227897660
"Construcao e Transporte",20130807,9.88,44862,21192800,191854827
"Construcao e Transporte",20130808,10.15,49435,30534900,267733543
"Construcao e Transporte",20130809,10.37,50301,29098500,272605617
"Construcao e Transporte",20130812,10.53,66125,37925500,302666221
"Construcao e Transporte",20130813,10.40,68104,36716400,329236301
"Construcao e Transporte",20130814,10.38,100837,67849400,558155231
"Construcao e Transporte",20130815,10.37,71093,40282300,358226397
"Construcao e Transporte",20130816,10.47,72281,40563800,326051725
"Construcao e Transporte",20130819,10.39,53361,34219600,353227742
"Construcao e Transporte",20130820,10.42,68503,32759100,278427795
"Construcao e Transporte",20130821,10.30,49791,24128500,234328288
"Construcao e Transporte",20130822,10.29,39553,19525200,177121374
"Construcao e Transporte",20130823,10.47,43298,26101700,214866008
"Construcao e Transporte",20130826,10.42,35437,20456900,174547677
"Construcao e Transporte",20130827,10.23,46266,25169300,204937707
"Construcao e Transporte",20130828,10.26,47154,27756200,219484488
"Construcao e Transporte",20130829,10.34,34570,18949000,162175860
"Construcao e Transporte",20130830,10.37,42165,46993700,383136939
"Construcao e Transporte",20130902,10.62,43125,25933200,192874318
"Construcao e Transporte",20130903,10.52,41192,26609200,222442805
"Construcao e Transporte",20130904,10.48,39878,24336000,212270289
"Construcao e Transporte",20130905,10.66,42332,24675400,233767148
"Construcao e Transporte",20130906,11.01,61124,35387100,328435644
"Construcao e Transporte",20130909,11.38,65247,32112000,324562299
"Construcao e Transporte",20130910,11.39,53332,29323200,299562048
"Construcao e Transporte",20130911,11.38,47814,33948200,296935988
"Construcao e Transporte",20130912,11.46,44231,25916100,231070919
"Construcao e Transporte",20130913,11.49,41179,19256700,213013826
"Construcao e Transporte",20130916,11.44,44277,24534200,260970745
"Construcao e Transporte",20130917,11.42,43184,24023900,223851223
"Construcao e Transporte",20130918,11.56,64625,32782500,375638563
"Construcao e Transporte",20130919,11.75,55721,29504900,316662392
"Construcao e Transporte",20130920,11.45,51136,29230500,305383638
"Construcao e Transporte",20130923,11.27,44969,26878300,280961342
"Construcao e Transporte",20130924,11.28,36434,15749800,172086129
"Construcao e Transporte",20130925,11.31,34802,17878300,185188876
"Construcao e Transporte",20130926,11.37,39744,17842600,174401578
"Construcao e Transporte",20130927,11.43,36519,16004600,162804695
"Construcao e Transporte",20130930,11.32,45276,20225900,228641695
"Construcao e Transporte",20131001,11.44,38078,17508800,189472964
"Construcao e Transporte",20131002,11.54,32955,14124100,154827113
"Construcao e Transporte",20131003,11.45,37391,14760100,168228456
"Construcao e Transporte",20131004,11.46,30928,12023900,139204283
"Construcao e Transporte",20131007,11.46,36520,19799600,212012148
"Construcao e Transporte",20131008,11.40,32978,14652000,148772868
"Construcao e Transporte",20131009,11.41,39848,22931900,229919333
"Construcao e Transporte",20131010,11.51,35907,17835900,193484011
"Construcao e Transporte",20131011,11.48,33622,13007600,159833221
"Construcao e Transporte",20131014,11.65,39074,16914100,194376325
"Construcao e Transporte",20131015,11.57,57481,27480600,309405163
"Construcao e Transporte",20131016,11.67,80793,33186000,312748931
"Construcao e Transporte",20131017,11.50,42773,20033800,252988657
"Construcao e Transporte",20131018,11.53,35641,19561200,226060470
"Construcao e Transporte",20131021,11.60,35323,13978100,144015362
"Construcao e Transporte",20131022,11.96,38469,18328400,204416459
"Construcao e Transporte",20131023,11.93,34384,15586500,166535951
"Construcao e Transporte",20131024,11.74,57039,25927900,249149808
"Construcao e Transporte",20131025,11.68,45399,19046300,214080509
"Construcao e Transporte",20131028,11.74,37582,14065600,152987325
"Construcao e Transporte",20131029,11.67,44309,16613800,187678403
"Construcao e Transporte",20131030,11.58,40951,16626700,174493666
"Construcao e Transporte",20131031,11.56,56168,27442000,225103495
"Construcao e Transporte",20131101,11.39,66601,26276000,269795076
"Construcao e Transporte",20131104,11.38,35672,18267800,198832833
"Construcao e Transporte",20131105,11.27,51189,23920600,238959778
"Construcao e Transporte",20131106,10.97,80521,41395800,356350116
"Construcao e Transporte",20131107,10.92,69259,42247600,401567623
"Construcao e Transporte",20131108,10.74,61923,31624400,326590168
"Construcao e Transporte",20131111,10.87,35027,17755300,160763732
"Construcao e Transporte",20131112,10.72,46753,25945400,256930747
"Construcao e Transporte",20131113,10.62,52416,25496600,249152854
"Construcao e Transporte",20131114,10.97,55582,42894400,417269713
"Construcao e Transporte",20131118,11.20,50674,25519200,258671416
"Construcao e Transporte",20131119,11.06,60693,31514200,313840155
"Construcao e Transporte",20131121,10.84,43858,23519000,220798868
"Construcao e Transporte",20131122,11.02,44891,24823700,286808371
"Construcao e Transporte",20131125,11.07,61296,26288300,255158800
"Construcao e Transporte",20131126,11.08,43460,26569900,277144886
"Construcao e Transporte",20131127,11.12,36982,28403000,268154887
"Construcao e Transporte",20131128,11.16,30490,17771800,164653657
"Construcao e Transporte",20131129,11.10,36863,21943000,190858615
"Construcao e Transporte",20131202,10.98,41313,20920200,214374265
"Construcao e Transporte",20131203,10.71,54324,23580700,246229745
"Construcao e Transporte",20131204,10.65,39598,23159100,216982828
"Construcao e Transporte",20131205,10.64,46714,24601500,245017428
"Construcao e Transporte",20131206,10.67,44090,23959900,218769155
"Construcao e Transporte",20131209,10.72,30400,13965500,131525563
"Construcao e Transporte",20131210,10.72,43430,29252700,222437844
"Construcao e Transporte",20131211,10.61,44389,20672800,196273701
"Construcao e Transporte",20131212,10.56,40394,18194100,193500084
"Construcao e Transporte",20131213,10.50,38036,18331700,174338589
"Construcao e Transporte",20131216,10.56,44594,23317600,225096987
"Construcao e Transporte",20131217,10.58,43976,23228500,242431247
"Construcao e Transporte",20131218,10.70,62002,40068600,310637594
"Construcao e Transporte",20131219,10.65,50125,27321200,217136200
"Construcao e Transporte",20131220,10.75,47667,22176900,196997117
"Construcao e Transporte",20131223,10.73,36681,18575100,163486203
"Construcao e Transporte",20131226,10.73,32158,14196900,134790130
"Construcao e Transporte",20131227,10.72,33762,18143200,151384797
"Construcao e Transporte",20131230,10.80,34557,22812500,194332207
"Construcao e Transporte",20140102,10.62,82428,37932900,310678827
"Construcao e Transporte",20140103,10.62,61927,84788900,578178936
"Construcao e Transporte",20140106,10.60,52135,32274400,268201397
"Construcao e Transporte",20140107,10.63,44679,22554500,198821574
"Construcao e Transporte",20140108,10.54,37589,15064800,142598323
"Construcao e Transporte",20140109,10.36,56395,23899700,262075107
"Construcao e Transporte",20140110,10.32,59791,22969300,236018386
"Construcao e Transporte",20140113,10.39,38180,21601500,177889704
"Construcao e Transporte",20140114,10.49,53795,21963400,215290498
"Construcao e Transporte",20140115,10.49,32951,18062500,193467756
"Construcao e Transporte",20140116,10.56,32659,15911300,172155709
"Construcao e Transporte",20140117,10.53,36815,20114400,197732011
"Construcao e Transporte",20140120,10.54,18943,13062400,133558417
"Construcao e Transporte",20140121,10.47,37794,26521700,312782525
"Construcao e Transporte",20140122,10.73,46104,29681700,298395691
"Construcao e Transporte",20140123,10.79,42738,28290200,334622280
"Construcao e Transporte",20140124,10.36,47512,24864800,238823505
"Construcao e Transporte",20140127,10.24,42346,20069200,176112818
"Construcao e Transporte",20140128,10.29,32991,17048800,177123739
"Construcao e Transporte",20140129,10.15,44700,28131800,231910770
"Construcao e Transporte",20140130,10.05,36252,20891800,157461545
"Construcao e Transporte",20140131,9.86,39331,19328900,152392940
"Construcao e Transporte",20140203,9.68,51590,31949200,260446738
"Construcao e Transporte",20140204,9.51,47797,23456200,188851385
"Construcao e Transporte",20140205,9.58,41330,34561400,306941206
"Construcao e Transporte",20140206,9.85,49287,30034100,270865901
"Construcao e Transporte",20140207,10.03,51089,33164900,273879867
"Construcao e Transporte",20140210,9.89,36265,18093800,136072156
"Construcao e Transporte",20140211,10.01,46630,20880300,204864375
"Construcao e Transporte",20140212,10.03,44592,16878800,155162400
"Construcao e Transporte",20140213,9.83,50807,20585200,180300610
"Construcao e Transporte",20140214,10.05,36681,14725600,158266276
"Construcao e Transporte",20140217,10.06,25146,8800700,100275878
"Construcao e Transporte",20140218,9.91,54709,28515100,276016977
"Construcao e Transporte",20140219,9.73,52199,22080800,201862012
"Construcao e Transporte",20140220,9.96,45997,17936300,193351393
"Construcao e Transporte",20140221,10.05,44560,19830100,205354325
"Construcao e Transporte",20140224,9.97,47465,22782200,259548410
"Construcao e Transporte",20140225,9.95,45955,20702700,195717374
"Construcao e Transporte",20140226,10.06,49190,27784400,316000412
"Construcao e Transporte",20140227,10.21,55364,24287700,233316852
"Construcao e Transporte",20140228,10.11,60826,31293600,296963772
"Construcao e Transporte",20140305,9.99,39199,14775100,142511479
"Construcao e Transporte",20140306,10.17,47632,23159200,243584153
"Construcao e Transporte",20140307,10.06,65994,22718000,224187721
"Construcao e Transporte",20140310,9.76,49960,22549800,206680205
"Construcao e Transporte",20140311,9.89,68785,30144000,255336689
"Construcao e Transporte",20140312,9.81,46222,18803700,147485386
"Construcao e Transporte",20140313,9.84,57152,22563000,232632918
"Construcao e Transporte",20140314,9.59,59681,37549700,304121695
"Construcao e Transporte",20140317,9.54,41062,18216000,151266675
"Construcao e Transporte",20140318,9.72,69755,30295400,255498567
"Construcao e Transporte",20140319,9.77,65327,25171200,213487797
"Construcao e Transporte",20140320,9.82,60932,23211700,221470065
"Construcao e Transporte",20140321,9.85,44035,18817600,189179602
"Construcao e Transporte",20140324,9.90,45589,19083300,156524285
"Construcao e Transporte",20140325,9.94,41779,14958700,128196582
"Construcao e Transporte",20140326,10.05,50969,21581600,186196920
"Construcao e Transporte",20140327,10.24,82432,37862100,373982129
"Construcao e Transporte",20140328,10.46,62963,28167000,299662913
"Construcao e Transporte",20140331,10.45,53934,21597600,197086029
"Construcao e Transporte",20140401,10.41,41690,19276200,184749800
"Construcao e Transporte",20140402,10.66,63324,28942300,274027873
"Construcao e Transporte",20140403,10.67,62282,24959900,270932958
"Construcao e Transporte",20140404,10.71,65898,27735500,263887377
"Construcao e Transporte",20140407,10.56,50519,21920900,215248696
"Construcao e Transporte",20140408,10.68,69056,44261600,477718896
"Construcao e Transporte",20140409,10.60,53713,23641100,239888889
"Construcao e Transporte",20140410,10.53,55530,19877500,209981361
"Construcao e Transporte",20140411,10.64,44952,19437600,176278579
"Construcao e Transporte",20140414,10.70,48128,18770400,179630393
"Construcao e Transporte",20140415,10.54,60362,23037200,206352676
"Construcao e Transporte",20140416,10.62,52181,22414600,206583728
"Construcao e Transporte",20140417,10.70,44704,18097800,157222481
"Construcao e Transporte",20140422,10.84,64126,18595400,186067172
"Construcao e Transporte",20140423,10.78,50670,23669000,214701989
"Construcao e Transporte",20140424,10.82,57989,34222400,346741381
"Construcao e Transporte",20140425,10.76,51057,29717600,249840459
"Construcao e Transporte",20140428,10.83,49723,22698200,188216992
"Construcao e Transporte",20140429,11.07,54001,23827500,244152250
"Construcao e Transporte",20140430,11.07,50667,32242200,310209668
"Construcao e Transporte",20140502,11.37,66764,56107600,452050520
"Construcao e Transporte",20140505,11.34,48819,18953200,184879634
"Construcao e Transporte",20140506,11.36,62049,25482400,282592504
"Construcao e Transporte",20140507,11.34,43426,19606300,171144703
"Construcao e Transporte",20140508,11.29,34849,14017400,141079981
"Construcao e Transporte",20140509,11.15,32313,15756200,149149806
"Construcao e Transporte",20140512,11.23,50537,25629300,205900278
"Construcao e Transporte",20140513,11.25,34657,20443800,220318341
"Construcao e Transporte",20140514,11.25,38534,16407100,173248266
"Construcao e Transporte",20140515,11.18,50772,25416900,236955824
"Construcao e Transporte",20140516,11.21,44768,20659700,196878072
"Construcao e Transporte",20140519,11.10,39260,16714600,194052699
"Construcao e Transporte",20140520,11.07,50847,20369400,217816220
"Construcao e Transporte",20140521,11.05,53447,19125700,170215119
"Construcao e Transporte",20140522,11.10,40516,18056600,184929831
"Construcao e Transporte",20140523,11.06,34119,13516500,171995798
"Construcao e Transporte",20140526,11.19,19656,7047200,69497161
"Construcao e Transporte",20140527,11.13,43206,17287300,188528924
"Construcao e Transporte",20140528,11.25,46811,17034500,174350638
"Construcao e Transporte",20140529,11.29,40955,15540400,172043679
"Construcao e Transporte",20140530,11.11,92306,67068900,607992068
"Construcao e Transporte",20140602,10.98,49814,16382200,144942183
"Construcao e Transporte",20140603,11.01,49287,21181300,215341209
"Construcao e Transporte",20140604,11.02,37687,13430700,157000377
"Construcao e Transporte",20140605,11.00,51044,19833700,196718639
"Construcao e Transporte",20140606,11.14,49517,19342600,225576446
"Construcao e Transporte",20140609,11.36,43526,12414500,148701021
"Construcao e Transporte",20140610,11.49,50529,26084300,321587203
"Construcao e Transporte",20140611,11.50,45468,20291700,279514662
"Construcao e Transporte",20140613,11.37,42134,12864400,144517808
"Construcao e Transporte",20140616,11.30,45247,17518300,167315404
"Construcao e Transporte",20140617,11.27,30431,9561700,112355279
"Construcao e Transporte",20140618,11.33,46717,13930000,158462620
"Construcao e Transporte",20140620,11.35,31555,15034600,181088581
"Construcao e Transporte",20140623,11.25,15149,5350400,58325934
"Construcao e Transporte",20140624,11.27,44360,13894500,150251796
"Construcao e Transporte",20140625,11.28,36849,12102700,140565835
"Construcao e Transporte",20140626,11.27,28125,13832400,167516652
"Construcao e Transporte",20140627,11.16,25523,11694400,151135040
"Construcao e Transporte",20140630,11.19,37166,15462000,180285988
"Construcao e Transporte",20140701,11.21,29600,10400100,110655960
"Construcao e Transporte",20140702,11.17,36334,14100200,131183749
"Construcao e Transporte",20140703,11.16,27806,12547200,114105359
"Construcao e Transporte",20140704,11.24,8884,3331900,28196685
"Construcao e Transporte",20140707,11.21,24825,9132200,77359297
"Construcao e Transporte",20140708,11.20,21252,8581400,92046763
"Construcao e Transporte",20140710,11.42,51726,19791800,196747557
"Construcao e Transporte",20140711,11.52,44821,13901600,161016878
"Construcao e Transporte",20140714,11.56,52085,16483100,197493371
"Construcao e Transporte",20140715,11.61,37000,14647000,171844751
"Construcao e Transporte",20140716,11.53,32200,10719000,139242596
"Construcao e Transporte",20140717,11.30,44579,15229200,170876418
"Construcao e Transporte",20140718,11.50,65219,24338800,291599550
"Construcao e Transporte",20140721,11.58,35921,13861900,172816385
"Construcao e Transporte",20140722,11.64,37655,13906400,173369608
"Construcao e Transporte",20140723,11.68,34903,13153800,149783046
"Construcao e Transporte",20140724,11.72,35894,13876500,164454175
"Construcao e Transporte",20140725,11.62,29799,12554300,150840571
"Construcao e Transporte",20140728,11.67,32904,15783700,183484138
"Construcao e Transporte",20140729,11.40,35525,13601400,147762971
"Construcao e Transporte",20140730,11.23,29911,11534800,128726796
"Construcao e Transporte",20140731,10.96,48048,20249800,177972672
"Construcao e Transporte",20140801,10.99,44265,18000500,146031695
"Construcao e Transporte",20140804,11.09,31316,13788200,116907940
"Construcao e Transporte",20140805,11.11,47743,21143600,160047068
"Construcao e Transporte",20140806,11.07,44532,16759100,133451302
"Construcao e Transporte",20140807,11.13,38806,22454200,165795937
"Construcao e Transporte",20140808,10.96,38052,20148500,190924550
"Construcao e Transporte",20140811,10.96,41791,16750800,145543886
"Construcao e Transporte",20140812,10.96,33541,15112600,184077833
"Construcao e Transporte",20140813,10.94,52231,16936100,199472179
"Construcao e Transporte",20140814,10.86,28348,11181000,113668062
"Construcao e Transporte",20140815,11.07,30612,10671600,109982660
"Construcao e Transporte",20140818,11.21,29214,9786400,115053518
"Construcao e Transporte",20140819,11.36,40092,14124100,148172995
"Construcao e Transporte",20140820,11.56,35570,15972500,202642839
"Construcao e Transporte",20140821,11.53,31326,18933300,236396572
"Construcao e Transporte",20140822,11.46,33881,14202300,178851565
"Construcao e Transporte",20140825,11.61,35752,12584400,153413465
"Construcao e Transporte",20140826,11.71,42323,15728800,183832994
"Construcao e Transporte",20140827,11.88,56725,25773600,315572622
"Construcao e Transporte",20140828,11.89,36975,14491300,172343441
"Construcao e Transporte",20140829,11.96,40442,21827800,243394355
"Construcao e Transporte",20140901,12.28,33365,12113100,171657369
"Construcao e Transporte",20140902,12.34,43792,15757800,191013525
"Construcao e Transporte",20140903,12.41,51702,19081500,283225636
"Construcao e Transporte",20140904,12.36,37936,15467500,231176381
"Construcao e Transporte",20140905,12.24,29957,10817900,147766144
"Construcao e Transporte",20140908,12.03,52482,16385100,204587049
"Construcao e Transporte",20140909,11.61,43410,14736100,183375660
"Construcao e Transporte",20140910,11.41,40448,13213500,168573625
"Construcao e Transporte",20140911,11.63,39971,14698300,161791906
"Construcao e Transporte",20140912,11.30,53887,21254200,227702681
"Construcao e Transporte",20140915,11.18,41123,12767700,137621363
"Construcao e Transporte",20140916,11.50,52470,13950000,172334609
"Construcao e Transporte",20140917,11.42,44359,13382900,171962182
"Construcao e Transporte",20140918,11.13,53097,13664300,176623698
"Construcao e Transporte",20140919,11.04,42626,12374600,164578948
"Construcao e Transporte",20140922,10.80,51069,12706600,154751064
"Construcao e Transporte",20140923,10.77,38937,12597400,140767757
"Construcao e Transporte",20140924,10.79,41266,14761500,157872919
"Construcao e Transporte",20140925,10.71,39198,13934500,168400885
"Construcao e Transporte",20140926,10.78,36689,8959000,98335957
"Construcao e Transporte",20140929,10.37,68616,23461500,242716885
"Construcao e Transporte",20140930,10.28,53049,23437600,247344527
"Construcao e Transporte",20141001,10.09,64579,20204000,195689474
"Construcao e Transporte",20141002,10.12,51770,18628500,202714320
"Construcao e Transporte",20141003,10.48,44799,15643100,184775271
"Construcao e Transporte",20141006,11.27,86237,23776800,282741723
"Construcao e Transporte",20141007,11.22,50456,14988800,172478555
"Construcao e Transporte",20141008,11.09,45898,14086100,163747177
"Construcao e Transporte",20141009,11.07,52582,16585900,169659618
"Construcao e Transporte",20141010,10.81,41329,14859000,160638788
"Construcao e Transporte",20141013,11.00,51993,19404400,243983877
"Construcao e Transporte",20141014,10.92,42761,13547200,161330719
"Construcao e Transporte",20141015,10.52,69354,20014400,241253042
"Construcao e Transporte",20141016,10.32,72347,24453300,272038673
"Construcao e Transporte",20141017,10.56,66882,29540400,299400884
"Construcao e Transporte",20141020,10.50,53761,17556700,184232869
"Construcao e Transporte",20141021,10.20,89937,30544000,283212727
"Construcao e Transporte",20141022,10.06,38909,13922900,126071468
"Construcao e Transporte",20141023,9.70,79314,36096000,355956856
"Construcao e Transporte",20141024,9.77,59294,25642900,267493431
"Construcao e Transporte",20141027,9.45,132695,37549300,346463258
"Construcao e Transporte",20141028,10.12,77303,30319400,376124292
"Construcao e Transporte",20141029,10.18,50146,17598700,195201242
"Construcao e Transporte",20141030,10.23,54116,24084600,290266731
"Construcao e Transporte",20141031,10.56,59943,25975300,291678815
"Construcao e Transporte",20141103,10.40,37729,12306800,132580508
"Construcao e Transporte",20141104,10.44,48597,16036400,162717196
"Construcao e Transporte",20141105,10.38,30721,10172600,110085156
"Construcao e Transporte",20141106,10.03,47612,19884400,194208892
"Construcao e Transporte",20141107,9.95,33285,14544500,140138125
"Construcao e Transporte",20141110,9.91,28444,12726500,105346766
"Construcao e Transporte",20141111,9.77,32240,11032300,105702654
"Construcao e Transporte",20141112,10.07,35588,16129200,132691909
"Construcao e Transporte",20141113,10.04,45123,14864100,124481899
"Construcao e Transporte",20141114,9.75,50648,20476300,223779767
"Construcao e Transporte",20141117,9.74,33399,10743400,105808281
"Construcao e Transporte",20141118,9.74,49779,15568200,145489391
"Construcao e Transporte",20141119,10.08,52970,19635700,195800477
"Construcao e Transporte",20141121,10.56,92695,29883600,322926446
"Construcao e Transporte",20141124,10.82,66057,24589900,239846784
"Construcao e Transporte",20141125,10.81,49208,23146100,263563480
"Construcao e Transporte",20141126,10.78,40418,18466000,174242219
"Construcao e Transporte",20141127,10.97,34897,12862800,134854749
"Construcao e Transporte",20141128,11.00,39934,15980400,180869122
"Construcao e Transporte",20141201,10.62,64936,19025900,212658958
"Construcao e Transporte",20141202,10.43,54358,18916300,213170978
"Construcao e Transporte",20141203,10.29,33248,16243400,174080218
"Construcao e Transporte",20141204,10.23,34209,13624400,134167022
"Construcao e Transporte",20141205,10.36,31125,10169600,118221558
"Construcao e Transporte",20141208,10.26,46687,16256100,161683512
"Construcao e Transporte",20141209,10.09,48727,24292400,198390063
"Construcao e Transporte",20141210,10.15,49407,18491800,209524795
"Construcao e Transporte",20141211,10.06,31395,15353700,152439106
"Construcao e Transporte",20141212,9.92,59795,19545600,189903728
"Construcao e Transporte",20141215,9.57,53328,17987100,174839427
"Construcao e Transporte",20141216,9.18,67738,33671700,323185307
"Construcao e Transporte",20141217,9.42,81461,29921100,269804950
"Construcao e Transporte",20141218,9.62,40652,18521500,155064023
"Construcao e Transporte",20141219,9.77,41396,21148600,187603499
"Construcao e Transporte",20141222,9.94,26935,11492400,96538531
"Construcao e Transporte",20141223,10.11,32315,35333000,157437827
"Construcao e Transporte",20141226,10.15,18240,10117300,67297429
"Construcao e Transporte",20141229,10.19,25544,9598900,86543572
"Construcao e Transporte",20141230,10.20,27223,13678500,125898382
"Construcao e Transporte",20150102,9.94,37162,12688100,110814580
"Construcao e Transporte",20150105,9.80,49345,24095900,192039543
"Construcao e Transporte",20150106,9.75,42983,16020200,160341646
"Construcao e Transporte",20150107,10.07,53024,26536200,268342258
"Construcao e Transporte",20150108,10.20,33861,14064600,153137472
"Construcao e Transporte",20150109,9.92,32656,14363200,155071975
"Construcao e Transporte",20150112,9.76,31505,16299000,161367898
"Construcao e Transporte",20150113,9.85,40953,17455200,188948556
"Construcao e Transporte",20150114,9.76,44697,19511600,189423290
"Construcao e Transporte",20150115,9.99,48313,23319000,259664867
"Construcao e Transporte",20150116,10.15,54512,17219000,180180948
"Construcao e Transporte",20150119,9.99,29699,9081700,94302675
"Construcao e Transporte",20150120,9.98,42755,14772200,136354328
"Construcao e Transporte",20150121,10.01,45224,20228600,220548800
"Construcao e Transporte",20150122,10.10,44643,38214900,376460145
"Construcao e Transporte",20150123,9.98,40827,16734100,170609985
"Construcao e Transporte",20150126,9.68,44345,15461600,158393207
"Construcao e Transporte",20150127,9.68,49449,18076800,162409442
"Construcao e Transporte",20150128,9.72,43816,18119000,174702110
"Construcao e Transporte",20150129,9.76,57745,19505800,190620428
"Construcao e Transporte",20150130,9.54,60279,26697600,278308148
"Construcao e Transporte",20150202,9.37,40921,14994500,150690531
"Construcao e Transporte",20150203,9.55,48002,20057000,191127904
"Construcao e Transporte",20150204,9.52,54153,25293000,253586102
"Construcao e Transporte",20150205,9.70,40470,14801800,146772374
"Construcao e Transporte",20150206,9.43,56410,16648400,169513837
"Construcao e Transporte",20150209,9.41,35390,12921800,124051986
"Construcao e Transporte",20150210,9.35,36531,13287000,146436625
"Construcao e Transporte",20150211,9.18,44571,15541700,143837556
"Construcao e Transporte",20150212,9.26,39960,15070000,146079760
"Construcao e Transporte",20150213,9.43,37342,19309200,146727210
"Construcao e Transporte",20150218,9.58,38439,14049400,151291391
"Construcao e Transporte",20150219,9.62,22261,9709900,99414074
"Construcao e Transporte",20150220,9.54,23280,9152600,90839100
"Construcao e Transporte",20150223,9.57,32560,12574800,133643937
"Construcao e Transporte",20150224,9.59,36789,13690700,133469201
"Construcao e Transporte",20150225,9.50,35095,14701500,147393594
"Construcao e Transporte",20150226,9.55,40620,17053700,164878556
"Construcao e Transporte",20150227,9.56,57513,24183700,216883885
