"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Agua e Saneamento",20080102,11.13,655,304100,12599769.49
"Agua e Saneamento",20080103,11.26,910,385100,16138403.65
"Agua e Saneamento",20080104,11.22,837,326200,13629175.92
"Agua e Saneamento",20080107,11.10,649,284400,11778503.48
"Agua e Saneamento",20080108,11.11,515,456700,18860064.76
"Agua e Saneamento",20080109,11.13,435,247000,10281120.47
"Agua e Saneamento",20080110,11.24,435,250500,10486603.12
"Agua e Saneamento",20080111,11.28,964,678700,28469613.33
"Agua e Saneamento",20080114,11.32,734,400400,16842924.67
"Agua e Saneamento",20080115,11.09,423,160100,6610566.20
"Agua e Saneamento",20080116,10.96,516,187300,7642841.63
"Agua e Saneamento",20080117,10.45,778,326400,12596859.65
"Agua e Saneamento",20080118,10.10,527,229000,8592686.44
"Agua e Saneamento",20080121,9.50,344,230500,8180120.61
"Agua e Saneamento",20080122,9.69,1036,412900,14881025.94
"Agua e Saneamento",20080123,9.57,957,519700,18538652.24
"Agua e Saneamento",20080124,9.88,465,215400,7944006.75
"Agua e Saneamento",20080128,9.97,570,448300,16600208.76
"Agua e Saneamento",20080129,9.96,390,200100,7425846.08
"Agua e Saneamento",20080130,10.03,640,280400,10504052.28
"Agua e Saneamento",20080131,9.83,488,262100,9616537.20
"Agua e Saneamento",20080201,10.19,564,171200,6502933.41
"Agua e Saneamento",20080206,10.38,410,195400,7541035.53
"Agua e Saneamento",20080207,10.13,480,359600,13548349.72
"Agua e Saneamento",20080208,9.99,485,152500,5687716.33
"Agua e Saneamento",20080211,10.00,330,149500,5597154.99
"Agua e Saneamento",20080212,10.35,450,490000,18673495.17
"Agua e Saneamento",20080213,10.12,1080,457600,17213374.21
"Agua e Saneamento",20080214,10.08,461,267700,10060256.42
"Agua e Saneamento",20080215,9.87,237,217700,7990517.60
"Agua e Saneamento",20080218,9.95,211,73200,2715553.43
"Agua e Saneamento",20080219,9.96,483,353100,13095289.09
"Agua e Saneamento",20080220,9.94,770,277400,10274780.54
"Agua e Saneamento",20080221,10.20,906,282900,10752905.77
"Agua e Saneamento",20080222,10.30,604,335900,12850020.11
"Agua e Saneamento",20080225,10.44,773,385400,15027836.13
"Agua e Saneamento",20080226,10.48,555,273500,10682428.48
"Agua e Saneamento",20080227,10.54,442,193500,7616865.17
"Agua e Saneamento",20080228,10.80,618,269400,10885432
"Agua e Saneamento",20080229,10.72,635,251600,10060398
"Agua e Saneamento",20080303,10.89,737,370500,15036997
"Agua e Saneamento",20080304,10.85,519,233300,9455283
"Agua e Saneamento",20080305,10.57,863,339800,13374342
"Agua e Saneamento",20080306,10.64,615,303100,12027867
"Agua e Saneamento",20080307,10.43,526,180700,7019432
"Agua e Saneamento",20080310,10.22,493,169800,6465685
"Agua e Saneamento",20080311,10.51,710,261800,10292076
"Agua e Saneamento",20080312,10.90,667,185000,7540345
"Agua e Saneamento",20080313,10.61,684,318400,12592183
"Agua e Saneamento",20080314,10.65,618,357200,14146383
"Agua e Saneamento",20080317,10.52,834,429600,16852897
"Agua e Saneamento",20080318,10.95,625,217900,8878757
"Agua e Saneamento",20080319,10.76,468,151900,6071221
"Agua e Saneamento",20080320,10.30,638,390400,14921027
"Agua e Saneamento",20080324,10.47,573,231700,9049557
"Agua e Saneamento",20080325,10.54,664,283100,11143268
"Agua e Saneamento",20080326,10.48,501,274800,10681959
"Agua e Saneamento",20080327,10.43,602,294600,11428716
"Agua e Saneamento",20080328,10.39,649,284100,10946026
"Agua e Saneamento",20080331,10.33,716,374100,14328537
"Agua e Saneamento",20080401,10.43,1030,544900,21156293
"Agua e Saneamento",20080402,10.58,819,442300,17396648
"Agua e Saneamento",20080403,10.63,503,208900,8274303
"Agua e Saneamento",20080404,10.79,598,274900,11072520
"Agua e Saneamento",20080407,10.94,420,157500,6421087
"Agua e Saneamento",20080408,10.85,318,152900,6169544
"Agua e Saneamento",20080409,10.77,331,152400,6124098
"Agua e Saneamento",20080410,10.62,354,595200,23523326
"Agua e Saneamento",20080411,10.40,477,288800,11164589
"Agua e Saneamento",20080414,10.53,585,259500,10208114
"Agua e Saneamento",20080415,10.58,314,141700,5601769
"Agua e Saneamento",20080416,10.63,1342,446900,17696782
"Agua e Saneamento",20080417,10.77,721,262100,10462573
"Agua e Saneamento",20080418,10.92,534,197700,8072193
"Agua e Saneamento",20080422,10.83,536,273700,11099081
"Agua e Saneamento",20080423,10.89,703,285000,11546262
"Agua e Saneamento",20080424,11.19,760,279600,11645376
"Agua e Saneamento",20080425,11.16,770,427200,17794977
"Agua e Saneamento",20080428,11.52,848,222000,9533870
"Agua e Saneamento",20080429,11.44,1451,313400,13355517
"Agua e Saneamento",20080430,11.17,1309,1061600,44208563
"Agua e Saneamento",20080502,11.92,1348,819000,36335322
"Agua e Saneamento",20080505,12.17,647,313900,14290619
"Agua e Saneamento",20080506,12.16,391,210000,9523184
"Agua e Saneamento",20080507,12.21,538,329900,14981469
"Agua e Saneamento",20080508,12.07,450,270700,12184368
"Agua e Saneamento",20080509,11.95,414,173300,7685093
"Agua e Saneamento",20080512,11.98,375,107800,4813541
"Agua e Saneamento",20080513,12.30,608,236400,10828163
"Agua e Saneamento",20080514,12.27,570,189100,8627501
"Agua e Saneamento",20080515,12.48,375,139200,6463969
"Agua e Saneamento",20080516,12.40,403,204300,9444584
"Agua e Saneamento",20080519,12.34,531,169000,7761637
"Agua e Saneamento",20080520,12.19,630,338600,15372329
"Agua e Saneamento",20080521,12.01,471,134700,6020510
"Agua e Saneamento",20080523,11.93,502,171300,7603949
"Agua e Saneamento",20080526,11.77,288,61900,2716670
"Agua e Saneamento",20080527,11.77,810,379600,16641398
"Agua e Saneamento",20080528,12.22,1628,676000,30965062
"Agua e Saneamento",20080529,12.32,615,371000,17038451
"Agua e Saneamento",20080530,12.34,1914,790600,36326746
"Agua e Saneamento",20080602,11.80,1682,888100,38742024
"Agua e Saneamento",20080603,11.06,1832,823700,33856905
"Agua e Saneamento",20080604,11.18,722,488400,20336765
"Agua e Saneamento",20080605,11.50,498,182000,7846850
"Agua e Saneamento",20080606,11.49,516,221800,9502770
"Agua e Saneamento",20080609,11.65,711,458400,19926012
"Agua e Saneamento",20080610,11.68,348,175300,7636677
"Agua e Saneamento",20080611,11.63,408,231900,10074938
"Agua e Saneamento",20080612,11.60,845,419900,18142565
"Agua e Saneamento",20080613,11.50,761,548100,23455657
"Agua e Saneamento",20080616,11.36,397,265200,11155033
"Agua e Saneamento",20080617,11.40,668,426900,18095280
"Agua e Saneamento",20080618,11.40,1302,377800,16056932
"Agua e Saneamento",20080619,11.53,374,133700,5744035
"Agua e Saneamento",20080620,11.44,366,155800,6590091
"Agua e Saneamento",20080623,11.05,404,131300,5405424
"Agua e Saneamento",20080624,10.85,491,144200,5823382
"Agua e Saneamento",20080625,10.77,820,475100,19044192
"Agua e Saneamento",20080626,10.56,408,155700,6129596
"Agua e Saneamento",20080627,10.50,603,335300,13201698
"Agua e Saneamento",20080630,10.92,515,315800,12893596
"Agua e Saneamento",20080701,10.95,1094,431300,17640256
"Agua e Saneamento",20080702,10.84,607,259600,10449546
"Agua e Saneamento",20080703,10.68,763,247400,9795168
"Agua e Saneamento",20080704,10.12,254,113000,4269813
"Agua e Saneamento",20080707,10.33,613,260000,10018899
"Agua e Saneamento",20080708,10.44,1215,357200,13906125
"Agua e Saneamento",20080710,10.70,755,253100,10072554
"Agua e Saneamento",20080711,10.81,830,249200,10039042
"Agua e Saneamento",20080714,10.83,775,240800,9723852
"Agua e Saneamento",20080715,10.71,1251,345300,13783911
"Agua e Saneamento",20080716,11.17,1122,432900,17991834
"Agua e Saneamento",20080717,11.14,1019,293800,12189393
"Agua e Saneamento",20080718,11.03,875,269200,11058745
"Agua e Saneamento",20080721,11.53,1180,428100,18357510
"Agua e Saneamento",20080722,11.34,1154,466600,19768104
"Agua e Saneamento",20080723,11.37,877,276100,11698522
"Agua e Saneamento",20080724,11.02,1177,475200,19532294
"Agua e Saneamento",20080725,10.71,904,270500,10818271
"Agua e Saneamento",20080728,10.54,494,225900,8864039
"Agua e Saneamento",20080729,10.44,901,261400,10152020
"Agua e Saneamento",20080730,10.51,915,268700,10515588
"Agua e Saneamento",20080731,10.51,806,310100,12142862
"Agua e Saneamento",20080801,10.42,1037,290700,11287370
"Agua e Saneamento",20080804,10.49,797,266200,10400561
"Agua e Saneamento",20080805,10.84,938,349400,14018169
"Agua e Saneamento",20080806,11.16,813,464800,19381669
"Agua e Saneamento",20080807,11.05,734,377700,15518566
"Agua e Saneamento",20080808,10.99,801,250200,10215968
"Agua e Saneamento",20080811,10.40,1400,817100,31617371
"Agua e Saneamento",20080812,10.13,842,398200,15044582
"Agua e Saneamento",20080813,9.85,1921,694200,25427463
"Agua e Saneamento",20080814,10.22,806,356900,13587016
"Agua e Saneamento",20080815,10.22,701,244100,9281984
"Agua e Saneamento",20080818,10.08,534,190000,7124105
"Agua e Saneamento",20080819,10.13,599,204300,7729619
"Agua e Saneamento",20080820,10.07,692,239600,8994896
"Agua e Saneamento",20080821,10.13,477,163600,6169247
"Agua e Saneamento",20080822,10.14,632,210400,7953075
"Agua e Saneamento",20080825,10.21,668,252100,9583114
"Agua e Saneamento",20080826,9.77,1001,497200,18258205
"Agua e Saneamento",20080827,9.79,871,334700,12217945
"Agua e Saneamento",20080828,9.92,711,248800,9241278
"Agua e Saneamento",20080829,9.90,725,486700,17961846
"Agua e Saneamento",20080901,9.72,402,94800,3437684
"Agua e Saneamento",20080902,9.68,747,280900,10153973
"Agua e Saneamento",20080903,9.40,1284,425000,14901353
"Agua e Saneamento",20080904,9.28,841,300400,10376055
"Agua e Saneamento",20080905,9.17,1002,316900,10811554
"Agua e Saneamento",20080908,9.37,1154,494000,17233088
"Agua e Saneamento",20080909,9.13,1581,526000,17775527
"Agua e Saneamento",20080910,8.92,1032,313700,10386720
"Agua e Saneamento",20080911,9.09,830,220500,7469113
"Agua e Saneamento",20080912,9.22,926,258300,8883411
"Agua e Saneamento",20080915,8.96,811,263900,8779915
"Agua e Saneamento",20080916,8.36,1927,656700,20459289
"Agua e Saneamento",20080917,7.94,1914,617800,18201283
"Agua e Saneamento",20080918,7.90,1799,631000,18534306
"Agua e Saneamento",20080919,8.44,1367,562000,17764033
"Agua e Saneamento",20080922,8.37,1496,598800,18673693
"Agua e Saneamento",20080923,8.06,1093,351200,10496323
"Agua e Saneamento",20080924,7.75,561,180500,5210914
"Agua e Saneamento",20080925,8.01,989,316400,9407784
"Agua e Saneamento",20080926,7.87,953,233700,6841855
"Agua e Saneamento",20080929,7.10,1870,765900,20091318
"Agua e Saneamento",20080930,7.09,1130,621000,16425460
"Agua e Saneamento",20081001,7.34,1196,618000,16918518
"Agua e Saneamento",20081002,7.36,1195,549900,14968591
"Agua e Saneamento",20081003,7.21,1325,555100,14965719
"Agua e Saneamento",20081006,6.41,927,479200,11369849
"Agua e Saneamento",20081007,6.35,1093,679900,16111745
"Agua e Saneamento",20081008,6.20,1703,629400,14555518
"Agua e Saneamento",20081009,5.99,1209,396600,8829387
"Agua e Saneamento",20081010,5.36,1134,323500,6445202
"Agua e Saneamento",20081013,6.18,1382,508300,11687873
"Agua e Saneamento",20081014,6.55,1067,371600,9058541
"Agua e Saneamento",20081015,5.84,2343,876600,19040559
"Agua e Saneamento",20081016,5.59,1845,612400,12652144
"Agua e Saneamento",20081017,5.89,1132,488400,10597018
"Agua e Saneamento",20081020,6.14,1488,680600,15556906
"Agua e Saneamento",20081021,6.31,1165,492800,11595598
"Agua e Saneamento",20081022,5.92,1062,637600,13976560
"Agua e Saneamento",20081023,5.38,1305,725200,14389060
"Agua e Saneamento",20081024,5.20,897,346800,6719135
"Agua e Saneamento",20081027,5.11,870,411400,7838282
"Agua e Saneamento",20081028,5.21,1132,431900,8428507
"Agua e Saneamento",20081029,5.75,1282,444300,9571350
"Agua e Saneamento",20081030,6.37,1383,506600,12011169
"Agua e Saneamento",20081031,6.56,972,408100,9990845
"Agua e Saneamento",20081103,6.87,722,291200,7479847
"Agua e Saneamento",20081104,7.09,1215,406700,10754960
"Agua e Saneamento",20081105,6.80,896,296100,7491381
"Agua e Saneamento",20081106,6.46,520,173500,4184265
"Agua e Saneamento",20081107,6.68,645,208400,5188138
"Agua e Saneamento",20081110,6.75,763,196000,4907544
"Agua e Saneamento",20081111,6.50,565,160800,3890383
"Agua e Saneamento",20081112,6.49,1319,469200,11326274
"Agua e Saneamento",20081113,6.58,858,261500,6414279
"Agua e Saneamento",20081114,6.78,659,212700,5328506
"Agua e Saneamento",20081117,6.84,845,301600,7662815
"Agua e Saneamento",20081118,6.91,1073,337200,8667324
"Agua e Saneamento",20081119,6.88,828,247000,6348373
"Agua e Saneamento",20081121,5.76,2909,1272600,27132021
"Agua e Saneamento",20081124,6.18,1089,449300,10339692
"Agua e Saneamento",20081125,6.13,1607,556800,12780590
"Agua e Saneamento",20081126,6.21,1376,482400,11164606
"Agua e Saneamento",20081127,6.27,484,113500,2653904
"Agua e Saneamento",20081128,6.40,804,372800,8885791
"Agua e Saneamento",20081201,6.05,922,261500,5893976
"Agua e Saneamento",20081202,6.15,748,5909900,135331168
"Agua e Saneamento",20081203,6.32,751,358000,8435504
"Agua e Saneamento",20081204,6.38,845,337300,8008466
"Agua e Saneamento",20081205,6.30,490,178900,4198768
"Agua e Saneamento",20081208,6.75,1006,285700,7205124
"Agua e Saneamento",20081209,6.78,910,3698900,94954762
"Agua e Saneamento",20081210,7.07,677,237800,6259925
"Agua e Saneamento",20081211,7.01,967,556600,14552578
"Agua e Saneamento",20081212,6.89,646,271100,6916377
"Agua e Saneamento",20081215,7.26,668,256800,6948011
"Agua e Saneamento",20081216,7.46,888,235900,6575955
"Agua e Saneamento",20081217,7.45,2608,551900,15275216
"Agua e Saneamento",20081218,7.58,920,282600,7973864
"Agua e Saneamento",20081219,7.63,724,275300,7813119
"Agua e Saneamento",20081222,7.24,1104,411800,10986289
"Agua e Saneamento",20081223,7.18,873,246500,6573925
"Agua e Saneamento",20081226,7.26,367,104000,2802544
"Agua e Saneamento",20081229,7.40,564,180900,5004729
"Agua e Saneamento",20081230,7.57,722,380300,10640417
"Agua e Saneamento",20090102,7.64,256,129800,3717857
"Agua e Saneamento",20090105,7.66,797,273700,7808946
"Agua e Saneamento",20090106,7.51,996,424400,11873343
"Agua e Saneamento",20090107,7.12,781,289500,7661848
"Agua e Saneamento",20090108,7.22,590,209300,5648789
"Agua e Saneamento",20090109,7.46,1251,593900,16530900
"Agua e Saneamento",20090112,7.38,824,296600,8144385
"Agua e Saneamento",20090113,7.26,1174,386700,10461760
"Agua e Saneamento",20090114,7.13,872,285100,7506337
"Agua e Saneamento",20090115,7.00,1328,374200,9762485
"Agua e Saneamento",20090116,7.08,549,160900,4251840
"Agua e Saneamento",20090119,7.11,326,105600,2788833
"Agua e Saneamento",20090120,6.90,679,185700,4742422
"Agua e Saneamento",20090121,6.89,602,175500,4509750
"Agua e Saneamento",20090122,6.88,537,164000,4225375
"Agua e Saneamento",20090123,6.85,706,168800,4315931
"Agua e Saneamento",20090126,7.10,355,119400,3163676
"Agua e Saneamento",20090127,7.14,256,160200,4210624
"Agua e Saneamento",20090128,7.10,804,387700,10078220
"Agua e Saneamento",20090129,7.03,564,147500,3800191
"Agua e Saneamento",20090130,6.89,988,220200,5561996
"Agua e Saneamento",20090202,6.63,1442,588100,14203763
"Agua e Saneamento",20090203,6.48,1869,1258800,29855323
"Agua e Saneamento",20090204,6.46,1316,586200,13826504
"Agua e Saneamento",20090205,6.49,952,506900,12042889
"Agua e Saneamento",20090206,6.72,1308,572200,14136082
"Agua e Saneamento",20090209,6.92,1886,611900,15684571
"Agua e Saneamento",20090210,7.07,1355,669600,17361670
"Agua e Saneamento",20090211,7.08,840,308800,8020909
"Agua e Saneamento",20090212,6.87,645,247300,6225109
"Agua e Saneamento",20090213,6.95,508,154500,3921910
"Agua e Saneamento",20090216,6.83,212,131200,3306782
"Agua e Saneamento",20090217,6.76,1269,515700,12781508
"Agua e Saneamento",20090218,6.56,1741,495700,11918927
"Agua e Saneamento",20090219,6.53,796,260200,6235435
"Agua e Saneamento",20090220,6.44,1216,401600,9514420
"Agua e Saneamento",20090225,6.30,1227,422200,9734621
"Agua e Saneamento",20090226,6.46,1203,523700,12397892
"Agua e Saneamento",20090227,6.52,778,315100,7489904
"Agua e Saneamento",20090302,6.44,1341,424500,10047419
"Agua e Saneamento",20090303,6.31,1077,372100,8672900
"Agua e Saneamento",20090304,6.31,1696,543800,12599073
"Agua e Saneamento",20090305,6.13,1174,355500,7990434
"Agua e Saneamento",20090306,6.02,1408,374300,8264835
"Agua e Saneamento",20090309,6.00,956,282500,6198033
"Agua e Saneamento",20090310,6.23,2099,465300,10599005
"Agua e Saneamento",20090311,6.13,1308,404400,9090127
"Agua e Saneamento",20090312,6.12,1384,332200,7443334
"Agua e Saneamento",20090313,6.22,1076,304400,6912694
"Agua e Saneamento",20090316,6.31,933,218700,5049030
"Agua e Saneamento",20090317,6.43,1286,421300,9942978
"Agua e Saneamento",20090318,6.63,2049,512800,12455870
"Agua e Saneamento",20090319,6.91,1103,399400,10145057
"Agua e Saneamento",20090320,6.80,988,326100,8117334
"Agua e Saneamento",20090323,6.98,886,280100,7157776
"Agua e Saneamento",20090324,6.98,938,340700,8717840
"Agua e Saneamento",20090325,6.90,813,307400,7776801
"Agua e Saneamento",20090326,7.02,1120,529500,13608676
"Agua e Saneamento",20090327,7.22,1130,331200,8788274
"Agua e Saneamento",20090330,6.90,830,225400,5688948
"Agua e Saneamento",20090331,7.04,1184,378900,9778381
"Agua e Saneamento",20090401,7.05,1082,417500,10796333
"Agua e Saneamento",20090402,7.24,1247,445900,11863843
"Agua e Saneamento",20090403,7.18,1134,419100,11042310
"Agua e Saneamento",20090406,7.01,649,396300,10134311
"Agua e Saneamento",20090407,6.94,1243,362300,9231094
"Agua e Saneamento",20090408,6.97,802,260500,6644492
"Agua e Saneamento",20090409,7.30,873,280700,7485876
"Agua e Saneamento",20090413,7.26,739,324800,8614081
"Agua e Saneamento",20090414,7.36,979,262600,7064722
"Agua e Saneamento",20090415,7.26,1012,375700,9987890
"Agua e Saneamento",20090416,7.49,816,246300,6777386
"Agua e Saneamento",20090417,7.61,1060,340900,9503129
"Agua e Saneamento",20090420,7.35,595,225600,6095370
"Agua e Saneamento",20090422,7.49,549,179600,4921567
"Agua e Saneamento",20090423,7.49,653,216800,5953652
"Agua e Saneamento",20090424,7.91,990,380200,10956776
"Agua e Saneamento",20090427,8.01,1466,498800,14622755
"Agua e Saneamento",20090428,7.90,1149,252900,7332334
"Agua e Saneamento",20090429,8.26,833,252200,7648762
"Agua e Saneamento",20090430,8.50,1194,630300,19632890
"Agua e Saneamento",20090504,8.59,829,289300,9097218
"Agua e Saneamento",20090505,8.65,769,590300,18652838
"Agua e Saneamento",20090506,8.55,1155,678100,21245220
"Agua e Saneamento",20090507,8.21,1146,361700,10912919
"Agua e Saneamento",20090508,8.18,891,299500,8976251
"Agua e Saneamento",20090511,8.00,616,201600,5919250
"Agua e Saneamento",20090512,8.10,532,271100,8040119
"Agua e Saneamento",20090513,7.88,626,222700,6419896
"Agua e Saneamento",20090514,7.87,625,210700,6086326
"Agua e Saneamento",20090515,7.87,1037,187500,5417322
"Agua e Saneamento",20090518,8.28,1047,307700,9327680
"Agua e Saneamento",20090519,8.38,867,263400,8090141
"Agua e Saneamento",20090520,8.40,952,376000,11554705
"Agua e Saneamento",20090521,8.00,1162,335400,9817661
"Agua e Saneamento",20090522,8.06,1260,488800,14412166
"Agua e Saneamento",20090525,8.04,437,105700,3116454
"Agua e Saneamento",20090526,8.52,1119,486900,15171306
"Agua e Saneamento",20090527,8.44,1410,483300,14979791
"Agua e Saneamento",20090528,8.59,2036,410700,12939300
"Agua e Saneamento",20090529,8.41,1074,519100,16011888
"Agua e Saneamento",20090601,8.50,955,307000,9561801
"Agua e Saneamento",20090602,8.44,728,187800,5819139
"Agua e Saneamento",20090603,8.13,1370,357800,10660679
"Agua e Saneamento",20090604,8.09,948,283400,8409908
"Agua e Saneamento",20090605,8.12,1327,334900,9945981
"Agua e Saneamento",20090608,8.09,801,230000,6827885
"Agua e Saneamento",20090609,8.06,584,133900,3960408
"Agua e Saneamento",20090610,8.09,1089,209600,6216574
"Agua e Saneamento",20090612,8.27,841,263600,7992653
"Agua e Saneamento",20090615,7.96,1448,382100,11138716
"Agua e Saneamento",20090616,7.83,1146,328000,9393519
"Agua e Saneamento",20090617,7.60,1768,492700,13729692
"Agua e Saneamento",20090618,7.70,951,259900,7351474
"Agua e Saneamento",20090619,7.70,821,381000,10719452
"Agua e Saneamento",20090622,7.47,892,250500,6863362
"Agua e Saneamento",20090623,7.42,1088,344200,9338680
"Agua e Saneamento",20090624,7.51,1160,622500,17108450
"Agua e Saneamento",20090625,7.56,1332,325600,9012588
"Agua e Saneamento",20090626,7.90,1080,350100,10120390
"Agua e Saneamento",20090629,8.03,1227,270000,7952657
"Agua e Saneamento",20090630,8.02,897,224700,6590635
"Agua e Saneamento",20090701,8.13,500,138000,4117357
"Agua e Saneamento",20090702,7.89,703,172400,4988112
"Agua e Saneamento",20090703,7.92,361,81300,2359246
"Agua e Saneamento",20090706,7.80,748,154200,4410805
"Agua e Saneamento",20090707,7.65,1359,482400,13474233
"Agua e Saneamento",20090708,7.62,1155,312500,8716549
"Agua e Saneamento",20090710,7.54,786,182000,5034607
"Agua e Saneamento",20090713,7.65,779,198600,5554224
"Agua e Saneamento",20090714,7.64,981,361300,10097115
"Agua e Saneamento",20090715,7.84,1282,308600,8861592
"Agua e Saneamento",20090716,7.74,658,172600,4904922
"Agua e Saneamento",20090717,7.83,895,184100,5280903
"Agua e Saneamento",20090720,7.81,611,182000,5208805
"Agua e Saneamento",20090721,7.70,970,358200,10085645
"Agua e Saneamento",20090722,7.59,1363,325600,9066028
"Agua e Saneamento",20090723,7.53,2722,998800,27539025
"Agua e Saneamento",20090724,7.84,4248,2693700,77204116
"Agua e Saneamento",20090727,8.46,2545,1279600,39418448
"Agua e Saneamento",20090728,8.44,2192,692100,21363020
"Agua e Saneamento",20090729,8.40,1999,470100,14465487
"Agua e Saneamento",20090730,8.44,1746,420000,12992558
"Agua e Saneamento",20090731,8.54,1502,438000,13754504
"Agua e Saneamento",20090803,8.69,1306,339200,10814778
"Agua e Saneamento",20090804,8.58,996,233600,7368664
"Agua e Saneamento",20090805,8.58,1203,316800,9971133
"Agua e Saneamento",20090806,8.75,1558,440400,14155613
"Agua e Saneamento",20090807,8.92,2350,565400,18523367
"Agua e Saneamento",20090810,8.74,1818,765300,24432079
"Agua e Saneamento",20090811,8.68,971,252300,8025698
"Agua e Saneamento",20090812,8.45,3194,1283900,39775163
"Agua e Saneamento",20090813,8.41,1555,895900,27680798
"Agua e Saneamento",20090814,8.35,1888,685400,20944023
"Agua e Saneamento",20090817,8.27,1080,290300,8813510
"Agua e Saneamento",20090818,8.26,1060,315700,9556174
"Agua e Saneamento",20090819,8.45,1433,321400,9975623
"Agua e Saneamento",20090820,8.63,1365,278300,8820577
"Agua e Saneamento",20090821,8.55,1165,258600,8107322
"Agua e Saneamento",20090824,8.76,833,278500,8937229
"Agua e Saneamento",20090825,8.78,687,119400,3841265
"Agua e Saneamento",20090826,8.86,687,170700,5551022
"Agua e Saneamento",20090827,8.95,1128,268800,8810854
"Agua e Saneamento",20090828,9.10,707,294800,9828727
"Agua e Saneamento",20090831,9.27,1176,426500,14587979
"Agua e Saneamento",20090901,9.18,1097,379900,12800546
"Agua e Saneamento",20090902,8.96,991,324600,10664925
"Agua e Saneamento",20090903,8.92,971,469100,15341364
"Agua e Saneamento",20090904,8.93,1063,421800,13815818
"Agua e Saneamento",20090908,9.10,833,189600,6322547
"Agua e Saneamento",20090909,9.24,997,283000,9583412
"Agua e Saneamento",20090910,9.21,809,196900,6643752
"Agua e Saneamento",20090911,9.18,1007,270700,9115093
"Agua e Saneamento",20090914,9.27,666,237500,8052580
"Agua e Saneamento",20090915,9.34,871,178100,6097074
"Agua e Saneamento",20090916,9.47,918,187300,6496987
"Agua e Saneamento",20090917,9.61,942,275900,9718185
"Agua e Saneamento",20090918,9.66,681,290200,10283251
"Agua e Saneamento",20090921,9.54,833,217000,7577100
"Agua e Saneamento",20090922,9.68,577,122400,4345079
"Agua e Saneamento",20090923,9.43,996,333300,11540137
"Agua e Saneamento",20090924,9.28,1131,318200,10813091
"Agua e Saneamento",20090925,9.30,672,218200,7433685
"Agua e Saneamento",20090928,9.44,683,183100,6341880
"Agua e Saneamento",20090929,9.51,857,313300,10911911
"Agua e Saneamento",20090930,9.45,1472,514400,17734259
"Agua e Saneamento",20091001,9.21,1373,464600,15665417
"Agua e Saneamento",20091002,9.35,879,269300,9242281
"Agua e Saneamento",20091005,9.54,718,246200,8601308
"Agua e Saneamento",20091006,9.60,2046,772800,27103179
"Agua e Saneamento",20091007,9.46,1306,333400,11555978
"Agua e Saneamento",20091008,9.48,1045,217800,7564394
"Agua e Saneamento",20091009,9.56,1013,243100,8522221
"Agua e Saneamento",20091013,9.73,1085,226400,8063580
"Agua e Saneamento",20091014,9.83,1587,352100,12692149
"Agua e Saneamento",20091015,10.05,731,289700,10663055
"Agua e Saneamento",20091016,9.93,1442,279600,10179462
"Agua e Saneamento",20091019,10.03,706,225300,8259886
"Agua e Saneamento",20091020,9.74,1487,368000,13108390
"Agua e Saneamento",20091021,9.76,944,299500,10708383
"Agua e Saneamento",20091022,9.73,579,149800,5351580
"Agua e Saneamento",20091023,9.44,1602,420300,14595051
"Agua e Saneamento",20091026,9.47,1166,336100,11644335
"Agua e Saneamento",20091027,9.48,904,287800,10004423
"Agua e Saneamento",20091028,9.25,1283,395700,13410713
"Agua e Saneamento",20091029,9.39,1118,296700,10178714
"Agua e Saneamento",20091030,9.30,1465,384100,13070921
"Agua e Saneamento",20091103,9.31,977,241000,8232864
"Agua e Saneamento",20091104,9.40,1290,281800,9725924
"Agua e Saneamento",20091105,9.46,1030,252800,8776687
"Agua e Saneamento",20091106,9.54,846,258400,9035878
"Agua e Saneamento",20091109,9.48,1212,404900,14056100
"Agua e Saneamento",20091110,9.42,974,269600,9316035
"Agua e Saneamento",20091111,9.48,977,267900,9320832
"Agua e Saneamento",20091112,9.44,899,296800,10261258
"Agua e Saneamento",20091113,9.31,997,223500,7613416
"Agua e Saneamento",20091116,9.48,696,192000,6685001
"Agua e Saneamento",20091117,9.27,2046,706300,23977461
"Agua e Saneamento",20091118,9.01,1780,698500,23128927
"Agua e Saneamento",20091119,8.89,922,260100,8476841
"Agua e Saneamento",20091123,9.08,1203,364200,11750644
"Agua e Saneamento",20091124,9.00,1087,355100,11344515
"Agua e Saneamento",20091125,8.96,1056,318700,10152475
"Agua e Saneamento",20091126,8.77,896,194400,6060910
"Agua e Saneamento",20091127,8.84,1083,286300,8988666
"Agua e Saneamento",20091130,8.89,1077,378600,11960354
"Agua e Saneamento",20091201,9.09,1366,377900,12208504
"Agua e Saneamento",20091202,9.09,839,227500,7355125
"Agua e Saneamento",20091203,9.04,885,228700,7362732
"Agua e Saneamento",20091204,9.03,1057,411100,13190820
"Agua e Saneamento",20091207,9.08,1314,382900,12400805
"Agua e Saneamento",20091208,9.13,783,238500,7747082
"Agua e Saneamento",20091209,9.27,1186,361700,11934805
"Agua e Saneamento",20091210,9.37,1168,366900,12211476
"Agua e Saneamento",20091211,9.48,939,228700,7709490
"Agua e Saneamento",20091214,9.43,554,130500,4373685
"Agua e Saneamento",20091215,9.42,550,202700,6791528
"Agua e Saneamento",20091216,9.43,903,233700,7849018
"Agua e Saneamento",20091217,9.28,1547,384900,12701385
"Agua e Saneamento",20091218,9.13,1412,388600,12647628
