"sub_setor","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Material de Transporte",20100602,5.71,1789,1751400,16192791
"Material de Transporte",20100604,5.64,4053,1924300,17873818
"Material de Transporte",20100607,5.48,2172,1696300,15674807
"Material de Transporte",20100608,5.57,2776,2520000,23295255
"Material de Transporte",20100609,5.60,1934,2478800,22955924
"Material de Transporte",20100610,5.71,1370,1046600,9761920
"Material de Transporte",20100611,5.65,1995,1096400,10236635
"Material de Transporte",20100614,5.63,1423,929200,8801038
"Material de Transporte",20100615,5.71,2344,1694100,16297380
"Material de Transporte",20100616,5.75,5312,2805100,26956750
"Material de Transporte",20100617,5.80,1856,1306000,12556162
"Material de Transporte",20100618,6.03,1204,1136800,11079225
"Material de Transporte",20100621,5.42,1570,1050800,9968653
"Material de Transporte",20100622,5.81,2879,1451700,14244589
"Material de Transporte",20100623,5.55,1560,1331600,12855656
"Material de Transporte",20100624,6.08,1277,1089400,10472285
"Material de Transporte",20100625,6.53,799,513600,4986373
"Material de Transporte",20100628,5.86,757,664500,6198756
"Material de Transporte",20100629,5.57,2405,2352900,22096384
"Material de Transporte",20100630,5.56,2437,2140200,20162252
"Material de Transporte",20100701,5.44,2311,1626000,14983111
"Material de Transporte",20100702,5.42,2873,1718200,16179002
"Material de Transporte",20100705,5.54,1506,2185200,20834460
"Material de Transporte",20100706,5.41,2845,2644500,24583972
"Material de Transporte",20100707,5.49,2471,3504300,32785750
"Material de Transporte",20100708,5.69,1540,1232600,11566150
"Material de Transporte",20100712,5.58,1935,1442900,13782493
"Material de Transporte",20100713,5.64,2153,2029500,19343244
"Material de Transporte",20100714,5.76,1388,1077100,10359059
"Material de Transporte",20100715,5.73,1694,1760200,17039858
"Material de Transporte",20100716,5.79,2712,1709400,16361565
"Material de Transporte",20100719,5.70,1408,1814400,17471320
"Material de Transporte",20100720,6.06,4468,5025100,50011835
"Material de Transporte",20100721,5.93,3956,3119400,31678623
"Material de Transporte",20100722,6.04,2358,3910100,40441618
"Material de Transporte",20100723,5.96,2689,1438400,14951819
"Material de Transporte",20100726,6.11,1903,1537500,15995297
"Material de Transporte",20100727,6.11,3395,2366400,24943038
"Material de Transporte",20100728,6.35,2458,1984000,20835378
"Material de Transporte",20100729,6.45,2364,2629600,28492099
"Material de Transporte",20100730,6.69,4434,4680800,52264309
"Material de Transporte",20100802,6.76,5499,4216300,48578507
"Material de Transporte",20100803,6.74,3458,2861200,32474054
"Material de Transporte",20100804,6.54,2831,1799000,20549630
"Material de Transporte",20100805,6.68,3220,1802000,20863039
"Material de Transporte",20100806,6.51,3380,2238500,25230853
"Material de Transporte",20100809,6.62,1656,1310800,14314520
"Material de Transporte",20100810,6.38,3325,3232600,35022678
"Material de Transporte",20100811,6.55,1687,1656200,17920448
"Material de Transporte",20100812,6.55,1645,1446700,15577136
"Material de Transporte",20100813,6.46,3041,2366700,25607254
"Material de Transporte",20100816,6.38,2103,1403600,15295664
"Material de Transporte",20100817,6.53,2538,1790300,19726130
"Material de Transporte",20100818,6.71,5114,2713000,30685703
"Material de Transporte",20100819,7.36,2378,2089900,23723041
"Material de Transporte",20100820,6.63,2765,1902600,20537173
"Material de Transporte",20100823,6.53,1695,990000,10684719
"Material de Transporte",20100824,6.34,3805,2012900,21170693
"Material de Transporte",20100825,6.21,2814,1948900,20242636
"Material de Transporte",20100826,6.22,3058,1902000,19986476
"Material de Transporte",20100827,6.35,3776,1573100,16724465
"Material de Transporte",20100830,6.32,3255,1382400,14750393
"Material de Transporte",20100831,6.29,4426,3174500,34144091
"Material de Transporte",20100901,6.57,5054,2521000,28068064
"Material de Transporte",20100902,7.01,2906,1756100,19737512
"Material de Transporte",20100903,6.74,3146,1161200,13059576
"Material de Transporte",20100906,7.49,461,285900,3190165
"Material de Transporte",20100908,6.78,2165,1613400,18010460
"Material de Transporte",20100909,6.63,1775,1387300,15503863
"Material de Transporte",20100910,6.45,1961,1364400,15183258
"Material de Transporte",20100913,6.65,3843,2359900,21217602
"Material de Transporte",20100914,6.75,3379,2438800,19411818
"Material de Transporte",20100915,6.67,3345,1791200,17779895
"Material de Transporte",20100916,6.68,2100,2202000,17310979
"Material de Transporte",20100917,6.73,3722,3117600,29578053
"Material de Transporte",20100920,7.09,5628,2903200,29198343
"Material de Transporte",20100921,7.01,4908,3051500,31521171
"Material de Transporte",20100922,6.90,4553,2792600,28622822
"Material de Transporte",20100923,6.83,5092,3201700,30617871
"Material de Transporte",20100924,7.14,4676,3549600,35130841
"Material de Transporte",20100927,7.04,3268,2494300,24286043
"Material de Transporte",20100928,6.90,2520,1638200,16150423
"Material de Transporte",20100929,6.79,3207,2325800,22482108
"Material de Transporte",20100930,6.87,2798,2253500,22571761
"Material de Transporte",20101001,6.78,6030,3129100,28828136
"Material de Transporte",20101004,6.84,3458,2247600,21095484
"Material de Transporte",20101005,6.95,5127,3105700,33974610
"Material de Transporte",20101006,6.80,4883,3932300,32446881
"Material de Transporte",20101007,6.83,3054,3160300,24414556
"Material de Transporte",20101008,6.87,2340,3307300,26688584
"Material de Transporte",20101011,6.93,2936,1544000,15345032
"Material de Transporte",20101013,6.98,7366,5075200,47185634
"Material de Transporte",20101014,6.93,6019,6301800,53959884
"Material de Transporte",20101015,6.78,3213,2831500,25024099
"Material de Transporte",20101018,6.67,4237,4036200,38337848
"Material de Transporte",20101019,6.76,6820,4352200,41272126
"Material de Transporte",20101020,6.85,2845,5825100,49016328
"Material de Transporte",20101021,7.01,2380,3118100,26932547
"Material de Transporte",20101022,7.08,3480,4358500,40465178
"Material de Transporte",20101025,7.06,3399,3243600,28514939
"Material de Transporte",20101026,7.03,2513,3745400,29529355
"Material de Transporte",20101027,6.97,2766,2192700,19034050
"Material de Transporte",20101028,7.11,2663,2677500,21827407
"Material de Transporte",20101029,7.16,3393,3051400,28917665
"Material de Transporte",20101101,7.41,3535,1800600,16019832
"Material de Transporte",20101103,7.41,3288,2774900,26832855
"Material de Transporte",20101104,7.48,5727,3937100,37381637
"Material de Transporte",20101105,7.48,5603,2705800,25197250
"Material de Transporte",20101108,7.47,4496,2496600,20463982
"Material de Transporte",20101109,7.39,5019,4742900,40252320
"Material de Transporte",20101110,7.30,2814,2074700,20972655
"Material de Transporte",20101111,7.40,4199,2149300,21438590
"Material de Transporte",20101112,7.36,4358,3591200,29037896
"Material de Transporte",20101116,7.10,5359,3751800,34159407
"Material de Transporte",20101117,7.41,3532,2147500,21548920
"Material de Transporte",20101118,7.38,1928,2190800,21475609
"Material de Transporte",20101119,7.35,2484,1924900,18912776
"Material de Transporte",20101122,7.39,3573,2445400,25897902
"Material de Transporte",20101123,7.23,2515,1702700,16940626
"Material de Transporte",20101124,7.30,3828,2219300,22635500
"Material de Transporte",20101125,7.35,2074,1650500,13687782
"Material de Transporte",20101126,7.34,3773,2350300,23602956
"Material de Transporte",20101129,7.16,4411,3165700,30992345
"Material de Transporte",20101130,7.36,4738,4613800,47725068
"Material de Transporte",20101201,7.43,3723,3527800,33776101
"Material de Transporte",20101202,7.47,4200,1964300,18944643
"Material de Transporte",20101203,7.34,2959,1794000,16815640
"Material de Transporte",20101206,7.32,2894,2334900,22444112
"Material de Transporte",20101207,7.24,2072,2335400,19325249
"Material de Transporte",20101208,7.30,4088,1990700,19249336
"Material de Transporte",20101209,7.30,3907,2849600,28712204
"Material de Transporte",20101210,7.25,5606,2566800,22308010
"Material de Transporte",20101213,7.29,4244,2559200,23322396
"Material de Transporte",20101214,7.40,3967,2346100,22467976
"Material de Transporte",20101215,7.43,7000,3504700,33040966
"Material de Transporte",20101216,7.34,2955,3400300,36513239
"Material de Transporte",20101217,7.47,3588,2647600,25701863
"Material de Transporte",20101220,7.46,3738,3238100,31083619
"Material de Transporte",20101221,7.45,4611,4878100,44491143
"Material de Transporte",20101222,7.36,3762,4565100,41578886
"Material de Transporte",20101223,7.28,2992,5288100,40292789
"Material de Transporte",20101227,7.49,2056,1050900,10697966
"Material de Transporte",20101228,7.29,2156,1543900,16126454
"Material de Transporte",20101229,7.29,2322,2002700,21267016
"Material de Transporte",20101230,7.34,5427,7084300,73584170
"Material de Transporte",20110103,7.40,4072,3153700,32570891
"Material de Transporte",20110104,7.39,3201,2629300,27113780
"Material de Transporte",20110105,7.38,3431,2184200,21418438
"Material de Transporte",20110106,7.39,3973,2850100,30240331
"Material de Transporte",20110107,7.51,2782,2107400,18244534
"Material de Transporte",20110110,7.48,2822,1905000,20186591
"Material de Transporte",20110111,7.58,4658,3666500,37670359
"Material de Transporte",20110112,7.57,3972,2776900,31043327
"Material de Transporte",20110113,7.51,2880,1742200,17840660
"Material de Transporte",20110114,7.88,4354,4367800,54681576
"Material de Transporte",20110117,7.99,2277,1831600,20277382
"Material de Transporte",20110118,8.28,6152,3343900,41691141
"Material de Transporte",20110119,8.09,3608,1574700,18967217
"Material de Transporte",20110120,7.99,3544,3099100,31019651
"Material de Transporte",20110121,8.08,4675,1861000,18371116
"Material de Transporte",20110124,7.98,3341,1414100,13959668
"Material de Transporte",20110126,7.88,4324,4078000,45688208
"Material de Transporte",20110127,7.87,6118,5078100,49252905
"Material de Transporte",20110128,7.86,7961,6689100,53716078
"Material de Transporte",20110131,7.88,4783,3486200,30157111
"Material de Transporte",20110201,7.89,4689,3706500,33530501
"Material de Transporte",20110202,7.97,4421,3662900,37994570
"Material de Transporte",20110203,7.96,5363,3161300,27309572
"Material de Transporte",20110204,7.93,3881,2475800,25649707
"Material de Transporte",20110207,8.08,4613,3292100,37673248
"Material de Transporte",20110208,8.04,4514,2946400,31414618
"Material de Transporte",20110209,8.06,3426,2144100,24809811
"Material de Transporte",20110210,7.98,5361,3411100,33792207
"Material de Transporte",20110211,7.91,4188,2828200,25839794
"Material de Transporte",20110214,8.10,5052,3762500,38706226
"Material de Transporte",20110215,8.10,4358,3253900,33235324
"Material de Transporte",20110216,8.08,5158,3038900,28789916
"Material de Transporte",20110217,8.03,3159,2298300,23980065
"Material de Transporte",20110218,8.28,3994,3526100,34344254
"Material de Transporte",20110221,8.28,3148,1865200,15353263
"Material de Transporte",20110222,8.13,3217,2885200,29617499
"Material de Transporte",20110223,7.90,5035,3403300,35490236
"Material de Transporte",20110224,7.66,5451,6009700,44405380
"Material de Transporte",20110225,7.98,4508,2890700,29091979
"Material de Transporte",20110228,7.92,5386,3238600,31021851
"Material de Transporte",20110301,8.04,3495,2114100,22881441
"Material de Transporte",20110302,7.81,2839,3175100,32879517
"Material de Transporte",20110303,7.85,3746,2884000,30371134
"Material de Transporte",20110304,7.84,4245,5862500,43092381
"Material de Transporte",20110309,8.16,3266,1686700,18020236
"Material de Transporte",20110310,7.97,3932,3133100,29291773
"Material de Transporte",20110311,8.06,4340,3105200,31450404
"Material de Transporte",20110314,7.79,2944,2145300,21094565
"Material de Transporte",20110315,7.78,5694,4320900,46329684
"Material de Transporte",20110316,7.82,5618,5423200,48919851
"Material de Transporte",20110317,8.04,8102,4503300,39535538
"Material de Transporte",20110318,8.27,6589,4497000,43077920
"Material de Transporte",20110321,8.34,5184,2474600,25414836
"Material de Transporte",20110322,8.31,5226,5495700,46445357
"Material de Transporte",20110323,8.26,4098,2987500,31863804
"Material de Transporte",20110324,8.23,3680,2931400,29559521
"Material de Transporte",20110325,8.04,6035,4778900,57409606
"Material de Transporte",20110328,7.98,5370,3304300,30713776
"Material de Transporte",20110329,8.08,2613,2093400,22162977
"Material de Transporte",20110330,8.04,2381,2346000,23063002
"Material de Transporte",20110331,8.23,2457,2038600,21633605
"Material de Transporte",20110401,8.16,5598,3454900,34575682
"Material de Transporte",20110404,8.22,3633,1976900,20121289
"Material de Transporte",20110405,8.24,4571,2586300,27945298
"Material de Transporte",20110406,8.14,5962,2339000,23974790
"Material de Transporte",20110407,8.09,3651,2961000,32230700
"Material de Transporte",20110408,7.98,3363,2349300,25102304
"Material de Transporte",20110411,8.07,3823,2577400,27628896
"Material de Transporte",20110412,7.79,4448,2853200,28916798
"Material de Transporte",20110413,7.80,6463,3427600,31593007
"Material de Transporte",20110414,7.58,3439,1639300,17515256
"Material de Transporte",20110415,7.43,4733,2644900,28523524
"Material de Transporte",20110418,7.55,4270,2674700,29962136
"Material de Transporte",20110419,7.45,4474,2377900,22777790
"Material de Transporte",20110420,7.42,3451,2897400,25142080
"Material de Transporte",20110425,7.62,2322,1654800,15837623
"Material de Transporte",20110426,7.74,4961,4173400,38014181
"Material de Transporte",20110427,7.76,4322,1822300,19180042
"Material de Transporte",20110428,7.58,5659,4158100,40395196
"Material de Transporte",20110429,7.65,4158,2819200,30023677
"Material de Transporte",20110502,7.63,3768,3678500,35393943
"Material de Transporte",20110503,7.87,4680,5171900,57772455
"Material de Transporte",20110504,7.78,5327,3154100,33932487
"Material de Transporte",20110505,7.79,4424,2667000,26097648
"Material de Transporte",20110506,7.75,3316,1607000,16840131
"Material de Transporte",20110509,8.42,3301,2009900,20089278
"Material de Transporte",20110510,8.12,1759,1233400,13609887
"Material de Transporte",20110511,8.14,2636,1550300,17195163
"Material de Transporte",20110512,8.29,2434,1223300,13831761
"Material de Transporte",20110513,7.94,3282,1527200,17452551
"Material de Transporte",20110516,8.14,2909,1094400,11800559
"Material de Transporte",20110517,8.02,4162,1984100,19835047
"Material de Transporte",20110518,7.81,3052,1735100,19854108
"Material de Transporte",20110519,8.04,4163,2634400,30179884
"Material de Transporte",20110520,8.04,1887,1051800,11903472
"Material de Transporte",20110523,7.77,3867,1892800,18645021
"Material de Transporte",20110524,7.61,4835,2360000,26346559
"Material de Transporte",20110525,7.91,2711,1777400,19526512
"Material de Transporte",20110526,7.78,3872,3517100,37355368
"Material de Transporte",20110527,7.67,2722,1921000,19142111
"Material de Transporte",20110530,7.84,1149,717100,7938730
"Material de Transporte",20110531,7.68,4524,4502000,42321349
"Material de Transporte",20110601,7.65,2932,1797300,20291918
"Material de Transporte",20110602,7.60,5394,3436300,37866712
"Material de Transporte",20110603,7.74,3280,2765800,31349487
"Material de Transporte",20110606,7.69,3426,2207900,23211924
"Material de Transporte",20110607,7.63,4261,2205000,22856374
"Material de Transporte",20110608,7.29,2584,2347000,24739525
"Material de Transporte",20110609,7.56,3997,5116500,56629294
"Material de Transporte",20110610,7.51,3414,1622900,17891699
"Material de Transporte",20110613,7.50,4555,2429500,27259915
"Material de Transporte",20110614,7.63,3885,2767000,30377205
"Material de Transporte",20110615,7.46,5988,3535200,39206212
"Material de Transporte",20110616,7.35,2904,1499700,15827053
"Material de Transporte",20110617,7.64,3818,2485200,25210091
"Material de Transporte",20110620,7.64,3764,2529200,27971169
"Material de Transporte",20110621,7.59,2871,2722900,30562813
"Material de Transporte",20110622,7.32,2296,1610200,18115581
"Material de Transporte",20110624,7.46,2842,1171900,11181485
"Material de Transporte",20110627,7.27,3467,2656500,28525451
"Material de Transporte",20110628,7.30,3587,2024100,21436192
"Material de Transporte",20110629,7.36,3761,2765200,29004292
"Material de Transporte",20110630,7.54,2915,2487000,28110106
"Material de Transporte",20110701,7.46,3604,2531900,27944314
"Material de Transporte",20110704,7.40,1673,996400,9733704
"Material de Transporte",20110705,7.54,3437,1680400,18631572
"Material de Transporte",20110706,7.54,2821,2697800,31285297
"Material de Transporte",20110707,7.54,2522,2600800,26208140
"Material de Transporte",20110708,7.43,2937,2443200,27089397
"Material de Transporte",20110711,7.05,2282,1554700,15258007
"Material de Transporte",20110712,6.84,2964,1724600,15975522
"Material de Transporte",20110713,6.99,2427,1641400,16793856
"Material de Transporte",20110714,7.03,2658,1737000,16390198
"Material de Transporte",20110715,6.65,2285,1636500,14600982
"Material de Transporte",20110718,6.82,2947,1873300,16338035
"Material de Transporte",20110719,6.77,3376,1945500,17189679
"Material de Transporte",20110720,6.79,3450,1948300,18488885
"Material de Transporte",20110721,6.73,3723,2141200,17637478
"Material de Transporte",20110722,7.09,2473,1377500,12726371
"Material de Transporte",20110725,6.99,3252,1624900,15163582
"Material de Transporte",20110726,6.91,3453,1967500,18100885
"Material de Transporte",20110727,6.64,4411,2966800,29859075
"Material de Transporte",20110728,6.50,4169,2274700,22466383
"Material de Transporte",20110729,6.87,5895,7147100,76625684
"Material de Transporte",20110801,6.71,4670,2906400,29994600
"Material de Transporte",20110802,6.65,2907,1334600,12354638
"Material de Transporte",20110803,6.56,4942,3005300,25475753
"Material de Transporte",20110804,6.31,5074,3419200,30616559
"Material de Transporte",20110805,5.79,5808,4035700,34519946
"Material de Transporte",20110808,5.44,8692,5087100,36880338
"Material de Transporte",20110809,5.44,6162,3146800,24641227
"Material de Transporte",20110810,5.78,6562,3780600,30630458
"Material de Transporte",20110811,5.73,5006,3120200,25411443
"Material de Transporte",20110812,5.87,4143,2341800,18406100
"Material de Transporte",20110815,5.93,3593,2244400,17443601
"Material de Transporte",20110816,5.99,3549,1782500,14655662
"Material de Transporte",20110817,5.94,6551,3346000,30241727
"Material de Transporte",20110818,5.69,3276,1955300,16147064
"Material de Transporte",20110819,5.57,3951,2067800,16552639
"Material de Transporte",20110822,5.68,3201,1995200,16316083
"Material de Transporte",20110823,5.68,4840,3382800,26105780
"Material de Transporte",20110824,5.85,3565,2719800,19192895
"Material de Transporte",20110825,5.67,5346,3498700,27182079
"Material de Transporte",20110826,5.63,2606,1580700,12522262
"Material de Transporte",20110829,6.02,2740,2015700,15238061
"Material de Transporte",20110830,5.89,2852,1805800,14509201
"Material de Transporte",20110831,6.18,4207,2397500,20358308
"Material de Transporte",20110901,6.42,4280,4219200,32932350
"Material de Transporte",20110902,6.32,3842,2804500,23974485
"Material de Transporte",20110905,6.34,1700,717400,6291399
"Material de Transporte",20110906,6.12,2671,2204700,18023586
"Material de Transporte",20110908,6.32,3608,2260000,20672949
"Material de Transporte",20110909,6.22,2858,1583900,14691736
"Material de Transporte",20110912,6.20,3825,2137100,18866383
"Material de Transporte",20110913,6.50,5114,3541000,34146879
"Material de Transporte",20110914,6.77,5139,3330700,32683597
"Material de Transporte",20110915,6.96,4292,3211100,32470673
"Material de Transporte",20110916,6.85,4173,3303600,31412246
"Material de Transporte",20110919,6.99,4468,2373700,24318817
"Material de Transporte",20110920,7.10,5807,2105600,20640271
"Material de Transporte",20110921,7.20,5947,4292300,47259898
"Material de Transporte",20110922,6.90,8859,5161800,53889418
"Material de Transporte",20110923,6.89,6573,3410600,34844361
"Material de Transporte",20110926,7.19,5053,2486400,24164698
"Material de Transporte",20110927,6.97,4446,2598500,22477562
"Material de Transporte",20110928,7.20,5094,3467800,33457591
"Material de Transporte",20110929,7.23,5714,3196000,27972987
"Material de Transporte",20110930,7.21,4112,7524100,57260417
"Material de Transporte",20111003,7.19,5046,3426100,34052057
"Material de Transporte",20111004,6.93,8058,4843100,40554562
"Material de Transporte",20111005,6.77,5021,2807300,27214793
"Material de Transporte",20111006,7.03,6954,4094300,41790173
"Material de Transporte",20111007,6.98,5884,2067500,20714121
"Material de Transporte",20111010,7.27,4653,2678200,26864783
"Material de Transporte",20111011,7.29,3812,3106200,33034126
"Material de Transporte",20111013,7.35,7890,3156800,31938439
"Material de Transporte",20111014,7.43,3612,2828400,26784471
"Material de Transporte",20111017,7.32,4202,3816000,35058703
"Material de Transporte",20111018,7.53,5088,4542600,40749507
"Material de Transporte",20111019,7.59,4633,2387000,25119560
"Material de Transporte",20111020,7.73,5155,2414600,24534549
"Material de Transporte",20111021,7.66,5266,3466000,31616895
"Material de Transporte",20111024,7.73,4355,1688200,18065326
"Material de Transporte",20111025,7.72,4139,2503900,26277630
"Material de Transporte",20111026,7.65,3999,3598500,36538420
"Material de Transporte",20111027,7.67,5250,3362200,37008302
"Material de Transporte",20111028,7.71,3727,1870400,19606970
"Material de Transporte",20111031,7.46,5225,2831900,30942013
"Material de Transporte",20111101,7.36,5020,2269900,24065328
"Material de Transporte",20111103,7.33,6924,5117800,55405501
"Material de Transporte",20111104,7.47,5665,4913300,53246806
"Material de Transporte",20111107,7.53,4361,2536200,27787431
"Material de Transporte",20111108,7.54,4329,7794400,67051880
"Material de Transporte",20111109,7.44,5039,3457500,32670845
"Material de Transporte",20111110,7.47,2315,2607400,25258497
"Material de Transporte",20111111,7.54,3211,2170600,24243267
"Material de Transporte",20111114,7.46,2203,1200000,13054921
"Material de Transporte",20111116,7.47,7394,3107800,30702187
"Material de Transporte",20111117,7.36,5667,3096800,29092191
"Material de Transporte",20111118,7.25,3890,3320600,29688438
"Material de Transporte",20111121,7.27,3231,3118400,28029131
"Material de Transporte",20111122,7.11,4303,2894500,26471401
"Material de Transporte",20111123,7.00,4361,3317600,30796285
"Material de Transporte",20111124,6.82,3356,1432600,13381904
"Material de Transporte",20111125,7.17,3923,1409700,13752665
"Material de Transporte",20111128,7.31,5062,2464400,23743993
"Material de Transporte",20111129,7.51,4686,2637200,26898502
"Material de Transporte",20111130,7.43,9153,3761400,38761675
"Material de Transporte",20111201,7.38,5235,2679900,25150623
"Material de Transporte",20111202,7.20,5103,3046300,27542961
"Material de Transporte",20111205,7.26,5032,2450600,23869767
"Material de Transporte",20111206,7.24,5118,2392000,22732288
"Material de Transporte",20111207,7.02,6523,3227200,29539040
"Material de Transporte",20111208,7.08,4443,2076300,20012938
"Material de Transporte",20111209,7.05,3819,1702800,15915689
"Material de Transporte",20111212,6.98,3709,1795700,16568980
"Material de Transporte",20111213,7.13,6467,2748600,25126628
"Material de Transporte",20111214,6.94,9483,3577800,32683835
"Material de Transporte",20111215,7.04,4761,2337700,21528865
"Material de Transporte",20111216,6.88,2532,1396200,12399893
"Material de Transporte",20111219,6.92,3640,1274800,11446932
"Material de Transporte",20111220,7.03,3828,3171900,32755434
"Material de Transporte",20111221,7.16,5664,2682600,25629757
"Material de Transporte",20111222,7.00,4907,2175900,18935757
"Material de Transporte",20111223,6.99,3404,1856400,17033526
"Material de Transporte",20111226,7.06,1951,1297400,9559111
"Material de Transporte",20111227,7.19,4982,4714200,45639436
"Material de Transporte",20111228,7.32,4003,1998800,19750708
"Material de Transporte",20111229,7.21,2901,2122800,22266518
"Material de Transporte",20120102,7.46,2806,1996000,21079341
"Material de Transporte",20120103,7.48,5954,3500600,33683672
"Material de Transporte",20120104,7.51,6480,3868900,39375377
"Material de Transporte",20120105,7.45,3916,1689400,18885011
"Material de Transporte",20120106,7.57,3480,1546900,14569867
"Material de Transporte",20120109,7.48,3185,1898100,18385376
"Material de Transporte",20120110,7.54,4222,2220200,22029909
"Material de Transporte",20120111,7.58,2544,1015100,10389827
"Material de Transporte",20120112,7.64,2677,1345300,13609567
"Material de Transporte",20120113,7.63,3416,1345500,13083055
"Material de Transporte",20120116,7.64,1850,566600,5889853
"Material de Transporte",20120117,7.55,4403,2258600,20855069
"Material de Transporte",20120118,7.64,4399,2081200,21152492
"Material de Transporte",20120119,7.66,3318,1873400,19238224
"Material de Transporte",20120120,7.77,3279,1116400,12240065
"Material de Transporte",20120123,7.76,3593,1219600,12317006
"Material de Transporte",20120124,7.63,4038,1868200,19454538
"Material de Transporte",20120126,7.73,7312,2803800,28758032
"Material de Transporte",20120127,7.76,4532,1702900,17488879
"Material de Transporte",20120130,7.54,6289,2860300,29983034
"Material de Transporte",20120131,7.66,5287,2605100,26401598
"Material de Transporte",20120201,7.75,7212,4412800,42230293
"Material de Transporte",20120202,7.82,7564,3757000,41277017
"Material de Transporte",20120203,7.87,6381,2647300,28191876
"Material de Transporte",20120206,7.89,3680,2349600,24268749
"Material de Transporte",20120207,7.82,4628,3338900,38761025
"Material de Transporte",20120208,7.81,4345,3995200,45767740
"Material de Transporte",20120209,7.81,5871,3777500,41285029
"Material de Transporte",20120210,7.91,5370,3495100,39727095
"Material de Transporte",20120213,7.99,3404,1320800,15278641
"Material de Transporte",20120214,8.18,4750,2025900,23396734
"Material de Transporte",20120215,8.54,10061,5705600,71081481
"Material de Transporte",20120216,8.61,5358,2958500,35404693
"Material de Transporte",20120217,8.51,6301,2510600,28427509
"Material de Transporte",20120222,8.14,3245,1347600,14830999
"Material de Transporte",20120223,8.31,6060,2220000,25253719
"Material de Transporte",20120224,8.29,5480,2886600,32936306
"Material de Transporte",20120227,8.04,4370,2446100,26111615
"Material de Transporte",20120228,8.15,6993,3544700,38828615
"Material de Transporte",20120229,8.24,9775,4524100,52967102
"Material de Transporte",20120301,8.34,9079,4529500,45416656
"Material de Transporte",20120302,8.20,4279,3025300,32495144
"Material de Transporte",20120305,8.28,4324,2401600,27912226
"Material de Transporte",20120306,8.11,4474,2448000,26467961
"Material de Transporte",20120307,8.04,4144,3491700,39360285
"Material de Transporte",20120308,8.22,9196,2615100,28664844
"Material de Transporte",20120309,8.51,6364,2139700,23325857
"Material de Transporte",20120312,8.34,6121,3172700,36286934
"Material de Transporte",20120313,8.48,7062,5299700,54029177
"Material de Transporte",20120314,8.82,11224,6484400,72877206
"Material de Transporte",20120315,9.07,5026,3208400,38100622
"Material de Transporte",20120316,8.83,4009,2550800,29018932
"Material de Transporte",20120319,8.72,3035,1529800,17667922
"Material de Transporte",20120320,8.46,6251,3023800,32222563
"Material de Transporte",20120321,9.11,8870,5656500,75295731
"Material de Transporte",20120322,9.01,5935,5397400,64294845
"Material de Transporte",20120323,9.01,6867,3230800,40447906
"Material de Transporte",20120326,9.22,6517,2779000,35043502
"Material de Transporte",20120327,9.13,3744,1853200,22134420
"Material de Transporte",20120328,8.96,3213,1857300,22194772
"Material de Transporte",20120329,9.03,8297,4006200,49932104
"Material de Transporte",20120330,9.28,8312,3520700,44269728
"Material de Transporte",20120402,9.10,7243,5243100,66505030
"Material de Transporte",20120403,9.43,6719,4043800,53648061
"Material de Transporte",20120404,9.70,10650,6754700,97873415
"Material de Transporte",20120405,9.71,7336,5041700,67105526
"Material de Transporte",20120409,9.93,5197,2668700,37775985
"Material de Transporte",20120410,9.59,6377,3832800,48366309
"Material de Transporte",20120411,9.97,6228,3549400,47017442
"Material de Transporte",20120412,10.07,5345,2319900,34219120
"Material de Transporte",20120413,9.96,4882,1937200,25493815
"Material de Transporte",20120416,10.02,3705,1913500,24280123
"Material de Transporte",20120417,10.48,3200,1622400,23774486
"Material de Transporte",20120418,10.39,9191,3958900,58678632
"Material de Transporte",20120419,10.47,3478,2247100,33176928
"Material de Transporte",20120420,10.27,7598,6572400,100816692
"Material de Transporte",20120423,9.83,5094,1770200,24568002
"Material de Transporte",20120424,10.34,6518,2879000,40586671
"Material de Transporte",20120425,10.26,7251,2487500,33226413
"Material de Transporte",20120426,10.35,6080,2384600,33570251
"Material de Transporte",20120427,10.44,5150,2571900,39442844
"Material de Transporte",20120430,10.14,4842,2184000,33907439
"Material de Transporte",20120502,10.21,7650,2893700,40062032
"Material de Transporte",20120503,10.05,7594,4333800,59093410
"Material de Transporte",20120504,10.12,10657,4584500,67641327
"Material de Transporte",20120507,10.27,8168,3435800,47742184
"Material de Transporte",20120508,9.94,6634,3215500,45888775
"Material de Transporte",20120509,9.82,5648,4185200,56308391
"Material de Transporte",20120510,9.69,4001,2308400,31961931
"Material de Transporte",20120511,9.74,6057,2751200,37258569
"Material de Transporte",20120514,9.64,5660,2222700,29711121
"Material de Transporte",20120515,9.55,5986,2938500,38886044
"Material de Transporte",20120516,9.48,5325,2401100,29912729
"Material de Transporte",20120517,9.19,7646,3126100,39943369
"Material de Transporte",20120518,9.02,9434,5210900,68654439
"Material de Transporte",20120521,9.26,7114,4125200,46587569
"Material de Transporte",20120522,9.28,12342,4563500,60139741
"Material de Transporte",20120523,9.45,7779,2819300,37490031
"Material de Transporte",20120524,9.29,7237,2057000,27810804
"Material de Transporte",20120525,9.22,7144,2115000,27093685
"Material de Transporte",20120528,9.31,3887,908600,11321514
"Material de Transporte",20120529,9.22,5914,2886900,37779797
"Material de Transporte",20120530,8.94,5490,2177400,27261679
"Material de Transporte",20120531,9.04,5236,2436300,30196102
"Material de Transporte",20120601,9.00,5619,2270100,25221098
