"segmento","hora","media","negocios","quantidade_papeis","volume_financeiro"
"Acucar e Alcool",20091207,18.04,2961,1179700,26334567
"Acucar e Alcool",20091208,17.79,1456,492700,10806732
"Acucar e Alcool",20091209,17.79,1712,774900,17011424
"Acucar e Alcool",20091210,17.94,1191,760600,16862107
"Acucar e Alcool",20091211,17.94,1304,790700,17494439
"Acucar e Alcool",20091214,18.35,2980,1302400,29594874
"Acucar e Alcool",20091215,18.83,2838,1740300,40430443
"Acucar e Alcool",20091216,18.65,2509,1802700,41598755
"Acucar e Alcool",20091217,17.99,2454,1012900,22475759
"Acucar e Alcool",20091218,18.17,1234,839400,18842249
"Acucar e Alcool",20091221,18.30,2137,1277600,28851105
"Acucar e Alcool",20091222,18.32,1888,1213800,27456310
"Acucar e Alcool",20091223,19.00,3006,1203300,28281018
"Acucar e Alcool",20091228,19.77,1507,855100,20812825
"Acucar e Alcool",20091229,19.89,1433,896500,21994331
"Acucar e Alcool",20091230,20.42,1786,956200,24183701
"Acucar e Alcool",20100104,20.54,1723,996000,25226965
"Acucar e Alcool",20100105,20.69,3839,2044400,51907378
"Acucar e Alcool",20100106,20.29,3490,1905600,47575947
"Acucar e Alcool",20100107,19.07,10408,7537000,176153043
"Acucar e Alcool",20100108,19.18,8345,6699000,158163747
"Acucar e Alcool",20100111,19.29,3093,1786600,42651691
"Acucar e Alcool",20100112,19.00,2853,1856600,43558974
"Acucar e Alcool",20100113,18.77,3519,2083300,48163319
"Acucar e Alcool",20100114,18.86,2217,1398900,32608541
"Acucar e Alcool",20100115,18.90,2179,1287300,30075912
"Acucar e Alcool",20100118,19.04,734,471800,11076333
"Acucar e Alcool",20100119,18.89,1232,803100,18744820
"Acucar e Alcool",20100120,18.51,1938,911400,20781247
"Acucar e Alcool",20100121,17.88,1811,796000,17587137
"Acucar e Alcool",20100122,17.82,2290,1520400,33813816
"Acucar e Alcool",20100126,18.15,3728,1481400,33101098
"Acucar e Alcool",20100127,17.89,2613,1052400,23234221
"Acucar e Alcool",20100128,17.88,1616,1056600,23211257
"Acucar e Alcool",20100129,17.60,2125,1096100,23778191
"Acucar e Alcool",20100201,19.08,4370,4134900,96672139
"Acucar e Alcool",20100202,19.11,4089,2570500,61001586
"Acucar e Alcool",20100203,19.32,3016,3033900,72426420
"Acucar e Alcool",20100204,19.09,2458,2092200,49498480
"Acucar e Alcool",20100205,18.59,3109,2457000,56318023
"Acucar e Alcool",20100208,19.47,3123,2040000,49139226
"Acucar e Alcool",20100209,20.32,3314,2240500,56150748
"Acucar e Alcool",20100210,19.87,2382,2038500,50019135
"Acucar e Alcool",20100211,19.55,1962,2369400,57138743
"Acucar e Alcool",20100212,19.35,1596,1030800,24632513
"Acucar e Alcool",20100217,20.10,2446,1072200,26627505
"Acucar e Alcool",20100218,19.71,1326,638100,15570149
"Acucar e Alcool",20100219,19.77,1378,613800,14989994
"Acucar e Alcool",20100222,19.65,1588,912800,22153199
"Acucar e Alcool",20100223,19.21,2064,1443200,34107957
"Acucar e Alcool",20100224,18.92,2675,1422200,33250390
"Acucar e Alcool",20100225,18.68,2185,1719200,39511261
"Acucar e Alcool",20100226,18.88,1711,1283200,29924676
"Acucar e Alcool",20100301,19.09,1160,641900,15120801
"Acucar e Alcool",20100302,19.16,1426,1061200,25079761
"Acucar e Alcool",20100303,19.02,2197,1213600,28419942
"Acucar e Alcool",20100304,18.49,3388,2272400,51694921
"Acucar e Alcool",20100305,18.13,3637,2806900,62638403
"Acucar e Alcool",20100308,18.18,1674,1142500,25668311
"Acucar e Alcool",20100309,18.24,2151,1133900,25518120
"Acucar e Alcool",20100310,18.46,2481,1624500,37064000
"Acucar e Alcool",20100311,18.32,1117,628200,14197086
"Acucar e Alcool",20100312,18.42,1110,1051100,23940602
"Acucar e Alcool",20100315,18.40,1048,400400,9085808
"Acucar e Alcool",20100316,18.34,1510,588600,13308941
"Acucar e Alcool",20100317,18.53,2484,1337100,30573175
"Acucar e Alcool",20100318,18.97,2818,1943900,45453207
"Acucar e Alcool",20100319,18.92,1211,728200,17010860
"Acucar e Alcool",20100322,18.95,867,449400,10498332
"Acucar e Alcool",20100323,18.70,2079,782100,18032948
"Acucar e Alcool",20100324,18.09,2218,1526600,34065291
"Acucar e Alcool",20100325,17.91,2429,1221500,26961849
"Acucar e Alcool",20100326,17.90,1035,711900,15748461
"Acucar e Alcool",20100329,18.30,2211,1331800,30137129
"Acucar e Alcool",20100330,18.03,1436,926100,20581896
"Acucar e Alcool",20100331,17.62,2083,1138000,24698341
"Acucar e Alcool",20100401,17.42,3540,2508700,53887841
"Acucar e Alcool",20100405,17.43,1442,1288500,27664443
"Acucar e Alcool",20100406,17.43,3652,2742900,58996507
"Acucar e Alcool",20100407,17.56,2427,1360500,29481802
"Acucar e Alcool",20100408,17.96,5010,3443300,76378100
"Acucar e Alcool",20100409,17.68,2526,1353500,29531251
"Acucar e Alcool",20100412,18.20,4070,3973800,89238143
"Acucar e Alcool",20100413,18.62,2389,2208400,50687404
"Acucar e Alcool",20100414,19.07,4129,1791100,42157058
"Acucar e Alcool",20100415,18.80,2258,1514400,35186999
"Acucar e Alcool",20100416,18.25,2174,1266300,28468825
"Acucar e Alcool",20100419,18.35,2154,1384500,31240604
"Acucar e Alcool",20100420,18.70,2028,1047500,24166547
"Acucar e Alcool",20100422,18.53,3151,1397100,31890127
"Acucar e Alcool",20100423,18.65,1637,1319600,30397507
"Acucar e Alcool",20100426,18.53,702,383600,8777001
"Acucar e Alcool",20100427,17.87,3417,1667700,36661839
"Acucar e Alcool",20100428,17.59,2147,1249300,27144223
"Acucar e Alcool",20100429,17.58,1252,962100,20872111
"Acucar e Alcool",20100430,17.78,2427,1958600,43088710
"Acucar e Alcool",20100503,17.99,2574,1364900,30364951
"Acucar e Alcool",20100504,17.38,3288,1386600,29692059
"Acucar e Alcool",20100505,16.81,2911,1916800,39657980
"Acucar e Alcool",20100506,16.34,4385,1936400,38793892
"Acucar e Alcool",20100507,16.01,2901,1411000,27940272
"Acucar e Alcool",20100510,16.63,1662,797600,16350238
"Acucar e Alcool",20100511,16.67,2605,1078500,22189280
"Acucar e Alcool",20100512,16.83,1070,564800,11755575
"Acucar e Alcool",20100513,16.81,1179,511900,10624493
"Acucar e Alcool",20100514,16.28,1435,716500,14370699
"Acucar e Alcool",20100517,16.05,2447,1177800,23311211
"Acucar e Alcool",20100518,16.21,2901,1301100,26171543
"Acucar e Alcool",20100519,15.76,1984,1182200,23056899
"Acucar e Alcool",20100520,14.80,3239,2069000,37709221
"Acucar e Alcool",20100521,15.28,1779,997300,18759957
"Acucar e Alcool",20100524,15.84,2254,802500,15706218
"Acucar e Alcool",20100525,15.20,1394,617900,11572111
"Acucar e Alcool",20100526,16.02,2636,2380200,47239154
"Acucar e Alcool",20100527,16.68,2948,1401800,28846839
"Acucar e Alcool",20100528,16.69,1598,776500,16012588
"Acucar e Alcool",20100531,16.72,606,329100,6795506
"Acucar e Alcool",20100601,16.60,1084,660200,13501780
"Acucar e Alcool",20100602,16.43,940,906600,18395975
"Acucar e Alcool",20100604,16.20,1212,642300,12836669
"Acucar e Alcool",20100607,15.96,2014,793300,15640175
"Acucar e Alcool",20100608,16.22,1533,804700,16127626
"Acucar e Alcool",20100609,16.50,2365,774300,15740784
"Acucar e Alcool",20100610,16.70,1385,1029900,21228738
"Acucar e Alcool",20100611,16.97,1375,1463600,30662535
"Acucar e Alcool",20100614,16.89,1334,957700,20009252
"Acucar e Alcool",20100615,17.46,1712,1249800,26745927
"Acucar e Alcool",20100616,18.03,3841,2143800,47696758
"Acucar e Alcool",20100617,18.19,2445,1436300,32245173
"Acucar e Alcool",20100618,18.26,1091,941400,21214284
"Acucar e Alcool",20100621,18.21,1580,1302600,29293459
"Acucar e Alcool",20100622,18.24,2023,1433400,32295562
"Acucar e Alcool",20100623,18.18,1235,588400,13207208
"Acucar e Alcool",20100624,18.07,1349,710800,15889001
"Acucar e Alcool",20100625,18.33,888,581800,13130671
"Acucar e Alcool",20100628,18.40,1337,695100,15772600
"Acucar e Alcool",20100629,17.95,1716,931100,20621302
"Acucar e Alcool",20100630,18.24,2150,1189700,26796207
"Acucar e Alcool",20100701,18.45,2423,2118300,48411094
"Acucar e Alcool",20100702,18.43,1929,711000,16181683
"Acucar e Alcool",20100705,18.45,1191,1114400,25390663
"Acucar e Alcool",20100706,18.76,1617,2104500,48707660
"Acucar e Alcool",20100707,18.92,1240,749800,17516961
"Acucar e Alcool",20100708,19.12,1896,1374300,32651762
"Acucar e Alcool",20100712,19.49,1529,766300,18443442
"Acucar e Alcool",20100713,19.52,1632,1355400,32686849
"Acucar e Alcool",20100714,19.38,1423,913600,21879299
"Acucar e Alcool",20100715,19.30,1353,802900,19147684
"Acucar e Alcool",20100716,19.04,1221,417900,9824072
"Acucar e Alcool",20100719,19.21,1169,385100,9147747
"Acucar e Alcool",20100720,19.29,1070,571600,13607918
"Acucar e Alcool",20100721,19.32,1977,899800,21447558
"Acucar e Alcool",20100722,19.38,1703,1268700,30328908
"Acucar e Alcool",20100723,19.28,1020,699200,16590269
"Acucar e Alcool",20100726,19.22,1279,913900,21674953
"Acucar e Alcool",20100727,19.64,2598,1389100,33753696
"Acucar e Alcool",20100728,20.26,3208,2020500,50542982
"Acucar e Alcool",20100729,20.35,2105,886600,22314442
"Acucar e Alcool",20100730,20.43,1680,989400,24941447
"Acucar e Alcool",20100802,20.66,3511,1470500,36707139
"Acucar e Alcool",20100803,20.41,1571,726900,17863324
"Acucar e Alcool",20100804,19.88,1739,1048600,25192013
"Acucar e Alcool",20100805,20.36,1771,894700,22135196
"Acucar e Alcool",20100806,20.47,3364,1419100,35050000
"Acucar e Alcool",20100809,20.05,1229,917700,22235495
"Acucar e Alcool",20100810,20.21,900,588400,14407114
"Acucar e Alcool",20100811,20.23,1531,904800,22213626
"Acucar e Alcool",20100812,20.15,772,633500,15474261
"Acucar e Alcool",20100813,20.08,1773,1038300,25241701
"Acucar e Alcool",20100816,19.55,1227,867900,20498215
"Acucar e Alcool",20100817,19.80,1528,1051600,25167380
"Acucar e Alcool",20100818,19.33,4316,2352400,54832729
"Acucar e Alcool",20100819,19.53,2038,787700,18603951
"Acucar e Alcool",20100820,19.18,3086,1711800,39499659
"Acucar e Alcool",20100823,19.03,2118,948300,21808653
"Acucar e Alcool",20100824,18.99,2445,1062800,24425363
"Acucar e Alcool",20100825,19.37,3853,3031800,70963512
"Acucar e Alcool",20100826,19.19,3657,1228200,28437115
"Acucar e Alcool",20100827,18.63,3114,1437700,32328372
"Acucar e Alcool",20100830,18.46,2170,524800,11711725
"Acucar e Alcool",20100831,18.71,3446,1716100,38971145
"Acucar e Alcool",20100901,19.24,3927,1708500,39784365
"Acucar e Alcool",20100902,19.36,1314,658200,15413576
"Acucar e Alcool",20100903,19.43,1627,1202400,28198933
"Acucar e Alcool",20100906,18.94,734,277600,6349915
"Acucar e Alcool",20100908,18.74,1943,572100,12953206
"Acucar e Alcool",20100909,19.44,2186,852600,20068411
"Acucar e Alcool",20100910,19.78,2622,1458700,34951593
"Acucar e Alcool",20100913,20.29,3505,1459800,35802276
"Acucar e Alcool",20100914,20.34,1933,657500,16165189
"Acucar e Alcool",20100915,20.42,2008,866200,21417283
"Acucar e Alcool",20100916,20.41,1624,504300,12465214
"Acucar e Alcool",20100917,20.38,1255,543200,13375406
"Acucar e Alcool",20100920,20.76,1620,1088500,27319495
"Acucar e Alcool",20100921,20.72,1682,499200,12507175
"Acucar e Alcool",20100922,20.72,2357,774600,19412897
"Acucar e Alcool",20100923,20.86,3926,1142200,28850936
"Acucar e Alcool",20100924,20.51,3096,1644600,40793583
"Acucar e Alcool",20100927,20.74,1987,776200,19476625
"Acucar e Alcool",20100928,20.34,1655,1269900,31264656
"Acucar e Alcool",20100929,20.36,2187,1170300,28855119
"Acucar e Alcool",20100930,20.59,2121,1694300,42288557
"Acucar e Alcool",20101001,20.60,3116,1571200,39180350
"Acucar e Alcool",20101004,20.60,2024,1089100,27104823
"Acucar e Alcool",20101005,20.85,1787,1254900,31645333
"Acucar e Alcool",20101006,20.79,2739,1088600,27405328
"Acucar e Alcool",20101007,20.80,2300,1109000,27894354
"Acucar e Alcool",20101008,21.22,3267,1850400,47649011
"Acucar e Alcool",20101011,21.86,2606,1014900,26872301
"Acucar e Alcool",20101013,22.08,4452,1694500,45259716
"Acucar e Alcool",20101014,22.49,3888,2451500,66479549
"Acucar e Alcool",20101015,22.37,1926,1979400,53393500
"Acucar e Alcool",20101018,21.76,2321,834300,21939512
"Acucar e Alcool",20101019,21.24,2236,1005400,25811700
"Acucar e Alcool",20101020,21.82,1743,1472400,38817152
"Acucar e Alcool",20101021,21.95,2259,1308000,34681162
"Acucar e Alcool",20101022,21.56,2174,1229600,32008873
"Acucar e Alcool",20101025,22.20,1916,1770200,47503527
"Acucar e Alcool",20101026,22.39,2323,1218500,33011187
"Acucar e Alcool",20101027,22.00,2432,1122700,29905910
"Acucar e Alcool",20101028,22.53,2062,731600,19940489
"Acucar e Alcool",20101029,22.81,2027,970800,26720265
"Acucar e Alcool",20101101,23.00,1311,1376100,38271576
"Acucar e Alcool",20101103,23.54,2626,968800,27591304
"Acucar e Alcool",20101104,23.97,2353,1709400,49557153
"Acucar e Alcool",20101105,23.34,2037,1112200,31363109
"Acucar e Alcool",20101108,23.18,2276,1007900,28220918
"Acucar e Alcool",20101109,23.40,2518,1456700,41182192
"Acucar e Alcool",20101110,23.27,2782,1758100,49565370
"Acucar e Alcool",20101111,23.26,1904,1052300,29589375
"Acucar e Alcool",20101112,22.63,3141,1188100,32482115
"Acucar e Alcool",20101116,21.97,2866,1240700,32826875
"Acucar e Alcool",20101117,22.11,2012,1051100,28062092
"Acucar e Alcool",20101118,22.68,3004,1984700,54231878
"Acucar e Alcool",20101119,22.27,2210,949800,25558994
"Acucar e Alcool",20101122,22.12,2514,951900,25484521
"Acucar e Alcool",20101123,21.79,3023,1363500,35777742
"Acucar e Alcool",20101124,21.92,3122,1669300,44288085
"Acucar e Alcool",20101125,21.69,820,462400,12128514
"Acucar e Alcool",20101126,21.31,1875,1071900,27616832
"Acucar e Alcool",20101129,20.91,3327,1554900,39200217
"Acucar e Alcool",20101130,21.10,3104,2178700,56010051
"Acucar e Alcool",20101201,22.01,4528,2063900,54957029
"Acucar e Alcool",20101202,22.14,2767,903100,24152342
"Acucar e Alcool",20101203,22.36,4635,1307500,35382581
"Acucar e Alcool",20101206,22.40,1952,1013900,27459697
"Acucar e Alcool",20101207,22.43,1690,955600,25904372
"Acucar e Alcool",20101208,22.31,4769,1594400,43008281
"Acucar e Alcool",20101209,21.72,2757,1295200,34012419
"Acucar e Alcool",20101210,21.55,1452,632900,16468066
"Acucar e Alcool",20101213,21.36,3479,1299100,33451686
"Acucar e Alcool",20101214,21.01,4772,1333400,33889165
"Acucar e Alcool",20101215,21.26,4192,1445900,37191897
"Acucar e Alcool",20101216,21.26,4386,1407300,36188175
"Acucar e Alcool",20101217,20.92,2641,1365400,34405663
"Acucar e Alcool",20101220,21.11,2188,752600,19142831
"Acucar e Alcool",20101221,21.74,3892,1445600,37991712
"Acucar e Alcool",20101222,22.05,4089,1223200,32624321
"Acucar e Alcool",20101223,22.27,2249,833900,22446650
"Acucar e Alcool",20101227,22.12,1558,492300,13177962
"Acucar e Alcool",20101228,22.47,4285,1037200,28170662
"Acucar e Alcool",20101229,22.95,3394,1004700,27890201
"Acucar e Alcool",20101230,23.00,4170,1688400,46856863
"Acucar e Alcool",20110103,22.86,3500,1193300,32991316
"Acucar e Alcool",20110104,23.14,3523,1872700,52365915
"Acucar e Alcool",20110105,23.33,3041,1454300,41012754
"Acucar e Alcool",20110106,22.91,4787,1519300,42076198
"Acucar e Alcool",20110107,22.74,2172,876900,24105842
"Acucar e Alcool",20110110,22.99,3118,1222200,33908819
"Acucar e Alcool",20110111,23.42,2780,1242700,35163933
"Acucar e Alcool",20110112,23.50,2183,1026100,29166938
"Acucar e Alcool",20110113,23.34,5049,1942600,54791536
"Acucar e Alcool",20110114,23.11,1656,810700,22595237
"Acucar e Alcool",20110117,22.87,1347,442800,12235436
"Acucar e Alcool",20110118,22.92,2444,1169100,32367472
"Acucar e Alcool",20110119,22.94,1685,565100,15687776
"Acucar e Alcool",20110120,22.60,3328,1512600,41410277
"Acucar e Alcool",20110121,22.25,2558,1336100,35892388
"Acucar e Alcool",20110124,22.06,1659,758700,20245247
"Acucar e Alcool",20110126,21.74,3706,1201600,31502778
"Acucar e Alcool",20110127,21.39,3598,1361900,35234412
"Acucar e Alcool",20110128,21.53,2952,716200,18682887
"Acucar e Alcool",20110131,21.52,2887,875100,22831084
"Acucar e Alcool",20110201,21.99,2548,1026700,27418612
"Acucar e Alcool",20110202,21.92,2566,982400,26075361
"Acucar e Alcool",20110203,21.56,2023,584800,15257101
"Acucar e Alcool",20110204,21.23,3618,931400,23854263
"Acucar e Alcool",20110207,21.11,1885,768500,19620731
"Acucar e Alcool",20110208,21.41,1991,651000,16863451
"Acucar e Alcool",20110209,20.96,2809,825800,20831743
"Acucar e Alcool",20110210,19.75,6423,3470000,82895629
"Acucar e Alcool",20110211,20.30,4348,3372600,82932263
"Acucar e Alcool",20110214,20.48,4182,1489500,36838726
"Acucar e Alcool",20110215,20.67,2237,1323500,33168364
"Acucar e Alcool",20110216,20.56,3972,936200,23288420
"Acucar e Alcool",20110217,20.80,2669,945900,23780190
"Acucar e Alcool",20110218,20.48,2426,1289300,31858529
"Acucar e Alcool",20110221,20.09,2470,923100,22372057
"Acucar e Alcool",20110222,20.09,4877,1312000,31870358
"Acucar e Alcool",20110223,20.80,5944,1510300,37992822
"Acucar e Alcool",20110224,20.91,4193,1241000,31414776
"Acucar e Alcool",20110225,20.67,2720,823000,20526133
"Acucar e Alcool",20110228,21.27,2830,1407800,36279919
"Acucar e Alcool",20110301,21.51,4287,1518700,39458990
"Acucar e Alcool",20110302,21.92,6086,2345400,62145365
"Acucar e Alcool",20110303,22.11,4849,2033500,54454480
"Acucar e Alcool",20110304,21.71,4221,1662500,43585422
"Acucar e Alcool",20110309,21.81,2071,633000,16691463
"Acucar e Alcool",20110310,21.40,3061,843800,21825827
"Acucar e Alcool",20110311,20.99,3706,1359000,34449675
"Acucar e Alcool",20110314,20.92,2231,1094900,27656351
"Acucar e Alcool",20110315,20.95,5721,1289700,32693119
"Acucar e Alcool",20110316,20.70,6207,1808000,45217930
"Acucar e Alcool",20110317,20.57,4085,1083100,26899021
"Acucar e Alcool",20110318,20.84,3923,1413900,35587309
"Acucar e Alcool",20110321,20.99,3061,822600,20965621
"Acucar e Alcool",20110322,21.40,4248,1210400,31345071
"Acucar e Alcool",20110323,21.08,2581,893700,22769928
"Acucar e Alcool",20110324,20.93,3708,1476800,37327225
"Acucar e Alcool",20110325,21.46,2482,1024400,26603664
"Acucar e Alcool",20110328,21.44,2350,673500,17440336
"Acucar e Alcool",20110329,21.09,3118,1294700,32933247
"Acucar e Alcool",20110330,21.02,1908,611400,15511804
"Acucar e Alcool",20110331,21.03,2635,1199100,30519842
"Acucar e Alcool",20110401,21.41,3781,1449200,37500037
"Acucar e Alcool",20110404,21.92,3778,1176900,31217860
"Acucar e Alcool",20110405,21.87,2370,827900,21899412
"Acucar e Alcool",20110406,21.44,4752,1919900,49869351
"Acucar e Alcool",20110407,20.36,11012,7500600,184995621
"Acucar e Alcool",20110408,19.76,8811,4078600,97683147
"Acucar e Alcool",20110411,19.90,4434,2589500,62381106
"Acucar e Alcool",20110412,19.77,3613,1414200,33828796
"Acucar e Alcool",20110413,19.58,3528,984200,23289992
"Acucar e Alcool",20110414,19.66,2378,1036700,24675015
"Acucar e Alcool",20110415,19.70,2426,765300,18231533
"Acucar e Alcool",20110418,19.66,2184,893500,21250366
"Acucar e Alcool",20110419,19.63,1606,908700,21558114
"Acucar e Alcool",20110420,19.57,1548,768100,18180514
"Acucar e Alcool",20110425,19.72,2074,767500,18290066
"Acucar e Alcool",20110426,19.82,3080,1005500,24083931
"Acucar e Alcool",20110427,19.37,2829,1007500,23559625
"Acucar e Alcool",20110428,19.42,2839,1593100,37428391
"Acucar e Alcool",20110429,19.78,3017,1164900,27891988
"Acucar e Alcool",20110502,19.61,2912,1407600,33392816
"Acucar e Alcool",20110503,19.00,2866,1039200,23878280
"Acucar e Alcool",20110504,18.73,3224,1016200,23004111
"Acucar e Alcool",20110505,18.83,2061,1000700,22682785
"Acucar e Alcool",20110506,19.07,2439,1222800,28253982
"Acucar e Alcool",20110509,19.33,2062,985900,23053329
"Acucar e Alcool",20110510,19.39,1577,724200,16932694
"Acucar e Alcool",20110511,18.68,2467,1013300,22924123
"Acucar e Alcool",20110512,18.61,3093,1430200,32045619
