DiadaSemana,Mes,Dia,Ano,Jornal,qtNoticias,qtComentarios,qtTweets,qtFacebook,qtLinkedIn,qtGooglePlus,qtTotalEngajamento,qtPos,qtNeg,qtNeu,classes
Fri,MAR,20,2009,FOLHASP,44,0,0,6,0,0,6,23,11,10,Levemente Ruim
Fri,MAR,20,2009,ESTADAO,68,0,0,1,0,0,1,28,23,17,Levemente Ruim
Mon,MAR,23,2009,FOLHASP,57,0,0,0,0,0,0,32,18,7,Otimo
Mon,MAR,23,2009,ESTADAO,66,0,0,0,0,0,0,30,31,5,Otimo
Tue,MAR,24,2009,FOLHASP,59,0,0,0,0,0,0,27,22,10,Pessimo
Tue,MAR,24,2009,ESTADAO,81,0,0,0,0,1,1,31,34,16,Pessimo
Wed,MAR,25,2009,FOLHASP,62,0,6,4,0,0,10,36,13,13,Levemente Bom
Wed,MAR,25,2009,ESTADAO,80,0,0,0,0,0,0,52,17,11,Levemente Bom
Thu,MAR,26,2009,FOLHASP,59,0,0,16,0,0,16,37,17,5,Bom
Thu,MAR,26,2009,ESTADAO,82,0,3,15,0,0,18,42,26,14,Bom
Fri,MAR,27,2009,FOLHASP,59,0,0,0,0,0,0,27,16,16,Ruim
Fri,MAR,27,2009,ESTADAO,86,0,0,147,0,0,147,44,25,17,Ruim
Mon,MAR,30,2009,FOLHASP,70,0,0,0,0,0,0,38,21,11,Pessimo
Mon,MAR,30,2009,ESTADAO,70,0,0,0,0,0,0,40,16,14,Pessimo
Tue,MAR,31,2009,FOLHASP,73,0,0,0,0,0,0,38,21,14,Levemente Bom
Tue,MAR,31,2009,ESTADAO,69,0,1,1,0,0,2,35,24,10,Levemente Bom
Wed,ABR,1,2009,FOLHASP,74,0,0,0,0,0,0,29,32,13,Otimo
Wed,ABR,1,2009,ESTADAO,80,0,0,6,0,0,6,34,29,17,Otimo
Thu,ABR,2,2009,FOLHASP,64,0,0,0,0,0,0,43,14,7,Otimo
Thu,ABR,2,2009,ESTADAO,91,0,0,15,0,0,15,59,20,12,Otimo
Fri,ABR,3,2009,FOLHASP,57,0,0,0,0,0,0,28,19,10,Bom
Fri,ABR,3,2009,ESTADAO,67,0,0,0,0,0,0,35,19,13,Bom
Mon,ABR,6,2009,FOLHASP,61,0,0,0,0,0,0,25,23,13,Levemente Ruim
Mon,ABR,6,2009,ESTADAO,46,0,0,13,0,0,13,17,14,15,Levemente Ruim
Tue,ABR,7,2009,FOLHASP,57,0,0,0,0,0,0,28,20,9,Levemente Ruim
Tue,ABR,7,2009,ESTADAO,59,0,0,2,0,0,2,26,20,13,Levemente Ruim
Wed,ABR,8,2009,FOLHASP,68,0,0,0,0,0,0,27,24,17,Levemente Bom
Wed,ABR,8,2009,ESTADAO,54,0,0,0,0,0,0,33,11,10,Levemente Bom
Thu,ABR,9,2009,FOLHASP,38,0,0,20,0,0,20,21,10,7,Otimo
Thu,ABR,9,2009,ESTADAO,80,0,0,25,0,0,25,38,19,23,Otimo
Mon,ABR,13,2009,FOLHASP,41,0,0,0,0,0,0,22,10,9,Bom
Mon,ABR,13,2009,ESTADAO,49,0,0,0,0,0,0,27,14,8,Bom
Tue,ABR,14,2009,FOLHASP,62,0,0,0,0,0,0,35,17,10,Ruim
Tue,ABR,14,2009,ESTADAO,58,0,0,0,0,0,0,22,24,12,Ruim
Wed,ABR,15,2009,FOLHASP,72,0,0,2,0,0,2,35,23,14,Levemente Ruim
Wed,ABR,15,2009,ESTADAO,84,0,0,23,0,0,23,35,38,11,Levemente Ruim
Thu,ABR,16,2009,FOLHASP,69,0,0,22,0,0,22,39,20,10,Bom
Thu,ABR,16,2009,ESTADAO,96,0,0,3,0,0,3,40,41,15,Bom
Fri,ABR,17,2009,FOLHASP,56,0,0,0,0,0,0,33,11,12,Levemente Ruim
Fri,ABR,17,2009,ESTADAO,76,0,0,1,0,0,1,39,27,10,Levemente Ruim
Mon,ABR,20,2009,FOLHASP,40,0,0,0,0,0,0,27,7,6,Pessimo
Mon,ABR,20,2009,ESTADAO,44,0,0,0,0,0,0,30,9,5,Pessimo
Wed,ABR,22,2009,FOLHASP,72,0,0,0,0,0,0,42,18,12,Bom
Wed,ABR,22,2009,ESTADAO,72,0,0,0,0,0,0,31,30,11,Bom
Thu,ABR,23,2009,FOLHASP,62,0,0,0,0,0,0,31,23,8,Otimo
Thu,ABR,23,2009,ESTADAO,84,0,0,8,0,0,8,38,33,13,Otimo
Fri,ABR,24,2009,FOLHASP,58,0,0,0,0,0,0,30,15,13,Otimo
Fri,ABR,24,2009,ESTADAO,103,0,0,0,0,0,0,49,40,14,Otimo
Mon,ABR,27,2009,FOLHASP,48,0,0,0,0,0,0,16,21,11,Pessimo
Mon,ABR,27,2009,ESTADAO,39,0,0,2,0,0,2,20,15,4,Pessimo
Tue,ABR,28,2009,FOLHASP,61,0,0,0,0,0,0,23,26,12,Levemente Bom
Tue,ABR,28,2009,ESTADAO,50,0,0,0,0,0,0,22,14,14,Levemente Bom
Wed,ABR,29,2009,FOLHASP,75,0,0,0,0,0,0,35,28,12,Otimo
Wed,ABR,29,2009,ESTADAO,87,0,0,3,0,0,3,50,25,12,Otimo
Thu,ABR,30,2009,FOLHASP,64,0,0,0,0,0,0,35,18,11,Levemente Bom
Thu,ABR,30,2009,ESTADAO,91,0,0,8,0,0,8,53,27,11,Levemente Bom
Mon,MAI,4,2009,FOLHASP,50,0,0,0,0,0,0,30,11,9,Otimo
Mon,MAI,4,2009,ESTADAO,58,0,0,0,0,0,0,32,20,6,Otimo
Tue,MAI,5,2009,FOLHASP,51,0,0,2,0,0,2,22,20,9,Levemente Bom
Tue,MAI,5,2009,ESTADAO,66,0,0,0,0,0,0,32,25,9,Levemente Bom
Wed,MAI,6,2009,FOLHASP,52,0,0,0,0,0,0,30,15,7,Bom
Wed,MAI,6,2009,ESTADAO,42,0,0,1,0,1,2,19,21,2,Bom
Thu,MAI,7,2009,FOLHASP,59,0,0,0,0,0,0,31,19,9,Pessimo
Thu,MAI,7,2009,ESTADAO,71,0,0,0,0,0,0,39,24,8,Pessimo
Fri,MAI,8,2009,FOLHASP,53,0,0,0,0,0,0,25,14,14,Otimo
Fri,MAI,8,2009,ESTADAO,54,0,0,0,0,0,0,33,16,5,Otimo
Mon,MAI,11,2009,FOLHASP,47,0,0,0,0,0,0,23,18,6,Levemente Ruim
Mon,MAI,11,2009,ESTADAO,61,0,0,18,0,0,18,32,22,7,Levemente Ruim
Tue,MAI,12,2009,FOLHASP,54,0,0,0,0,0,0,22,20,12,Ruim
Tue,MAI,12,2009,ESTADAO,64,0,0,0,0,0,0,27,25,12,Ruim
Wed,MAI,13,2009,FOLHASP,60,0,0,12,0,0,12,30,16,14,Pessimo
Wed,MAI,13,2009,ESTADAO,71,0,0,7,0,0,7,46,16,9,Pessimo
Thu,MAI,14,2009,FOLHASP,61,0,0,0,0,0,0,29,23,9,Bom
Thu,MAI,14,2009,ESTADAO,57,0,0,0,0,0,0,32,16,9,Bom
Fri,MAI,15,2009,FOLHASP,57,0,0,0,0,0,0,24,24,9,Levemente Ruim
Fri,MAI,15,2009,ESTADAO,75,0,0,0,0,0,0,40,24,11,Levemente Ruim
Mon,MAI,18,2009,FOLHASP,52,0,0,0,0,0,0,29,16,7,Otimo
Mon,MAI,18,2009,ESTADAO,48,0,0,0,0,0,0,28,14,6,Otimo
Tue,MAI,19,2009,FOLHASP,63,0,0,0,0,0,0,31,21,11,Levemente Ruim
Tue,MAI,19,2009,ESTADAO,50,0,0,0,0,0,0,33,12,5,Levemente Ruim
Wed,MAI,20,2009,FOLHASP,59,0,0,0,0,0,0,20,25,14,Levemente Ruim
Wed,MAI,20,2009,ESTADAO,64,0,0,0,0,0,0,41,17,6,Levemente Ruim
Thu,MAI,21,2009,FOLHASP,56,0,0,47,0,0,47,27,20,9,Pessimo
Thu,MAI,21,2009,ESTADAO,63,0,0,0,0,0,0,40,14,9,Pessimo
Fri,MAI,22,2009,FOLHASP,44,0,0,0,0,0,0,20,15,9,Levemente Bom
Fri,MAI,22,2009,ESTADAO,61,0,0,4,0,0,4,38,16,7,Levemente Bom
Mon,MAI,25,2009,FOLHASP,41,0,0,1,0,0,1,21,13,7,Levemente Bom
Mon,MAI,25,2009,ESTADAO,41,0,0,0,0,0,0,27,11,3,Levemente Bom
Tue,MAI,26,2009,FOLHASP,57,0,0,0,0,0,0,26,18,13,Otimo
Tue,MAI,26,2009,ESTADAO,42,0,0,5,0,0,5,22,14,6,Otimo
Wed,MAI,27,2009,FOLHASP,61,0,0,4,0,0,4,28,19,14,Levemente Ruim
Wed,MAI,27,2009,ESTADAO,20,0,0,0,0,0,0,12,3,5,Levemente Ruim
Thu,MAI,28,2009,FOLHASP,60,0,0,0,0,0,0,24,19,17,Otimo
Thu,MAI,28,2009,ESTADAO,59,0,0,0,0,0,0,39,16,4,Otimo
Fri,MAI,29,2009,FOLHASP,53,0,0,0,0,0,0,31,12,10,Levemente Bom
Fri,MAI,29,2009,ESTADAO,67,0,0,0,0,0,0,32,25,10,Levemente Bom
Mon,JUN,1,2009,FOLHASP,47,0,0,0,0,0,0,30,11,6,Otimo
Mon,JUN,1,2009,ESTADAO,17,0,0,1,0,0,1,8,6,3,Otimo
Tue,JUN,2,2009,FOLHASP,48,0,0,0,0,0,0,28,12,8,Levemente Ruim
Tue,JUN,2,2009,ESTADAO,38,0,0,2,0,0,2,27,7,4,Levemente Ruim
Wed,JUN,3,2009,FOLHASP,52,0,0,0,0,0,0,27,15,10,Pessimo
Wed,JUN,3,2009,ESTADAO,55,0,0,0,0,0,0,34,14,7,Pessimo
Thu,JUN,4,2009,FOLHASP,52,0,0,0,0,0,0,26,17,9,Otimo
Thu,JUN,4,2009,ESTADAO,48,0,0,0,0,0,0,29,13,6,Otimo
Fri,JUN,5,2009,FOLHASP,40,0,0,0,0,0,0,15,14,11,Levemente Ruim
Fri,JUN,5,2009,ESTADAO,41,0,1,0,0,0,1,19,14,8,Levemente Ruim
Mon,JUN,8,2009,FOLHASP,52,0,0,0,0,0,0,31,14,7,Levemente Bom
Mon,JUN,8,2009,ESTADAO,43,0,1,1,0,0,2,25,11,7,Levemente Bom
Tue,JUN,9,2009,FOLHASP,62,0,0,0,0,0,0,26,27,9,Levemente Ruim
Tue,JUN,9,2009,ESTADAO,70,0,3,32,5,0,40,35,25,10,Levemente Ruim
Wed,JUN,10,2009,FOLHASP,69,0,0,150,0,0,150,43,18,8,Levemente Bom
Wed,JUN,10,2009,ESTADAO,69,0,0,5,0,0,5,46,17,6,Levemente Bom
Fri,JUN,12,2009,FOLHASP,30,0,0,0,0,0,0,17,9,4,Levemente Bom
Fri,JUN,12,2009,ESTADAO,29,0,0,0,0,0,0,16,8,5,Levemente Bom
Mon,JUN,15,2009,FOLHASP,51,0,2,0,0,0,2,18,18,15,Pessimo
Mon,JUN,15,2009,ESTADAO,43,0,0,3,0,0,3,26,14,3,Pessimo
Tue,JUN,16,2009,FOLHASP,66,0,0,0,0,0,0,28,25,13,Ruim
Tue,JUN,16,2009,ESTADAO,51,0,0,1,0,0,1,28,15,8,Ruim
Wed,JUN,17,2009,FOLHASP,55,0,0,0,0,0,0,28,15,12,Levemente Ruim
Wed,JUN,17,2009,ESTADAO,52,0,0,0,0,0,0,32,14,6,Levemente Ruim
Thu,JUN,18,2009,FOLHASP,51,0,0,0,0,0,0,30,9,12,Levemente Ruim
Thu,JUN,18,2009,ESTADAO,62,0,0,14,0,0,14,33,20,9,Levemente Ruim
Fri,JUN,19,2009,FOLHASP,47,0,0,4,0,0,4,29,14,4,Levemente Bom
Fri,JUN,19,2009,ESTADAO,47,0,0,15,0,0,15,27,11,9,Levemente Bom
Mon,JUN,22,2009,FOLHASP,47,0,0,0,0,0,0,18,16,13,Pessimo
Mon,JUN,22,2009,ESTADAO,37,0,0,4,0,0,4,23,11,3,Pessimo
Tue,JUN,23,2009,FOLHASP,53,0,0,0,0,0,0,31,15,7,Levemente Bom
Tue,JUN,23,2009,ESTADAO,43,0,0,0,0,0,0,16,20,7,Levemente Bom
Wed,JUN,24,2009,FOLHASP,58,0,0,1,0,0,1,32,11,15,Levemente Ruim
Wed,JUN,24,2009,ESTADAO,62,0,0,3,0,0,3,38,18,6,Levemente Ruim
Thu,JUN,25,2009,FOLHASP,63,0,0,0,0,0,0,37,17,9,Otimo
Thu,JUN,25,2009,ESTADAO,53,0,0,2,0,0,2,34,13,6,Otimo
Fri,JUN,26,2009,FOLHASP,52,0,0,0,0,0,0,30,14,8,Levemente Ruim
Fri,JUN,26,2009,ESTADAO,53,0,0,0,0,0,0,25,14,14,Levemente Ruim
Mon,JUN,29,2009,FOLHASP,52,0,0,0,0,0,0,24,12,16,Bom
Mon,JUN,29,2009,ESTADAO,59,0,0,0,0,0,0,31,19,9,Bom
Tue,JUN,30,2009,FOLHASP,57,0,0,0,0,0,0,26,19,12,Ruim
Tue,JUN,30,2009,ESTADAO,60,0,0,2,0,2,4,31,23,6,Ruim
Wed,JUL,1,2009,FOLHASP,59,0,0,0,0,0,0,34,10,15,Levemente Bom
Wed,JUL,1,2009,ESTADAO,56,0,0,1,0,0,1,30,15,11,Levemente Bom
Thu,JUL,2,2009,FOLHASP,51,0,16,3,0,0,19,18,23,10,Ruim
Thu,JUL,2,2009,ESTADAO,52,0,0,1,0,0,1,18,22,12,Ruim
Fri,JUL,3,2009,FOLHASP,39,0,0,0,0,0,0,14,17,8,Levemente Ruim
Fri,JUL,3,2009,ESTADAO,51,0,0,0,0,0,0,37,8,6,Levemente Ruim
Mon,JUL,6,2009,FOLHASP,54,0,0,0,0,0,0,23,23,8,Levemente Ruim
Mon,JUL,6,2009,ESTADAO,49,0,0,0,0,0,0,29,14,6,Levemente Ruim
Tue,JUL,7,2009,FOLHASP,57,0,0,0,0,0,0,24,21,12,Pessimo
Tue,JUL,7,2009,ESTADAO,57,0,0,2,0,0,2,36,10,11,Pessimo
Wed,JUL,8,2009,FOLHASP,59,0,0,0,0,0,0,28,21,10,Levemente Ruim
Wed,JUL,8,2009,ESTADAO,57,0,0,0,0,0,0,36,13,8,Levemente Ruim
Fri,JUL,10,2009,FOLHASP,29,0,0,0,0,0,0,9,18,2,Levemente Bom
Fri,JUL,10,2009,ESTADAO,61,0,1,27,1,0,29,28,18,15,Levemente Bom
Mon,JUL,13,2009,FOLHASP,58,0,0,0,0,0,0,28,19,11,Levemente Ruim
Mon,JUL,13,2009,ESTADAO,54,0,0,1,0,0,1,30,19,5,Levemente Ruim
Tue,JUL,14,2009,FOLHASP,65,0,0,0,0,0,0,39,18,8,Levemente Ruim
Tue,JUL,14,2009,ESTADAO,58,0,0,1,0,0,1,34,18,6,Levemente Ruim
Wed,JUL,15,2009,FOLHASP,56,0,0,0,0,0,0,34,17,5,Otimo
Wed,JUL,15,2009,ESTADAO,57,0,0,1,0,0,1,32,13,12,Otimo
Thu,JUL,16,2009,FOLHASP,55,0,0,0,0,0,0,30,14,11,Bom
Thu,JUL,16,2009,ESTADAO,40,0,0,0,0,0,0,24,10,6,Bom
Fri,JUL,17,2009,FOLHASP,51,0,0,0,0,0,0,25,11,15,Levemente Bom
Fri,JUL,17,2009,ESTADAO,54,0,1,3,0,0,4,28,19,7,Levemente Bom
Mon,JUL,20,2009,FOLHASP,57,0,0,0,0,0,0,40,7,10,Otimo
Mon,JUL,20,2009,ESTADAO,38,0,5,0,0,0,5,25,10,3,Otimo
Tue,JUL,21,2009,FOLHASP,56,0,0,0,0,0,0,34,14,8,Levemente Bom
Tue,JUL,21,2009,ESTADAO,45,0,2,0,0,0,2,27,12,6,Levemente Bom
Wed,JUL,22,2009,FOLHASP,61,0,0,14,0,0,14,39,10,12,Levemente Ruim
Wed,JUL,22,2009,ESTADAO,55,0,1,0,0,0,1,43,5,7,Levemente Ruim
Thu,JUL,23,2009,FOLHASP,59,0,0,0,0,0,0,33,13,13,Otimo
Thu,JUL,23,2009,ESTADAO,50,0,0,7,0,0,7,31,11,8,Otimo
Fri,JUL,24,2009,FOLHASP,48,0,0,0,0,0,0,25,14,9,Levemente Bom
Fri,JUL,24,2009,ESTADAO,31,0,0,0,0,0,0,21,8,2,Levemente Bom
Mon,JUL,27,2009,FOLHASP,67,0,2,0,0,0,2,43,15,9,Levemente Bom
Mon,JUL,27,2009,ESTADAO,13,0,0,0,0,0,0,8,1,4,Levemente Bom
Tue,JUL,28,2009,FOLHASP,64,0,0,0,0,0,0,42,13,9,Levemente Ruim
Tue,JUL,28,2009,ESTADAO,35,0,0,1,0,0,1,25,8,2,Levemente Ruim
Wed,JUL,29,2009,FOLHASP,66,0,0,0,0,0,0,35,23,8,Ruim
Wed,JUL,29,2009,ESTADAO,67,0,0,3,0,0,3,30,23,14,Ruim
Thu,JUL,30,2009,FOLHASP,64,0,0,0,0,0,0,41,17,6,Bom
Thu,JUL,30,2009,ESTADAO,37,0,0,0,0,0,0,23,9,5,Bom
Fri,JUL,31,2009,FOLHASP,58,0,0,0,0,0,0,27,20,11,Levemente Bom
Fri,JUL,31,2009,ESTADAO,70,0,0,3,0,0,3,33,30,7,Levemente Bom
Mon,AGO,3,2009,FOLHASP,61,0,0,0,0,0,0,42,10,9,Otimo
Mon,AGO,3,2009,ESTADAO,37,0,0,0,0,0,0,18,13,6,Otimo
Tue,AGO,4,2009,FOLHASP,60,0,0,0,0,0,0,31,16,13,Levemente Bom
Tue,AGO,4,2009,ESTADAO,45,0,0,1,0,0,1,28,13,4,Levemente Bom
Wed,AGO,5,2009,FOLHASP,58,0,0,0,0,0,0,33,17,8,Levemente Bom
Wed,AGO,5,2009,ESTADAO,52,0,1,1,0,0,2,27,14,11,Levemente Bom
Thu,AGO,6,2009,FOLHASP,64,0,0,15,0,0,15,37,19,8,Ruim
Thu,AGO,6,2009,ESTADAO,63,0,1,1,0,0,2,42,13,8,Ruim
Fri,AGO,7,2009,FOLHASP,54,0,0,0,0,0,0,20,15,19,Bom
Fri,AGO,7,2009,ESTADAO,65,0,0,0,0,0,0,38,16,11,Bom
Mon,AGO,10,2009,FOLHASP,52,0,0,0,0,0,0,32,12,8,Levemente Bom
Mon,AGO,10,2009,ESTADAO,49,0,0,0,0,0,0,34,9,6,Levemente Bom
Tue,AGO,11,2009,FOLHASP,52,0,0,0,0,0,0,28,14,10,Ruim
Tue,AGO,11,2009,ESTADAO,38,0,0,0,0,0,0,26,6,6,Ruim
Wed,AGO,12,2009,FOLHASP,64,0,0,0,0,0,0,39,15,10,Bom
Wed,AGO,12,2009,ESTADAO,72,0,0,1,0,0,1,42,18,12,Bom
Thu,AGO,13,2009,FOLHASP,57,0,0,0,0,0,0,36,11,10,Levemente Bom
Thu,AGO,13,2009,ESTADAO,50,0,6,16,0,2,24,28,17,5,Levemente Bom
Fri,AGO,14,2009,FOLHASP,53,0,0,1,0,0,1,23,21,9,Levemente Ruim
Fri,AGO,14,2009,ESTADAO,59,0,0,3,0,0,3,27,18,14,Levemente Ruim
Mon,AGO,17,2009,FOLHASP,55,0,0,0,0,0,0,29,12,14,Pessimo
Mon,AGO,17,2009,ESTADAO,50,0,0,0,0,0,0,29,16,5,Pessimo
Tue,AGO,18,2009,FOLHASP,53,0,0,0,0,0,0,28,10,15,Levemente Bom
Tue,AGO,18,2009,ESTADAO,57,0,0,1,0,0,1,33,15,9,Levemente Bom
Wed,AGO,19,2009,FOLHASP,56,0,0,0,0,0,0,25,16,15,Levemente Bom
Wed,AGO,19,2009,ESTADAO,57,0,0,0,0,0,0,31,13,13,Levemente Bom
Thu,AGO,20,2009,FOLHASP,53,0,0,0,0,0,0,30,10,13,Bom
Thu,AGO,20,2009,ESTADAO,44,0,0,2,0,0,2,27,9,8,Bom
Fri,AGO,21,2009,FOLHASP,43,0,0,0,0,0,0,25,9,9,Bom
Fri,AGO,21,2009,ESTADAO,63,0,2,6,0,0,8,35,16,12,Bom
Mon,AGO,24,2009,FOLHASP,59,0,0,5,0,0,5,35,14,10,Levemente Bom
Mon,AGO,24,2009,ESTADAO,39,0,0,1,0,0,1,27,8,4,Levemente Bom
Tue,AGO,25,2009,FOLHASP,56,0,0,0,0,0,0,38,9,9,Levemente Ruim
Tue,AGO,25,2009,ESTADAO,56,0,0,4,0,0,4,35,12,9,Levemente Ruim
Wed,AGO,26,2009,FOLHASP,53,0,0,0,0,0,0,32,14,7,Levemente Bom
Wed,AGO,26,2009,ESTADAO,52,0,0,9,0,0,9,35,11,6,Levemente Bom
Thu,AGO,27,2009,FOLHASP,49,0,0,0,0,0,0,24,13,12,Levemente Ruim
Thu,AGO,27,2009,ESTADAO,41,0,4,9,0,0,13,29,7,5,Levemente Ruim
Fri,AGO,28,2009,FOLHASP,43,0,0,0,0,0,0,27,8,8,Levemente Ruim
Fri,AGO,28,2009,ESTADAO,55,0,0,4,0,0,4,36,13,6,Levemente Ruim
Mon,AGO,31,2009,FOLHASP,70,0,0,50,0,0,50,51,7,12,Pessimo
Mon,AGO,31,2009,ESTADAO,41,0,0,5,0,0,5,23,13,5,Pessimo
Tue,SET,1,2009,FOLHASP,60,0,0,0,0,0,0,37,12,11,Ruim
Tue,SET,1,2009,ESTADAO,41,0,0,0,0,0,0,24,10,7,Ruim
Wed,SET,2,2009,FOLHASP,59,0,0,0,0,0,0,36,10,13,Levemente Ruim
Wed,SET,2,2009,ESTADAO,51,0,0,2,0,0,2,39,3,9,Levemente Ruim
Thu,SET,3,2009,FOLHASP,48,0,0,0,0,0,0,26,10,12,Levemente Bom
Thu,SET,3,2009,ESTADAO,48,0,0,0,0,0,0,28,11,9,Levemente Bom
Fri,SET,4,2009,FOLHASP,55,0,0,0,0,0,0,39,9,7,Bom
Fri,SET,4,2009,ESTADAO,42,0,0,1,0,0,1,30,7,5,Bom
Tue,SET,8,2009,FOLHASP,60,0,0,0,0,0,0,40,10,10,Otimo
Tue,SET,8,2009,ESTADAO,59,0,1,20,0,0,21,29,20,10,Otimo
Wed,SET,9,2009,FOLHASP,54,0,0,0,0,0,0,37,10,7,Levemente Bom
Wed,SET,9,2009,ESTADAO,60,0,3,3,0,0,6,25,21,14,Levemente Bom
Thu,SET,10,2009,FOLHASP,59,0,0,0,0,0,0,40,6,13,Bom
Thu,SET,10,2009,ESTADAO,65,0,0,1,0,0,1,43,14,8,Bom
Fri,SET,11,2009,FOLHASP,63,0,0,0,0,0,0,37,16,10,Levemente Ruim
Fri,SET,11,2009,ESTADAO,70,0,0,0,0,0,0,39,22,9,Levemente Ruim
Mon,SET,14,2009,FOLHASP,48,0,0,0,0,0,0,28,12,8,Levemente Bom
Mon,SET,14,2009,ESTADAO,64,0,0,0,0,0,0,33,19,12,Levemente Bom
Tue,SET,15,2009,FOLHASP,60,0,0,4,0,0,4,27,14,19,Levemente Bom
Tue,SET,15,2009,ESTADAO,74,0,1,87,0,0,88,35,30,9,Levemente Bom
Wed,SET,16,2009,FOLHASP,59,0,0,0,0,0,0,36,11,12,Bom
Wed,SET,16,2009,ESTADAO,37,0,0,2,0,0,2,21,10,6,Bom
Thu,SET,17,2009,FOLHASP,56,0,0,0,0,0,0,34,11,11,Levemente Ruim
Thu,SET,17,2009,ESTADAO,53,0,1,34,0,0,35,35,10,8,Levemente Ruim
Fri,SET,18,2009,FOLHASP,58,0,0,0,0,0,0,36,11,11,Levemente Bom
Fri,SET,18,2009,ESTADAO,39,0,13,132,0,0,145,28,5,6,Levemente Bom
Mon,SET,21,2009,FOLHASP,53,0,2,0,0,0,2,30,15,8,Levemente Bom
Mon,SET,21,2009,ESTADAO,41,0,0,0,0,0,0,24,13,4,Levemente Bom
Tue,SET,22,2009,FOLHASP,54,0,0,0,0,0,0,37,9,8,Levemente Bom
Tue,SET,22,2009,ESTADAO,33,0,3,19,0,0,22,26,5,2,Levemente Bom
Wed,SET,23,2009,FOLHASP,60,0,0,0,0,0,0,45,11,4,Ruim
Wed,SET,23,2009,ESTADAO,38,0,1,0,0,0,1,22,11,5,Ruim
Thu,SET,24,2009,FOLHASP,65,0,0,0,0,0,0,37,14,14,Levemente Ruim
Thu,SET,24,2009,ESTADAO,34,0,0,5,0,0,5,25,5,4,Levemente Ruim
Fri,SET,25,2009,FOLHASP,51,0,0,0,0,0,0,34,7,10,Levemente Bom
Fri,SET,25,2009,ESTADAO,61,0,1,3,0,0,4,47,4,10,Levemente Bom
Mon,SET,28,2009,FOLHASP,46,0,0,0,0,0,0,30,10,6,Bom
Mon,SET,28,2009,ESTADAO,36,0,0,0,0,0,0,22,5,9,Bom
Tue,SET,29,2009,FOLHASP,57,0,0,0,0,0,0,32,8,17,Levemente Ruim
Tue,SET,29,2009,ESTADAO,41,0,0,0,0,0,0,26,10,5,Levemente Ruim
Wed,SET,30,2009,FOLHASP,55,0,0,3,0,0,3,33,9,13,Levemente Bom
Wed,SET,30,2009,ESTADAO,41,0,0,21,0,0,21,20,14,7,Levemente Bom
Thu,OUT,1,2009,FOLHASP,56,0,0,0,0,0,0,34,10,12,Ruim
Thu,OUT,1,2009,ESTADAO,39,0,0,0,0,0,0,24,8,7,Ruim
Fri,OUT,2,2009,FOLHASP,47,0,0,0,0,0,0,24,15,8,Bom
Fri,OUT,2,2009,ESTADAO,31,0,0,1,0,0,1,17,11,3,Bom
Mon,OUT,5,2009,FOLHASP,51,0,0,1,0,0,1,38,4,9,Bom
Mon,OUT,5,2009,ESTADAO,35,0,0,0,0,0,0,23,6,6,Bom
Tue,OUT,6,2009,FOLHASP,50,0,0,0,0,0,0,41,6,3,Levemente Bom
Tue,OUT,6,2009,ESTADAO,28,0,1,21,0,0,22,17,6,5,Levemente Bom
Wed,OUT,7,2009,FOLHASP,62,0,0,0,0,0,0,41,12,9,Levemente Ruim
Wed,OUT,7,2009,ESTADAO,21,0,0,0,0,0,0,11,4,6,Levemente Ruim
Thu,OUT,8,2009,FOLHASP,52,0,0,0,0,0,0,33,8,11,Bom
Thu,OUT,8,2009,ESTADAO,36,0,0,5,0,0,5,29,5,2,Bom
Fri,OUT,9,2009,FOLHASP,46,0,0,0,0,0,0,30,5,11,Levemente Bom
Fri,OUT,9,2009,ESTADAO,29,0,0,3,0,0,3,15,5,9,Levemente Bom
Tue,OUT,13,2009,FOLHASP,55,0,0,0,0,0,0,38,5,12,Levemente Bom
Tue,OUT,13,2009,ESTADAO,27,0,0,4,0,0,4,17,6,4,Levemente Bom
Wed,OUT,14,2009,FOLHASP,56,0,0,0,0,0,0,41,3,12,Otimo
Wed,OUT,14,2009,ESTADAO,40,0,0,2,0,0,2,30,6,4,Otimo
Thu,OUT,15,2009,FOLHASP,56,0,0,0,0,0,0,37,8,11,Levemente Bom
Thu,OUT,15,2009,ESTADAO,33,0,0,0,0,0,0,22,5,6,Levemente Bom
Fri,OUT,16,2009,FOLHASP,50,0,0,0,0,0,0,26,11,13,Levemente Ruim
Fri,OUT,16,2009,ESTADAO,35,0,1,84,0,2,87,21,8,6,Levemente Ruim
Mon,OUT,19,2009,FOLHASP,50,0,0,3,0,0,3,38,4,8,Bom
Mon,OUT,19,2009,ESTADAO,26,0,0,0,0,0,0,12,8,6,Bom
Tue,OUT,20,2009,FOLHASP,54,0,0,0,0,0,0,36,11,7,Pessimo
Tue,OUT,20,2009,ESTADAO,42,0,0,0,0,0,0,28,7,7,Pessimo
Wed,OUT,21,2009,FOLHASP,57,0,0,2,0,0,2,37,6,14,Levemente Bom
Wed,OUT,21,2009,ESTADAO,33,0,0,0,0,0,0,23,6,4,Levemente Bom
Thu,OUT,22,2009,FOLHASP,54,0,0,0,0,0,0,38,5,11,Levemente Bom
Thu,OUT,22,2009,ESTADAO,34,0,0,1,0,0,1,23,6,5,Levemente Bom
Fri,OUT,23,2009,FOLHASP,53,0,0,0,0,0,0,35,7,11,Ruim
Fri,OUT,23,2009,ESTADAO,30,0,1,1,0,0,2,23,5,2,Ruim
