DiadaSemana,Mes,Dia,Ano,Jornal,qtNoticias,qtComentarios,qtTweets,qtFacebook,qtLinkedIn,qtGooglePlus,qtTotalEngajamento,qtPos,qtNeg,qtNeu,classes
Thu,JUN,30,2011,ESTADAO,99,0,24,0,0,0,24,64,21,14,Levemente Bom
Fri,JUL,1,2011,G1,195,0,2145,1798,56,0,3999,113,36,46,Bom
Fri,JUL,1,2011,FOLHASP,50,1558,316,1436,21,0,3331,37,3,10,Bom
Fri,JUL,1,2011,ESTADAO,87,0,41,10,1,1,53,55,18,14,Bom
Mon,JUL,4,2011,G1,205,0,1806,1002,65,0,2873,136,21,48,Levemente Bom
Mon,JUL,4,2011,FOLHASP,63,935,252,1256,11,0,2454,46,5,12,Levemente Bom
Mon,JUL,4,2011,ESTADAO,72,0,47,14,1,0,62,50,9,13,Levemente Bom
Tue,JUL,5,2011,G1,216,0,1800,911,42,0,2753,141,31,44,Ruim
Tue,JUL,5,2011,FOLHASP,53,1396,562,1163,42,0,3163,34,9,10,Ruim
Tue,JUL,5,2011,ESTADAO,100,0,37,8,0,0,45,73,16,11,Ruim
Wed,JUL,6,2011,G1,228,0,1563,484,32,0,2079,138,45,45,Levemente Ruim
Wed,JUL,6,2011,FOLHASP,57,902,168,2099,11,0,3180,44,5,8,Levemente Ruim
Wed,JUL,6,2011,ESTADAO,92,0,21,6,0,0,27,56,24,12,Levemente Ruim
Thu,JUL,7,2011,G1,241,0,1464,314,28,0,1806,157,33,51,Levemente Ruim
Thu,JUL,7,2011,FOLHASP,51,327,294,312,7,0,940,42,4,5,Levemente Ruim
Thu,JUL,7,2011,ESTADAO,98,0,30,5,2,0,37,63,16,19,Levemente Ruim
Fri,JUL,8,2011,G1,230,0,1668,1479,54,0,3201,144,29,57,Ruim
Fri,JUL,8,2011,FOLHASP,54,868,36,2255,2,0,3161,34,8,12,Ruim
Fri,JUL,8,2011,ESTADAO,84,0,39,3,0,0,42,52,18,14,Ruim
Mon,JUL,11,2011,G1,226,0,2049,1190,50,0,3289,111,62,53,Pessimo
Mon,JUL,11,2011,FOLHASP,66,2141,682,1791,24,0,4638,32,16,18,Pessimo
Mon,JUL,11,2011,ESTADAO,91,0,79,26,8,2,115,49,30,12,Pessimo
Tue,JUL,12,2011,G1,277,0,2313,2434,23,0,4770,174,50,53,Levemente Ruim
Tue,JUL,12,2011,FOLHASP,57,1294,320,3868,2,0,5484,44,4,9,Levemente Ruim
Tue,JUL,12,2011,ESTADAO,116,0,42,35,0,0,77,65,27,24,Levemente Ruim
Wed,JUL,13,2011,G1,246,0,1938,990,39,0,2967,158,32,56,Bom
Wed,JUL,13,2011,FOLHASP,66,1624,768,4341,11,0,6744,45,7,14,Bom
Wed,JUL,13,2011,ESTADAO,131,0,78,2,1,0,81,92,23,16,Bom
Thu,JUL,14,2011,G1,200,0,1396,285,26,0,1707,132,30,38,Ruim
Thu,JUL,14,2011,FOLHASP,66,514,498,716,17,0,1745,40,18,8,Ruim
Thu,JUL,14,2011,ESTADAO,99,0,43,3,4,0,50,61,24,14,Ruim
Fri,JUL,15,2011,G1,188,0,1131,283,31,0,1445,101,45,42,Levemente Ruim
Fri,JUL,15,2011,FOLHASP,51,362,606,1163,27,0,2158,32,9,10,Levemente Ruim
Fri,JUL,15,2011,ESTADAO,65,0,23,11,0,1,35,33,24,8,Levemente Ruim
Mon,JUL,18,2011,G1,198,0,1372,773,30,0,2175,113,43,42,Ruim
Mon,JUL,18,2011,FOLHASP,60,535,848,2049,21,0,3453,44,10,6,Ruim
Mon,JUL,18,2011,ESTADAO,48,0,42,43,1,0,86,24,15,9,Ruim
Tue,JUL,19,2011,G1,205,0,1982,844,68,0,2894,124,29,52,Levemente Bom
Tue,JUL,19,2011,FOLHASP,56,394,214,517,9,0,1134,40,7,9,Levemente Bom
Tue,JUL,19,2011,ESTADAO,62,0,12,4,0,0,16,35,14,13,Levemente Bom
Wed,JUL,20,2011,G1,245,0,1749,698,43,0,2490,163,24,58,Levemente Bom
Wed,JUL,20,2011,FOLHASP,52,549,158,550,11,0,1268,39,4,9,Levemente Bom
Wed,JUL,20,2011,ESTADAO,84,0,18,44,2,1,65,63,8,13,Levemente Bom
Thu,JUL,21,2011,G1,238,0,1883,432,52,0,2367,160,39,39,Bom
Thu,JUL,21,2011,FOLHASP,52,328,406,3347,21,0,4102,44,3,5,Bom
Thu,JUL,21,2011,ESTADAO,114,0,14,10,0,0,24,73,21,20,Bom
Fri,JUL,22,2011,G1,213,0,1552,1031,36,0,2619,148,21,44,Levemente Bom
Fri,JUL,22,2011,FOLHASP,55,787,216,861,8,0,1872,46,4,5,Levemente Bom
Fri,JUL,22,2011,ESTADAO,81,0,5,0,0,0,5,53,13,15,Levemente Bom
Mon,JUL,25,2011,G1,241,0,2260,2259,57,0,4576,133,43,65,Levemente Ruim
Mon,JUL,25,2011,FOLHASP,51,649,252,914,7,0,1822,29,12,10,Levemente Ruim
Mon,JUL,25,2011,ESTADAO,85,0,3,465,0,1,469,46,27,12,Levemente Ruim
Tue,JUL,26,2011,G1,263,0,2350,2536,82,0,4968,150,53,60,Ruim
Tue,JUL,26,2011,FOLHASP,66,1707,80,2418,1,0,4206,42,6,18,Ruim
Tue,JUL,26,2011,ESTADAO,91,0,12,12,1,0,25,52,31,8,Ruim
Wed,JUL,27,2011,G1,269,0,1769,592,31,0,2392,174,41,54,Ruim
Wed,JUL,27,2011,FOLHASP,64,448,238,415,13,0,1114,40,11,13,Ruim
Wed,JUL,27,2011,ESTADAO,95,0,29,25,2,0,56,57,22,16,Ruim
Thu,JUL,28,2011,G1,267,0,2566,513,29,0,3108,187,42,38,Levemente Bom
Thu,JUL,28,2011,FOLHASP,73,1003,336,2788,7,0,4134,49,12,12,Levemente Bom
Thu,JUL,28,2011,ESTADAO,124,0,21,11,0,0,32,77,24,23,Levemente Bom
Fri,JUL,29,2011,G1,273,0,2312,668,41,0,3021,146,65,62,Levemente Bom
Fri,JUL,29,2011,FOLHASP,50,575,212,621,8,0,1416,29,8,13,Levemente Bom
Fri,JUL,29,2011,ESTADAO,86,0,9,7,0,0,16,47,27,12,Levemente Bom
Mon,AGO,1,2011,G1,258,0,2374,2685,102,0,5161,164,36,58,Levemente Ruim
Mon,AGO,1,2011,FOLHASP,62,1173,630,1983,10,0,3796,51,3,8,Levemente Ruim
Mon,AGO,1,2011,ESTADAO,76,0,37,25,0,1,63,47,23,6,Levemente Ruim
Tue,AGO,2,2011,G1,291,0,2966,955,66,0,3987,189,44,58,Pessimo
Tue,AGO,2,2011,FOLHASP,52,504,1102,1223,33,0,2862,34,10,8,Pessimo
Tue,AGO,2,2011,ESTADAO,118,0,38,10,3,1,52,71,29,18,Pessimo
Wed,AGO,3,2011,G1,253,0,1897,867,41,0,2805,157,41,55,Pessimo
Wed,AGO,3,2011,FOLHASP,57,954,434,2165,4,0,3557,36,13,8,Pessimo
Wed,AGO,3,2011,ESTADAO,111,0,156,29,16,11,212,58,29,24,Pessimo
Thu,AGO,4,2011,G1,254,0,2314,856,60,0,3230,142,56,56,Pessimo
Thu,AGO,4,2011,FOLHASP,76,1564,212,4301,4,0,6081,41,17,18,Pessimo
Thu,AGO,4,2011,ESTADAO,99,0,212,62,8,6,288,42,36,21,Pessimo
Fri,AGO,5,2011,G1,254,0,2068,907,29,0,3004,111,83,60,Levemente Bom
Fri,AGO,5,2011,FOLHASP,58,476,294,402,14,0,1186,20,29,9,Levemente Bom
Fri,AGO,5,2011,ESTADAO,106,0,208,31,12,6,257,37,47,22,Levemente Bom
Mon,AGO,8,2011,G1,287,0,2894,1932,56,0,4882,132,89,66,Pessimo
Mon,AGO,8,2011,FOLHASP,64,1272,292,2191,16,0,3771,17,37,10,Pessimo
Mon,AGO,8,2011,ESTADAO,127,0,182,57,9,3,251,61,41,25,Pessimo
Tue,AGO,9,2011,G1,268,0,3747,1197,74,0,5018,146,67,55,Otimo
Tue,AGO,9,2011,FOLHASP,63,1332,328,1925,4,0,3589,34,23,6,Otimo
Tue,AGO,9,2011,ESTADAO,112,0,103,20,7,7,137,49,36,27,Otimo
Wed,AGO,10,2011,G1,251,0,2665,1132,50,0,3847,145,58,48,Levemente Bom
Wed,AGO,10,2011,FOLHASP,81,724,820,1293,7,0,2844,45,19,17,Levemente Bom
Wed,AGO,10,2011,ESTADAO,115,0,134,24,6,0,164,66,30,19,Levemente Bom
Thu,AGO,11,2011,G1,296,0,2496,423,29,0,2948,200,42,54,Otimo
Thu,AGO,11,2011,FOLHASP,67,795,354,868,10,0,2027,31,27,9,Otimo
Thu,AGO,11,2011,ESTADAO,107,0,121,16,11,7,155,56,23,28,Otimo
Fri,AGO,12,2011,G1,205,0,1797,491,38,0,2326,141,31,33,Levemente Bom
Fri,AGO,12,2011,FOLHASP,57,533,246,840,7,0,1626,28,13,16,Levemente Bom
Fri,AGO,12,2011,ESTADAO,88,0,105,49,3,1,158,45,27,16,Levemente Bom
Mon,AGO,15,2011,G1,219,0,2049,1402,31,0,3482,150,23,46,Otimo
Mon,AGO,15,2011,FOLHASP,65,976,454,1188,13,0,2631,52,4,9,Otimo
Mon,AGO,15,2011,ESTADAO,89,0,205,67,22,9,303,50,26,13,Otimo
Tue,AGO,16,2011,G1,220,0,2542,380,24,0,2946,128,41,51,Levemente Ruim
Tue,AGO,16,2011,FOLHASP,61,887,750,1848,8,0,3493,32,11,18,Levemente Ruim
Tue,AGO,16,2011,ESTADAO,87,0,229,91,12,6,338,43,29,15,Levemente Ruim
Wed,AGO,17,2011,G1,218,0,1167,2583,27,0,3777,128,51,39,Bom
Wed,AGO,17,2011,FOLHASP,62,2142,350,5449,11,0,7952,28,15,19,Bom
Wed,AGO,17,2011,ESTADAO,89,0,104,65,4,5,178,55,19,15,Bom
Thu,AGO,18,2011,G1,217,0,2896,8284,52,0,11232,124,51,42,Pessimo
Thu,AGO,18,2011,FOLHASP,68,1536,502,10704,14,0,12756,30,25,13,Pessimo
Thu,AGO,18,2011,ESTADAO,148,0,341,47,6,7,401,72,45,31,Pessimo
Fri,AGO,19,2011,G1,194,0,1953,688,30,0,2671,104,52,38,Ruim
Fri,AGO,19,2011,FOLHASP,60,1276,1662,3145,20,0,6103,24,24,12,Ruim
Fri,AGO,19,2011,ESTADAO,96,0,46,25,2,1,74,40,46,10,Ruim
Mon,AGO,22,2011,G1,221,0,2755,3615,48,0,6418,146,42,33,Levemente Ruim
Mon,AGO,22,2011,FOLHASP,59,303,516,964,5,0,1788,46,7,6,Levemente Ruim
Mon,AGO,22,2011,ESTADAO,71,0,107,27,5,4,143,41,19,11,Levemente Ruim
Tue,AGO,23,2011,G1,269,0,2074,666,31,0,2771,159,57,53,Otimo
Tue,AGO,23,2011,FOLHASP,68,330,1236,3390,21,0,4977,45,13,10,Otimo
Tue,AGO,23,2011,ESTADAO,83,0,113,141,4,0,258,43,23,17,Otimo
Wed,AGO,24,2011,G1,227,0,1541,4762,69,0,6372,147,34,46,Levemente Bom
Wed,AGO,24,2011,FOLHASP,61,878,122,8287,11,0,9298,41,15,5,Levemente Bom
Wed,AGO,24,2011,ESTADAO,103,0,22,45,0,0,67,70,20,13,Levemente Bom
Thu,AGO,25,2011,G1,231,0,2726,2914,31,0,5671,142,39,50,Ruim
Thu,AGO,25,2011,FOLHASP,56,208,1014,1345,33,0,2600,43,7,6,Ruim
Thu,AGO,25,2011,ESTADAO,72,0,44,95,0,4,143,48,14,10,Ruim
Fri,AGO,26,2011,G1,217,0,1398,449,30,0,1877,139,31,47,Levemente Bom
Fri,AGO,26,2011,FOLHASP,58,162,490,320,16,0,988,43,6,9,Levemente Bom
Fri,AGO,26,2011,ESTADAO,92,0,57,23,2,0,82,56,17,19,Levemente Bom
Mon,AGO,29,2011,G1,220,0,1848,1400,44,0,3292,150,24,46,Otimo
Mon,AGO,29,2011,FOLHASP,71,1300,658,1727,17,0,3702,50,10,11,Otimo
Mon,AGO,29,2011,ESTADAO,84,0,142,48,9,8,207,62,14,8,Otimo
Tue,AGO,30,2011,G1,228,0,2060,1609,17,0,3686,153,29,46,Levemente Bom
Tue,AGO,30,2011,FOLHASP,58,1338,918,3178,9,0,5443,44,12,2,Levemente Bom
Tue,AGO,30,2011,ESTADAO,98,0,109,33,2,7,151,67,19,12,Levemente Bom
Wed,AGO,31,2011,G1,258,0,2272,1254,50,0,3576,182,21,55,Otimo
Wed,AGO,31,2011,FOLHASP,64,671,218,435,6,0,1330,45,9,10,Otimo
Wed,AGO,31,2011,ESTADAO,109,0,136,50,12,4,202,73,22,14,Otimo
Thu,SET,1,2011,G1,237,0,1973,698,27,0,2698,153,25,59,Otimo
Thu,SET,1,2011,FOLHASP,73,1987,140,7479,6,0,9612,50,11,12,Otimo
Thu,SET,1,2011,ESTADAO,100,0,128,102,5,18,253,62,16,22,Otimo
Fri,SET,2,2011,G1,235,0,1852,799,40,0,2691,139,44,52,Pessimo
Fri,SET,2,2011,FOLHASP,53,359,286,865,12,0,1522,33,10,10,Pessimo
Fri,SET,2,2011,ESTADAO,103,0,87,46,1,1,135,66,24,13,Pessimo
Mon,SET,5,2011,G1,167,0,896,459,37,0,1392,93,40,34,Pessimo
Mon,SET,5,2011,FOLHASP,51,444,30,461,13,0,948,29,14,8,Pessimo
Mon,SET,5,2011,ESTADAO,75,0,115,46,4,1,166,41,24,10,Pessimo
Tue,SET,6,2011,G1,257,0,2440,977,37,0,3454,147,43,67,Otimo
Tue,SET,6,2011,FOLHASP,63,432,106,919,14,0,1471,30,21,12,Otimo
Tue,SET,6,2011,ESTADAO,88,0,82,17,4,4,107,40,25,23,Otimo
Thu,SET,8,2011,G1,252,0,2022,873,21,0,2916,173,32,47,Bom
Thu,SET,8,2011,FOLHASP,52,1085,46,985,17,0,2133,37,5,10,Bom
Thu,SET,8,2011,ESTADAO,90,0,51,62,1,3,117,49,24,17,Bom
Fri,SET,9,2011,G1,201,0,1438,430,17,0,1885,124,44,33,Pessimo
Fri,SET,9,2011,FOLHASP,58,562,70,2235,15,0,2882,30,17,11,Pessimo
Fri,SET,9,2011,ESTADAO,77,0,41,5,2,0,48,48,21,8,Pessimo
Mon,SET,12,2011,G1,248,0,1976,1168,29,0,3173,134,57,57,Levemente Ruim
Mon,SET,12,2011,FOLHASP,67,1714,56,5616,23,0,7409,23,21,23,Levemente Ruim
Mon,SET,12,2011,ESTADAO,94,0,211,114,11,8,344,51,35,8,Levemente Ruim
Tue,SET,13,2011,G1,288,0,2123,2178,32,0,4333,192,39,57,Levemente Ruim
Tue,SET,13,2011,FOLHASP,65,738,196,1178,18,0,2130,41,8,16,Levemente Ruim
Tue,SET,13,2011,ESTADAO,86,0,67,59,6,0,132,56,22,8,Levemente Ruim
Wed,SET,14,2011,G1,295,0,2570,1608,54,0,4232,192,39,64,Bom
Wed,SET,14,2011,FOLHASP,65,1324,50,1912,13,0,3299,38,10,17,Bom
Wed,SET,14,2011,ESTADAO,122,0,95,58,7,1,161,66,36,20,Bom
Thu,SET,15,2011,G1,272,0,2406,3510,84,0,6000,152,50,70,Levemente Bom
Thu,SET,15,2011,FOLHASP,68,1852,76,2197,14,0,4139,36,13,19,Levemente Bom
Thu,SET,15,2011,ESTADAO,85,0,55,37,3,1,96,37,23,25,Levemente Bom
Fri,SET,16,2011,G1,250,0,1919,1823,32,0,3774,160,37,53,Bom
Fri,SET,16,2011,FOLHASP,65,3173,178,4285,17,0,7653,36,20,9,Bom
Fri,SET,16,2011,ESTADAO,81,0,65,112,4,1,182,44,22,15,Bom
Mon,SET,19,2011,G1,271,0,2234,1736,39,0,4009,132,63,76,Levemente Ruim
Mon,SET,19,2011,FOLHASP,73,1574,160,4023,8,0,5765,30,31,12,Levemente Ruim
Mon,SET,19,2011,ESTADAO,82,0,61,79,4,6,150,39,23,20,Levemente Ruim
Tue,SET,20,2011,G1,325,0,2392,1122,32,0,3546,205,47,73,Ruim
Tue,SET,20,2011,FOLHASP,64,2202,62,2366,18,0,4648,37,9,18,Ruim
Tue,SET,20,2011,ESTADAO,100,0,30,0,0,0,30,61,23,16,Ruim
Wed,SET,21,2011,G1,306,0,2321,4521,41,0,6883,200,46,60,Levemente Ruim
Wed,SET,21,2011,FOLHASP,66,2592,88,6502,4,0,9186,37,11,18,Levemente Ruim
Wed,SET,21,2011,ESTADAO,79,0,67,12,0,1,80,49,14,16,Levemente Ruim
Thu,SET,22,2011,G1,278,0,2572,2418,51,0,5041,146,66,66,Pessimo
Thu,SET,22,2011,FOLHASP,44,1015,114,970,10,0,2109,25,11,8,Pessimo
Thu,SET,22,2011,ESTADAO,99,0,227,585,11,84,907,47,37,15,Pessimo
Fri,SET,23,2011,G1,205,0,1953,1225,59,0,3237,105,39,61,Levemente Ruim
Fri,SET,23,2011,FOLHASP,27,655,46,92,9,0,802,16,5,6,Levemente Ruim
Fri,SET,23,2011,ESTADAO,76,0,83,10,3,12,108,37,25,14,Levemente Ruim
Mon,SET,26,2011,G1,272,0,3316,2189,62,0,5567,143,55,74,Levemente Bom
Mon,SET,26,2011,FOLHASP,41,673,122,94,22,0,911,25,7,9,Levemente Bom
Mon,SET,26,2011,ESTADAO,64,0,27,16,0,1,44,40,17,7,Levemente Bom
Tue,SET,27,2011,G1,311,0,1726,4415,64,0,6205,195,48,68,Levemente Bom
Tue,SET,27,2011,FOLHASP,41,511,96,138,12,0,757,28,4,9,Levemente Bom
Tue,SET,27,2011,ESTADAO,81,0,118,10,7,5,140,48,26,7,Levemente Bom
Wed,SET,28,2011,G1,258,0,2523,4545,39,0,7107,164,46,48,Ruim
Wed,SET,28,2011,FOLHASP,35,1161,90,26,10,0,1287,24,7,4,Ruim
Wed,SET,28,2011,ESTADAO,67,0,52,11,6,4,73,43,12,12,Ruim
Thu,SET,29,2011,G1,319,0,2446,745,79,0,3270,205,42,72,Levemente Bom
Thu,SET,29,2011,FOLHASP,40,201,92,51,25,0,369,28,4,8,Levemente Bom
Thu,SET,29,2011,ESTADAO,69,0,80,39,8,0,127,44,13,12,Levemente Bom
Fri,SET,30,2011,G1,257,0,2285,1930,313,0,4528,133,64,60,Ruim
Fri,SET,30,2011,FOLHASP,35,660,176,130,70,0,1036,23,9,3,Ruim
Fri,SET,30,2011,ESTADAO,94,0,111,11,0,8,130,46,25,23,Ruim
Mon,OUT,3,2011,G1,310,0,3157,1646,92,0,4895,186,64,60,Pessimo
Mon,OUT,3,2011,FOLHASP,37,193,32,897,16,0,1138,22,7,8,Pessimo
Mon,OUT,3,2011,ESTADAO,78,0,77,34,13,1,125,38,24,16,Pessimo
Tue,OUT,4,2011,G1,301,0,3041,2151,92,0,5284,186,51,64,Levemente Ruim
Tue,OUT,4,2011,FOLHASP,40,488,56,1584,12,0,2140,26,8,6,Levemente Ruim
Tue,OUT,4,2011,ESTADAO,102,0,310,55,23,12,400,51,31,20,Levemente Ruim
Wed,OUT,5,2011,G1,332,0,3885,1971,119,0,5975,218,50,64,Levemente Bom
Wed,OUT,5,2011,FOLHASP,48,1078,174,316,14,0,1582,29,8,11,Levemente Bom
Wed,OUT,5,2011,ESTADAO,77,0,129,5,9,4,147,48,16,13,Levemente Bom
Thu,OUT,6,2011,G1,304,0,2134,1081,63,0,3278,203,28,73,Otimo
Thu,OUT,6,2011,FOLHASP,39,1075,162,71,10,0,1318,27,4,8,Otimo
Thu,OUT,6,2011,ESTADAO,62,0,23,1,1,0,25,42,8,12,Otimo
Fri,OUT,7,2011,G1,255,0,2173,1015,84,0,3272,147,54,54,Pessimo
Fri,OUT,7,2011,FOLHASP,28,337,68,55,13,0,473,20,4,4,Pessimo
Fri,OUT,7,2011,ESTADAO,78,0,14,0,0,0,14,41,21,16,Pessimo
Mon,OUT,10,2011,G1,245,0,2193,1076,61,0,3330,164,34,47,Otimo
Mon,OUT,10,2011,FOLHASP,44,500,98,116,6,0,720,33,6,5,Otimo
Mon,OUT,10,2011,ESTADAO,56,0,49,23,10,7,89,35,14,7,Otimo
Tue,OUT,11,2011,G1,318,0,3522,3693,98,0,7313,178,64,76,Bom
Tue,OUT,11,2011,FOLHASP,44,846,286,201,17,0,1350,27,7,10,Bom
Tue,OUT,11,2011,ESTADAO,82,0,78,23,3,0,104,44,26,12,Bom
Thu,OUT,13,2011,G1,330,0,3654,2291,113,0,6058,207,49,74,Bom
Thu,OUT,13,2011,FOLHASP,39,451,266,906,18,0,1641,23,7,9,Bom
Thu,OUT,13,2011,ESTADAO,63,0,44,64,1,1,110,31,13,19,Bom
Fri,OUT,14,2011,G1,246,0,2636,3680,83,0,6399,149,46,51,Levemente Bom
Fri,OUT,14,2011,FOLHASP,39,1987,8,11,2,0,2008,24,7,8,Levemente Bom
Fri,OUT,14,2011,ESTADAO,84,0,58,37,0,5,100,47,23,14,Levemente Bom
Mon,OUT,17,2011,G1,269,0,3110,2028,82,0,5220,158,49,62,Pessimo
Mon,OUT,17,2011,FOLHASP,43,497,24,201,3,0,725,31,8,4,Pessimo
Mon,OUT,17,2011,ESTADAO,63,0,166,123,14,2,305,36,13,14,Pessimo
Tue,OUT,18,2011,G1,315,0,2249,687,42,0,2978,194,49,72,Otimo
Tue,OUT,18,2011,FOLHASP,41,454,110,50,10,0,624,29,2,10,Otimo
Tue,OUT,18,2011,ESTADAO,69,0,50,7,2,0,59,41,16,12,Otimo
Wed,OUT,19,2011,G1,297,0,3749,2115,125,0,5989,182,51,64,Levemente Ruim
Wed,OUT,19,2011,FOLHASP,33,448,18,110,3,0,579,21,1,11,Levemente Ruim
Wed,OUT,19,2011,ESTADAO,98,0,33,4,3,1,41,66,13,19,Levemente Ruim
Thu,OUT,20,2011,G1,262,0,3586,2362,87,0,6035,143,55,64,Ruim
Thu,OUT,20,2011,FOLHASP,43,784,94,8675,23,0,9576,24,11,8,Ruim
Thu,OUT,20,2011,ESTADAO,55,0,8,13,0,0,21,28,14,13,Ruim
Fri,OUT,21,2011,G1,207,0,2230,437,50,0,2717,131,34,42,Otimo
Fri,OUT,21,2011,FOLHASP,32,320,42,40,6,0,408,22,4,6,Otimo
Fri,OUT,21,2011,ESTADAO,51,0,5,0,0,0,5,32,6,13,Otimo
Mon,OUT,24,2011,G1,203,0,2384,759,38,0,3181,118,27,58,Otimo
Mon,OUT,24,2011,FOLHASP,40,732,214,114,14,0,1074,25,6,9,Otimo
Mon,OUT,24,2011,ESTADAO,65,0,69,25,4,5,103,37,14,14,Otimo
Tue,OUT,25,2011,G1,246,0,3427,1787,114,0,5328,143,52,51,Ruim
Tue,OUT,25,2011,FOLHASP,42,461,314,115,13,0,903,27,7,8,Ruim
Tue,OUT,25,2011,ESTADAO,81,0,159,38,20,3,220,48,20,13,Ruim
Wed,OUT,26,2011,G1,265,0,3813,1107,82,0,5002,177,39,49,Bom
Wed,OUT,26,2011,FOLHASP,58,291,288,198,38,0,815,34,13,11,Bom
Wed,OUT,26,2011,ESTADAO,85,0,58,5,7,1,71,65,7,13,Bom
Thu,OUT,27,2011,G1,274,0,3228,2458,88,0,5774,191,24,59,Otimo
Thu,OUT,27,2011,FOLHASP,62,483,286,142,42,0,953,51,6,5,Otimo
Thu,OUT,27,2011,ESTADAO,85,0,50,2,0,0,52,56,13,16,Otimo
Fri,OUT,28,2011,G1,227,0,2114,1378,44,0,3536,150,34,43,Levemente Bom
Fri,OUT,28,2011,FOLHASP,38,278,156,141,22,0,597,22,9,7,Levemente Bom
Fri,OUT,28,2011,ESTADAO,64,0,86,9,8,3,106,46,11,7,Levemente Bom
Mon,OUT,31,2011,G1,223,0,2784,483,61,0,3328,123,50,50,Ruim
Mon,OUT,31,2011,FOLHASP,34,320,42,29,8,0,399,17,8,9,Ruim
Mon,OUT,31,2011,ESTADAO,74,0,85,25,7,4,121,48,16,10,Ruim
Tue,NOV,1,2011,G1,265,0,3133,786,119,0,4038,154,49,62,Ruim
Tue,NOV,1,2011,FOLHASP,46,384,124,69,11,0,588,27,12,7,Ruim
Tue,NOV,1,2011,ESTADAO,75,0,192,11,10,5,218,46,18,11,Ruim
Thu,NOV,3,2011,G1,282,0,3647,1381,99,0,5127,173,49,60,Bom
Thu,NOV,3,2011,FOLHASP,45,346,352,799,35,0,1532,31,6,8,Bom
Thu,NOV,3,2011,ESTADAO,101,0,102,90,5,6,203,65,18,18,Bom
Fri,NOV,4,2011,G1,230,0,3175,1057,69,0,4301,140,39,51,Levemente Bom
Fri,NOV,4,2011,FOLHASP,39,129,216,244,30,0,619,27,7,5,Levemente Bom
Fri,NOV,4,2011,ESTADAO,71,0,323,5,20,8,356,50,10,11,Levemente Bom
Mon,NOV,7,2011,G1,229,0,2169,1008,54,0,3231,149,35,45,Levemente Bom
Mon,NOV,7,2011,FOLHASP,47,263,308,515,23,0,1109,28,5,14,Levemente Bom
Mon,NOV,7,2011,ESTADAO,63,0,141,75,15,3,234,34,20,9,Levemente Bom
Tue,NOV,8,2011,G1,238,0,3076,1450,80,0,4606,140,39,59,Levemente Ruim
Tue,NOV,8,2011,FOLHASP,39,266,46,52,11,0,375,26,8,5,Levemente Ruim
Tue,NOV,8,2011,ESTADAO,56,0,115,23,5,3,146,25,21,10,Levemente Ruim
Wed,NOV,9,2011,G1,244,0,2434,696,67,0,3197,151,44,49,Pessimo
Wed,NOV,9,2011,FOLHASP,43,369,60,110,18,0,557,23,13,7,Pessimo
Wed,NOV,9,2011,ESTADAO,84,0,133,14,5,3,155,46,21,17,Pessimo
Thu,NOV,10,2011,G1,320,0,2997,1857,96,0,4950,164,81,75,Levemente Ruim
Thu,NOV,10,2011,FOLHASP,47,487,102,206,21,0,816,27,7,13,Levemente Ruim
Thu,NOV,10,2011,ESTADAO,90,0,425,47,17,11,500,42,37,11,Levemente Ruim
Fri,NOV,11,2011,G1,243,0,2578,981,32,0,3591,151,43,49,Otimo
Fri,NOV,11,2011,FOLHASP,34,262,102,185,14,0,563,25,6,3,Otimo
Fri,NOV,11,2011,ESTADAO,73,0,14,4,0,3,21,43,15,15,Otimo
Mon,NOV,14,2011,G1,170,0,2124,357,29,0,2510,96,28,46,Levemente Ruim
Mon,NOV,14,2011,FOLHASP,34,124,68,102,22,0,316,29,3,2,Levemente Ruim
Mon,NOV,14,2011,ESTADAO,41,0,57,23,2,3,85,27,6,8,Levemente Ruim
Wed,NOV,16,2011,G1,233,0,2679,5291,85,0,8055,129,44,60,Levemente Bom
Wed,NOV,16,2011,FOLHASP,46,687,48,2150,23,0,2908,27,11,8,Levemente Bom
Wed,NOV,16,2011,ESTADAO,64,0,20,4,1,0,25,36,15,13,Levemente Bom
Thu,NOV,17,2011,G1,229,0,2999,3262,95,0,6356,129,51,49,Pessimo
Thu,NOV,17,2011,FOLHASP,66,713,40,2404,5,0,3162,32,21,13,Pessimo
Thu,NOV,17,2011,ESTADAO,79,0,55,24,4,1,84,44,25,10,Pessimo
Fri,NOV,18,2011,G1,192,0,2179,1923,78,0,4180,100,39,53,Levemente Ruim
Fri,NOV,18,2011,FOLHASP,50,453,114,2070,16,0,2653,22,21,7,Levemente Ruim
Fri,NOV,18,2011,ESTADAO,61,0,300,4,30,5,339,28,18,15,Levemente Ruim
Mon,NOV,21,2011,G1,256,0,2230,2295,92,0,4617,111,97,48,Levemente Ruim
Mon,NOV,21,2011,FOLHASP,70,992,18,3876,10,0,4896,25,33,12,Levemente Ruim
Mon,NOV,21,2011,ESTADAO,85,0,32,9,1,13,55,45,29,11,Levemente Ruim
Tue,NOV,22,2011,G1,234,0,2681,5752,83,0,8516,132,40,62,Levemente Ruim
Tue,NOV,22,2011,FOLHASP,78,831,72,1885,15,0,2803,55,14,9,Levemente Ruim
Tue,NOV,22,2011,ESTADAO,81,0,81,7,6,8,102,38,28,15,Levemente Ruim
Wed,NOV,23,2011,G1,272,0,4441,22306,146,0,26893,135,77,60,Ruim
